Adhyaya_no	Brahmana_no	Text_no	Hymn
1	2	6	And there may be two additional (oblations) , --a productive pair consists of two: thus a productive pair is produced; this is that perfection, the sacrifice.
1	2	7	And there may be three additional ones ,--a productive pair consists of two, and that which is produced is the third: this is that perfection, the sacrifice.
1	2	8	And there may be four additional ones ,--as the one so the four. There are these three worlds; these worlds he thus gains by three (oblations); and Pragâpati, indeed, is the fourth beyond these worlds: by the fourth (oblation) he thus gains Pragâpati,--this is that perfection, the sacrifice.
1	2	9	That (sacrifice) which is defective in two (oblations)  is indeed defective, it is not a sacrifice; and that which is excessive in respect of five (oblations) is indeed excessive, it is not a sacrifice: this is that perfection as regards the ten, the twenty, thus up to a thousand .
1	2	10	Verily, they who perform the Full and New-moon sacrifice, run a race . One ought to perform it during fifteen years;--in these fifteen years there are three hundred and sixty full moons and newmoons; and there are in a year three hundred and sixty nights: it is the nights he thus gains.
1	2	11	He should then offer for another fifteen years; in these fifteen years there are three hundred and sixty full moons and new moons; and there are in a year three hundred and sixty days it is the days he thus gains, and the year itself he thus gains.
1	2	12	Now, indeed, the gods were at first mortal; and only when they had gained the year they were immortal; for the year is everything, and the imperishable means everything: thereby then accrues to him imperishable merit, the imperishable world.
1	2	13	He who, knowing this, offers (the Full and New-moon sacrifice) for thirty years, becomes one of the race-runners, whence one ought to offer sacrifice for not less than thirty years. But if he be a performer of the Dâkshâyana sacrifice , he need only offer for fifteen years, for therein that perfection is brought about, since he performs (every month) two Full-moon and two New-moon offerings, and thus that perfection is indeed brought about therein.
1	3	1	When he has performed the Full-moon sacrifice, he prepares an additional (cake) for Indra Vimridh (the repeller of scorners), and offers it in accordance with the procedure of an ishti ; and when he has performed the New-moon sacrifice, he prepares an additional rice-pap for Aditi , and offers it in accordance with the procedure of an ishti.
1	3	2	And as to why, after performing the Full-moon sacrifice, he prepares (a cake) for Indra Vimridh, it is because Indra is the deity of the sacrifice; but the chief oblation of the Full-moon sacrifice belongs to Agni and Soma, and nothing is offered there with the formula 'To Indra (I offer) thee!' Hereby then that oblation comes to be shared by Indra, and so does the sacrifice come to be shared by Indra. And as to why (he offers) with 'To (Indra) Vimridh!' it is that by the Full-moon sacrifice he slays all scorners (mridh), all evil spirits.
1	3	3	And as to why, after performing the New-moon sacrifice, he prepares a pap for Aditi,--that moon doubtless is the same as King Soma, the food of the gods: when on that night he is not seen either in the east or in the west, the oblation becomes, as it were, uncertain and unfirm. Now Aditi is this earth, and she, indeed, is certain and firmly established: thereby, then, that oblation of his becomes certain and firmly established. Such, then, is the reason why he prepares additional oblations; now as to why he should not prepare them.
1	3	4	When, after performing the Full-moon sacrifice, he prepares an additional (cake) for Indra Vimridh, he does so in order that his sacrifice should become shared in by Indra, for every sacrifice belongs to Indra. But inasmuch as every sacrifice belongs to Indra, thereby that oblation of his, and that sacrifice, is already shared in by Indra.
1	3	5	And when, after performing the New-moon sacrifice, he prepares an additional pap for Aditi,--surely the New-moon sacrifice is itself an additional one; for by the Full-moon sacrifice Indra slew Vritra, and for him who had slain Vritra, the godsthen prepared that additional oblation, the New-moon sacrifice: why, then, should he prepare an oblation to be added to an additional offering? Let him, therefore, not prepare the additional oblations.
1	3	6	When, after performing the Full-moon sacrifice, he afterwards prepares another oblation; and when, after performing the New-moon sacrifice, he afterwards prepares another oblation, he rises and defies his malicious enemy; and, indeed, unassailed and undisturbed is the prosperity of him who at full moon performs the Full-moon sacrifice, and at new moon the New-moon sacrifice .
1	3	7	For by performing the Full-moon sacrifice at full moon, and the New-moon sacrifice at new moon, the gods forthwith dispelled evil, and were forthwith reproduced; and, verily, he who, knowing this, performs the Full-moon sacrifice at full moon, and the New-moon sacrifice at new moon, forthwith dispels evil, and is forthwith reproduced. If he offer an additional oblation, let him give a sacrificial fee (to the priests); for no oblation, they say, should be without a dakshinâ; and for the Full and New-moon sacrifices there is that dakshinâ, to wit, the Anvâhârya (mess of rice ). Thus much as to the additional oblations; now as to (the sun) rising over him.
1	4	1	Now, some people enter upon the fast  whenthey (still) see (the moon, on the fourteenth day of the half-month), thinking, 'To-morrow he will not rise,'--either on account of clouds or not having ascertained properly, they enter upon the fast, and (in the morning) he rises over him. Now if he (the moon) should rise on (the material for) the oblation being not yet taken out, then that approved (procedure is followed) and the same fasting-observance. The sour curds from last night's milking they use for coagulating the sacrificial food ; they let the calves join (their mothers), and drive them away again .
1	4	2	In the afternoon he drives them away with the parna-branch; and as there that approved oblation of the New-moon offering (is prepared) so here. But if he should not care to undergo (again) the fasting-observance, or if (the moon) were to rise over (the material for) the oblation already taken out, then let him do otherwise: having properly cleansed the rice-grains of the husks, he cooks the smaller ones as a cake on eight potsherds for Agni Dâtri (the Giver).
1	4	3	And the sour curds (from the milk) milked on the day before (he prepares) for Indra Pradâtri (the Bestower); and those (larger) rice-grains  he cooks in boiled fresh milk as a pap for Vishnu Sipivishta (the Bald); for a pap it is whenever rice-grains are thrown (into milk or sour curds).
1	4	4	And as to this being so, it is because that moon is no other than King Soma, the food of the gods;--he (the Sacrificer) at that time sought to secure him , and missed him: Agni, the Giver, gives that (moon) to him, and Indra, the Bestower, bestows that one upon him; Indra and Agni give that (moon, Soma) as a sacrifice to him, and that sacrifice given by Indra and Agni he offers. And as to why (he offers) to Vishnu, the Bald, it is because Vishnu is the sacrifice; and as to why to the Bald  (sipivishta),--it is that his missing him whom he sought to secure is the bald part (? sipita) of the sacrifice, hence to the Bald one. And on this occasion he should give (to the priests) as much as he is able to give, for no oblation, they say, should be without a dakshinâ. And let him observe the fast just (on the day) when he (the moon) does not rise.
1	5	1	He observes the fast thinking, 'To-day is the day of new moon ;' and then that (moon) is seen inthe west. But, indeed, he (the moon) is that heavenly dog: he watches the Sacrificer's cattle (to seize them), and that would not be good for cattle if amends were not made to them ; and through fear of that 'down-coming moon ,' as they think him to be,--
1	5	2	They steal away into the shade. And therefore, indeed, people call that burning pain 'svalukita' (dog's clutch);--and therefore they also call that one--
1	5	3	'The hare in the moon .' Soma, the food of the gods, indeed, is the moon: at full moon they press him; and in the subsequent half of the month he enters the waters and plants; and, the cattle feeding on the water and the plants, he then during that night (of new moon) collects him from the cattle.
1	5	4	He keeps the fast thinking, 'To-day is the day of new moon;' and then that (moon) is seen in the west, and the Sacrificer departs from the path of sacrifice. As to this they say, 'What should one do when he has departed from the path of the sacrifice? Should he sacrifice, or should he not sacrifice?' He should certainly sacrifice, for there is no other way out of it: day after day that (moon) rises larger. Having performed offering after the manner of the New-moon sacrifice, he takes out material for an additional offering either on the same, or on the following day.
1	5	5	There are three chief oblations for this (offering),--(he prepares) a cake on eight potsherds for Agni Pathikrit (the path-maker), one on eleven potsherds for Indra Vritrahan (the slayer of Vritra), and a cake on twelve potsherds for Agni Vaisvânara.
1	5	6	Now as to why he prepares (an oblation) for Agni Pathikrit,--it is that Agni, being the maker of the path, leads the Sacrificer (back) to the path of sacrifice, from which he now departs.
1	5	7	And as to why to Indra Vritrahan,--Vritra is sin: with the help of Indra, the slayer of Vritra, he thus slays sin, Vritra, which ever keeps him from well-being, from virtue, and from the good work: this is why he (offers) to Indra Vritrahan.
1	5	8	And as to why he prepares a cake on twelve potsherds for Agni Vaisvânara,--when Indra had slain Vritra, he burnt him completely by means of Agni Vaisvânara, and thereby burnt all his (Vritra's) sin; and in like manner does that (Sacrificer) now, after slaying sin, Vritra, with the help of Indra Vritrahan, burn him, and all that sin of his, by means of Agni Vaisvânara; and, verily, not the slightest sin remains in him who, knowing this, performs this offering.
1	5	9	For this (offering) there are seventeen kindling-verses. He offers to the deities in a low voice, and makes any (verses) he pleases his invitatory and offering-formulas. In like manner (those of) the two butter-portions and the two formulas of the Svishtakrit.
1	5	10	A bow with three arrows he gives as dakshinâ; for with the bow a dog is driven away: he thus drives away that (dog, the moon) when he gives a bow with three arrows as dakshinâ.
1	5	11	A staff he gives as dakshinâ; for with a staffa dog is driven away: he thus drives away that (dog) when he gives a staff as dakshinâ. This, indeed, is the prescribed dakshinâ; but he may give anything else besides, of such other (objects meet for) dakshinâs as may be at his disposal. This, doubtless, is an offering relating to cattle: he may perform it even though (the moon) was not seen (at his New-moon sacrifice).
1	6	1	Verily, in the beginning this (universe) was water, nothing but a sea of water. The waters desired, 'How can we be reproduced?' They toiled and performed fervid devotions , when they were becoming heated, a golden egg was produced. The year, indeed, was not then in existence: this golden egg floated about for as long as the space of a year.
1	6	2	In a year's time a man, this Pragâpati, was produced therefrom; and hence a woman, a cow, or a mare brings forth within the space of a year; for Pragâpati was born in a year. He broke open this golden egg. There was then, indeed, no resting-place: only this golden egg, bearing him, floated about for as long as the space of a year.
1	6	3	At the end of a year he tried to speak. He said 'bhûh': this (word) became this earth;--'bhuvah': this became this air;--'svah': this became yonder sky. Therefore a child tries tospeak at the end of a year, for at the end of a year Pragâpati tried to speak.
1	6	4	When he was first speaking Pragâpati spoke (words) of one syllable and of two syllables; whence a child, when first speaking, speaks (words) of one syllable and of two syllables.
1	6	5	These (three words consist of), five syllables: he made them to be the five seasons, and thus there are these five seasons. At the end of the (first) year, Pragâpati rose to stand on these worlds thus produced; whence a child tries to stand up at the end of a year, for at the end of a year Pragâpati stood up.
1	6	6	He was born with a life of a thousand years: even as one might see in the distance the opposite shore, so did he behold the opposite shore (the end) of his own life.
1	6	7	Desirous of offspring, he went on singing praises and toiling. He laid the power of reproduction into his own self. By (the breath of) his mouth he created the gods: the gods were created on entering the sky; and this is the godhead of the gods (deva) that they were created on entering the sky (div). Having created them, there was, as it were, daylight for him; and this also is the godhead of the gods that, after creating them, there was, as it were, daylight (diva) for him.
1	6	8	And by the downward breathing he created the Asuras: they were created on entering this earth. Having created them there was, as it were, darkness for him.
1	6	9	He knew, 'Verily, I have created evil for myself since, after creating, there has come to be, as it were, darkness for me.' Even then he smotethem with evil, and owing to this it was that they were overcome; whence people say, 'Not true is that regarding (the fight between) the gods and Asuras which is related partly in the tale and partly in the legend; for it was even then that Pragâpati smote them with evil, and it was owing to this that they were overcome.'
1	6	10	Therefore it is with reference to this that the Rishi has said, 'Not for a single day hast thou fought, nor hast thou any enemy, O Maghavan illusion is what they say concerning thy battles; no foe hast thou fought either to-day or aforetime.'
1	6	11	Now what daylight, as it were, there was for him, on creating the gods, of that he made the day; and what darkness, as it were, there was for him, on creating the Asuras, of that he made the night: they are these two, day and night.
1	6	12	Pragâpati bethought himself, 'Everything (sarva), indeed, I have obtained by stealth (tsar) who have created these deities:' this became the 'sarvatsara,' for 'sarvatsara,' doubtless, is the same as 'samvatsara (year).' And, verily, whosoever thus knows 'samvatsara' to be the same as 'sarvatsara ,' is not overcome by any evil which, by magic art, steals upon him (tsar); and whosoever thus knows 'samvatsara' to be the same as 'sarvatsara,' overcomes against whomsoever he practises magic art.
1	6	13	Pragâpati bethought himself, 'Verily, I have created here a counterpart of myself, to wit, the year;' whence they say, 'Pragâpati is the year;' for he created it to be a counterpart of himself:inasmuch as 'samvatsara (year),' as well as 'Pragâpati,' consists of four syllables, thereby it (the year) is a counterpart of him.
1	6	14	Now, these are the deities who were created out of Pragâpati,--Agni, Indra, Soma, and Parameshthin Prâgâpatya.
1	6	15	They were born with a life of a thousand years: even as one would see in the distance the opposite shore, so did they behold the opposite shore of their own life.
1	6	16	They went on singing praises and toiling. Then Parameshthin, son of Pragâpati, saw that sacrifice, the New and Full-moon offerings, and performed these offerings. Having performed them, he desired, 'Would I were everything here!' He became the waters, for the waters are everything here, inasmuch as they abide in the furthest place; for he who digs here on earth finds indeed water; and, in truth, it is from that furthest place, to wit, from yonder sky that he  rains, whence the name Parameshthin (abiding in the furthest, highest place).
1	6	17	Parameshthin spake unto his father Pragâpati, 'I have discovered a sacrifice which fulfils wishes: let me perform this for thee!'--'So be it!' he said. He accordingly performed it  for him. Having sacrificed, he (Pragâpati) desired, 'Would I were everything here!' He became the breath (vital air), for breath is everything here: Pragâpati is that breath which blows here (the wind); and whatsoever knows that it is thus he blows is his (Pragâpati's) eyesight; and whatsoever is endowedwith breath is Pragâpati. And, verily, whosoever thus knows that eyesight of Pragâpati becomes, as it were, manifest,
1	6	18	Pragâpati spake unto his son Indra, 'Let me perform for thee this wish-fulfilling sacrifice which Parameshthin has just performed for me.'--'So be it!' he said. He accordingly performed it for him. Having sacrificed, he (Indra) desired, 'Would that I were everything here!' He became speech (vâk), for speech is everything here; whence they say, 'Indra is Vâk.'
1	6	19	Indra spake unto his brothers Agni and Soma, 'Let me perform for you this wish-fulfilling sacrifice which our father Pragâpati has just performed for me.'--'So be it!' they said. He accordingly performed it for them. Having sacrificed, those two desired, 'Would that we were everything here!' One of them became the eater of food, and the other became food: Agni became the eater of food, and Soma food; and the eater of food, and food, indeed, are everything here.
1	6	20	These five deities, then, performed that wish-fulfilling sacrifice; and for whatever wish they sacrificed, that wish of theirs was fulfilled; and, verily, for whatever wish one performs that sacrifice, that wish of his is fulfilled.
1	6	21	When they had sacrificed they beheld (discovered) the eastern quarter, and made it the eastern (front) quarter; as it now is that eastern (front) quarter: therefore creatures here move in a forward direction, for they (the gods) made that the front quarter. 'Let us improve it  from here!'they said, and made it to be strength, 'May we see  this strength!' they said; and it became yonder sky .
1	6	22	They then beheld the southern quarter, and made it the southern quarter; and it now is that southern (right, dakshinâ) quarter: whence the dakshinâ (cows) stand to the south (of the altar) , and are driven up from the south, for they made that the southern one (dakshinâ). 'Let us improve it from here!' they said, and made it to be space. 'May we see this space!' they said; and it became this air, for that (air) is space; for even as the resting-place here in this world is clearly the earth, so the resting-place there in yonder world is clearly this air; and because, whilst being here on earth, one does not see that space, therefore people say, 'That space (or, yonder world) is invisible.'
1	6	23	They then beheld the western quarter, and made it (to represent) hope,--wherefore it is only when , after going forwards (to the east), oneobtains (his object) that he goes (back) to that (western) quarter; for they (the gods) made that (quarter to represent) hope. 'Let us improve it from here!' they said, and made it to be prosperity (or distinction). 'May we see this prosperity!' they said; and it became this earth, for this (earth) is indeed (the source of) prosperity; whence he who obtains most therefrom becomes the most prosperous.
1	6	24	They then beheld the northern quarter, and made it the waters. 'Let us improve it from here!' they said, and made it (to represent) the law, for the waters are the law: hence whenever the waters come (down) to this (terrestrial) world everything here comes to be in accordance with the law; but whenever there is drought, then the stronger seizes upon the weaker, for the waters are the law.
1	6	25	These then are eleven deities ,--there are five fore-offerings, two butter-portions, the Svishtakrit, and three after-offerings:--
1	6	26	These are eleven offerings,--it was, indeed, by these offerings that the gods gained these worlds, and these quarters; and in like manner does this (Sacrificer), by these offerings, gain these worlds, and these quarters.
1	6	27	And the four Patnîsamyâgas are the four intermediate quarters; and, indeed, it was by the four Patnîsamyâgas that the gods gained the intermediate quarters; and by means of them this (Sacrificer) now gains the intermediate quarters.
1	6	28	And as to the Idâ,--thereby the gods gained food; and in like manner does this (Sacrificer) thereby gain food. This, then, is the completeness of the New and Full-moon sacrifices as regards the gods.
1	6	29	Now as to the body:--there are in man these five breathings, not including the eyes; they are the five fore-offerings, and the two butter-portions are the eyes.
1	6	30	The Svishtakrit is the same as this downward breathing; and because he offers that (oblation), as it were, apart from the other oblations , therefore all the breathings recoil from that breathing; and because for the Svishtakrit he cuts portions from all the sacrificial dishes, therefore everything that enters these (channels of the other) breathings meets in (the channel of) that breathing.
1	6	31	The three after-offerings are the three male organs ; and that which is the chief after-offering is, as it were, the chief organ. 'He should offer it without drawing breath ,' they say, 'for thus it becomes unfailing for him.'
1	6	32	He may, however, draw breath once, for that (organ) has one joint; but if it were jointless, iteither would only stand erect, or it would hang down; whilst now it both becomes erect and hangs down: he may therefore draw breath once.
1	6	33	The four Patnîsamyâgas are the two arms (or front legs) and the two thighs--the support, in fact ; and the Idâ is this vital air (in the centre); and inasmuch as that (Idâ) is not offered in the fire, but remains as unburnt, therefore this (central) vital air is undivided.
1	6	34	The invitatory and offering-formulas are the bone, and the offering-material is the flesh. The invitatory and offering-formulas are (in) measured metre, whence the bones of a fat and a lean person are alike: but inasmuch as he takes now more, now less, offering-material, therefore the flesh of a fat person is fat, and the flesh of a lean person is lean. This sacrifice he performs to any deity he pleases and for whom there is a sacrificial dish.
1	6	35	Now, these are offerings from which nothing must be omitted; but were one to omit anything of them, it would be as if he were to break off some limb, or knock out some (channel of the) vital air. Other oblations, indeed, are either added to or omitted.
1	6	36	These, then, are sixteen offerings, for man consists of sixteen parts, and the sacrifice is the Man (Purusha): hence there are sixteen offerings.
1	7	1	Now there, on the occasion of the entering on the fast, it is said , 'If he does not eat, he becomesconsecrated to the Fathers ; and if he does eat he eats whilst passing over the gods;' and, in this respect, they lay down the rule, 'Let him therefore eat what grows in the forest.'
1	7	2	If he eats cultivated plants he eats the sacrificial essence of the offering-cake; and if he eats forest plants he eats the essence of the barhis ; and if he eats aught of trees he eats the essence of the fuel (for the sacrificial fire); and if he drinks milk he consumes the essence of the Sânnâyya ; and if he drinks water he consumes the essence of the lustral waters ; and if he eats nothing he becomes consecrated to the Fathers.
1	7	3	As to this they say, 'What course of procedure is there?' Well, let him, on those two nights (of full and new moon), himself offer the Agnihotra: inasmuch as, after offering, he takes food he does not become consecrated to the Fathers, for that (libation) is an offering; and inasmuch as he performs that offering in his own self he does not eat of those sacrificial essences.
1	7	4	Now all the nights concentrate themselves in these two nights: all the nights of the waxing moon concentrate in the night of full moon, and all the nights of the waning moon concentrate in the night of new moon; and, verily, for him who, knowing this, offers (the Agnihotra) himself on the day ofthe entrance on the fast, offering is always made by himself .
1	8	1	Now, the gods and the Asuras, both of them sprung from Pragâpati, once strove together. Then the Asuras, even through arrogance, thinking, 'Unto whom, forsooth, should we make offering?' went on offering into their own mouths. They came to naught, even through arrogance: wherefore let no one be arrogant, for verily arrogance is the cause of ruin .
1	8	2	But the gods went on offering unto one another. Pragâpati gave himself up to them, and the sacrifice became theirs; for, indeed, the sacrifice is the food of the gods.
1	8	3	Having given himself up to the gods, he created that counterpart of himself, to wit, the sacrifice: whence people say, 'The sacrifice is Pragâpati;' for he created it as a counterpart of himself.
1	8	4	By this (Full and New-moon) sacrifice he redeemed himself from the gods. Now when he (the Sacrificer) enters on the fast, he thereby gives himself up to the gods, even as Pragâpati thereby gave himself up to the gods. Let him therefore endeavour to pass that night (with his mind) completely restrained , in the same way as he wouldproceed with (material for) an oblation, for he becomes an oblation to the gods.
1	8	5	And when (on the following day) he performs the sacrifice, then he redeems himself by sacrifice from the gods, even as Pragâpati thereby redeemed himself: when he takes out the material for (the chief) sacrificial dish, he redeems the sacrifice by the material for the sacrificial dish; the sacrificial dish (he redeems) by the invitatory formula, the invitatory formula by the portion cut (from the sacrificial dish), the portion by the offering-formula, the offering--formula by the Vashat-call, and the Vashat-call by the oblation. His oblation itself is still unredeemed,--
1	8	6	And that sacrifice of his is like a tree with its top broken off. He redeems the oblation by the Anvâhârya (mess of rice) ; and because he thereby supplies (anv-â-harati) what is wanting in the sacrifice, therefore it is called Anvâhârya. Thus, then, that entire sacrifice of his comes to be redeemed; and that sacrifice becomes the Sacrificer's self in yonder world. And, verily, the Sacrificer who, knowing this, performs that (offering of) redemption comes into existence in yonder world with a complete body.
2	1	1	Verily, man is born thrice, namely in this way:--first he is born from his mother and father; and when he to whom the sacrifice inclines performs offering he is born a second time; and when he dies, and they place him on the fire, and when hethereupon comes into existence again, he is born a third time;--wherefore they say, 'Man is born thrice.'
2	1	2	He (the Hotri) recites those eleven kindling-verses ,--there are these ten vital airs in man, and the body in which these vital airs are established is the eleventh,--so great, indeed, is man: he thus causes him to be born complete. And what comes after the kindling-verses that is the foundation: thus, having caused him to be born, he establishes him.
2	1	3	There are nine utterances of impulsion (or quickening) ,--there are these nine vital airs in man: he thereby causes him to be born a second time; and the (Adhvaryu's) call and (the Âgnîdhra's) response  are the foundation. And when there, on the occasion of the throwing  (of the grass-bunchinto the fire), birth is spoken of, he thereby causes him to be born a third time: on this occasion the Patnîsamyâgas  are the foundation.
2	1	4	For thrice, indeed, man is born, and it is just in this way that he causes him to be born thrice from the sacrifice. Of those eleven (kindling-verses) he recites thrice the first and last:--
2	1	5	This makes fifteen kindling-verses,--there are two libations of ghee (âghâra ), five fore-offerings, the Idâ, three after-offerings, the Sûktavâka, and Samyorvâka --that makes thirteen oblations. And when there, at the Patnîsamyâgas, he takes up at the same time (the two spoons); and the Samishtayagus :--
2	1	6	That makes fifteen oblations:--for these fifteen oblations those fifteen kindling-verses (serve, as it were, as) invitatory formulas; and for these invitatory formulas these (serve as) offering-formulas--whatever formula (is used) there (at those oblations) and what Nigada (is used at the invocation of the Idâ ) that is of the form of offering-formulas. Thereby, then, those oblations of his come to be supplied with invitatory formulas through those kindling-verses; and through those oblations those invitatory formulas come to be supplied with both offering-formulas and oblations.
2	2	1	He recites a gâyatrî invitatory formula : the gâyatrî consisting of three feet, these worlds being three in number , it is these worlds the gods thereby established.
2	2	2	He offers with a trishtubh (verse): the trishtubh consisting of four feet, and cattle being four-footed, it is cattle the gods thereby established in these established worlds.
2	2	3	The Vashat-call consists of two syllables (vaushat): man being two-footed; it is two-footed man they thereby established among the established cattle.
2	2	4	Two-footed man, then, is established here among cattle. In like manner this (Sacrificer) establishes thereby the worlds; and in the established worlds he establishes cattle, and among the established cattle he establishes himself: thus, indeed, is that man established among cattle, who, knowing this, offers sacrifice.
2	2	5	And when he offers, after the Vashat has been uttered,--that Vashat-call being yonder shining (sun), and he being the same as Death --he thereby consecrates him (the Sacrificer) after death, and causes him to be born from out of it, and he isdelivered from that death. And the sacrifice, indeed, becomes his body: thus, having become the sacrifice, he is delivered from that death, and all his chief offerings are thereby delivered from that death .
2	2	6	And, verily, whatever offering he there performs, that offering becomes his body in yonder world; and when he who knows this departs this world then that offering, being behind him, calls out to him, 'Come hither, here I am, thy body;' and inasmuch as it calls out (invokes, âhvayati), it is called 'âhuti' (offering or invocation).
2	3	1	Verily, in the beginning, this (universe) was the Brahman (neut.) . It created the gods; and, having created the gods, it made them ascend these worlds: Agni this (terrestrial) world, Vâyu the air, and Sûrya the sky.
2	3	2	And the deities who are above these he made ascend the worlds which are above these; and, indeed, just as these (three) worlds and these (three) deities are manifest, so are those (higher) worlds and those (higher) deities manifest--(the worlds) which he made those deities ascend.
2	3	3	Then the Brahman itself went up to the sphere beyond. Having gone up to the sphere beyond, it considered, 'How can I descend again into these worlds?' It then descended again by means of these two--Form and Name. Whatever has a name,that is name; and that again which has no name, and which one knows by its form, 'This is (of a certain) form,' that is form: as far as there are Form and Name so far, indeed, extends this (universe).
2	3	4	These, indeed, are the two great forces of the Brahman; and, verily, he who knows these two great forces of the Brahman becomes himself a great force.
2	3	5	These, indeed, are the two great manifestations  of the Brahman; and, verily, he who knows these two great manifestations of the Brahman becomes himself a great manifestation. One of these two is the greater, namely Form; for whatever is Name, is indeed Form; and, verily, he who knows the greater of these two, becomes greater than he whom he wishes to surpass in greatness.
2	3	6	In the beginning, indeed, the gods were mortal, and only when they had become possessed  of the Brahman they were immortal. Now, when he makes the libation to Mind --form being mind, inasmuch as it is by mind that one knows, 'This is form'--he thereby obtains Form; and when he makes the libation to Speech--name being speech, inasmuch as it is by speech that he seizes (mentions) the name--he thereby obtains Name;--as far as there are Form and Name, so far, indeed, extends this whole (universe): all this he obtains; and--theall being the imperishable--imperishable merit and the imperishable world thus accrue to him.
2	3	7	There, on the occasion of the offering to Agni , it has been told how the sacrifice then pleased the Rishis, and how they performed it. Now, when the Rishis were performing the sacrifice, the Gandharvas came nigh to them. They looked on, thinking, 'Here, surely, they have done too much,--here they have done too little.' And when their sacrifice was completed, they pointed it out to them, saying, 'Here, surely, ye have done too much,--here ye have done too little.'
2	3	8	Now, wherever they had done too much it was like a hill; and wherever they had done too little it was like a pit.
2	3	9	Now, when he pronounces the Samyos (all-hail and blessing), he touches (the earth ) with , 'O Sacrifice, homage be unto thee: mayest thou complete thy course up to the success of the sacrifice and up to mine own right offering!' Wherever (in the course of the sacrifice) he has committed any excess, he makes amends for it by doing homage; and wherever he has left anything defective, it ceases to be defective by his saying, 'up to.' In saying, 'Mayest thou complete thy course up to the success of the sacrifice,'--success being whatever in the sacrifice is neither defective nor excessive--he thereby makes amends for both of these (mistakes); and in saying, 'Mayest thou complete thycourse up to mine own right offering,'--right offering being whatever in the sacrifice is neither defective nor excessive--he thereby also makes amends for both of these (mistakes); and thus that sacrifice of his comes to be performed as one that is neither defective nor excessive by whosoever, knowing this, thus touches (the earth): let him therefore touch it just in this way. But, indeed, those Gandharvas were Yavamân (rich in barley), the winnowing-basket; Uddâlavân (rich in paspalum frumentaceum), husbandry; and Antarvân (the pregnant), grain .
2	4	1	The full moon, doubtless, is the same as that burning (sun), for he, indeed, is full day by day; and the new moon (darsa) is the same as the moon, for he appears (dars), as it were.
2	4	2	But they also say inversely, 'The full moon is the same as the moon, for after the filling up of the latter there is the night of full moon;' and the new moon (darsa) is the same as that burning (sun), for the latter appears, as it were.
2	4	3	The full moon, indeed, is this (earth), for she is, as it were, full; and the new moon is yonder sky, for yonder sky appears (or, is seen), as it were.
2	4	4	The full moon, indeed, is the night, for thisnight is, as it were, full; and the new moon is the day, for this day appears, as it were. This, then, is the theory regarding the full and new moon in respect of the gods.
2	4	5	Then as to the body. The full moon is the up-breathing, for it is by the up-breathing  that this man is, as it were, filled; and the new moon is the out (and in)-breathing , for this out-breathing appears, as it were: thus, the full and new moon are these two, the eater and the giver of food.
2	4	6	The out (and in)-breathing (the mouth) is the eater of food, for by means of the out (and in)-breathing this food is eaten; and the up-breathing is the giver of food, for by the up-breathing  this food is given to him.
