Chapter	Text_no	Hymn
2	17-20	Thus the Mahâtmâ Veda Vyâs has divided this Bhâgavata Purâna. into so many Skandhas and into so many chapters; and that the number of verses is eighteen thousand is already stated. That is denominated as Purâna which contains the following five characteristics :-- (3) Creation of the universe, (3) Secondary creation, (3) Dynasties (3) Manvantaras and (3) The description of Manus and other kings.S’iva is beyond Prâkritic attributes, eternal and ever omnipresent; She is without any change, immutable, unattainable but by yoga; She is the refuge of the universe and Her nature is Turîya Chaitanya. Mahâ Lakshmi is Her Sattvikî S’akti; Sarasvati is Her Râjasik S’akti and Mahâ Kâlî is Her Tâmasik S’akti; these are all of feminine forms.
2	21-25	The assuming of bodies by these three S’aktis for the creation of this universe is denominated as "Sarga" (creation) by the high souled persona (Mahârpurusa), skilled in S’astras. And the further resolution of these three S’aktis into Brahmâ, Visnu and Mahes'a for the creation, preservation, and destruction of this universe is denominated (in this Purâna) as Pratisarga (secondary ereation.) The description of the kings of the solar and lunar dynasties and the families of Hiranya Kasipu and others is known as the description of the lineages of kings and their dynasties. The description of Svâyambhûva and, other Manusand their ruling periods is known as Manvantaras. And the description of their descendants is known as the description of their families. (Thus these are the five characteristics in the Purânas.) O best of Munis! all the Purânas are endowed with these five characteristics.
2	26-32	So is Mahâbhârata writen by Vedavyâsa, characterised by these five things. This is known as the fifth Veda and Itihâsa (history.) In this are something more than one lakh slokas. S’aunaka said :-- “O Sûta! What are those Purânas and how many verses are contained in each? Speak all those in detail in this holy Ksettra; we, the residents of Naimisâranya are all very eager to hear this. (Why we call ourselves as the residents of Naimisâranya, hear; you will realise then that no other place exists in this Kali age for hearing the holy discourses on religion) :-- When we were afraid of the Kali age, Brahmâ gave us a Manomaya Chakra (wheel) and I said to all of us :-- Follow this wheel, go after it and the spot where the felly of the wheel will become thin (so as to break) and will not roll further, that country is the holy place; Kali will never be able to enter there; you all better remain there until the Satya age comes back. Thus, acording to the saying of Brahmâ, we have got orders to stay here. On hearing the words of Brahmâ, wo went out quickly keeping the wheel go on, our object being to determine which place is best and holiest. When we came here, the felly of the wheel become thin and shorn before my eyes; hence this Ksettra is called Naimis; it is the most sanctifying place.Kali cannot enter here; hence the Mahatmas, Munis and Siddhas, terrified by the Kali age, have followed me and resorted to this place. We have performed yajñas with Purodâsa (clarified butter as is offered in oblations to fire) where no animals are sacrificed; now we have no other important work to do except to pass our time here until the arrival of Satyayuga. O S’ûta! we are extremely fortunate in all respects that you have come here; purify us to-day by narrating to us the names of the Purânas equivalent to the Vedas. O S’ûta! you are also a learned orator; we, too, are ardent listeners, with no other works to bother our heads; narrate to us to-day the auspicious holy Bhâgavata Purâna. O S’ûta! Long live you; and no ailings, internal, external, or from the Devas torment you. (this is our blessing to you). We have heard that in the most sanctifying Purâna, narrated by Maharsi Dvaipâyan, all about Dharma (religion), Artha (Wealth) and Kama (desires) are duly described as well the acquiring of Tattvajñan and liberation are also spoken of. O S’ûta! our desires are not satisfied the more we hear of those beautiful holy words. Now describe to us the highly pure S’rîmad DevîBhâgavatam where all the Lilas (the dramatic acts) of the Mother of the three worlds purifying the sins, adorned with all the qualifications are described as yielding all the desires like the Kalpa Vriksa (the celestial tree yielding all desires).Thus ends the second chapter of the first Skandha on the description of the Purâna (the text) in Mahâ Purâna S’rîmad Devî Bhâgavatam of Eighteen Thousand verses by Maharsi Veda Vyâs.Her ends the Second Chapter of S’rîmad Devî Bhâgavatam on questions put by Saunaka and other Risis.
3	1-11	Sûta said :-- “O best of the Munis! I am now telling you the names of the Purânas, etc., exactly as
4	1	have heard from Veda Vyâsa, the son of Satyavati; listen.The Purâna beginning with "ma" are two in number; those beginning with “bha” are two; those beginning with “bra" are three; those beginning with "va” are four; those beginning respectively with “A”, “na”, “pa”, “Ling”, “ga”, “kû” and “Ska” are one each and “ma” means Matsya Purâna, Mârkandeya Purâna; “Bha” signifies Bhavisya, Bhâgavat Purânas; “Bra” signifies Brahmâ, Brahmânda and Brahmâvaivarta Purânas; “va” signifies Vâman, Vayu, Visnu and Varaha Purânas; “A” signifies Agni Purâna; “Na” signifies Narada Purâna; “Pa” signifies Padma Purâna; “Ling” signifies Linga Purânam; “Ga” signifies Govinda Purânam; Kû signifies Kurma Purâna and “Ska” signifies Skanda Purânam. These are the eighteen Purânas. O Saunaka! In the Matsya Purâna there are fourteen thousand slokas; in the wonderfully varied Markandeya Purânam there are nine thousand slokas. In the Bhavisya Purâna fourteen thousand and five hundred slokas are counted by the Munis, the seers of truth. In the holy Bhâgavata there are eighteen thousand S’lokas; in the Brahmâ Purâna there are Ajuta (ten thousand) S’lokas. In the Brahmânda Purâna there are twelve thousand one hundred S’lokas; in the Brahmâ Vaivarta Purânam there are eighteen thousand S’lokas. In the Vaman Purâna there are Ajuta (ten thousand) S’lokas; in the Vayu Purânam there are twenty-four thousand and six hundred S’lokas; in the greatly wonderful Visnu Purâna there are twenty-three thousand S’lokas; in the Agni Purânam there are sixteen thousand S’lokas; in the Brihat Narada Purânam, there are twenty-five thousand S’lokas, in the big Padma Purâna there are fifty-five thousand s'lokas; in the voluminous Linga Purâna eleven thousand s’lokas exist; in the Garuda Purânam spoken by Hari nineteen thousand s'lokas exist; iu the Kurma Purâna, seventeen thousand s'lokas exist and in the greatly wonderful Skanda Purâna there are eighty-one thousand s'lokas, O sinless Risis! Thus I have describedto you the names of all the Purânas and the number of verses contained in them. Now hear about the Upa Purânas.
4	12-17	The first is the Upapurâna narrated by Sanat Kumâra; next comes Narasimha Purâna; then Naradiya Purâna, S’iva Purâna, Purâna narrated by Durvasa, Kapila Purâna, Manava Purâna, Aus’anasa Purâna, Varuna Purâna. Kalika Purâna, Samva Purâna, Nandi Kes’wara Purâna, Saura Purâna, Purâna spoken by Parâs’ara, Âditya Purâna, Mahesvara Purâna, Bhâgavata and Vasistha Purâna. These Upa Purânas are described by the Mahatmas. After compiling the eighteen Purânas, Veda Vyâsa, the son of Satyavati composed Mahabharata, that has no rival, out of these Purânas.
4	18-24	At every Manvantara, in each Dvâpara Yuga, Veda Vyâsa expounds the Purânas duly to preserve the religion. Veda Vyâsa is no other person than Visnu Himself; He, in the form of Veda Vyâsa, divides the (one) Veda into four parts, in every Dvâpara Yuga, for the good of the world. The Brahmânas of the Kali age are shortlived and their intellect (Buddhi) is not sharp; they cannot realise the meaning after studying the Vedas; knowing this in every Dvâpara Yuga Bhagavân expounds the holy Purâna Samhitas. The more so because women, S’udras, and the lower Dvijas are not entitled to hear the Vedas; for their good, the Purânas have been composed. Tne present auspicious Manvantara is Vaivasvata; it is the seventh in due order; and the son of Satyavati, the best of the knowers of Dharma, is the Veda Vyâsa of the
4	28	th Dvâpara Yuga of this seventh Manvantara. He is my Guru; in the next Dvâpara, Yuga Asvatthama, the son of Drona will be the Veda Vyâsa. Twenty-seven Veda Vyâsas had expired and they duly compiled each their own Purâna Samhitas in their own Dvâpara Yugas.
4	25-35	The Risis said :-- “O highly fortunate Sûta! kindly describe to us the names of the previous Veda Vyâsas, the reciters of the Purânas in the Dvâpara Yugas.Sûta said :-- In the first Dvâpara, Brahmâ Himself divided the Vedas; in the second Dvâpara, the first Prajapati Vyâsa did the same; so S’akra, in the third, Brihaspati, in the fourth, Surya in the fifth; Yama, in the sixth, Indra, in the seventh, Vasistha, in the eighth; Sarasvata Risi in the ninth, Tridhama, in the tenth; Trivrisa, in the eleventh, Bharadvâja, in the twelfth; Antariksa, in the thirteenth; Dharma, in the fourteenth; Evaruni in the fifteenth; Dhananjaya, in the sixteenth; Medhatithi in tba seventeenth; Vrati, in the eighteenth; Atri, in the nineteenth; Gautama in the twentieth, Uttama, whose soul was fixed on Hari, in the twenty-first, Vâjasravâ Vena, in the twenty second; his family descendant Somaiu the twenty-third; Trinavindu, in the twenty-fourth; Bhârgava, in the twenty-fifth; Sakti, in the twenty-sixth, Jâtûkarnya in the twenty-seventh and Krisna Dvaipâyana became the twenty-eighth Veda Vyâs in the Dvâpara Yugas. Thus I have spoken of the
4	28	Veda Vyâsas, as I heard.
5	1	have heard the holy S’rimad Bhâgavat from the month of Krisna Dvaipayana. This removes all troubles, yields all desires, and gives Moksa and is full of the meanings of the Vedas. This treatise contains the essence of all the S’astras and is dear always to the Mamuksas (those who want Moksa or liberation).
5	36-43	O best Munis! Thus, compiling the Purânas Veda Vyâsa thought this Purâna to be the best; so (without teaching it to other persons) he settled that his own son the high-sould S’uka Deva born of the dry woods used for kindling fire (excited by attrition), having no passion for the worldly things, would be the fit student to be taught this Purâna and therefore taught him; at that time I was a fellow student along with S’aka Deva and I heard every thing from the mouth of Vyâsa Deva and realised th« secret meanings thereof. This has happened through the grace of the merciful Guru Veda Vyâsa.Here ends the Third Chapter of S’rimad Devi Bhâgavatam on praising the Purânas and on each Vyâsa of every Dvâpara Yuga.
6	1-3	The Risis said :-- O Saumya! How was S’uka Deva born? Who studied these Purâna Samhitâs; by which wife of Vyâsa Deva? And How? O highly intelligent one! You have just spoken that S’uka Deva was not born from womb, in the natural way; he was born of the dry pieces of wood for Homa sacrifice. But we heard before that the great ascetic was Yogi even in his mother's womb, so a great doubt comes to our minds. You better remove that to-day; how he studied also these Purânas, as vast in their nature; say this.
6	4-5	Sûta said :-- In long-past days, Satyavati's son Vedas Vyâs, while in his own hermitage on the banks of the river Sarasvati, was greatly wondered to see a pair of Châtakas (Sparrows). He saw the pair putting  the beak of their young one, just born of the egg, of beautiful body, red mouth, and greasy body. They do not care at all for their own hunger and toil; all they are caring for is to nurture their young one. He said also that the pair are rubbing their bodies over the body and kissing lovingly the mouth of the young one and feeling the highest pleasure. Seeing this wonderful affection of the two sparrows towards their young, Veda Vyâs became very anxious and thought over the following in his mind.
6	9-14	Oh! What wonder is there, when the birds have so much filial affection towards their child, that men, who want services from their sons, would show their affection towards their sons! This pair of sparrows will not perform the happy marriage of their young one and will not see the face of their son’s wife; nor when they will grow old, that their child would become very religious and serve them to attain great merits in Heaven. Nor do they expect that their child would earn money and satisfy them nor the child would perform when they die, their funeral obsequies duly and help them in their sojourn in the next world; nothing of all these. Nor will the child perform the S’râdh ceremony at Gayâ; nor will the child offer the oblation of a blue bull on the day of offering the sacrifice to its ancestor (the bull is then let loose and held sacred); yet the pair of sparrows have so much affection towards their young one! Oh! in this world to touch the body of the son, especially to nurture the sons, is the highest happiness in life.
6	15-27	There is no prospect in the after birth of the sonless; never, never will Heaven be his. Without son, there is none other who can be of help in the next world. Thus in the Dharma S’âstras, Manu and other Munis declare that the man who has sons goes to Heaven and the sonless one can never go to Heaven. The man possessing a son is entitled to the Heavenly pleasures can be vividly seen, rather than imagined. The man with son is freed from sins; this is the word of the Vedas. The sonless man becomes very much distressed even at the time of death and while lying on bed that is ground at that time, mournfully thinks. “This all my vast wealth, various things, this my beautiful house, who will enjoy all these?”When the sonless man is thus perplexed in his mind at the time of his death and becomes restless, then it is sure that his future career is full misfortunes; unless one’s mind is calm and serene at the time of death, can never attain a good goal. Thus thinking variously, the Satyavati's son Veda Vyâs sighed heavily and became unmindful. He thought of various plans and at last, coming to a definite conclusion, went to the Sumeru mountain to perform Tapasyâ. On reaching there, he thought which Deva he will worship! Visnu, S’iva, Indra, Brahmâ, Surya, Ganes’a, Kârtikeya, Agni, or Varuna? Who will grant him boon quickly and thus satisfy his desires. While thus cogitating in his mind, came there the Muni Nârada, of one mind with lute in hamd, accidentally in his course of travels. Seeing Nârada, the Satyavati’s son Veda Vyâsa gave him a hearty welcome, with great gladness, offering him Arghya and Âsan (seat) and asked about his welfare. Hearing this question of welfare, Nârada Muni spoke :-- “O Dvaipâyan! Why do you look so care worn! First speak this out to me”.
6	28-30	Veda Vyâsa said :-- “ The sonless man has no goal; therefore there is no happiness in my mind; I am always anxious to get a son and therefore I am very sorry. To-day my mind is sorely troubled with the one idea, which Deva I may satisfy by my tapasyâ, who will grant me my desires; now I take your refuge. O merciful Maharsi! You are omniscient; say this quickly; which Deva I will take for my refuge, who will grant me a son”.
6	31-37	Sûta said :-- Thus questioned by Krisna Dvaipâyan Veda Vyâsa, the high souled Nârada Muni, well versed in the Vedas, became very glad and spoke thus :-- O highly fortunate Parâs'arâ’s son. The question that you have asked me to-day was formerly asked by my father to Nârâyana. At this, Nârâyana Vasudeva, the Deva of the Devas, the Creator, Preserver and Destroyer of the Universe, the husband of Laksmî, the four armed, wearing yellow garment, holding conchshell, discus, club and with the mark S’rîvatsa (a mark or curl of hair on the heart of Visnu) adorning His breast and decorated with  Kaustuvagem, the Divinity Himself, became merged in great Yoga; at this my Father became greatly surprised and said :-- “O Janârdana! Thou art the Deva of the Devas; the Lord of the Present, the Past and the Future, the Lord of this Universe; why art thou meditating in Yoga? And what is it that Thou art meditating? O best of the Devas! Thou art the Lord of the entire Universe and yet Thou art now merged in deep meditation. At this I am greatly surprised (my surprise is not without foundation; Thou canst Thyself see). What more wonderful than this can happen?
6	38-43	O Lord of Rama! I am sprung from the lotus from thy navel and have become the Lord of this whole universe; who is there in this universe that is superior to Thee; kindly say this to me. O Lord of the world? Thou art the Origin of all, the Cause of all causes, the Creator, Preserver and Destroyer and the capable Doer of all actions. O Maharaja! at Thy will, I create this whole universe and Rudra destroys iu due time this world. He is always under Thy command. O Lord! By Thy command the Sun roams in the sky; the wind blows in various auspicious or inauspicious ways and the fire is giving heat and the cloud showers rain. I don’t see in the three Lokas any one superior to Thee. Then whom art Thou meditating while being questioned by his very intelligent son S’uka Deva! not born in the usual way from womb, Dvaipâyana expounded all the secret excellent meanings of the Purâna and thereby I also came to know them also. O saintly persons! Thus S’uka Deva, sincerely earnest to cross this endless bottomless ocean  of S’amsara, tasted of the wonderful traits of the Veda, the Kalpa tree, this S’rimad Bhâgavata with its numerous stories and anecdotes with great eagerness and intense pleasure.
6	38-43	Oh! Who is there in this world that is not freed from this terror of Kali, after he has heard this Bhâgavata. Even if the greatest sinner, void of the right ways of living and Achara as ordained in the Vedas, hears on a pretence this excellent Devî Bhâgavata, the chief of the Purânas, he enjoys all the great enjoyments of this world and in the end attains the eternal place occupied by the Yogis. She who is rare, in Her Nirguna aspect, to even Hari and Hara, who is very dear as Tattva Vidya to the Jñanins whose real nature can be realised only in Samâdhi, She resides always in the cavity of the heart of the hearers of the Bhâgavata Purâna. He who getting the all qualified human birth and getting the reciter of this Purâna, the boat to cross, as it were, this world, does not hear this blissful Purâna, he is certainly deprived by the Creator. How is it that the way-ward dull-headed persons, getting the vicious ears, can hear always the faults and calumnies of others, that are entirely useless, and cannot hear this pure Purâna that contains the four Vargas :-- Dharma, Artha, Kama, and Mokhsa?This is my main point of doubt. O One of good vows! I am Thy devotee; be merciful to me and speak this to me. There is almost nothing that is secret to Mahâpurusas; this is a well-known fact”.
6	44-50	Thus hearing Brahmâ's words, Bhagavan Nârâyana spoke :-- “O Brahmân! I now speak out my mind to you; listen carefully. Though the Devas, Dânavas and men and all the Lokas know that You are the Creator, I am the Preserver and Rudra is the Destroyer, yet it is to be known that the saints, versed in the Vedas, have come to this conclusion by inference from the Vedas that the creation, preservation, and destruction are performed by the creative force, preservative force and destructive force. The Rajasik creative force residing in you, the  Sattvik preservative force residing in me, and the Tamasik destructive force residing in Rudra are the all-in-all. When these Saktis become absent, you become inert and incapable to create, I to preserve and Rudra to destroy. O intelligent Suvrata! We all are always under that Force directly or indirectly; hear instances that you can see and infer. At the time of Pralaya, I lie down on the bed of Ananta, subservient to that Force; again I wake up in the time of creation duly under the influence of Time.
6	51-54	I am always subservient to that Maha S’akti; (under Her command) I am engaged in Tapasyâ for a long time; (By Her command) some time I enjoy with Lakshmî; some time I fight battles, terrible to all the Lokas, with the Dânavas, involving great bodily troubles. O Know of Dharma! It was before Your presence that I fought hand to hand fight for five thousand  years before Your sight on that one great oceanin long-past days with the two demons Madhu and Kaitabha, sprung from the wax of my ear, maddened with pride; and by the grace of the Devî, successfully killed the two Dânavas.
6	55-61	O highly fortunate one! you realised then the great S’akti, higher than the highest and the cause of all causes; then why are you asking again and again that question. By the will of that S’akti, I have got this idea of man and roam on the great ocean; in yuga after yuga, I assume by Her will, the Tortoise, Boar, Man-Lion, and Dwarf incarnations. No one likes to take birth in the womb of inferior animals (especially birds). Do you think that I willingly take unpleasant births as in the womb of boars, tortoise, i.e., certainly not. What independent man is there who abandons the pleasurable enjoyment with Laksmi and takes birth in inferior animals as fish, etc. or leaves his seat on the seat of Gaduda and becomes engaged in great war-conflicts. O Svayambhu! In ancient days you saw before your eyes that my head was cut off when the bowstring suddenly gave way; and then you, brought a horse's head and by that help, the divine artist Visvakarma, stuck that on to my headless body. O Brahmâ! Since then I am known amongst men by the name of  “Hayagrîva”. This is well-known to you. Now say, were I independent, would such an ignominy have happened to me? Never. Therefore I am not independent; I am in every way under that S’akti. O Lotus-born! I always meditate on that S’akti; and I do not know any other than this S’akti”.
6	62-66	Nârada said :-- Thus spoke Visnu to Brahmâ. O Muni Vedavyâs! Brahmâ spoke these to me. So you, too, better meditate the lotus feet of Bhâgavati calmly in the lotus of your heart for the success of your idea. That Devî will give you all that you wish. Sûta said :-- At these words of Nârada, Satyavati's son Veda Vyâsa went out to the hills for Tapasyâ, trusting the lotus feet of the Devî as the all-in-all in this world.Thus ends the fourth chapter of the first Skandha on the excellency of the Devî in the Mahapurâna S’rimad Devî Bhâgavatam of Eighteen Thousand verses.
7	1-4	The Risis said :-- “O Sûta! Our minds are merged in the sea of doubt, hearing your this most wonderful saying, surprising to the whole world. The head of Janârdan Mâdhava, the Lord of all, was severed out of His body! And He was afterwards known as Hayagrîva, the horse-faced! Oh! what more wonder can there be than this? Whom the Vedas even praise, all the Devas rest on Whom, Who is the Cause of all causes,the Âdi Deva Jagannath (the Lord of the universe), Oh! how is it that His head came to be severed! O highly intelligent one! Describe all this to me in detail”.
7	5-9	Sûta said :-- O Munis! Hear all attentively the glorious deeds of the supremely energetic Visnu, the Deva of the Devas. Once on a time the eternal Deva Janârdana became tired after the terrible continuous battle for ten thousand years. After this the Lord Nârâyana seated Himself on Padmâsan (a kind of posture) in some lovely place on a level plot of ground and placing his head on the front of his bow with the bow strung and placed erect on the ground fell fast asleep. Visnu, the Lord of Ramâ, was exceedingly tired and thus he fell soon into deep sleep. At this time Indra and the other Devas, with Brahmâ and Mahesâ began a sacrifice.
7	10-13	Then they, for the sake of success in Deva's well, went to the region of Vaikuntha to meet with the Deva Janârdana, the Lord of sacrifices. There the Devas, not finding Visnu, came to know by their Dhyân (meditation) where Bhagavân Visnu was staying and thither they went. They saw that the Lord Visnu, the Deva of the Devas was lying unconscious, being under the arms of Yoganidrâ (the yogic sleep). Therefore they took their seats there. Seeing the Lord of the universe asleep, Brahmâ, Rudra and the other Devas became anxious.
7	14-18	Indra then addressed the Devas :--“O best of the Suras! Now what is to be done! How shall we rouse Bhagavân from His sleep? Now think of the means by which this can be effected”. Hearing Indra's words S’ambhu said :-- “O good Devas! Now we must finish our sacrificial work. But if the sleep of Bhagavân be disturbed, He would get angry.” Hearing S’ankara's words, Paramesthî Brahmâ created Vamrî insects (a sort of white ants) so that they might eat up the forepart of the bow that was lying on the ground causing the other end rise up and thus break His sleep. Thus the Deva's purpose will, no doubt, be fulfilled. Thus settling his mind, the eternal Deva Brahmâ ordered the white ants Vamrîs to cut the bow string.
7	19-22	Hearing this order of Brahmâ, Vamrî spoke to Brahmâ, thus :-- “O Brahmân! How can I disturb the sleep of the Devadeva, Lord of Laksmî, the World Guru? To rouse one from one's deep sleep, to interrupt one in one's speech, to sever the love between a couple husband and wife, to separate a child from one's mother, all these are equivalent to Brahmâhatyâ (murdering a Brahmân). Therefore, O Deva! how can I interrupt the happiuess of sleep of the Devadeva? And what benefit shall I derive by eating the bowstring, so that I may incur this vicious act? But a man can commit a sin if there be any interest of his; I am ready to eat this, if I get a personal interest”.
7	23-24	Brahmâ said :-- We will give you, too, share in this our Yajña (sacrifice); so hear me; do our work and rouse Visnu from His sleep. During the time of performing Homa whatever ghee will fall outside the Homa-Kund (the sacrificial pit) will fall to your share; so be quick and do this.
7	25-30	Sûta said :-- Thus ordered by Brahmâ, the Vamrî insect soon ate away the fore end of the bow that rested on the ground. Immediately the string gave way and the bow went up; the other end became free and a terrible sound took place. The Devas bcame afraid; the whole universe got agitated; the earth trembled. The sea became swollen; the aquatic animals became startled; violent wind blew; the mountains shook; ominous meteors fell. The quarters assumed a terrific aspect; the Sun went down the horizon. In that time of distress the Devas became anxious what evil might come down. O ascetics! while the Devas were thus cogitating, the head with crown on it of the Devadeva Visnu vanished away ; no body knew where it fell.
