Chapter_no	Text_no	Hymn
1	35	Turning his face to the east or to the north, he shall purify himself from personal defilement.
1	36	Seated in a pure place, placing his right arm between his knees, arranging his dress (or his sacrificial cord) in the manner required for a sacrifice to the gods, he shall, after washing his hands up to the wrist, three or four times, silently, sip water that reaches his heart; twice wipe (his lips); sprinkle his feet and (his head); touch the cavities in the head (severally) with (certain fingers of his) right hand; (and finally) place (all the fingers) on the crown of his head and (on the navel).
1	37	After sleeping, dining, and sneezing (he shall) again (sip water though he may have done so before).
1	38	(Remnants of food) adhering to the teeth (do not make the eater impure as little) as his teeth, except if he touches them with his tongue.
1	39	Some (declare, that such remnants do not defile) before they fall (from their place).
1	40	If they do become detached, he should know that he is purified by merely swallowing them, as (in the case of) saliva.
1	41	Drops (of saliva) failing from the mouth do not cause impurity, except if they fall on a limb of the body.
1	42	Purification (from defilement) by unclean substances (has been effected) when the stains and the (bad) smell have been removed.
1	43	That (should be done) by first (using) water and (afterwards) earth,
1	44	When urine, fæces, or semen fall on a (limb) and when (a limb) is stained (by food) during meals (water should be sipped).
1	45	And in case the Veda ordains (a particular manner of purification, it must be performed according to the precept).
1	46	Taking hold with (his right) hand of the left hand (of his teacher), but leaving the thumb free, (the pupil) shall address his teacher, (saying): 'Venerable Sir, recite!'
1	47	He shall fix his eyes and his mind on the (teacher).
1	48	He shall touch with Kusa grass the (seat of the) vital airs.
1	49	He shall thrice restrain his breath for (the space of) fifteen moments;
1	50	And he shall seat himself on (blades of Kusa grass) the tops of which are turned toward the east.
1	51	The five Vyâhritis must (each) be preceded by (the syllable) Om and end with Satya.
1	52	(Every) morning the feet of the teacher must be embraced (by the pupil),
1	53	And both at the beginning and at the end of a lesson in the Veda.
1	54	After having received permission, the pupil shall sit down to the right (of his teacher), turning his face towards the east or towards the north,
1	55	And the Sâvitrî must be recited;
1	56	(All these acts must be performed) at the beginning of the instruction in the Veda.
1	57	The syllable Om (must precede the recitation of) other (parts of the Veda) also,
1	58	If (any one) passes between (the teacher and the pupil) the worship (of the teacher must be performed) once more.
1	59	If a dog, an ichneumon, a snake, a frog, (or) a cat (pass between the teacher and the pupil) a three days' fast and a journey (are necessary).
1	60	(In case the same event happens) with other (animals, the pupil) must thrice restrain his breath and eat clarified butter,
1	61	And (the same expiation must be performed), if (unwittingly) a lesson in the Veda has been given on the site of a burial-ground.
2	1	Before initiation (a child) may follow its inclinations in behaviour, speech, and eating. (It shall) not partake of offerings. (It shall remain) chaste. It may void urine and fæces according to its convenience.
2	2	No rule of (purification by) sipping water is prescribed for it. But (the stains of impure substances) shall be removed by wiping, by washing, or by sprinkling water.
2	3	(Other persons) cannot be defiled by the touch of such (a child).
2	4	But one must not employ a (child) to perform oblations in the fire or Bali-offerings;
2	5	Nor must one make it recite Vedic texts, except in pronouncing Svadhâ.
2	6	The restrictive rules, (which will be enumerated hereafter, must be obeyed) after initiation,
2	7	And (for a student the duty of) chastity, which has been prescribed (above for a child is likewise obligatory),
2	8	(Also) to offer (daily) sacred fuel in the fire, and to beg, to speak the truth, (and) to bathe (daily).
2	9	Some (declare, that the duty) to bathe (exists) after (the performance of) the Godâna (only).
2	10	And the morning and evening devotions (Sandhyâ must be performed) outside (the village).
2	11	Silent he shall stand during the former, and sit during the latter, from (the time when one) light (is still visible) until (the other) light (appears).
2	12	He shall not look at the sun.
2	13	He shall avoid honey, meat, perfumes, garlands, sleep in the day-time, ointments, collyrium, a carriage, shoes, a parasol, love, anger, covetousness, perplexity, garrulity, playing musical instruments, bathing (for pleasure), cleaning the teeth, elation, dancing, singing, calumny, (and) terror,
2	14	(And) in the presence of his Gurus, covering his throat, crossing his legs, leaning (against a wall or the like, and) stretching out his feet,
2	15	(As well as) spitting, laughing, yawning, cracking the joints of the fingers,
2	16	To gaze at and to touch women, if there is danger of a breach of chastity,
2	17	Gambling, low service, to take things not offered, to injure animate beings,
2	18	To pronounce the names of the teacher, of the (teacher's) sons and wives, and of a person who has performed the Dîkshanîyeshti of a Soma-sacrifice,
2	19	To make bitter speeches.
2	20	A Brâhmana (shall) always (abstain from) spirituous liquor.
2	21	(A student) shall occupy a seat and a couch lower (than those of his teacher), shall rise before (him) and retire to rest after (him).
2	22	He shall keep his tongue, his arms, and his stomach in subjection.
2	23	(If it is absolutely necessary to pronounce), his teacher's name and family-name, he ought to indicate it by (using) a synonymous term.
2	24	(He must speak) in the same (respectful) manner of a man who is (generally) revered and of his betters.
2	25	(If the teacher speaks to him), he shall answer after having risen from his couch or seat (in case he was lying down or sitting).
2	26	At the command (of his teacher) he shall approach, though the (teacher) may not be visible.
2	27	And if he sees his teacher standing or sitting in a lower place or to the leeward or to the windward, he shall rise (and change his position).
2	28	If (his teacher) is walking, he shall walk after him, informing him of the work (which he is going to do and) telling (him what he has done).
2	29	He shall study after having been called (by the teacher, and not request the latter to begin the lesson).
2	30	He shall be intent on (doing) what is pleasing and serviceable (to the teacher).
2	31	And (he shall behave) towards (the teacher's) wives and sons just as (towards the teacher),
2	32	But not eat their leavings, attend them while bathing, assist them at their toilet, wash their feet, shampoo them nor embrace their feet.
2	33	On returning from a journey he shall embrace the feet of the wives of his teacher.
2	34	Some declare, that (a pupil) who has attained his majority is not (to act thus) towards young (wives of his teacher).
2	35	Alms may be accepted from men, of all castes, excepting Abhisastas and outcasts.
2	36	(In begging) the word 'Lady' must be pronounced in the beginning, in the middle, or at the end (of the request), according to the order of the castes.
2	37	(He may beg in the houses) of the teacher, of blood relations, (or) of Gurus, and in his own, if he obtains no (alms) elsewhere.
2	38	Among these he shall avoid each preceding one (more carefully than those named later).
2	39	Having announced to the teacher (what he has received) and having received his permission, the (student) may eat (the collected food).
2	40	If (the teacher) is not present, (he shall seek the permission to eat) from his (teacher's) wives or sons, from fellow-students or virtuous (strangers).
2	41	Having placed water by his side, (he shall eat) in silence, contented, (and) without greed.
2	42	(As a rule) a pupil shall not be punished corporally.
2	43	If no (other course) is possible, (he may be corrected) with a thin rope or a thin cane.
2	44	If (the teacher) strikes him with any other (instrument), he shall be punished by the king.
2	45	He shall remain a student for twelve years in order (to study) one (recension of the Veda),
2	46	Or, if (he studies) all (the Vedas) twelve years for each,
2	47	Or during (as long a period as he requires for) learning (them).
2	48	On completion of the instruction the teacher must be offered a fee.
2	49	After (the pupil) has paid (that) and has been dismissed, he may, at his pleasure, bathe (as is customary on completion of the studentship).
2	50	The teacher is chief among all Gurus.
2	51	Some (say) that the mother (holds that place).
3	1	Some (declare, that) he (who has studied the Veda) may make his choice (which) among the orders (he is going to enter).
3	2	(The four orders are, that of) the student, (that of) the householder, (that of) the ascetic (bhikshu), (and that of) the hermit in the woods (vaikhânasa).
3	3	The householder is the source of these, because the others do not produce offspring.
3	4	Among them a (professed) student (must follow the rules) given (in the preceding chapters).
3	5	He shall remain obedient to his teacher until (his) end.
3	6	In (the time) remaining after (he has attended to) the business of his Guru, he shall recite (the Veda).
3	7	If the Guru dies, he shall serve his son,
3	8	(Or) if there is no (son of the teacher), an older fellow-student, or the fire.
3	9	He who lives thus, gains the heaven of Brahman, and (of him it is said that) he has subdued his organs (of sense and action).
3	10	And these (restrictions imposed on students Must also be observed by men) of other (orders, provided they are) not opposed (to their particular duties).
3	11	An ascetic shall not possess (any) store.
3	12	(He must be) chaste,
3	13	He must not change his residence during the rainy season.
3	14	He shall enter a village (only) in order to beg.
3	15	He shall beg late (after people have finished their meals), without returning (twice),
3	16	Abandoning (all) desire (for sweet food).
3	17	He shall restrain his speech, his eyes, (and) his actions.
3	18	He shall wear a cloth to cover his nakedness.
3	19	Some (declare, that he shall wear) an old rag, after having washed it.
3	20	He shall not take parts of plants and trees, except such as have become detached (spontaneously).
3	21	Out of season he shall not dwell a second night in (the same) village.
3	22	He may either shave or wear a lock on the crown of the head.
3	23	He shall avoid the destruction of seeds.
3	24	(He shall be) indifferent towards (all) creatures, (whether they do him) an injury or a kindness.
3	25	He shall not undertake (anything for his temporal or spiritual welfare).
3	26	A hermit (shall live) in the forest subsisting on roots and fruits, practising austerities.
3	27	Kindling the fire according to the (rule of the) Srâmanaka (Sûtra, he shall offer oblations in the morning and evening).
3	28	He shall eat wild-growing (vegetables only).
3	29	He shall worship gods, manes, men, goblins, and Rishis.
3	30	He shall receive hospitably (men of) all (castes) except those (with whom intercourse is) forbidden.
3	31	He may even use the flesh of animals killed by carnivorous beasts.
3	32	He shall not step on ploughed (land),
3	33	And he shall not enter a village.
3	34	He shall wear (his hair in) braids, and dress in (garments made of) bark and skins.
3	35	He shall not eat anything that has been hoarded for more than a year.
3	36	But the venerable teacher (prescribes) one order only, because the order of householders is explicitly prescribed (in the Vedas).
4	1	A householder shall take a wife (of) equal (caste), who has not belonged to another man and is younger (than himself).
4	2	A marriage (may be contracted) between persons who have not the same Pravaras,
4	3	(And) who are not related within six degrees on the father's side,
4	4	Or on the side of the begetter,
4	5	(Nor) within four degrees on the mothers side.
4	6	(If the father) gives (his daughter) dressed (in two garments) and decked with ornaments to a person possessing (sacred) learning, of virtuous conduct, who has relatives and a (good) disposition, (that is a) Brâhma (wedding).
4	7	At the Prâgâpatya (wedding) the marriage formula is, 'Fulfil ye the law conjointly.'
4	8	At the Ârsha (wedding the bridegroom) shall present a cow and a bull to him who has (authority over) the maiden.
4	9	(If the bride) is given, decked with ornaments. to a priest at the altar, that is a Daiva wedding.
4	10	The spontaneous union with a willing (maiden is called) a Gândharva wedding.
4	11	If those who have (authority over) a female are propitiated by money, (that is) an Âsura wedding.
4	12	(If the bride) is taken by force, (that is) a Râkshasa wedding.
4	13	If (a man) embraces a female deprived of consciousness, (that is) a Paisâka wedding.
4	14	The first four (rites) are lawful;
4	15	Some say, (the first) six.
4	16	(Children) born in the regular order of wives of the next, second or third lower castes (become) Savarnas, Ambashthas, Ugras, Nishâdas, Daushyantas or Pârasavas.
4	17	(Children born) in the inverted order (of wives of higher castes become) Sûtas, Mâgadhas, Âyogavas, Kshattris, Vaidehakas or Kandâlas.
4	18	Some declare, that a woman of the Brâhmana caste has born successively to (husbands of) the (four) castes, sons (who are) Brâhmanas, Sûtas, Mâgadhas or Kandâlas;
4	19	(And that) a woman of the Kshatriya caste (has born) to the same, Mûrdhâvasiktas, Kshatriyas, Dhîvaras, Pulkasas;
4	20	Further, a woman of the Vaisya caste to the same, Bhrigyakanthas, Mâhishyas, Vaisyas, and Vaidehas;
4	21	(And) a woman of the Sûdra caste to the same, Pârasavas, Yavanas, Karanas, and Sûdras.
4	22	In the seventh (generation men obtain) a change of caste, either being raised to a higher one or being degraded to a lower one.
4	23	The venerable teacher declares (that this happens) in the fifth (generation).
4	24	And (the same rule applies) to those born (from parents of different classes that are) intermediate between (two of the castes originally) created (by Brahman).
4	25	But those born in the inverse order (from fathers of a lower and mothers of a higher caste stand) outside (the pale of) the sacred law,
4	26	As well as (those born in the regular order) from a female of the Sûdra caste.
4	27	But he whom a Sûdra (begets) on a female of unequal caste shall be treated like an outcast.
4	28	The last (named, the Kandâla), is the foulest.
4	29	Virtuous sons (born of wives of equal caste) and wedded according to approved rites sanctify (their father's family).
4	30	(A son born of a wife married) according to the Ârsha rite (saves) three ancestors (from hell),
4	31	(A son born of a wife married) according to the Daiva rite ten,
4	32	(A son born of a wife married) according to the Prâgâpatya rite, also ten.
4	33	(But) the son of a wife married according to the Brâhma rite (saves) ten ancestors, ten descendants, and himself.
5	1	(A householder) shall approach (his wife) in the proper season,
5	2	Or (he may do so) at any time except on the forbidden (days).
5	3	He shall worship gods, manes, men, goblins, (and) Rishis.
5	4	Every day he shall recite privately (a portion of the Veda),
5	5	And the (daily) libation of water to the manes (is obligatory on him).
5	6	Other (rites than these he may perform) according, to his ability.
5	7	The (sacred) fire (must be kindled) on his marriage or on the division of the family estate.
5	8	The domestic (ceremonies must be performed) with (the aid of) that (fire).
5	9	(Also) the sacrifices to the gods, manes, (and) men? and the private recitation (and) the Bali-offerings.
5	10	The oblations (which are thrown) into the (sacred) fire (at the Vaisvadeva-sacrifice are offered) to Agni, to Dhanvantari, to all the gods, to Pragâpati, (and to Agni) Svishtakrit;
5	11	And (Bali-offerings must be given) to the deities presiding over the (eight) points of the horizon, in their respective places,
5	12	At the doors (of the house) to the Maruts,
5	13	To the deities of the dwelling inside (the house),
5	14	To Brahman in the centre (of the house),
5	15	To the Waters near the water-pot,
5	16	To the Ether in the air,
5	17	And to the Beings walking about at night in the evening.
5	18	A gift of food shall be preceded by a libation of water and (it shall be presented) after (the recipient) has been made to say, 'May welfare attend thee,'
5	19	And the same (rule applies) to all gifts presented for the sake of spiritual merit.
5	20	The reward of a gift (offered) to a person who is not a Brâhmana is equal (to the value of the gift), those (of presents given) to a Brâhmana twofold, to a Srotriya thousandfold, to one who knows the whole Veda (vedapâraga) endless.
5	21	Presents of money (must be given) outside the Vedi to persons begging for their Gurus, (or) in order to defray the expenses of their wedding, (or to procure) medicine for the sick, to those who are without means of subsistence, to those who are going to offer a sacrifice, to those engaged in study, to travellers, (and) to those who have performed the Visvagit-sacrifice.
5	22	Prepared food (must be given) to other beggars.
5	23	For an unlawful purpose he shall not give (anything), though he may have promised it.
5	24	An untruth spoken by people under the influence of anger, excessive fear, pain (or) greed, by infants, very old men, persons labouring under a delusion, those being under the influence of drink (or) by mad men does not cause (the speaker) to fall.
5	25	Before (a householder eats) he shall feed his guests, the infants, the sick people, the pregnant women, the females under his protection, the very aged men, and those of low condition (who may be in his house).
5	26	But (when) his teacher, parents (or intimate) friends (visit his house), he shall proceed to the preparation of the dinner after asking them (for orders).
5	27	When an officiating priest, his teacher, his father-in-law, paternal or maternal uncles visit (him), a Madhuparka (or honey-mixture must be offered to them).
5	8	(If they have been once honoured in this manner, the ceremony need be) repeated (only) after a year.
5	29	(But) on (the occasion of) a sacrifice and of the wedding (a Madhuparka must be offered, though) less than a year (has passed since the last visit of the persons thus honoured).
5	30	And to a king) who is a Srotriya (a Madhuparka must be offered as often as he comes),
5	31	(But to a king) who is not a Srotriya a seat and water.
5	32	But for a Srotriya he shall cause to be prepared a foot-bath, an Arghya, and food of a superior quality.
5	33	Or his usual food distinguished by a (particularly careful) preparation.
5	34	To a (Brâhmana) who is not learned in the Vedas, (but) of good conduct, food of a middling (quality) shall be given,
5	35	To one who is the reverse (of virtuous) grass, water, and earth,
5	36	(Or) at least a welcome.
5	37	Honour (must be shown to a guest, and the host must) not dine better (than his guest).
5	38	A couch, a seat, (and) a lodging (of the) same (quality as the host uses must be given) to (a guest) of equal condition and to one's betters; they must be accompanied (on departure) and respectfully attended to (during their stay).
5	39	(The host shall show similar) though less (attention) to (a guest) who is inferior (to himself).
5	40	He is called a guest who, belonging to a different village (and) intending to stay for one night only, arrives when the sun's beams pass over the trees.
5	41	According (to his caste a guest) must be asked about his well-being (kusala), about his being free from hurt (anâmaya), or about his health (ârogya).
5	42	The last  not (to be considered) a guest by a Brâhmana, except if he has approached on (the occasion of) a sacrifice.
5	44	But a Kshatriya must be fed after the Brâhmana (guests).
5	45	(Men of) other (castes he shall feed) with his servants for mercy's sake.
6	1	(To salute) every day on meeting (by) an embrace of the feet,
6	2	And (particularly) on return from a journey,
6	3	(Is prescribed in the case) of parents, of their blood relations, of elder (brothers), of persons venerable on account, of their learning, and of the Gurus of the latter.
6	4	On meeting (several persons, to whom such a salutation is due), together, the most venerable (must be saluted first).
6	5	On meeting persons who understand (the rule of returning salutes) one shall salute (them) pronouncing one's name, and (saving) 'I N. N. (ho! salute thee).'
6	6	Some (declare that) there is no restrictive rule for salutations between man and wife.
6	7	(The feet of) other female (relations) than the mother, a paternal uncle's wife and (elder) sisters (need) not (be embraced, nor need they be saluted) except on return from a journey.
6	8	The feet of wives of brothers and of the mother-in-law (need) not be embraced (on any occasion).
6	9	But (on the arrival of an) officiating priest, a father-in-law, paternal and maternal uncles who are younger (than oneself), one must rise; they need not be saluted .
6	10	In like manner (any) other aged fellow-citizen, even a Sûdra of eighty years and more, (must be honoured) by one young enough to be his son,
6	11	(And) an Ârya, though (he be) younger, by a Sûdra;
6	12	And he shall avoid (to pronounce) the name of that (person who is worthy of a salutation).
6	13	And an official who (is) not (able to) recite (the Veda shall avoid to pronounce the name) of the king.
6	14	A contemporary who is born on the same day (shall be addressed with the terms) bhoh or bhavan (your honour),
6	15	(Likewise) a fellow-citizen who is ten years older (than oneself),
6	16	(Also) an artist who is five years (older),
6	17	And a Srotriya belonging to one's own Vedic school who is three years older,
6	18	(Further), Brâhmanas destitute of learning and those who follow the occupations of Kshatriyas or Vaisyas,
6	19	And (a contemporary) who has performed the Dîkshanîyeshti of a Soma-sacrifice before he buys (the Soma).
6	20	Wealth, relations, occupation, birth, learning, and age must be honoured; (but) each later named [paragraph continues] (quality) is more important (than the preceding ones).
6	21	But sacred learning is more important than all (other good qualities),
6	22	Because that is the root of the sacred law,
6	23	And because the Veda (expressly declares it).
6	24	Way must be made for a man seated in a carriage, for one who is in his tenth (decade), for one requiring consideration, for a woman, for a Snâtaka, and for a king.
6	25	But a king (must make way) for a Srotriya.
7	1	The rule for (times of) distress (is) that a Brâhmana may study under a teacher who is not a Brâhmana.
7	2	(A student is bound) to walk behind and to obey (his non-Brahmanical teacher).
7	3	(But), when (the course of study) has been finished, the Brâhmana (pupil is more) venerable (than his teacher).
7	4	(In times of distress it is permissible) to offer sacrifices for (men of) all (castes), to teach (them), and to accept (presents from them).
7	5	Each preceding (mode of living is) preferable (to those named later).
7	6	On failure of the (occupations lawful for a Brâhmana) he may live by the occupations of a Kshatriya.
7	7	On failure of those, he may live by the occupations of a Vaisya.
7	8	(Goods) that may not be sold by a (Brâhmana are),
7	9	Perfumes, substances (used for) flavouring (food), prepared food, sesamum, hempen and linen cloth, skins,
7	10	Garments dyed red or washed,
7	11	Milk and preparations from it,
7	12	Roots, fruits, flowers, medicines, honey, flesh, grass, water, poison,
7	13	Nor animals for slaughter,
7	14	Nor, under any circumstances, human beings, heifers, female calves, cows big with young.
7	15	Some (declare, that the traffic in) land, rice, barley, goats, sheep, horses, bulls, milch-cows, and draught-oxen (is) likewise (forbidden).
7	16	But (it is permissible) to barter,
7	17	One kind of substances used for flavouring others,
7	18	And animals (for animals).
7	19	Salt and prepared food (must) not (be bartered),
7	20	Nor sesamum.
7	21	But for present use an equal (quantity of) uncooked (food may be exchanged) for cooked (food).
7	22	But if no (other course is) possible (a Brâhmana) may support himself in any way except by (following the occupations) of a Sûdra.
7	23	Some (permit) even this in case his life is in danger.
7	24	But to mix with that (caste) and forbidden food must be avoided (even in times of distress).
7	25	If his life is threatened, even a Brâhmana may use arms.
7	26	(In times of distress) a Kshatriya (may follow) the occupations of a Vaisya.
8	1	A king and a Brâhmana, deeply versed in the Vedas, these two, uphold the moral order in the world.
8	2	On them depends the existence of the fourfold human race, of internally conscious beings, of those which move on feet and on wings, and of those which creep,
8	3	(As well as) the protection of offspring, the prevention of the confusion (of the castes and) the sacred law.
8	4	He is (called) deeply versed in the Vedas,
8	5	Who is acquainted with the (ways of the) world, the Vedas (and their) Aṅgas (auxiliary sciences),
8	6	Who is skilled in disputations (and), in (reciting) legends and the Purâna,
8	7	Who looks to these (alone), and lives according to these,
8	8	Who has been sanctified by the forty sacraments (samskâra),
8	9	Who is constantly engaged in the three occupations (prescribed for all twice-born men),
8	10	Or in the six (occupations prescribed specially for a Brâhmana),
8	11	(And) who is well versed in the duties of daily life settled by the agreement (of those who know the law).
8	12	(Such a Brâhmana) must be allowed by the king immunity from (the following) six (kinds of opprobrious treatment):
8	13	(I.e.) he must not be subjected to corporal punishment, he must not be imprisoned, he must not be fined, he must not be exiled, he must not be reviled, nor be excluded.
8	14	The Garbhâdhâna (or ceremony to cause conception), the Pumsavana (or ceremony to cause the birth of a male child), the Sîmantonnayana (or arranging the parting of the pregnant wife's hair), the Gâtakarman (or ceremony on the birth of the child), the ceremony of naming the child, the first feeding, the Kaula (or tonsure of the head of the child), the initiation,
8	15	The four vows (undertaken) for the study of the Veda,
8	16	The bath (on completion of the studentship), the taking of a help-mate for the fulfilment of the religious duties, the performance of the five sacrifices to gods, manes, men, goblins, and Brahman,
8	17	And (the performance) of the following (sacrifices):
8	18	The seven kinds of Pâkayagñas (or small sacrifices),viz. the Ashtakâ, the Pârvana Sthâlîpâka, offered on the new and full moon days), the funeral oblations, the Srâvanî, the Âgrahâyanî, the Kaitrî, and the Âsvayugî;
8	19	The seven kinds of Haviryagñas, viz. the Agnyâdheya, the Agnihotra, the Darsapaurnamâsas, the Âgrayana, the Kâturmâsyas, the Nirûdhapasubandha, and the Sautrâmanî;
8	20	The seven kinds of Soma-sacrifices, viz. the Agnishtoma, the Atyagnishtoma, the Ukthya, the Shodasin, the Atirâtra, and the Aptoryâma;
8	21	These are the forty sacraments.
8	22	Now (follow) the eight good qualities of the soul,
8	23	(Viz.) compassion on all creatures, forbearance, freedom from anger, purity, quietism, auspiciousness, freedom from avarice, and freedom from covetousness.
8	24	He who is sanctified by these forty sacraments, but whose soul is destitute of the eight good qualities, will not be united with Brahman, nor does he reach his heaven.
8	25	But he, forsooth, who is sanctified by a few only of these forty sacraments, and whose soul is endowed with the eight excellent qualities, will be united with Brahman, and will dwell in his heaven.
9	1	Such (a man) shall bathe, after (having fulfilled) the, law (regarding studentship), take unto him a wife, and, fulfilling the duties of a householder which have been declared above, in addition obey the following ordinances
9	2	(He shall be) always pure (and) sweet-smelling (and) bathe frequently.
9	3	If he possesses wealth, he shall not be dressed in old or dirty clothes;
9	4	Nor shall he wear dyed or sumptuous garments, nor such as have been worn (before) by others,
9	5	Nor a garland and shoes (that have been worn by others).
9	6	(He may wear a cast-off garment) which has been washed, if he is unable (to afford a new one).
9	7	He shall not allow his beard to grow without a (sufficient) reason.
9	8	He shall not carry water and fire at the same time.
9	9	He shall not drink out of his joined hands.
9	10	He shall not sip water standing, nor (shall he sip) water drawn up (from a well),
9	11	Nor (water) that is offered by a Sûdra or an impure man, or that has been taken up with one hand.
9	12	Facing or within sight of wind, fire, Brâhmanas, the sun, water, (images of the) gods, and cows he shall not eject urine or fæces or other impurities.
9	13	He shall not stretch out his feet towards those divine beings.
9	14	He shall not remove urine or fæces with leaves, clods of earth, or stones.
9	15	He shall not stand upon ashes, hair, nail (parings), husks (of grain), pot-sherds, or impure substances.
9	16	He shall not converse with barbarians, impure or wicked men.
9	17	If he has conversed (with such persons), he shall meditate on virtuous (men),
9	18	Or he may speak with a Brâhmana.
9	19	He shall call (a cow that is) not a milch-cow a cow that will become a milch-cow.
9	20	(An event) that is not lucky (he shall call) lucky.
9	21	(In speaking of) a skull (he shall use the word) bhagâla instead of kapâla,
9	22	(And in speaking of) a rainbow, manidhanus (the jewelled bow) instead of indradhanus, (Indra's bow).
9	23	Let him not announce it to others, if a cow suckles (her calf),
9	24	Nor let him prevent her (from doing it).
9	25	After conjugal intercourse he shall at once clean himself
9	26	Let him not recite the daily portion of the Veda (lying) on that couch (on which he lies with his wife).
9	27	And when he has studied during the third watch of the night, he shall not again retire to rest.
9	28	Let him not have intercourse with his wife when she is ill,
9	29	Nor during her courses;
9	30	Nor let him embrace her (during that period),
9	31	Nor an unmarried female.
9	32	He shall avoid to blow the fire with his mouth, to contend with words, to show himself covered with perfumed ointments or wearing garlands, to scratch himself with any impure (implement), to take his meals with his wife, to look at (a woman) who is anointing herself, to enter (his village) by a back-gate, to wash one foot with the other, to eat food deposited on a chair, to cross a river swimming, to ascend trees and dangerous (places), or to descend therefrom, and to imperil his life (in any other manner).
9	33	Let him not ascend a ship (of) doubtful (solidity).
9	34	He shall protect himself by all (possible) means.
9	35	In the day-time he shall not wrap up his head while walking about;
9	36	But at night he shall cover it,
9	37	And while voiding urine and fæces.
9	38	(Let him) not (ease nature) without (first) covering the ground (with grass or the like),
9	39	Nor close to his dwelling,
9	40	Nor on ashes, on cow-dung, in a ploughed field, in the shade (of a tree), on a road, in beautiful (spots).
9	41	Let him eject both urine and fæces, facing the north in the day-time,
9	42	And in the twilight,
9	43	But at night, facing the south.
9	44	Let him avoid to use a seat, clogs, a stick for cleaning the teeth (and other implements) made of Palâsa-wood.
9	45	With shoes on (his feet), he shall not eat, sit down, salute, or worship (the gods).
9	46	Let him not pass idly (any part of the day, be it) morning, midday, or evening; (but) according to his ability (he shall make each useful) by the acquisition of spiritual merit or of wealth, and by taking his pleasure.
9	47	But among those (three aims of human life) he shall chiefly attend to the acquisition of spiritual merit.
9	48	Let him not look at a naked woman wedded to another man.
9	49	Let him not draw a seat towards himself with his foot.
9	50	He shall keep his organ, his stomach, his hands, his feet, his tongue, and his eyes under due restraint.
9	51	Let him avoid to cut, to break, to scratch, and to crush (anything), or to make (his joints) crack, without a (sufficient) reason.
9	52	Let him not step over a rope (to which) a calf (is tied).
9	53	Let him not be a stay-at-home.
9	54	Let him not go to (perform) a sacrifice without being chosen (to officiate as priest).
9	55	But at his pleasure (he may go) to see it.
9	56	Let him not eat food (that he has placed) in his lap,
9	57	Nor what has been brought at night by a servant.
9	58	He shall not eat (substances) from which the fat has been extracted, Such as milk from which the cream has separated, butter, oil-cake, buttermilk, and the like.
9	59	But he shall take his meals in the morning and in the evening, blessing his food, not grumbling at it.
9	60	He shall never sleep naked at night;
