Chapter_no	Text_no	Hymn
1	44	It has been declared in the Veda, 'But he obtains the sixth part of (the merit which Brâhmanas gain by) sacrifices and charitable works.'
1	45	(It is further stated in the Veda), 'The Brâhmana makes the Veda rich; the Brâhmana saves from misfortune; therefore the Brâhmana shall not be made a source of subsistence. Soma is his king.'
1	46	Further (another passage says), 'After death bliss (awaits the king who does not oppress Brâhmanas).'
2	1	There are four castes (varna), Brâhmanas, Kshatriyas, Vaisyas, and Sûdras.
2	2	Three castes, Brâhmanas, Kshatriyas, and Vaisyas, (are called) twice-born.
2	3	Their first birth is from their mother; the second from the investiture with the sacred girdle. In that (second birth) the Sâvitrî is the mother, but the teacher is said to be the father.
2	4	They call the teacher father, because he gives instruction in the Veda.
2	5	They quote also (the following passage from the Veda) to the same (effect): 'Of two kinds, forsooth, is the virile energy of a man learned in the Vedas, that which (resides) above the navel and the other which below (the navel) descends down-wards. Through that which (resides) above the navel, his offspring is produced, when he initiates Brâhmanas, when he teaches them, when he causes them to offer oblations, when he makes them holy. By that which resides below the navel the children of his body are produced. Therefore they never say, to a Srotriya, who teaches the Veda, "Thud art destitute of offspring."'
2	6	Hârîta also quotes (the following verse): 'No religious rite can be performed by a (child) before he has been girt with the sacred girdle, since he is on a level with a Sûdra before his (new) birth from the Veda.'
2	7	(The above prohibition refers to all rites) except those connected with libations of water, (the exclamation) Svadhâ, and the manes.
2	8	Sacred learning approached a Brâhmana (and said to him), 'Preserve me, I am thy treasure, reveal me not to a scorner, nor to a wicked man, nor to one of uncontrolled passions: so (preserved) I shall become strong.'
2	9	'Reveal me, O Brâhmana, as to the keeper of thy treasure, to him whom thou shalt know to be pure, attentive, intelligent, and chaste, who will not offend thee nor revile thee.'
2	10	'(That man) who fills his ears with truth, who frees him from pain and confers immortality upon him, (the pupil) shall consider as his father and mother; him he must never grieve nor revile.'
2	11	'As those Brâhmanas who, after receiving instruction, do not honour their teacher by their speech, in their hearts or by their acts, will not be profitable to their teacher, even so that sacred learning (which they acquired) will not profit them.'
2	12	'As fire consumes dry grass, even so the Veda, asked for, (but) not honoured, (destroys the enquirer). Let him not proclaim the Veda to that man, who does not show him honour according to his ability.'
2	13	The (lawful) occupations of a Brâhmana are six,
2	14	Studying the Veda, teaching, sacrificing for himself, sacrificing for. others, giving alms, and accepting gifts.
2	15	(The lawful occupations) of a Kshatriya are three,
2	16	Studying, sacrificing for himself, and bestowing gifts;
2	17	And his peculiar duty is to protect the people with his weapons; let him gain his livelihood thereby.
2	18	(The lawful occupations) of a Vaisya are the same ,
2	19	Besides, agriculture, trading, tending cattle, and lending money at interest,
2	20	To serve those (superior castes) has been fixed as the means of livelihood for a Sûdra.
2	21	(Men of) all (castes) may wear their hair arranged according to the customs fixed (for their family), or allow it to hang down excepting the lock on the crown of the head.
2	22	Those who are unable to live by their own lawful occupation may adopt (that of) the next inferior (caste),
2	23	But never (that of a) higher (caste).
2	24	(A Brâhmana and a Kshatriya) who have re-sorted to a Vaisya's mode of living, and maintain themselves by trade (shall not sell) stones, salt, hempen (cloth), silk, linen (cloth), and skins,
2	25	Nor any kind of dyed cloth,
2	26	Nor prepared food, flowers, fruit, roots, per-fumes, substances (used for) flavouring (food); nor water, the juice extracted from plants; nor Soma, weapons, poison; nor flesh, nor milk, nor preparations from it, iron, tin, lac, and lead,
2	27	Now they quote also (the following verse): 'By (selling) flesh, lac, and salt a Brâhmana at once becomes an outcast; by selling milk he. becomes (equal to) a Sûdra after three days.'
2	28	Among tame animals those with uncloven hoofs, and those that have an abundance of hair, (must not be sold), nor any wild animals, (nor) birds, nor beasts that have tusks (or fangs).
2	29	Among the various kinds of grain they mention sesamum (as forbidden).
2	30	Now they quote also (the following verse): If he applies sesamum to any other purpose, but food, anointing, and charitable gifts, he will be born again as a worm and, together with his ancestors, be plunged into his own ordure.'
2	31	Or, at pleasure, they may sell (sesamum), if they themselves have produced it by tillage.
2	32	For that purpose he shall plough before breakfast with two bulls whose noses have not been pierced.
2	33	(If he ploughs) in the hot season, he shall water (his beasts even in the morning).
2	34	The plough is attended by strong males, provided with a useful share and with a handle (to be held) by the drinker of Soma; that raises (for him) a cow, a sheep, a stout damsel, and a swift horse for the chariot.
2	35	The plough is attended by strong males, i.e. is attended by strong men and bullocks, provided with a useful share--for its share is useful (because) with the share it raises, i.e. pierces deep--and provided with a handle for the drinker of Soma,--for Soma reaches him,--possessing a handle for him. That raises a cow, a sheep, goats, horses, mules, donkeys and camels, and a stout damsel, i.e. a beautiful, useful maiden in the flower of her youth.
2	36	For how could the plough raise (anything for him) if he did not sell grain?
2	37	Substances used for flavouring may be bartered for (other) substances of the same kind, be it for one more valuable or for one worth less.
2	38	But salt must never (be exchanged) for (other) substances-used for flavouring (food).
2	39	It is permitted to barter sesamum, rice, cooked food, learning, and slaves (each for its own kind and the one for the other).
2	40	A Brâhmana and a Kshatriya shall not lend (anything at interest acting like) usurers.
2	41	Now they quote also (the following verses): 'He who acquiring property cheap, gives it for a high price, is called a usurer and blamed among those who recite the Veda.'
2	42	'(Brahman) weighed in the scales the crime of killing a learned Brâhmana against (the crime of) usury; the slayer of the Brâhmana remained at the top, the usurer sank downwards.'
2	43	Or, at pleasure, they may lend to a person who entirely neglects his sacred duties, and is exceedingly wicked,
2	44	Gold (taking) double (its value on repayment, and) grain trebling (the original price).
2	45	(The case of) flavouring substances has been explained by (the rule regarding) grain,
2	46	As well as (the case of) flowers, roots, and fruit.
2	47	(They may lend) what is sold by weight, (taking) eight times (the original value on repayment).
2	48	Now they quote also (the following verses): 'Two in the hundred, three and four and five, as has teen declared in the Smriti, he may take as interest by the month according to the order of the castes.'
2	49	'But the king's death shall stop the interest on money (lent);'
2	50	'And after the coronation of (a new) king the capital grows again.'
2	51	'Hear the interest for a money-lender declared by the words of Vasishtha, five mash's for twenty (kârshâpanas may be taken every month); thus the law is not violated.'
3	1	(Brâhmanas) who neither study nor teach the Veda nor keep sacred fires become equal to Sûdras;
3	2	And they quote a verse of Manu on this (subject), 'A twice-born man, who not having studied the Veda applies himself to other (and worldly study), soon falls, even while living, to the condition of a Sûdra, and his descendants after him.'
3	3	'(A twice-born man) who does not know the [paragraph continues] Veda (can)not be (called) a Brâhmana, nor he who lives by trade, nor he who (lives as) an actor, nor he who obeys a Sûdra's commands, nor (he who like) a thief (takes the property of others), nor he who makes his living by the practice of medicine.'
3	4	'The king shall punish that village where Brâhmanas, unobservant of their sacred duties and ignorant of the Veda, subsist by begging; for it feeds robbers.'
3	5	'Many thousands (of Brâhmanas) cannot form a (legal) assembly (for declaring the sacred law), if they have not fulfilled their sacred duties, are unacquainted with the Veda, and subsist only by the name of their caste.'
3	6	'That sin which dunces, perplexed by ignorance and unacquainted with the sacred law, declare (to be duty) shall fall, increased a hundredfold, on those who propound it.'
3	7	'What four or (even) three (Brâhmanas) who have completely studied the Vedas proclaim, that must be distinctly recognised as the sacred law, not (the decision) of a thousand fools.'
3	8	'Offerings to the gods and to the manes must always be given to a Srotriya alone. For giftsbestowed on a man unacquainted with the Veda, reach neither the ancestors nor the gods.'
3	9	'If a fool lives even in one's house and a (Brâhmana) deeply learned in the Veda lives at a great distance, the learned man shall receive the gift. The sin of neglecting (a Brâhmana is not incurred) in (the case of) a fool.'
3	10	'The offence of neglecting a Brâhmana cannot be committed against a twice-born man who is ignorant of the Veda. For (in offering sacrifices) one does not pass by a brilliant fire and throw the oblations into ashes.'
3	11	An elephant made of wood, an antelope made of leather, and a Brâhmana ignorant of the Veda, those three have nothing but the name (of their kind).
3	12	'Those kingdoms, where ignorant men eat the food of the learned, will be visited by drought; or (some other) great evil will befall (them).'
3	13	If anybody finds treasure (the owner of) which is not known, the king shall take it, giving one sixth to the finder.
3	14	If a Brâhmana who follows the six (lawful) occupations, finds it, the king shall not take it.
3	15	They declare that the slayer commits no crime by killing an assassin.
3	16	Now they quote also (the following verses): 'An incendiary, likewise a poisoner, one who holds a weapon in his hand (ready to kill), a robber, he who takes away land, and he who abducts (another man's) wife, these six are called assassins (âtatâyin).'
3	17	'He may slay an assassin who comes with the intention of slaying, even though he knows the whole Veda together with the Upanishads; by that (act) he (does) not (incur the guilt of) the slayer of a Brâhmana.'
3	18	'He who slays an assassin learned in the Veda and belonging to a noble family, does not incur by that act the guilt of the murderer of a learned Brâhmana.; (in) that (case) fury recoils upon fury.'
3	19	Persons who sanctify the company are, a Trinâkiketa, one who keeps five fires, a Trisuparna, one who (knows the texts required for) the four sacrifices (called Asvamedha, Purushamedha, Sarvamedha, and Pitrimedha), one who knows the Vâgasaneyi-sâkhâ of the White Yagur-veda, one who knows the six Aṅgas, the son of a female married according to the Brâhma-rite, one who knows the first part of the Sâma-veda Samhitâ, one who sings the Gyeshthasâman, one who knows the Samhitâ and the Brâhmana, one who studies (the treatises on) the sacred law, one whose ancestors to the ninth degree, both on the mother's and on the father's side, are distinctly known to have been Srotriyas, and learned men and Snâtakas.
3	20	(Four students of) the four Vedas, one who knows the Mîmâmsâ, one who knows the Aṅgas, a teacher of the sacred law, and three eminent men who are in three (different) orders, (compose) a (legal) assembly consisting at least of ten (members).
3	21	He who initiates (a pupil) and teaches him the whole Veda is called the teacher (âkârya).
3	22	But he who (teaches) a portion (of the Veda only is called) the sub-teacher (upâdhyâya);
3	23	So is he who (teaches) the Aṅgas of the Veda.
3	24	A Brâhmana and a Vaisya may take up arms in self-defence, and in (order to prevent) a confusion of the castes.
3	25	But that (trade of arms) is the constant (duty) of a Kshatriya, because he is appointed to protect (the people).
3	26	Having washed his feet and his hands up to the wrist, and sitting with his face turned towards the east or towards the north, he shall thrice sip water out of the Tîrtha sacred to Brahman, (i.e.) the part of the hand above the root of the thumb, without uttering any sound;
3	27	He shall twice wipe (his mouth with the root of the thumb);.
3	28	He shall touch the cavities (of the head) with water;
3	29	He shall pour water on his head and on the left hand;
3	30	He shall not sip water while walking, standing., lying down or bending forward.
3	31	A Brâhmana (becomes pure) by (sipping) water, free from bubbles and foam, that reaches his heart,
3	32	But a Kshatriya by (sipping water) that reaches his throat,
3	33	A Vaisya by (sipping water) that wets his palate,
3	34	A woman and a Sûdra by merely touching water (with the lips).
3	35	Water (for sipping may) even (be taken) out of a hole in the ground, if it is fit to slake the thirst of cows.
3	36	(He shall not purify himself with water) which has been defiled with colours, perfumes, or flavouring substances, nor with such as is collected in unclean places.
3	37	Drops (of saliva) falling from the mouth, which do not touch a limb of the body, do not make (a man) impure.
3	38	If, after having sipped water, he sleeps, eats, sneezes, drinks, weeps or bathes, or puts on a dress, he must again sip water,
3	39	Likewise, if he touches (that part of) the lips on which no hair grows.
3	40	No defilement is caused by the hair of the moustache (entering the mouth).
3	41	If (remnants of food) adhere to the teeth, (they are pure) like the teeth, and he is purified by swallowing those which (become detached) in the mouth.
3	42	He is not defiled by the drops which fall on his feet, while somebody gives to others water for sipping; they are stated to be equally (clean) as the ground.
3	43	If, while occupied with eatables, he touches any impure substance, then he shall place that thing (which he holds in his hand) on the ground, sip water and afterwards again use it.
3	44	Let him sprinkle with water all objects (the purity of) which may be doubtful.
3	45	'Both wild animals killed by dogs, and fruit thrown by birds (from the tree), what has been spoilt by children, and what has been handled by women,'
3	46	'A vendible commodity tendered for sale and what is not dirtied by gnats and flies that have settled on it,'
3	47	'Likewise water collected on the ground that quenches the thirst of cows,--enumerating all these things, the Lord of created beings has declared them to be pure.'
3	48	Anything defiled by unclean (substances) becomes pure when the stains and the smell have been removed by water and earth.
3	49	(Objects) made of metal must be scoured with ashes, those made of clay should be thoroughly heated by fire, those made of wood should be planed, and (cloth) made of thread should be washed.
3	50	Stones and gems (should be treated) like objects made of metal,
3	51	Conch-shells and pearl-shells like gems,
3	52	(Objects made of) bone like wood,
3	53	Ropes, chips (of bamboo), and leather become pure (if treated) like clothes,
3	54	(Objects) made of fruits, (if rubbed) with (a brush of) cow hair,
3	55	Linen cloth, (if smeared) with a paste of yellow mustard (and washed afterwards with water).
3	56	But land becomes pure, according to the degree of defilement, by sweeping (the defiled spot), by smearing it with cowdung, by scraping it, by sprinkling (water) or by heaping (pure earth) on (it).
3	57	Now they quote also (the following verses): 'Land is purified by these four methods, by digging, burning, scraping, being trodden on by cows, and fifthly by being smeared with cowdung.'
3	58	'A woman is purified by her monthly discharge, a river by its current, brass by (being scoured with) ashes, and an earthen pot by another burning.'
3	59	'But an earthen vessel which has been defiled by spirituous liquor, urine, ordure, phlegm, pus, tears, or blood cannot be purified even by another burning.'
3	60	'The body is purified by water, the internal organ by truth, the soul by sacred learning and austerities, and the understanding by knowledge.'
3	61	Gold is purified by water alone,
3	62	Likewise silver,
3	63	Copper is cleansed by acids.
3	64	The Tîrtha sacred to the Gods lies at the root of the little finger,
3	65	That sacred to the Rishis in the middle of the fingers,
3	66	That sacred to Men at the tips of the fingers,
3	67	That sacred to Agni (fire) in the middle of the hand,
3	68	That sacred to the Manes between the forefinger and the thumb.
3	69	He shall honour (his food at) the evening and morning meals (saying), 'It pleases me,'
3	70	At meals in honour of the Manes (saying), I have dined well,'
3	71	At (a dinner given on the occasion of) rites procuring prosperity (saying), 'It is perfect:
4	1	The four castes are distinguished by their origin and by particular sacraments.
4	2	There is also the following passage of the Veda, 'The Brâhmana was his mouth, the Kshatriya formed his arms, the Vaisya his thighs; the Sûdra was born from his feet.'
4	3	It has been declared in (the following passageof) the Veda that (a Sûdra) shall not receive the sacraments, 'He created the Brâhmana with the Gâyatrî (metre), the Kshatriya with the Trishtubh, the Vaisya with the Gagatî, the Sûdra without any metre.'
4	4	Truthfulness, suppression of anger, liberality, abstention from injuring living beings, and the procreation of offspring (are duties common to) all (castes).
4	5	The Mânava (Sûtra states), 'Only when he worships the manes and the gods, or honours guests, he may certainly do injury to animals.'
4	6	'On offering a Madhuparka (to a guest), at a sacrifice, and at the rites in honour of the manes, but on these occasions only may an animal be slain; that (rule) Manu proclaimed.'
4	7	'Meat can never be obtained without injuring living beings, and to injure living beings does not procure heavenly bliss; therefore the (sages declare) the slaughter (of beasts) at a sacrifice not to be slaughter (in the ordinary sense of the word).'
4	8	'Now he may also cook a full-grown ox or a full-grown he-goat for a Brâhmana or Kshatriya guest; in this manner they offer hospitality to such (a man).'
4	9	Libations of water (must be poured out) for all (deceased relatives) who completed the second year and (their death causes) impurity.
4	10	Some declare that (this rule applies also to children) that died after teething.
4	11	After having burnt the body (of the deceased, the relatives) enter the water without looking at (the place of cremation),
4	12	Facing the south, they shall pour out water with both hands on (those days of the period of impurity) which are marked by odd numbers.
4	13	The south, forsooth, is the region sacred to the manes.
4	14	After they have gone home, they shall sit during three days on mats, fasting.
4	15	If they are unable (to fast so long), they shall subsist on food bought in the market or given unasked.
4	16	It is ordered that impurity caused by a death shall last ten days in the case of Sapinda relations.
4	17	It has been declared in the Veda that Sapinda relationship extends to the seventh person (in the ascending or descending line).
4	18	It has been declared in the Veda that for married females it extends to the third person (in the ascending or descending line).
4	19	Others (than the blood-relations) shall perform (the obsequies) of married females,
4	20	(The rule regarding impurity) should be exactly the same on the birth of a child for those men who desire complete purity,
4	21	Or for the mother and the father (of the child alone); some (declare that it applies) to the mother (only), because she is the immediate cause of that (event).
4	22	Now they quote also (the following verse): On the birth (of a child) the male does not become impure if he does not touch (the female); on that (occasion) the menstrual excretion must be known to be impure, and that is not found in males.'
4	23	If during (a period of impurity) another (death or birth) happens, (the relatives) shall be pure after (the expiration of) the remainder of that (first period);
4	24	(But) if one night (and day only of the first period of impurity) remain, (they shall be pure) after two (days and nights);
4	25	(If the second death or birth happens) on the morning (of the day on which the first period of impurity expires, they shall be purified) after three (days and nights).
4	26	A Brâhmana is freed from impurity (caused by a death or a birth) after ten days,
4	27	A Kshatriya after fifteen days,
4	28	A Vaisya after twenty days,
4	29	A Sûdra after a month.
4	30	Now they quote also (the following verses): 'But (a twice-born man) who has eaten (the food) of a Sûdra during impurity caused by a death or abirth, will suffer dreadful (punishment in) hell and be born again in the womb of an animal.'
4	31	'A twice-born man who eats by appointment in the house of a stranger whose ten days of impurity, caused by a death, have not expired, after death will become a worm and feed on the ordure of that (man who fed him).'
4	32	It has been declared in the Veda, '(Such a sinner) becomes pure by reciting the Samhitâ of the Veda for twelve months or for twelve half-months while fasting.'
4	33	On the death of a child of less than two years or on a miscarriage, the impurity of the Sapindas lasts three (days and) nights.
4	34	Gautama (declares that on the former occasion they become) pure at once.
4	35	If (a person) dies in a foreign country and (his Sapindas) hear (of his death) after ten days (or a longer period), the impurity lasts for one (day and) night.
4	36	Gautama (declares that) if a person who has kindled the sacred fire dies on a journey, (his Sapindas shall) again celebrate his obsequies, (burning a dummy made of leaves or straw), and remain impure (during ten days) as if (they had actually buried) his corpse.
4	37	When he has touched a sacrificial post, a pyre, a burial-ground, a menstruating or a lately confined woman, impure men or (Kândâlas and so forth), he shall bathe, submerging both his body and his head.
5	1	A woman is not independent, the males are her masters. It has been declared in the Veda, 'A female who neither goes naked nor is temporarily unclean is paradise.'
5	2	Now they quote also (the following verse): 'Their fathers protect them in childhood, their husbands protect them in youth, and their sons protect them in age; a woman is never fit for independence.'
5	3	The penance (to be performed) by a (wife) for being unfaithful to her husband has been declared in the (section on) secret penances.
5	4	For month by month the menstrual excretion takes away her sins.
5	5	A woman in her courses is impure during three (days and) nights.
5	6	(During that period) she shall not apply collyrium to her eyes, nor anoint (her body), nor bathe in water; she shall sleep on the ground; she shall not sleep in the day-time, nor touch the fire, nor make a rope, nor clean her teeth, nor eat meat, nor look at the planets, nor smile, nor busy herself with (house-hold affairs), nor run; she shall drink out of a large vessel, or out of her joined hands, or out of a copper vessel.
5	7	For it has been declared in the Veda, 'When Indra had slain (Vritra) the three-headed son of Tvashtri, he was seized by Sin, and he considered himself to be tainted with exceedingly great guilt. All beings cried out against him (saying to him), [paragraph continues] 'O thou slayer of a learned Brâhmana! O thou slayer of a learned Brâhmana!' He ran to the women for protection (and said to them), 'Take upon yourselves the third part of this my guilt (caused by) the murder of a learned Brâhmana.' They answered, ''What shall we have (for doing thy wish)?' He replied, 'Choose a boon.' They said, 'Let us obtain offspring (if our husbands approach us) during the proper season, at pleasure let us dwell (with our husbands until (our children) are born.' He answered, 'So be it.' (Then) they took upon themselves (the third part of his guilt). That guilt of Brâhmana-murder appears every month as the menstrual flow. Therefore let him not eat the food of a woman in her courses; (for) such a one has put on the shape of the guilt of Brâhmana-murder.
5	8	(Those who recite the Veda) proclaim the following (rule): 'Collyrium and ointment must not be accepted from her; for that is the food of women. Therefore they feel a loathing for her (while she is) in that (condition, saying), "She shall not approach."'
5	9	'Those (Brâhmanas in) whose (houses) menstruating women sit, those who keep no sacred fire, and those in whose family there is no Srotriya; all these are equal to Sûdras.'
6	1	(To live according to) the rule of conduct is doubtlessly the highest duty of all men. He whose soul is defiled by vile conduct perishes in this world and in the next.
6	2	Neither austerities, nor (the study of) the Veda, nor (the performance of) the Agnihotra, nor lavish liberality can ever save him whose conduct is vile and who has strayed from this (path of duty).
6	3	The Vedas do not purify him who is deficient in good conduct, though he may have learnt them all together with the six Aṅgas; the sacred texts depart from such a man at death, even as birds, when full-fledged, leave their nest.
6	4	As the beauty of a wife causes no joy to a blind man, even so all the four Vedas together with the six Aṅgas and sacrifices give no happiness to him who is deficient in good conduct.
6	5	The sacred texts do not save from sin the deceitful man who behaves deceitfully. But that Veda, two syllables of which are studied in the right manner, purifies, just as the clouds (give beneficent rain) in the month of Isha.
6	6	A man of bad conduct is blamed among men, evils befal him constantly, he is afflicted with disease and short-lived.
6	7	Through good conduct man gains spiritual merit, through good conduct he gains wealth, through good conduct he obtains beauty, good conduct obviates the effect of evil marks.
6	8	A man who follows the rule of conduct established among the virtuous, who has faith and is free from envy, lives a hundred years, though he be destitute of all auspicious marks.
6	9	But a man who knows the sacred law shall perform in secret all acts connected with eating, the natural evacuations and dalliance with (his wife); business to be accomplished by speech or intellect, likewise austerities, wealth, and age, must be most carefully concealed.
6	10	And a man shall void both urine and fæces, facing the north, in the day-time, but at night he shall do it turning towards the south; for (if he acts) thus, his life will not be injured.
6	11	: The intellect of that man perishes who voids urine against a fire, the sun, a cow, a Brâhmana, the moon, water, and the morning or evening twilights.
6	12	Let him not void urine in a river, nor on a path, nor on ashes, nor on cowdung, nor on a ploughed field, nor on one which has been sown, nor on a grass-plot, nor in the shade (of trees) that afford protection (to travellers).
6	13	Standing in the shade (of houses, clouds, and so forth), when it is quite dark, and when he fears for his life, a Brâhmana may void urine, by day and by night, in any position he pleases.
6	14	(Afterwards) he shall perform the necessary (purification) with water fetched for the purpose (from a tank or river, and with earth).
6	15	For a bath water not fetched for the purpose (may also be used).
6	16	(For the purpose of purification) a Brâhmanashall take earth that is mixed with gravel, from the bank (of a river).
6	17	Five kinds of earth must not be used, viz. such as is covered by water, such as lies in a temple, on an ant-hill, on a hillock thrown up by rats, and that which has been left by one who cleaned himself.
6	18	The organ (must be cleaned by) one (application of) earth, the (right) hand by three, but both (feet) by two, the anus by five, the one (i.e. the left hand) by ten, and both (hands and feet) by seven (applications of earth).
6	19	Such is the purification ordained for house-holders; it is double for students, treble for hermits, but quadruple for ascetics.
6	20	Eight mouthfuls are the meal of an ascetic, sixteen that of a hermit, but thirty-two that of a householder, and an unlimited quantity that of a student.
6	21	An Agnihotrin, a draught-ox, and a student, those three can do their work only if they eat (well); without eating (much), they cannot do it.
6	22	(The above rule regarding limited allowances of food holds good) in the case of penances, of self-imposed restraint, of sacrifices, of the recitation of the Veda, and of (the performance of other) sacred duties.
6	23	The qualities by which a (true) Brâhmana may be recognised are, the concentration of the mind, austerities, the subjugation of the senses, liberality, truthfulness, purity, sacred learning, compassion, worldly learning, intelligence, and the belief (in the existence of the deity and of a future life).
6	24	One may know that bearing grudges, envy, speaking untruths, speaking evil of Brâhmanas, backbiting, and cruelty are the characteristics of a Sûdra.
6	25	Those Brâhmanas can save (from evil) who are free from passion, and patient of austerities, whose ears have been filled with the texts of the Veda, who have subdued the organs of sensation and action, who have ceased to injure animated beings, and who close their hands when gifts are offered.
6	26	Some become worthy receptacles of gifts through sacred learning, and some through the practice of austerities. But that Brâhmana whose stomach does not contain the food of a Sûdra, is even the worthiest receptacle of all.
6	27	if a Brâhmana dies with the food of a Sûdra in his stomach, he will become a village pig (in his next life) or be born, in the family of that (Sûdra).
6	28	For though a (Brâhmana) whose body is nourished by the essence of a Sûdra's food maydaily recite the Veda, though he may offer (an Agnihotra) or mutter (prayers, nevertheless) he will not find the path that leads upwards.
6	29	But if, after eating the food of a Sûdra, he has conjugal intercourse, his sons will belong to the giver of the food, and he shall not ascend to heaven.
6	30	They declare that he is worthy to receive gifts, who (daily) rises to recite the Veda, who is of good family, and perfectly free from, passion, who constantly offers. sacrifices in the three sacred fires, who fears sin, and knows much, who is beloved among the females (of his family), who is righteous, protects cows, and reduces himself by austerities.
6	31	Just as milk, sour milk, clarified butter, and honey poured. into an unburnt earthen vessel, perish, owing to the weakness of the vessel, and neither the vessel nor those liquids (remain),
6	32	Even so a man destitute of sacred learning, who accepts cows or gold, clothes, a horse, land, (or) sesamum, becomes ashes, as (if he were dry) wood.
6	33	He shall not make his joints or his nails crack,
6	34	Nor shall he make a vessel ring with his nails.
6	35	Let him not drink water out of his joined hands.
6	36	Let him not strike the water with his foot or his hand,
6	37	Nor (pour) water into (other) water.
6	38	Let him not gather fruit by throwing brickbats,
6	39	Nor by throwing another fruit at it.
6	40	He shall not become a hypocrite or deceitful.
6	41	Let him not learn a language spoken by barbarians.
