Chapter	Text_no	Hymn
1	46-48	Hearing thus the words of the son, the Prajâpati, the Lord thought over the matter for a long time :-- “How this work would be done? Alas! I have spent an endless time in this work of creation; but as yet nothing has been done. For the Earth, the receptacle of all the Jivâs is submerged in water and has gone down to the Rasâtala. What is to be done now? There is only one hope and that is this :-- If the Bhagavân, the Primeval Person, under Whose Command I am engaged in this work of creation, helps me in this work of mine, no doubt it will be accomplished then and then only.”Here ends the First Chapter of the Eighth Book on the description of the worlds in the Mahâpurânam, S'rî Mad Devî Bhâgavatam, of Eighteen Thousand verses, by Maharsi Veda Vyâsa.
2	1-10	Nârâyana said :-- O Child! When you have got your senses controlled and have overcome lust, anger, etc., and other enemies, then you are certainly entitled to hear this secret. While Brahmâ was discussing on this subject with Marîchi and the other Brahmârsis and with Svâyambhuva Manu, suddenly there came out of the nose of the meditative Brahmâ, one young boar (the child of a boar) of the dimension of one finger only. That little boar, that was just in the air, soon became, while they were looking at it, enlarged to a very big elephant, in an instant; a very strange sight, indeed! Seeing this, the Kumâras Sanaka, etc., Marîchi and the other Seven Risis, and the Creator Brahmâ were struck with wonder and Brahmâ began to discuss thus :-- Oh! This young boar has come out suddenly of My nose; though it is a very small one, it is certainly, come under a disguise and it has all made us mergein an ocean of wonder. Is this something Divine, of a Sâttvic quality under the guise of this boar? It was of the size of a thumb and it is now like the Himâlayâ  Mountain? Oh! Is this the Bhagavân, the Yajña Purusa? While they were thus discussing, the Bhagavân, in the shape of the boar, began to make loud sounds, like the rolling of the mountain clouds at the time of the Pralaya resounding all the quarters. At this Brahmâ and all the Risis assembled there became very glad. Hearing the ghurghura noise of the Boar, their troubles ended and the people of Janarloka, Taparloka, Satyaloka and all the Devas being very much gladdened began to chant sweet hymns with Chhandas of Rik, Yajus, Sâma and Atharva Vedas, to that Âdi Purusa, the Bhagavân, from all sides.
2	11-20	Hearing their praises, the Bhagavân Hari graciously looked on them and immediately merged Himself in the ocean. The ocean was very much agitated with the fierce striking of the hairs of the Boar, when He entered into the waters, and spoke thus :-- “O Deva ! O Thou, the destroyer of the afflictions of your refuges! Protect me.” Hearing the words of the ocean, the God Hari tore asunder all the aquatic animals and went down beneath the waters. Searching violently hither and thither, He knew the earth by her smell. At once the Bhagavân Hari, the Lord of all, went to Her and rescued the earth by raising Her up on his big teeth, the Earth that was the abode of all the beings. When the Bhagavân, the Lord of all the sacrifices, came up with the Earth on the top of His teeth, He looked beautiful like the elephant of a quarter taking out by the root and holding a thousand petalled lotus upon his tusks. When the Bhagavân rescued thus the Earth, raising Her up on His tusks, Brahmâ and Indra, the Lord of the Devas, the powerful Manu began praise to Him with sweet words :-- Brahmâ said :-- O Lotus-eyed! O Bhagavân! Thou art victorious everywhere; O Thou, the Destroyer of the sufferings of the Bhaktas! Thou hast, by Thy own prowess, humiliated the Heaven, the abode of the gods upto Satyaloka! Thou, the Giver all the desires! O Deva! This earth shines so beautiful on Thy teeth as the thousand petalled lotus, taken up by the root by a mad elephant, shines on his two tusks. O Bhagavân! This Form, i. e., that of Thy sacrificial Boar, with earth on Thee looks so very beautiful as the lotus looks beautiful on the tusks of an elephant.
2	21-22	O Lord! We bow down to Thee, the Creator and the Destroyer of everything; Thou assumest many forms for the purpose of destroying the Dânavas; Thou dost do many acts that redound to Thy Glory, We bow down to Thee, to Thy Front and to Thy Back. (Really thou hast no front nor back. Thou art everywhere.) Thou art the Upholder of all the Celestials and the Immortals! Thy eyes shine equally everywhere.
2	23-25	O Deva! By Thy power I am brought up and engaged in the work of creation and by Thy order I create in every Kalpa this Universe and destroy it. O Lord of Immortals! In the ancient times the Devas united churned the vast ocean by Thy help and got according to their merits their due shares. O Hari! Indra, the Lord of the Devas is enjoying the vast kingdom  of Heaven, the Trilokas, by Thy Will and appointment. All the Devas worship him.
2	26-27	So the God of Fire has got his burning power and is residing in the bellies of the Devas, the Asuras, men and all other beings and penetrating their bellies, is satisfying all. Yama, the King of Dharma, by Thy appointment, is the Lord of the southern quarters, is presiding over the Pitris and being the witness of all the actions of the Jivâs, is awarding duly to them the fruits thereof.
2	28-33	Nairrita, the Lord of the Raksasas, the witness of all the actions of all the beings, by Thy commandment, is the destroyer of all the obstacles of the devotees that take refuge unto thee, though he is a Yaksa. The Varuna Deva, by Thy order, has become duly the Lord of the waters, and the Regent of the Loka (Dikpâla). The Vâyu, the Life of all, the carrier of the smell, has become by Thy order Lokâpâla and the Guru of the universe. Kuvera, obedient to Thy order, has become the Lord of the Yaksas and the Kinnaras and is holding a respectful position like other Lokapâlas. Îs'âna, Who is the destroyer of all the Jîvas, has got his Lordship over a quarter by Thy order and is being praised by all the Rudras, the Devas, Gandharbas, Yaksas, Kinnaras, the men and all the beings. O Bhagavân! We bow down to Thee, the Lord of the Universe; the innumerable Devas that are seen are merely the small fractions of Thy powers.
2	34-38	Narayana said :-- “O Child Nârada! When Brahmâ, the Creator and the Grandsire of the Lokas, praised thus the Âdi Purusa Bhagavân, He cast a side long glance at them, offering His Grace. When the Bhagavân, the Sacrificial Boar, was coming up with earth, rescued and placed on his teeth, the awful Hiranyaksa, the chief of the Daityas came before Him and obstructed His passage when He killed him by one violent stroke of his club. He was besmeared all over his body with the blood of the Daitya; and thus He came up from the Rasâtala and placed the earth on the waters. He then went away to His Vaikuntha abode.O Child Nârada! He who hears or reads devotedly this glorious deed of the Bhagavân and the deliverance of the Earth, will certainly be freed of all his sins and goes to the highest holiest place of Visnu, the Lord of all. There is no doubt in this.”Here ends the Second Chapter of the Eighth Book on the uplifting of the Earth by the Sacrificial Boar in the Mahâpurânam S'rî Mad Devî Bhâgavatam, of Eighteen Thousand verses, by Maharsi Veda Vyâsa.
3	1-23	Nârâyana said :-- O Nârada! When the Bhagavân went away to Vaikuntha, establishing the Earth in due position and equilibrium, Brahmâ spoke thus to his son :-- “O Powerful Son of mine, O Svâyamhhuva! The best of those that are filled with Teja (energy) and Tapas! Now go on with your work of creation, as you think proper, on this earth, the Upholdress of all the Jîvas. And worship the Purusa, the Lord of Sacrifices, according to the division of place and time, and with all the necessary materials of various kinds, high and low, and those that will be useful in performing your sacrifices. Do Dharma according to the S'âstras, and according to the Varna(the different castes) and Âsrama (Brahmâcharya, etc.); thus by gradually going on step by step in the path of Yoga, your progeny will be multiplied. Beget lovely sons and daughters, of good fame, culture, modesty and ornamented with various other good qualifications, like yourself; then marry your daughters when they will come to the marriageable age, to proper persons of good qualifications and then fix your mind thoroughly on the Excellent Purusa that is the very Best. O Child! Now go and serve the Bhagavân with devotion as I have advised you; and you will certainly attain that which is difficult to be worshipped and obtained. Advising thus his son Svâyambhuva Manu, and starting him in his work; of creation, the Lotus-born, the Lord of all the subjects, Brahmâ went away to His own abode. When Brahmâ went away, having ordered his son to create progeny and subjects, Manu, took that seriously in his heart and began to do that work. In due time, he had two powerful sons named Priyavrata and Uttânapâda and three lovely beautiful daughters endowed with various good qualities. Hear the names of the three daughters. The first daughter, the purifier of the world, was named Âkûti; the second was named Devahûti and the third was Prasûti. The first daughter Âkûti was married to the Maharsi Ruchi; the second was married to the Prajapati Karddama; and the third was married to the Prajapati Daksa. And know that all the beings in this world had their origin from this last daughter. Now hear the progeny of these three daughters and the Maharsis respectively :-- By Maharsi Ruchi was born one son named Yajña, in the womb of Âkûti; he is the part ofthe Bhagavân Âdi Purusa Visnu; by Maharsi Karddama, in the womb of Devahûti was born the Bhagavân Kapila Deva, the famous author of the S'ânkhya S'âstra; and in the womb of Prasûti, by the Prajâpati Daksa were born some daughters only; know that the Devas, men, beasts and birds were all created by this Prajâpati Daksa. These offsprings were the first promulgators in the work of creation. In the Svâyambhuva Manvantara, the powerful Bhagavân Yajña, by the help of the Deva named Yâma, saved his mother's Father Manu from the attacks of the Raksasas; and the great Lord of the Yogis, the Bhagavân Kapila, remained for a while in his Âsrama and gave spiritual instructions to his mother Devahûti, by which Avidyâ could be at once destroyed, and disclosed his S'ânkhya S'âstra, the great work on the Spiritual Philosophy and the special Dhyâna Yoga in all its details and finally went for Samâdhi to the Âsrama of Pulaha where the great Deva Sâmkhyâ chârya lives up to today. Oh! I bow down to the great Yogâchârya, the Bhagavân Kapila Deva, the Fructifier of all desires, the more remembrance of Whose Name makes easily the Yogi realise the meaning of the Sâmkhya Jñâna. The sins are immediately destroyed of those that hear or read the holy anecdote of the progeny of the daughters of Manu. O Child! Now I describe to you the progeny of the sons of Svâyambhuva Manu. Hear attentively. The hearing of which will enable one to enter into the highest place. Now is being described the history about the progeny of those who formed those Dvipas (islands) Varsas(countries) and oceans for the welfare and happiness of all the creation and for the use of them. Hear.Here ends the Third Chapter of the Eighth Book on the description of the family of Manu in S'rî Mad Devî Bhâgavatam, the Mahâ Purânam, of Eighteen Thousand verses, by Maharsi Veda Vyâsa.
4	1-28	The Risi Nârâyana said :-- The eldest son of Svâyambhuva, Priyavrata served always his father and was very truthful. He married the daughter of the Prajâpati Vis'va Karmâ, the exceedingly lovely and beautiful Barhismatî, resembling like him, adorned with modesty, good nature and various other qualifications. He begat ten sons, very spiritual and well qualified and one daughter named Ûrjasvatî. This daughter was the youngest of all. The names of the ten sons are respec-tively :--  Âgnîdhra,  Idhmajibha,  Jajñabâhu,  Mahâvîra,  Rukmas'ukra (Hiranyaretâ),  Ghritapristha,  Savana,  Medhâtithi,  Vîtihotra and  Kavi. The name “Agni” was attached to each of the above names. Out of these ten, the three sons named Kavi, Savana, and Mahâvîra were indifferent and dispassionate to the world. In due time, these became extremely free from all desires and they were proficient in Âtmavidyâ (Self-Knowledge). They were all Ûrdharetâ (of perpetual chastity; who has subdued all their passions) and took gladly to the Paramahamsa Dharma. Priyavrata had by his other wife three sons, named Uttama, Tâmasa, and Raivata. These were all widely known; each of them in due time became endowed with great prowess and splendour and became the Lord of one Manvatara. Priyavrata, the son of Svâyambhuva, the King-Emperor enjoyed with his sons and relations, this earth for eleven Arvuda years; the wonder was this, that he lived so long and there was seen no decay in his strength as regards his body or his senses. Once on an occasion, the King observed that when the sun appeared on the horizon and got up, one part of the earth was illumined and the remaining part was enveloped in darkness. Seeing this discrepancy, he thought over for a long time and exclaimed, “What! Will the Darkness be seen in my kingdom, while I am reigning? This can never be. I will stop this by my Yogic powers.” Thus thinking, the King Priyavrata mounted on a luminous chariot, as big as the Sun, to illumine the whole world and circumambulated round the earth seven times. Whatever portion of the earth was trodden by the wheel on each occasion, became an ocean. Thus the seven oceans had their origins. And the portion of the earth, that was included within the ruts, became the seven islands (Dvîpas). Zero Child! Now hear about the seven Dvîpas and the seven Oceans :-- The first is the Jambu Dvîpa; the second is Plaksa, the third is S'almalî; the fourth is the Kus'a Dvîpa; the fifth is Krauncha; the sixth is the S'aka Dvîpa; and the seventh is the Puskara Dvîpa. The second Dvîpa Plaksa is twice the first Jambu Dvîpa and so on; each succeeding Dvîpa is twice as large as its previous one. Now hear the names of the oceans. The first ocean is named Ksâroda (the salt water ocean); the second is Iksurasa (the sugarcane ocean); the third is Surâ (the wine ocean), the fourth is Ghritoda (the clarified butter ocean) the fifth is Ksîroda (the ocean of milk); the sixth is Dadhi Manda (the ocean of curds); and the seventh is that of the ordinary water. The Jambu Dvîpa is surrounded by Ksîra Samudra. The King Priyavrata made his son Âgnîdhra, the lord of this Dvîpa. He gave to his Idhmajibha, the Plaksa Dvîpa surrounded by Iksu Sâgara; so he gave to Jajñabâhu the S'âlmalî Dvîpa surrounded by Surâ Sâgara and hegave the lordship of Kus'a Dvîpa to Hiranyaretâ. Then he gave to his powerful son Ghritapristha the Krauncha Dvîpa surrounded by Ksîra Samudra and to his son Medhâtithi the S'âka Dvîpa surrounded by Dadhimanda Sâgara. Finally he gave to his Vîtihotra, the Puskara Dvîpa surrounded by the ordinary water. Thus distributing duly amongst his sons, the separate divisions of the earth, he married his daughter, the youngest Ûrjasvatî to the Bhagavân Us'anâ. In the womb of Ûrjasvatî the Bhagavân S'ukrâchârya had his famous daughter Devayânî. O Child! Thus giving the charge of each Dvîpa to each of his sons and marrying his daughters to the worthy hands, he took to Viveka (discrimination) and adopted the path of Yoga.Here ends the Fourth Chapter of the Eighth Book on the narration of the family of Priyavrata in the Mahâ Purânam, S'rî Mad Devî Bhâgavatam of Eighteen Thousand verses by Maharsi Veda Vyâsa.
5	1-31	S'rî Nârâyana said :-- O Child Nârada! Now hear in detail about the divisions of the earth into the Dvîpas and the Varsas as marked out by the Devas. In brief, I describe about them; no one can speak about this in details. First, the Jambu Dvîpa is one lâkh Yoyanas in its dimensions. This Jambu Dvîpa is round like a lotus. There are nine Varsas in it and excepting the Bhadrâs'va and Ketumâla, each is nine thousand Yoyanas in its dimensions (i.e., in its diameter or circumference?) and there are eight very lofty mountains, in those Varsas, forming their boundaries. Of the Varsas, the two Varsas that are situated in the North and South, are of the size of a bow (segmental); and the four others are elongated in their size. The centre of all these Varsas is named Îlâvrita Varsa and its size is rectangular. In the centre of this Îlâvarsa is situated the golden Sumeru  Mountain, the King of all the mountains, one lakh Yoyanas high. It forms the pericarp of the lotus earth. The top of this mountain is thirty Yoyanas wide. O Child! The sixteen thousand Yoyanas of this mountain is under the ground and the eighty four Yoyanas are visible outside. In the north of this Îlâvarsa are the three mountains the Nîlagiri, the S'vetagiri and the S'ringavau, forming the boundaries respectively of the three Varsas named Ramyaka, Hiranmaya and Kuru respectively. These run along from the east and gradually extend at their base and towards the salt ocean (Lavana Samudra).These three mountains, that form the boundaries, are each two thousand Yoyanas wide. The length of each from the east towards north is less by one-tenth  of the above dimensions. Many rivers take their source and flow from them. On the south of Îlâvarsa three beautiful mountain ranges, named Nisadha, Hemakûta, and Himâlayâs, are situated, extending from the east. They are each one Ayuta Yoyanas high. These three mountains form the boundaries again of Kimpurusa and Bhârata Varsa.To the west of Îlâvrita is situated the mountain called Mâlyavân and to the east are situated the mountains Gandhamâdan, Nîla, and Nisadha, the centres of the highest sublime grandeur and beauty. The length and breadth of these the boundary (limiting) mountains are each two thousand Yoyanas. Then the mountains Mandara, Supârs'vak, and Kumuda and others are situated in the Ketumâla and Bhadrâs'va Varsas; but these all are reckoned as the Pâda Parvatas (mountains at the foot) of the Sumeru mountain. The height and breadth of each of these is one Ayuta Yoyanas. These form the pillars, as it were, of Meru on the four sides. On these mountains, the mangoe, the jack, plantain, and the fig trees and various others are situated, four hundred  Yoyanas wide and eleven hundred  Yoyanas high; they seem to extend to the Heavens and form, as it were, the flagstaffs on the top. The roots, bases of these trees as well as their branches are wonderfully equally thick and extend to enormous distances. On those mountain tops are situated again, the four very capacious lakes. Of these, one lake is all milk; the other lake is all honey; the third lake is all sugarcane juice and the fourth lake is all sweet water. There are, then, again the four very lovely gardens named Nandana, Chaitrarath, Vaibhrâjaka, and Sarvatobhadra, very lovely, enchanting and pleasing to the delicate female sex and where the Devas enjoy the wealth and prosperity and their other Yogic powers. Here the Devas live always with numerous hordes of women and have their free amorous, dealings with them, to their heart's contents and they hear the sweet songs sung by the Gandharbas and Kinnaras, the Upa Devatâs about their own glorious deeds. On the top of the Mandara mountain, there are the Heavenly mangoe trees eleven hundred Yoyanas high; the sweet delicious nectarlike mangoe fruits, very soft and each of the size as the summit of a mountain, fall to the ground; and out of their juices of a colour of the rising sun, a great river named Arunodâ takes her origin. Here the Devas always worship the great Devî Bhagavatî named Arunâ, the Destructrix of all sins, the Grantrix of all desires, and the Bestower of all fearlessness with various offerings and with the lovely water of this Arunodâ river, with great devotion. O Child! In ancient days, the King of the Daityas worshipped always this MahâMâyâ Arunâ Devî (and obtained immense wealth and prosperity). He who worships Her becomes cured of all diseases, gets his health and other happiness by Her grace. Therefore She is named Âdyâ, Mâyâ, Atulâ, Anantâ, Pustî, Îs'varamâlinî, the Destroyer of the wicked and the Giver of lustre and beauty and thus remembered on this capacious earth. The river Jâmbûnada has come out, as a result of Her worship, containing divine gold.Here ends the Fifth Chapter of the Eighth Book on the description of the receptacle of beings and on the mountains and on the origin of rivers in the Mahâ Purânam S'rî Mad Devî Bhâgavatam, of Eighteen Thousand verses, by Maharsi Veda Vyâsa.
6	1-32	Nârâyana said :-- O Nârada! This Arunodâ river that I mentioned to you rises from the Mandara mountain and flows by the east of Ilâvarsa. The Pavana Deva (the God of wind) takes up the nice smell from the bodies of the wives of the Yaksas and Gandharbas, etc., and the attendants of the Devî Bhavânî and keeps the surroundings of the earth there filled with nice smell for ten Yoyanas around. Again the rose-apples with their nuts, of the size of an elephant, fall down upon the earth from the high peaks of the mountain Mandara and break into pieces; the sweet scented juices flow down as a river. This is called the Jambû river and this flows by the south of Ilâvarsa. The Devî Bhagavatî there is pleased with the Juice of that rose-apple (Jambû) and is known by the name of Jambâdinî. The Devas, Nâgas, and Risis all always worship with great devotion, the lotus-feet of the merciful Devî, wishing the welfare of all the Jîvas. The mere remembering of the name of the Devî destroys all the disease, and all the sins of the sinner. Therefore the Devas always worship and chant the names of the Devî, the Remover of all obstacles. She is installed on both the banks of the Jambû river. If men recite Her names Kokilâksî, Karunâ, Kâmapûjîtâ, Kathoravigrahâ, Devapûjyâ, Dhanyâ, Gavastinî and worship, so they get their welfare both in this world and in the next. With the juice of the Jambû fruit aided by the combination of the wind and the rays of the Sun, is created the gold. Out of this are made the ornaments for the wives of the Immortals and the Vidyâdharas. This gold, created by the Daiva, is known by the name of the Jâmbûnada gold. The love-stricken Devas make their crowns, waist bands and armlets out of this gold for their sweet-hearts. There is a big Kadamba tree on the mountain Supars'va; the five streams of honey called Madhu Dhârâ getout from its cavities and running by the west of Ilãvrita Varsa, flow over the land. The Devas drink its waters; and their mouths become filled with the sweet fragrance. The air carries this sweet fragrant smell to a distance of even one hundred Yoyanas. The Dhâres'varî Mahâ Devî dwells there, the Fulfiller of the desires of the Bhaktas, highly energetic, of the nature of Kâla (the Time, the Destroyer), and having large face (Mahânanâ), faces everywhere, worshipped by the Devas and is the presiding Deity of the woods and forests all around. The Devî, the Lady of the Devas, is to be worshipped by the names “Karâla Dehâ,” “Kâlâmgî”, “Kâmakotipravartinî”. The great Banyan tree named S'atabala is situated on the top of the Kumud mountain. From its trunk many big rivers take their origin. These rivers possess such influences as to give to the holy persons there, the milk, curd, honey, clarified butter, raw sugar, rice, clothing, ornaments, seats, and beddings, etc., whatever they desire. Therefore these rivers are called Kâmadugh. They come gradually down the earth and flow by the north of Ilâvarsa. The Bhagavatî Mînâksi dwell there and is worshipped by the Suras and the Asuras alike. That Deity clothed blue, of fearful countenance, and ornamented with hairs of blue colour, always fulfil the desires of the Devas dwelling in the Heavens. Those that worship Her, remember Her or praise Her by the names Atimânyâ, Atipûjyâ, Mattamâtanga Gâminî, Madanonmâdinî, Mânapriyâ, Mânapriyatarâ, Mârabegadharâ, Marapûjitâ, Mâramâdinî, Mayûravaras'obhâdhyâ, S'ikhivâhanagarbhabhû, etc., are honoured by the Deity Mînalochanâ Ekângarûpinî and the Parames'vara and get all sorts of happiness. Those drink the clear waters of these rivers become free from old age or decay, worry, perspiration, bad smell, from any disease, or premature death. They do not suffer anything from error, from cold, heat, or rains, or from any paleness in their colour. They enjoy extreme happiness as long as they live and no dangers come to them. O Child! Now hear the names of the other twenty mountains that encircle the Golden Sumeru mountain at its base, as if they were the filaments round the pericarp of a flower. The first is Kuranga; they come in order Kuraga, Kus'umbha, Vikankata, Trikûta, S'is'ira, Patanga, Ruchaka, Nisadha, S'itîvâsa, Kapila, S'amkha, Vaidûrya, Chârudhi, Hamsa, Risabha, Naga, Kâlanjara and lastly Nârada. The central one is the twentieth.Here ends the Sixth Chapter of the Eighth Book on the rivers and the mountains Sumeru and others in the Mahâpuranam S'rî Mad Devî Bhâgavatam, of Eighteen Thousand verses, by Maharsi Veda Vyâsa.
