Adhyaya_no	Brahmana_no	Text_no	Hymn
1	1	23	Now it is in him that burns yonder (the sun) that he has just offered that (libation); and the latter is the All: hence he makes that (sun) the highest of the All. But were he to utter the second (or higher) 'Hail!' with regard to a preceding (or lower) deity , then it would be even higher than yonder sun: therefore he utters the second 'Hail!' with regard to a subsequent deity.
1	1	24	And, having offered, he wipes the (vessel of the) graha upwards; whereby he puts that out-breathing into him as one tending away from him. Thereupon he rubs (the wiped-off Soma) upon the middle enclosing stick from west to east with the palm of his hand turned upwards --whereby he puts that out-breathing into him as one tending away from him--with, 'Thee to the gods sipping motes of light!'
1	1	25	For in that orb which burns yonder he has just offered this (libation), and those rays thereof are the gods sipping motes of light: it is these he thereby gratifies; and thus gratified those gods convey him to the heavenly world.
1	1	26	For this same graha there is neither an invitatory prayer nor an offering prayer : he offers itwith a (Yagus) formula, and thereby it becomes for him supplied with both an invitatory and an offering prayer. And if he desire to exorcise, let him offer some spray (of Soma) which may adhere either to his arm, or to his breast, or to his garment, with, 'O divine plant, let that be true wherefore I pray thee: let N.N. be struck down by destruction falling from above, crash!' Even as one of (enemies) that are being slain might escape, so does this (sprig) fly away from those that are being pressed: thus nothing (hostile)--either running thither or running away --remains to him for whom he performs this. He deposits that (cup) with, 'Thee for the out-breathing!' for this (graha) indeed is his out-breathing.
1	1	27	Now some deposit it on the south part (of the khara ), for, they say, it is in that direction thatyonder (sun) moves. Let him, however, not do this, but let him deposit it on the north (uttara) part (of the khara), because there is not any higher (uttara) graha than this. He deposits it with, 'Thee for the out-breathing!' for this (graha) is indeed his out-breathing.
1	1	28	He then takes the Upâmsu-savana (pressing-stone). He neither touches it with the fringe nor with the straining-cloth, for that would be like rinsing it in water. If there be any spray adhering to it, let him remove it with his hand, and then lay down (the stone) beside (the Upâmsu cup), with the face towards the north, with, 'Thee for the through-breathing!' for this (stone) is indeed his (Yagña's) through-breathing.
1	2	1	The Upâmsu (graha), forsooth, is his out-breathing, the Upâmsu-savana (stone) his through-breathing,and the Antaryâma (graha) his in-breathing.
1	2	2	Now as to why it is called Antaryâma. That which is the out-breathing is also the in-breathing and the through-breathing. Now, in drawing the Upâmsu (graha), he puts into him that out-breathing which tends away from him; and in drawing the Antaryâma, he puts into him that in-breathing which tends towards him. But this same in-breathing is confined within his self; and because it is confined (yam) within (antar) his self, or because these creatures are sustained (yam) by it, therefore it is called Antaryâma.
1	2	3	He draws it from inside the strainer , whereby he puts that in-breathing into him as one tending towards him, and that in-breathing of his is placed (or beneficial) within his self. And thereby also that Upâmsu (libation) of his comes to be drawn from inside the strainer (i.e. from the pure Soma), for one and the same are the Upâmsu and Antaryâma, since they are the out-breathing and in-breathing. And thereby, moreover, that (vital air) of his comes to be unceasing also at the other grahas.
1	2	4	Now as to why he purifies the Soma by means of a strainer (pavitra). When Soma had oppressed his own family-priest Brihaspati, he restored to him (his property); and on his restoring it, he (Brihaspati) became reconciled to him. Still there was guilt remaining, if only for having contemplated oppressing the priesthood.
1	2	5	The gods purified him by some means of purification (or a strainer, pavitra), and, being cleansed and pure, he became the (sacrificial) food of the gods. Andin like manner does he now purify him by means of that strainer, and, being cleansed and pure, he becomes the food of the gods.
1	2	6	Then as to why the grahas are drawn with the Upayâma . Now Aditi is this (earth), and hers was that prâyanîya oblation, that Âditya rice-pap . But that was, as it were, previous to the Soma feast: she desired to have a share along with the gods in the Soma feast, and said, 'Let there be for me also a share of the pressed Soma!'
1	2	7	The gods said, 'This sacrifice has already been distributed among the deities: by means of thee the grahas shall be taken and offered to the deities!'-- 'So be it!' This, then, is her share of the pressed Soma.
1	2	8	And, again, why the grahas are drawn with the Upayâma. The Upayâma indeed is this (earth), since it is this (earth) that bears (upa-yam ) food here for cattle and men and trees; and the gods are above this, for the gods are in heaven.
1	2	9	The reason, then, why the grahas are drawn with the Upayâma, is that they are drawn by means of this (earth); and why he deposits them in the womb , is that this earth is the womb of everything, that it is from her that these creatures have sprung.
1	2	10	That same Soma the priests carry about as seed. And seed which is cast outside the womb is lost; but that which he deposits in the womb is indeed deposited in this earth.
1	2	11	Now these two grahas are his out-breathing and in-breathing; one of them he offers after sunrise and the other before sunrise, in order to keep the out-breathing and in-breathing distinct from each other. He thus keeps the out-breathing and in-breathing distinct from each other: hence these two, even while being one and the same, are yet called differently 'out-breathing' and 'in-breathing.'
1	2	12	Now those two grahas are for him day and night; one of them he offers after sunrise and theother before sunrise, in order to keep day and night distinct from each other: he thus keeps day and night distinct. from each other  .
1	2	13	The Upâmsu, being the day, he offers in the night; and thus he puts the day into the night: whence even in the deepest darkness one distinguishes something .
1	2	14	The Antaryâma, being the night, he offers after sunrise, and thus he puts the night into the day: whence that sun, on rising, does not burn up these creatures; whence these creatures are preserved.
1	2	15	He draws (the Antaryâma graha) therefrom  with , 'Thou art taken with a support!'--The significance of the Upayâma has been told .--'Restrain thou, O mighty (Indra), guard Soma!' the mighty, forsooth, is Indra; and Indra is the leader of the sacrifice: wherefore he says 'O mighty!' and by 'guard Soma' he means to say 'protect Soma!' 'Preserve the riches! gain thee food in the sacrifice!'--riches mean cattle: 'Protect the cattle' he thereby means to say. 'Gain thee food in the sacrifice!'--food means creatures: he thus makes these eager to sacrifice, and these creatures go on sacrificing and praising and toiling.
1	2	16	'Into thee I lay day and night ; into thee I lay the wide air: allied with the gods, the lower and the higher,'--thereby he makes this (graha) one belonging to all the gods: because by means of it these creatures move about in the air breathing out and breathing in, therefore it belongs to all the gods.--'Delight thyself in the Antaryâma, O mighty one!' the mighty one is Indra, and Indra is the leader of the sacrifice, wherefore he says 'O mighty one!' and in that he draws it with 'into--into,' thereby he means to say 'I lay thee into his (Indra's) self.'
1	2	17	Having drawn it, he wipes (the vessel) all round, lest (any Soma-juice) should trickle down. He does not deposit it; for this is the in-breathing: hence this in-breathing passes unceasingly. But should he desire to exorcise, let him deposit it with 'I put thee down, the in-breathing of N.N.!'
1	2	18	If he deposits the Upâmsu, let him also deposit this (Antaryâma cup) ; and if he does not deposit the Upâmsu, let him also not deposit this. And if he covers the Upâmsu (with his hand), let him also cover this; and if he does not cover the Upâmsu, let him also not cover this: as the performance regarding the Upâmsu, so regarding this (graha); for one and the same are these two, the Upâmsu and Antaryâma, since they are the out-breathing and in-breathing.
1	2	19	Now the Karakas, forsooth, offer these two (libations) with two different formulas , saying, 'These two are his out-breathing and in-breathing: we make the out-breathing and in-breathing of varied vigour.' But let him not do this, for they disorder the sacrificer's out-breathing and in-breathing. Now, one might also  offer this one silently:--
1	2	20	But, as he offers the Upâmsu with a formula, even thereby this (libation) also comes to be offered with a formula. How then could one offer it silently, for these two, the Upâmsu and Antaryâma, are one and the same, since they are the out-breathing and in-breathing?
1	2	21	With the very same formula with which he offers the Upâmsu, he offers this (libation),--'Self-made thou art: for all powers divine and earthly: may the mind obtain thee! Hail!--thee, O well-born, for Sûrya!' The significance of this formula has been told.
1	2	22	And, having offered , he wipes the cup clean downwards. For even now, after offering the Upâmsu, he wiped (the cup) upwards; but here he wipes it downwards; whereby he puts the in-breathing into him as one tending towards him.
1	2	23	He then rubs (the wiped-off Soma) upon the middle enclosing stick from east to west with the palm of his hand turned downwards. For even now, after offering the Upâmsu, he rubbed it upon themiddle enclosing stick from west to east with the palm of his hand turned upwards; but here he does so from east to west with the palm of his hand turned downwards--whereby he puts the in-breathing into him as one tending towards him--with, 'Thee for the gods sipping motes of light!' The significance is the same as before.
1	2	24	Having returned (to the cart-shed), he deposits that (cup) with, 'Thee for the in-breathing!' for this is indeed his in-breathing. He deposits them  so as to touch one another; whereby he makes out-breathing and in-breathing touch one another, joins the out-breathings and in-breathings together.
1	2	25	Now these (cups and stone) repose without being moved until the evening Soma feast, whence men sleep here on earth; and at the evening Soma feast they are used again, whence these men, having slept, awake and are bustling and restless;--this, forsooth, is after the manner of the sacrifice, for the sacrifice is fashioned like a bird: the Upâmsu and Antaryâma (grahas) are its wings, and the Upâmsusavana (stone) its body.
1	2	26	They repose without being moved until the evening Soma feast. The sacrifice is spread along; but what is spread along moves, whence those birds fly spreading their wings, not drawing them in. At the evening Soma feast they are again used; whencethese birds fly drawing in their wings to fold them: this indeed is after the manner of the sacrifice.
1	2	27	The Upâmsu, forsooth, is this (earth), for the Upâmsu is the out-breathing, and breathing out one breathes upon this (earth). And the Antaryâma is yonder (sky), for the Upâmsu is the in-breathing (up-breathing), and in breathing up one breathes towards yonder world. And the Upâmsu-savana (stone) is the air, for the Upâmsu-savana is the through-breathing, and he who breathes through (in and out), breathes through this air.
1	3	1	The Aindra-vâyava (graha), forsooth, is his speech; and as such belonging to his self . Now Indra, when he had hurled the thunderbolt at Vritra, thinking himself to be the weaker, and fearing lest he had not laid him low, hid himself. The gods also hid themselves away in the same place.
1	3	2	The gods then said, 'Verily, we know not if Vritra be slain or alive: come, let one of us find out, if Vritra be slain or alive!'
1	3	3	They said unto Vâyu--Vâyu, forsooth, is he that blows yonder--'Find thou out, O Vâyu, if Vritra be slain or alive; for thou art the swiftest among us: if he lives, thou indeed wilt quickly return hither.'
1	3	4	He spake, 'What shall be my reward then?'--'The first Vashat of king Soma!'--'So be it!' so Vâyu went, and lo  Vritra slain. He spake, 'Vritra is slain: do ye with the slain what ye list!'
1	3	5	The gods rushed thither,--as (those) eager to take possession of their property, so (it fared with) him (Vritra--Soma) : what (part of him) one of them seized, that became an ekadevatya (graha, belonging to one deity), and what two of them, that became a dvidevatya , and what many (seized), that became a bahudevatya;--and because they caught him up each separately (vi-grah) by means of vessels, therefore (the libations) are called graha.
1	3	6	He stank in their nostrils,--sour and putrid he blew towards them: he was neither fit for offering, nor was he fit for drinking.
1	3	7	The gods said to Vâyu, 'Vâyu, blow thou through him, make him palatable for us!' He said, 'What shall be my reward then?'--'After thee they shall name those cups.'--'So be it!' he said, 'but blow ye along with me!'
1	3	8	The gods dispelled some of that smell, and laid it into the cattle,--this is that foul smell in (dead) cattle: hence one must not close (his nose) at that foul smell, since it is the smell of king Soma.
1	3	9	Nor must one spit thereat ; even though he should think himself ever so much affected, let himgo round it windward ; for Soma means eminence, and disease meanness: even as at the approach of his superior the meaner man would get down (from his seat), so does disease go down before him (Soma).
1	3	10	Then Vâyu blew a second time through him and thereby made him palatable; whereupon he was fit for offering and fit for drinking. Hence those (vessels), though belonging to various deities, are called 'vâyavya (Vâyu's vessels) .' His (Vâyu's) is that first Vashat of king Soma, and, moreover, those vessels are named after him.
1	3	11	Indra then thought within himself:--'Vâyu, forsooth, has the largest share of this our sacrifice, since his is the first Vashat of king Soma, and, moreover, those vessels are named after him: nay, but I, too, will desire a share therein!'
1	3	12	He said, 'Vâyu, let me share in this cup!'--'What will then be?'--'Speech shall speak intelligibly !'--'If speech will speak intelligibly, then will I let thee share!' Thus that cup henceforward belonged to Indra and Vâyu, but theretofore it belonged to Vâyu alone.
1	3	13	Indra said, 'One half of this cup is mine!'--'Only one fourth is thine!' said Vâyu.--'One half is mine!' said Indra.--'Only one fourth is thine!' said Vâyu.
1	3	14	They went to Pragâpati for his decision. Pragâpati divided the cup (of Soma) into two parts and said, 'This (half) is Vâyu's!' Then he divided the (other) half into two parts and said, 'This is Vâyu's!--This is thine!' then he assigned to Indra a fourth part for his share--one fourth is the same as a quarter: henceforward that cup belonged, one fourth of it, to Indra.
1	3	15	Now with this libation there are two puroruk --formulas,--the first belonging to Vâyu alone, and the second to Indra and Vâyu; and two invitatory prayers (anuvâkyâ),--the, first to Vâyu alone, and the second to Indra and Vâyu; and two praisha (directions),--the first belonging to Vâyu alone, and the second to Indra and Vâyu; and two offering prayers (yâgyâ),--the first to Vâyu alone, and the second to Indra and Vâyu: thus he assigns to him (Indra) each time a fourth part for his share.
1	3	16	He said, 'If they have assigned to me a fourth part each time for my share, then speech shall speak intelligibly only one fourth part!' Hence only that fourth part of speech is intelligible which men speak; but that fourth part of speech which beasts speak is unintelligible; and that fourth part of speech which birds speak is unintelligible; and that fourth part of speech which the small vermin here speaks is unintelligible.
1	3	17	Wherefore it has been thus spoken by the Rishi :--'Four are the measured grades of speech; the Brâhmans that are wise know them: three, deposited in secret, move not; the fourth grade of speech men speak.'
1	3	18	He now draws (the graha) from that (stream of Soma) , with , 'Come nigh to us, O Vâyu, sipping ofthe pure (Soma)! Thine are a thousand steeds, O bestower of all boons! Unto thee hath been offered the gladdening juice whereof thou, O God, takest the first draught!--Thee for Vâyu!'
1	3	19	And, having withdrawn (the cup), he again fills it , with , 'O Indra and Vâyu, here is Soma-juice: come ye hither for the refreshing draught, the drops long for you!--Thou art taken with a support !--Thee for Vâyu, for Indra and Vâyu!'--with 'This is thy womb : thee for the closely united!' he deposits (the cup). As to why he says, 'Thee for the closely united,'--he who is Vâyu, is Indra; and he who is Indra, is Vâyu: therefore he says, 'This is thy womb: thee for the closely united!'
1	4	1	Mitra and Varuna, forsooth, are his intelligence and will; and as such belonging to his self: whenever he desires anything in his mind, as 'Would that this were mine! I might do this!' that is intelligence; and whenever that is accomplished, that is will . Now intelligence indeed is Mitra, and will is Varuna; and Mitra is the priesthood, and Varuna the nobility; and the priesthood is the conceiver, and the noble is the doer.
1	4	2	Now in the beginning these two, the priesthood and the nobility, were separate: then Mitra, the priesthood, could stand without Varuna, the nobility.
1	4	3	Not Varuna, the nobility, without Mitra, the priesthood: whatever deed Varuna did unsped by Mitra, the priesthood, therein, forsooth, he succeeded not.
1	4	4	Varuna, the nobility, then called upon Mitra, the priesthood, saying, 'Turn thou unto me that we may unite: I will place thee foremost, sped by thee, I will do deeds!'--'So be it!' So the two united; and therefrom resulted that graha to Mitra and Varuna.
1	4	5	Such, then, is the office of Purohita (placed foremost, domestic priest). Wherefore let not a Brâhman desire to become the Purohita of any one Kshatriya (he may meet with), as thereby righteousness and unrighteousness unite; nor should a Kshatriya make any Brâhman (he may meet with) his Purohita, as thereby righteousness and unrighteousness unite.--Whatever deed, sped by Mitra, the priesthood, Varuna thenceforward did, in that he succeeded.
1	4	6	Hence it is quite proper that a Brâhman should be without a king, but were he to obtain a king, it would be conducive to the success (of both). It is, however, quite improper that a king should be without a Brâhman, for whatever deed he does, unsped by Mitra, the priesthood, therein he succeeds not. Wherefore a Kshatriya who intends to do a deed ought by all means to resort to a Brâhman, forhe verily succeeds only in the deed sped by the Brâhman.
1	4	7	Now he draws (the Maitrâ-varuna graha) from that (stream of Soma) , with , 'This Soma, O Mitra and Varuna, hath been pressed for you; ye holy, now hear my cry!--Thou art taken with a support !--Thee for Mitra and Varuna!'
1	4	8	He mixes it with milk. The reason why he mixes it with milk is this. Soma, forsooth, was Vritra. Now when the gods slew him, they said to Mitra, 'Thou also slayest!' But he liked it not and said, 'Surely, I am every one's friend (mitra): being no friend, I shall become an enemy (or, other than Mitra, Amitra).'--'Then we shall exclude thee from the sacrifice!'--Then said he, 'I, too, slay!' Thereupon the cattle went from him, saying, 'Being a friend, he has become an enemy!' Thus he was deprived of the cattle. By mixing (the Soma) with milk, the gods then supplied him with cattle; and in like manner does this (priest) now supply him (the sacrificer or Mitra) with cattle by mixing (the Soma) with milk.
1	4	9	As to this they say, 'Surely he liked it not to slay!' Thus, what milk there is in this (mixture) that belongs to Mitra, but the Soma belongs to Varuna: therefore one mixes it with milk.
1	4	10	He mixes it with , 'May we delight in the wealth we have gained, the gods in the offering, the kine in pasture! that unfailing milch cow, O Mitra and Varuna, grant ye unto us day by day!'--with 'This is thy womb: thee for truth and life !' he deposits it. Now as to why he says, 'Thee for truth and life,'--the truth is Mitra , since Mitra is the Brahman, and the truth is the Brahman (sacerdotium or sacred writ);--and life is Varuna, since Varuna is the year, and life is the year: therefore he says, 'This is thy womb: thee for truth and life!'
1	5	1	The Âsvina graha , forsooth, is his organ of hearing; hence in drinking it he turns (the cup) all round , since with that ear of his he hears all round.--Now when the Bhrigus, or the Aṅgiras, attained the heavenly world, Kyavana the Bhârgava, or Kyavana the Âṅgirasa, was left behind here (on earth) decrepit and ghostlike .
1	5	2	But Saryâta, the Mânava, just then wandered about here with his tribe, and settled near by that same place. His boys , while playing, setting that decrepit, ghostlike man at nought, pelted him with clods.
1	5	3	He was wroth with the Sâryâtas, and sowed discord among them: father fought with son, and brother with brother.
1	5	4	Saryâta then bethought him ,--'This has come to pass for something or other I have done!' He caused the cowherds and shepherds to be called together, and said--
1	5	5	He said, 'Which of you has seen anything here this day?'--They said, 'Yonder lies a man, decrepit and ghostlike: him the boys have pelted with clods, setting him at nought.' Then Saryâta knew that this was Kyavana.
1	5	6	He yoked his chariot, and putting his daughter Sukanyâ thereon, he set forth, and came to the place where the Rishi was.
1	5	7	He said, 'Reverence be to thee, O Rishi;because I knew thee not, therefore have I offended thee; here is Sukanyâ , with her I make atonement to thee: let my tribe live at peace together!' And from that same time his tribe lived at peace together. But Saryâta, the Mânava, departed  forthwith, lest he should offend him a second time.
1	5	8	Now the Asvins then wandered about here on earth performing cures. They came to Sukanyâ, and desired to win her love; but she consented not thereto.
1	5	9	They said, 'Sukanyâ, what a decrepit, ghostlike man is that whom thou liest with; come and follow us!' She said, 'To whom my father has given me, him will I not abandon, as long as he lives!' But the Rishi was aware of this.
1	5	10	He said, 'Sukanyâ, what have those two said to thee?' She told him all; and, when she had told him, he said, 'If they speak to thee thus again, say thou to them, "But surely, ye are neither quite complete nor quite perfect, and yet ye deride my husband!" and if they say to thee, "In what respect are we incomplete, in what respect imperfect?" say thou to them, "Nay, make ye my husband young again, and I will tell you!"' They came again to her, and said to her the same thing.
1	5	11	She said, 'But surely ye are neither quite complete nor quite perfect, and yet ye deride my husband!' They said, 'In what respect are we incomplete, in what respect imperfect?' She said, 'Nay, make ye my husband young again, and I will tell you!'
1	5	12	They said, 'Take him down to yonder pool , and he shall come forth with whatever age he shall desire!' She took him down to that pool, and he came forth with the age he desired.
1	5	13	They said, Sukanyâ, in what respect are we incomplete, in what respect imperfect?' The Rishi himself answered them,--'In Kurukshetra yonder the gods perform a sacrifice and exclude you two from it: in that respect ye are incomplete, in that respect imperfect!' And the Asvins departed forthwith, and came to the gods, as they were performing a sacrifice, after the chanting of the Bahishpavamâna.
1	5	14	They said, 'Invite us thereto!' The gods said, 'We will not invite you: ye have wandered and mixed much among men, performing cures.'
1	5	15	They said, 'But surely ye worship with aheadless sacrifice!'--'How with a headless (sacrifice)?'--'Nay, invite us, and we will tell you!'--'So be it!' so they invited them. They drew this Âsvina cup for them; and those two became the Adhvaryu priests of the sacrifice, and restored the head of the sacrifice. Then, in the chapter of the divâkîrtyas , it is explained how they did restore the head of the sacrifice. Hence this libation is drawn after the chanting of the Bahishpavamâna, for it was after the chanting of the Bahishpavamâna that they arrived.
1	5	16	They said, 'Well, but we two, being the Adhvaryus, are the heads (leaders) of the sacrifice: transfer ye that graha of ours to this earlier time, to those belonging to two deities !' Accordingly they transferred that graha for them to a former time, to those belonging to two deities: hence that graha is drawn in the tenth place, and is consecrated by Vashat in the third place. And as to (the significance of) the Asvins,--the Asvins are manifestly  those two, heaven and earth , for it is those twothat have obtained possession of everything here;--'the lotus-crowned' they (the Asvins) are called: Agni, forsooth, is the lotus of this earth, and the sun that of yonder sky.
1	5	17	Thus he takes (the Âsvina graha) from that (stream of Soma) , with , 'Mix ye the sacrifice, O Asvins, with that goad of yours, rich in honey and joyfulness!--Thou art taken with a support ! thee for the Asvins!' with 'This is thy womb: thee for the honey-loving  (Asvins)!' he deposits it. Now as to why he takes (the graha) with a verse containing (the word) 'honey (madhu),' and deposits it with 'thee for the honey-loving!'
1	5	18	Dadhyañk, the Âtharvana, imparted to them (the Asvins) the brâhmana called Madhu : that (Madhu) is their favourite resort, and with that (favourite resort) of theirs he now approaches them;--hence he takes (their graha) with a verse containing (the word) 'honey,' and deposits it with 'thee for the honey-loving!'
1	5	19	Now those vessels (other than those of the three dvidevatya grahas) are smooth . The vessel of the graha for Indra and Vâyu has a (wooden) 'belt' round it: this is its second (peculiarity of) shape, and therefore it belongs to two deities. The vessel of the graha for Mitra and Varuna is goat-like : this is its second shape, and therefore it belongs to two deities. The vessel of the graha for the Asvins is lip-shaped: this is its second shape, and therefore it belongs to two deities. And the reason why (this belongs to) the Asvins is that the Asvins are the heads (mukhya, viz. of the sacrifice), and this head (mukha ) is supplied with lips: hence the vessel of the Asvina graha is lip-shaped.
2	1	1	The Sukra and Manthin (grahas), forsooth, are his eyes. Now the Sukra, indeed, is he that burns yonder (the sun); and because it burns there , therefore it is (called) Sukra ('bright'). And the Manthin, indeed, is the moon.
2	1	2	He mixes it with (barley) meal: thus he makes it to be gruel (mantha), whence it is (called) Manthin. Now those two (sun and moon); forsooth, are the eyes of these creatures; for were those two not to rise, these (creatures) could not distinguish even their own hands.
2	1	3	One of them is the eater, and the other thefood ; to wit, the Sukra is the eater, and the Manthin the food.
2	1	4	To one of them corresponds the eater, and to the other the food; to wit, the eater corresponds to the Sukra, and the food to the Manthin. Now these two (cups) are drawn for one (person) and offered to another. There are two Asura-Rakshas, Sanda and Marka: for them they are drawn; and to deities they are offered. The reason for this is as follows.
2	1	5	Now when the gods drove away the Asura-Rakshas, they could not drive away these two; but whatever (sacrificial) work the gods performed, that these two disturbed, and then quickly fled.
2	1	6	The gods then said, 'Contrive ye how we shall drive away these two!' They said, 'Let us draw two cups (of Soma juice) for them: they will come down to us, and we shall seize them and drive them away.' They accordingly drew two cups (of Soma) for them, and they both came down, and, having seized them, they (the gods) drove them away . This is why (the two cups) are drawn for Sanda and Marka, but are offered to deities.
2	1	7	Also Yâgñavalkya said, 'Should we not rather draw them for the deities, since that is, as it were, the sign of conquest ?' In this, however, he merely speculated, but he did not practise it.
2	1	8	Now some make this the puroruk formula of the Sukra, 'He, the longing, light-enveloped, urged the daughters of the dappled (cloud) along the measurer of the welkin,'--saying, 'We thus make it like him that burns yonder, in that he says "the light-enveloped."'
