Chapter	Text_no	Hymn
2	31-50	S'aryâti, the son of Vaivasvata, had four thousand married wives. All of them were endowed with auspicious signs and beautifulall of them were daughters of kings. They all were very obliging and dear to their husbands. But, out of all of these, the King had only one daughter exceptionally lovely and beautiful. The father and all the mothers loved exceedingly that sweet-smiling daughter. Not very far off the city, there was a beautiful lake of clear waters, like the Mânasarovara lake. A Ghât way (steps) made of stones descended into the lake. Swans Kârandavas, Chakravâkas, Datyu'has, Sârasas and other birds used to play on its waters. Five varieties of lotuses were there in full bloom, bees were humming there all around. Various trees, S'âl, Tamâla, Sarala, Punnâgas, As'okas, Banyans, Peepuls, Kadambas, rows of banana trees, Jambîrs, Dates, Panasas, Betelnut trees, cocoanut trees, Ketakas, Kânchanas, and other various beautiful trees encircled round the lake. Within these, the white Yûthikâs, Mallikâs, and other creepers and shrubs were seen beautifying the scenery. Especially there were, amongst them, Jack trees, Mango trees, tamarind trees, Karanjas, Kutakas, Palâs'as, Neem trees, Khadiras, Bel trees, and Âmalaki trees; and peacocks were sounding their notes, cuckoos were cooing their beautiful voices. Close to that place, there was, in a sacred grove covered over by trees, staying Chyavana Muni, the Bhrigu's son, of a tranquilled mind, and the chief of the ascetics. Thinking the place lovely and free from any obstacles, the Muni took his firm seat there and, collecting all his thoughts within himself, took the vow of non-speaking and controlling his breath became engaged in practising tapasyâ. Restraining his senses and foregoing eating and drinking, that Muni constantly meditated on Bhagavatî of the nature of Sat, Chit and Ânanda, O King! While he was thus meditating, the anthill grew up round and covered his body and nice creepers covered that also all round. O King! Long intervals passed away and it was covered over with ants; so much so that that intelligent Muni was covered entirely and looked like a heap of earth. O King! Once the King S'aryâti wanted to play in an artificial wilderness and came there to the lake with his wives. S'aryâti became at once deeply engaged in playing on the clear waters of the lake, surrounded by the beautiful females. On the other hand, the quick beautiful daughter Sukanyâ, picking up flowers here and there with her companions also began to play. Dressed in ornaments, Sukanyâ, walked to and fro; her anklets making a beautiful tinkling sound, till she came to the ant-hill of Chyavana Risi. She sportingly sat close to that anthill and instantly saw a shining substance inside through that, like fireflies. “What is this?” She thought and wishing to take it, took a thorn and became very eager to prick it up.
2	51-59	Slowly she went close to it and no sooner she got ready to prick it, than the Muni saw the beautiful, good-haired daughter as if to one'sliking. The ascetic Bhârgava, seeing that auspicious nice lady with nice teeth, spoke out in a feeble voice :-- “What are you doing? O thin-bellied One! I am an ascetic; better go away from here. You have got such big-eyes, yet you do not see me. I therefore forbid you in your this attempt; do not pierce the anthill with thorn.” Though prevented, the daughter could not hear his words and asking “What was that?” pierced his two-eyes with thorns. Thus impelled by Fate, the princess sportingly pierced his eyes; but she suspected and thought “What have I done?” Thus becoming afraid she returned from that spot. His two eyes being pricked, the great Muni exceedingly pained, became very wrathful he incessantly gave vent to sorrows and remorse, being restless with pain. At that instant it happened that the king, ministers, soldiers, elephants, horses, camels, so much so that all the beings that were there, had all their evacuations (passing their urines and faeces) stopped. Seeing thus happened all on a sudden, the King S'aryâti was very much pained and became very anxious. All the soldiers came to the King and informed him of the stoppage of their evacuations. The King thought over the cause why this had happened.
2	60-65	Cogitating thus, the King returned home. Becoming very much troubled with cares and anxieties, He asked his soldiers and kinsmen “Who amongst you has done such an heinous act? On the west side of the lake the Maharsi Chyavana is practising the great tapasyâ in the midst of the forest; I think someone has done mischief to that king of ascetics, blazing like a fire; and therefore we are overcome with this disease. The highsouled aged son of Bhrigu has become specially proficient in his asceticism and has become supreme; I think someone must have injured him. Though I do not know who is that mischievous person that has shown him contempt or like that, this our state at present clearly shews that this is the fit punishment of that.” Hearing this, the soldiers said :-- None of us has committed any mischief by word, mind or body; we know this very well.Here ends the Second Chapter of the Seventh Book on the piercing of the eyes of Chyavana Muni in S'rî Mad Devî Bhâgavatam the Mahâ Purânam, of  Eighteen Thousand verses, Maharsi Veda Vyâsa.
3	1-11	Vyâsa said :-- O King! Thus the King, troubled with cares asked his soldiers, in an angry mood. Next he asked his friends in sweet words. The princess, seeing his father and his soldiers sorrowful, thoughtof her piercing the two eyes of the Muni with a thorn and thus spoke to the King :-- O Father! While sporting in that forest, I came to see a very hard anthill covered with creepers and shrubs wherein I found two holes, O King! Through those small openings, I saw the two shining things as if they were fireflies and thinking them so I pierced them with thorns. At this time a faint voice I heard coming from that anthill. “Oh! I am killed!” I then took out my thorns and found them wet with water. “What is this!” I asked myself and was thunderstruck with fear; but I could not know what I pierced in that anthill. Hearing these gentle words of her daughter, the King S'aryâti thought that that act had no doubt insulted the Muni and went at once to the anthill. He broke the anthill that covered the Muni and saw the suffering Chyavana aged in practising Tapasyâ, very much in pain. The King prostrated flat before the Muni and then with folded hands, praised him with hymns and humbly said to him :-- “O Intelligent One! My daughter has done this wrong act while sporting; Therefore O high-souled One! What she had done unknowingly, do you forgive out of your own high-hearted-ness and liberality. I have heard that the ascetics are always void of anger; therefore now you have to forgive this daughter of the offence and thus shew your kindness.”
3	12-16	Vyâsa said :-- The Maharsi Chyavana, hearing thus the King's words and specially seeing his humble and distressed nature, said :-- O King! I never was angry a bit; your daughter had pained me; yet I am not angry and have not cast on her any curse; you better see, that I am innocent; much pain is felt by me due to my eyes being pricked. O King! It seems that you are sorry and troubled for that sin. Who can acquire happiness in this world who has committed a great offence to a Bhakta of the Devî, in spite he gets even S'iva as his Protector. O King! On the one hand, I am now worn out by old age, and then, on the other hand, I am deprived of my eyes; what shall be now my means? Please say, who will take care of the blind man?
3	17	The King said :-- O Muni! The anger of the ascetics is transient; you are in practice of your tapasyâ; so your anger is a thing of impossibility. So kindly forgive the offence of the daughter. I have got many persons who will incessantly take care of you.
3	18-22	Chyavana said :-- “O King! There is none of my relations with me; then I am now made blind; how shall I go on with my tapasyâ? I do not think that your servants will take care of me. O King! If you think it your duty to please me, then do my word,give me your lotus-eyed daughter to serve me and take care of me. O King! I will be very glad if I acquire your daughter; she will serve me when I will be engaged in my tapasyâ. O King! This, if observed, will satisfy me and all the troubles that are now with you and your army will no doubt disappear. O King! Think and grant me your daughter; I am an ascetic observing vows and if you give over your daughter to me, you will not incur any sin nor any fault.”
3	23-31	Vyâsa said :-- O Bharata! Hearing thus the Muni's words, the King S'aryâti was immersed in cares and could not say anything whether he would or would not give over his daughter to him. The King thought, “My daughter is very fair like a Devakanyâ and this Muni is aged, ugly and specially he is blind; how then can I be happy if I give over my daughter to him. Who is there so stupid and vicious that knowing his good and bad, he for his own selfish happiness wants to deprive his beautiful daughter of the enjoyments of her married life. How will that fair eyebrowed daughter of mine pass her days happily in the company of this aged Muni when she will be overpowered by passion. The more so when the young beautiful ladies are not able to conquer their passions though possessed of husbands of their own standard and liking, how then can my daughter conquer her passion on getting this old blind husband! The exquisitely beautiful Ahalyâ married Gautama; but, seeing the youthful beauty of that lovely lady, Indra deceived her and took away her chastity. Till at last, her husband Gautama finding that action contrary to Dharma, cursed him. Now through the severe curse of that Brâhmana many troubles may arise; so I cannot in any case give my daughter Sukanyâ over to him.” Thus thinking and absent-minded the King went back to his home and, being very distressed, called his ministers to form a council. O Ministers! What am I to do now? Is it advisable to give over my daughter to the Muni? Or is it better to suffer these pains? Judge and say what is the best course for me.
3	32	The Ministers said :-- “O King! What shall we say in this critical juncture? How can you bestow your exceedingly beautiful daughter to that ugly unfortunate ascetic?”
3	33-45	Dvaipâyana said :-- At this moment, seeing her father and ministers troubled very much with cares, Sukanyâ understood at once everything by signs and hints; she then smilingly said to her dear father :-- “O Father! Why are you looking so sad with cares? Perhaps you are very much troubled and sad for me. O Father! I have pained that Muni; so I will go and console him; what more than this that I willgive up myself at his feet and please him.” Hearing these words of Sukanyâ, the King spoke to her very gladly before all the ministers. O Daughter! The Chyavana Muni is blind, aged and of a worn figure, especially of a very irritable temper; and you are a mere girl; how will you be able to serve him in that dreadful forest? You are like Rati in beauty and loveliness; how can I bestow my daughter to that aged worn out, blind Muni for my own pleasure! The father marries the daughter to him who has got relations, who is of a proper age, strong, who has got unequalled grains and wealth, gems and jewels; never to a man void of wealth. O broad-eyed One! You are exquisitely handsome; and that ascetic is very old; see what an amount of difference lies between you two. The Muni, moreover, has past his marriageable age; so how can I give over my daughter. O Lotus-eyed! You always dwell in beautiful places; how can I now make you dwell for ever in thatched huts? O Cuckoo avoiced one! Rather will I and my soldiers die than to bestow you to that blind husband. Let whatever come it may, I will never lose patience; therefore, O One of good hips! Be quiet. I will never give you to that blind man. O my Daughter! I don’t care a straw whether my kingdom and my body live or die, but I will never be able to give you over to the ascetic. Hearing thus the father's words, Sukanyâ began to speak with a glad face the following sweet and gentle words :--
3	46-48	O Father! Do not trouble yourself for nothing with cares on my account. Give me over now to that best of Munis; then all the persons will be happy, no doubt. I will derive my intense pleasure there in that dense forest by serving with intense devotion my old husband, who is very holy. I have got not the least inclination towards these worldly enjoyments which are the sources of all troubles for nothing, My heart is now quiet. Therefore, O Father! I will become a chaste wife to him and act according to his liking.
3	49-54	Vyâsa said :-- O King! The Ministers were greatly amazed on hearing these words and the King also became greatly pleased and took her to the presence of the Muni. Going before him, he bowed down to the Muni and said :-- “O Lord! Please accept duly this daughter for your Sevâ.” Thus saying, the King betrothed his daughter to him according to rules. Chyavana Muni also became very glad to receive her. The Muni took the daughter willingly for his Sevâ but refused other dowries that the King presented. Thus the Muni became pleased; immediately the soldiers began to evacuate and were very glad. Seeing this, the King's heart became filled with joy. When the King, thus finishingthe betrothal ceremony of his daughter wanted to return home, the thin bodied princess then told her father :--
3	55-64	Sukanyâ said :-- “O Father! Take away all my ornaments and clothings and give me for my use an excellent deer skin and one bark. O Father! I will dress myself like the wives of Munis and serve my husband in such a way as will bring to you the unparallelled undying fame in Heaven, Earth and the Nether regions; also I will serve my husband's feet so that I can derive the highest happiness in the next world. I am now full of youth, especially beautiful; do not think a bit that as I am wedded to an aged ascetic, that my character will be spoilt. As Vas'istha's wife Arundhati has attained celebrity in this world, so I will also attain success; there is no doubt in this. As the chaste wife Anasûyâ of Maharsi Artri has become widely known in this world so will I be known also and establish your fame.” The exceedingly religious King hearing all these words of Sukanyâ gave her deer skin and all other articles wanted. The King could not help weeping, when he saw that his daughter had dressed herself like the daughter of a Muni. He stood fixed, very sad, on that very spot. All the queens were exceedingly filled with sorrow to see the daughter dressed in bark and deer-skin. Their hearts quivered and they began to weep. O King! Then the King S'aryâti bade good bye to the Muni, leaving there his daughter. He went with a grievous heart and returned to his own city, accompanied by the ministers.Here ends the Third Chapter of the Seventh Book on the bestowing of the daughter of the King S'aryâti to the Chyavana Muni in S'rî Mad Devî Bhâgavatam, the Mahâ Purânam of Eighteen Thousand verses, by Maharsi Veda Vyâsa.
4	1-38	Vyâsa said :-- O King! When the King S'aryati departed, that virtuous lady devoted her time in serving her husband, and the Fire. She gave to the Muni for his food various delicious roots and fruits. She made him bathe with warm water; then making him put on the deer skin, she made him sit on the Kus'âsan. (Seat made of the Kus'a grass.) Next she used to place in his front Kus'a, Til and Kamandalu and speak to him “O best of Munis! You are now to perform your daily rites (Nitya Karma).” When the Nitya Karma was finished, the lady used to catch him by his hand and make him sit on another seat. Next theprincess brought fresh ripe fruits and cooked rice, grown without cultivation and gave to the Muni for his food. When the husband finished his meals, she gave him devotedly water for cleansing his mouth; then washing his hands and feet gave him the betelnuts and pân leaves. Next she made him sit on an excellent seat, and with his permission, performed her own bodily purifications. She then, used to eat the remnants, fruits and roots of the dishes of her husband; and coming next to her husband addressed him affectionately “O Lord! Order me what can I do now for you? If you like, I may shampoo your legs and feet.” Thus every day that princess devotedly spent her time in serving her husband. At evening when the Homa ceremony was finished, she collecting delicious and soft fruits presented to him to eat. With his permission she, then, ate that were left of the fruits; next she prepared bedding soft to the touch and gladly made him sleep on it. When his dear husband thus laid himself on the bed, she shampooed his feet and legs and in the interval, asked him about the religious duties of the chaste wives of the family. When the Muni fell asleep in the night, she devotedly laid herself close to his feet and slept. During the summer season when her husband was perspiring, the lady used to fan him with cool breeze. She took off his troubles and thus served her husband. In the cold season, she collected firewood and lit them before him and used to ask him frequently “O Muni! Are you feeling pleasure in this?” That lady, dear to her husband, used to get up from her bed in the Brâhma Muhûrta before Sunrise, next made her husband get up and took him some short way off and there made him sit for calling on nature. She kept ready water and earth and stood in readiness at a suitable distance apart. Knowing that he had finished his calls for nature, she took him back to the Âs'ram, and washed his hands and feet with water duly making him sit on a convenient Âsana. She then gave to him the pot for Âchamana and then began to collect fuel. She used to bring pure clear water and made it hot; then she asked her husband fondly “O Husband! Have you finished cleaning your teeth? Warm water is ready; may I bring it to you? You better bathe with that, uttering your Mantrams. The time is now for performing the morning Sandhyâ and for performing Homa. Do the Homa regularly and worship the Devas.” The princess, whose nature was pure and clean as anything, kept herself engaged daily in serving her husband, Chyavana Muni, with perfect gladness, austerity, and observing all the rules duly. Thus that beautiful-faced princess worshipped gladly Chyavana Muni, serving Fire and the guests daily. Then, once, on an occasion, the As'vin twins, the sons of Sûrya came sporting and at their pleasure, close to the hermitage of the Chyavana Muni. At thattime the princess, beautiful in all respects, was returning home after her bath in a pure clear stream and came to the sight of the two As'vins. Being enchanted by her extraordinary lovely beauty, they thought she might be a Deva Kavyâ, quickly went to her and fondly questioned her :-- “O slow moving One like an elephant! Look! We are the sons of Devas; we have come to you to ask some questions. O Excellent One! Wait for a moment; we request thus to you. O Sweet-smiling One! Please answer our questions truly and properly. O Lovely-eyed! Whose daughter are you? Who is your husband  Why have you come here alone to bathe in this tank? O Lotus-eyed! You seem to be a second Laksmî; O Beautiful One! We want to know something; please reply exactly. O Beloved! Your feet are exceedingly gentle; why have you not put on any shoes; why are you walking barefooted? Our hearts are being troubled to see you walking thus barefooted?  O Thin bodied One! Your body is very soft that you ought to have gone in a car; why are you thus walking on foot and in such an ordinary dress in this forest? Why have not hundreds of maid-servants accompanied you? O lovely faced One! Speak truly whether you are a princess or Apsarâ. O Sinless One! Blessed is your mother from whom you are born, blessed is your father. Specially the person with whom you are married, we are unable to describe his fortune. O Lovely eyed! This earth is being sanctified by the movements of your feet; consequently this garden is now purer today than the Devaloka. Boundless is the fortune of these deer and birds who can see you whenever they like; what more can we say than this that this forest is rendered very pure. O Fair One with fair eyes! It is needless to praise your beauty; speak truly who is your father and who is your husband; we like very much to see them.”
4	39-56	Vyâsa said :-- O King! On hearing their words, the exquisitely beautiful princess bespoke to the twin Devas with much bashfulness :-- I am the daughter of S'aryati; father has given me over, under the directions of the Daiva, to the Maharsi Chyavana. I am his chaste dear wife; the Maharsi is staying in this very place. O Twin Devas! My husband is a blind ascetic and he is very aged. I gladly serve him day and night according to the rules of chastity amongst women. Who are you? And why have you come here? My husband is staying in the Âs'rama; kindly come and sanctify the As'rama. O King! The two As'vins heard her and said :-- “O Auspicious One! Why has your father betrothed you, such a gem, to an old ascetic? It is very strange. Indeed! In this solitary forest you are shining like a steady lightning; what more can we say than this that we hardly find a beautiful lady like you, evenin the Devaloka! Alas! The Deva dress and a full set of ornaments and blue dyes look well on you; this deer-skin and barks of trees in no way fit you. O Beautiful One! Your eyes are very large; yet the Creator has given you a blind husband; specially a very aged one; and you are wearing away by constantly dwelling with your blind husband in this forest. What more can be wrong for the Creator than this? O deer-eyed One! In vain you have selected him for your husband. At this period of your youth and beauty it does not look at all well to see you with your blind husband. You are versed in dancing and music; but your husband is blind and aged; when in dancing you will shoot your darts of love, on whom then, will those arrows fall? O large-eyed One! Oh! The Creator is certainly of a very little understanding! Else why would he have made you, so full of youthful vitality, the wife of a blind man? O lovely-eyed One! You are never fit for him; select another husband. O Lotus-eyed One! Your husband is not only blind but an ascetic; so your life is quite useless; we do not consider it fit that you reside in this forest and put on this bark and deer-skin. O dark-eyed One! Your body and every limb thereof is very beautiful; judge well and make one amongst us your husband. O Proud One! Why are you being so very beautiful, spending your youth in vain in serving this Muni? No good signs are visible in this Muni; he cannot maintain nor protect you even ; why are you, then, serving him in vain? O spotless One! Leave at once this Muni, quite incapable in giving any sort of pleasure, and marry one of us. O Beloved! Then you will enjoy in the Nandana Kânana or in the forest  of Chaitratarha. O Proud One! How will you spend your time with the aged husband, being brought to so much humiliation and without any dignity and self-respect. You are endowed with all auspicious signs; moreover you are a princess; you are not ignorant of all enjoyments in this world; why then you like to live such an unfortunate life in vain in this forest? O Princess! Your face is exceedingly beautiful; your eyes are wide and your waist is thin. Your voice is sweet like a cuckoo. Who is more beautiful than you? Quit now your aged ascetic husband and marry one of us for your happiness; then you will be able to enjoy excellent celestial things in the heavens. O good-haired one! What pleasure can you derive by your staying in this forest with your blind husband! O deer-eyed One. It is very painful for you to serve at this young age of yours, to remain in this forest and serve this aged man. O Princess! Is it that you like troubles and nothing else. O One with a face lovely like the Moon! We see that you are of a very soft body; so to collect water and fruits is never a duty fit for you.Here ends the Fourth Chapter in the Seventh Book on the conversa-tion between the two As'vins and the Princess Sukanyâ in S'rî Mad Devî Bhâgavatam, the Mahâ Purânam, of Eighteen Thousand verses, by Maharsi Veda Vyâsa.
5	1-6	Vyâsa said :-- O King! Hearing their words, the princess began to tremble; but holding on patience she spoke to them in reserved terms thus :-- You are the sons of Sûrya and you are the acknowledged deities amongst the gods; specially you know everything, I am a chaste virtuous woman. You ought not to speak to me in the above mannner. O Twin Devas! Father has betrothed me to the Muni practising the Yoga Dharma; besides I am chaste; how can I behave like a prostitute! This Sun is the Witness of the actions good or bad of all people; He is therefore looking on our actions also. Besides you both are born in the family of the high-souled Kas'yapa. Thus it is utterly wrong for you to utter such (irreligious and infamous) words. You know well the course of Dharma, what is religious and what is irreligious in this world which has got nothing substantial; how can a family woman leave her husband and serve another? Go wherever you like, O Sinless Devas! I am the daughter Sukanyâ of the King S'aryâti, devoted to my husband. Otherwise I will curse you.
5	7-11	Vyâsa said :-- O Bharata! Hearing these words, the As'vins were greatly surprised, and, afraid of the Muni, spoke again :-- “O Princess! We are very much pleased to see your chastity; therefore, O Beautiful Woman! Ask boon from us; we will grant it for your welfare. O honoured Woman! We, the physicians of the gods, will certainly make your husband exceedingly beautiful and young, O Smart and Intelligent One! When we three will be exactly the same in figure, age and lustre! you better can make one of us your husband.” Hearing their words Sukanyâ became greatly amazed and went to her own husband and spoke everything what they, the God's physicians, said.
5	12-17	Sukanyâ said :-- “O Husband! The As'vins, the Sûrya's sons, have come close to our Âs'rama. I have seen the two Devas and their bright bodies. Seeing me beautiful they were overpowered with passion and told me, “We will, be sure, make your blind husband, young, bright and give him his two eyes again; but you will have to make one condition. Hear it :--Your husband will be exactly like us and you willhave to select your husband amongst three of us.” O Holy One! Hearing this as strange, I now come to inform you. Now judge and say what I am to do now. The Deva's Maya is very difficult to comprehend; the more so, when I do not know their intentions! O Omniscient One! I will act as you desire.”
5	18-19	Chyavana said :-- “O Beloved! Go just now, at my word, to the As'vins and bring them, O auspicious One! before me. What more shall I say than this :--  Go and observe, what they say, as early as possible. There is no need to think over this matter.”
5	20-25	Vyâsa said :-- O King! Thus getting the permission from her husband, Sukanyâ went immediately to them and said :-- “O As'vins! You are the chief gods; now do as you say. I agree to observe what you desire.” Hearing her words, the two Devas then went to the Muni's Âs'rama and told the princess :-- “Let your husband enter in the midst of the water.” The aged Chyavana Muni went down quickly in the midst of waters to attain a good form. Next the two As'vins entered into the water of that tank. A few minutes after, the three persons came out of the tank. All were equally bright, equally beautiful, equally young and their limbs were decorated equally with earrings and various other ornaments. They all spoke simultaneously :--“O Auspicious One! There is no other woman beautiful like you, especially your face is very clean and fair; therefore select any one of us three as your husband. O Fair One! Whomever you love most, choose him.”
5	26-30	Vyâsa said :-- O King! Sukanyâ then saw their bodies are equally bright and beautiful; not the least difference is to be found in beauty, age, voice and dress. She became doubtful on seeing their equal appearances. The princess, not being able to distinguish her husband, became very anxious and thought :-- “What am I to do now? Whom to choose? They are exactly the same. I cannot distinguish who is my real husband? This may be the magic set up by the two As'vins. However, I am put to a great crisis. I won't ever select another who is not my husband. Therefore my death is well nigh; what to do now? The third form seen now may be also a Deva's son.” Thus cogitating, she resolved to meditate on the Highest Prakriti, the Lady of the Universe, the most Auspicious One. Then the thin-bellied princess began to sing the hymns of the Bhagavatî.
