Adhyaya_no	Brahmana_no	Text_no	Hymn
1	5	5	'And if both (were to sing) at night, spiritual lustre would fall away from him; for that--to wit, the night--is a form of the nobility, and spiritual lustre takes no delight in the nobility.' The Brâhmana sings by day , and the Râganya at night ; and thus, indeed, his distinction comes to be guarded on either side by the priesthood and the nobility .
1	5	6	'Such sacrifices he offered,--such gifts he gave!' such (are the topics about which) the Brâhmana sings ; for to the Brâhmana belongs the fulfilment of wishes : it is with the fulfilment of wishes he (the Brâhmana) thus endows him (the Sacrificer). 'Such war he waged,--such battle he won!' such (are the topics about which) the Râganya sings; for the battle is the Râganya's strength: it is with strength he thus endows him. Three stanzas the one sings, and three stanzas the other, they amount to six,--six seasons make up a year: he thus establishes (the Sacrificer) in the seasons, in the year. To both of them he presents a hundred; for man has a life of a hundred (years), and a hundred energies: it is vitality and energy, vital power, he confers upon him.
1	6	1	'Plenteous by the mother, strengthful by the father,'--its mother, doubtless, is this (earth), and its father yonder (sky): it is to these two he commits it;--'a horse thou art, a steed thou art,'--he thereby instructs it, whence clever subjects (or children) are born to him;--'a courser (atya) thou art, a charger thou art,'--he therewith leads it beyond (ati), whence the horse goes beyond (surpasses) other animals, and whence the horse attains to pre-eminence among animals;--'a runner thou art, a racer thou art, a prize-winner thouart,'--in accordance with the text is (the meaning of) this;--'a male thou art, well-disposed towards man thou art,'--this is with a view to its (or, his) being supplied with a mate;--'Speedy thou art called, Child thou art called,'--this is the horse's favourite name: by its favourite name he thus addresses it; whence even if two enemies , on meeting together, address one another by name, they get on amicably together.
1	6	2	'Go thou along the way of the Âdityas!'--to the Âdityas he thus makes it go.--'Ye divine guardians of the quarters, protect this horse, sprinkled for sacrifice to the gods!'--the guardians of the quarters are a hundred princes born in wedlock: to them he commits it;--'here is joy: here let it rejoice!--here is safe keeping, here is its own safe keeping, hail!' For a year he offers the (four Dhriti) oblations --(amounting to) sixteen nineties, for they are the horse's chain , and it is therewith alone that he chains it; whence the horse when let loose returns to its chain: (they amount to) sixteen nineties ; for these (oblations of safe keeping) are the horse's chain, and it is therewith alone that he chains it, whence the horse, when let loose, does not (entirely) abandon its chain.
1	6	3	Verily, the Asvamedha means royal sway: it is after royal sway that these strive who guard the horse. Those of them who reach the end become (sharers in) the royal sway, but those who do not reach the end are cut off from royal sway. Wherefore let him who holds royal sway perform the horse-sacrifice; for, verily, whosoever performs the horse-sacrifice, without possessing power, is poured (swept) away.--Now, were unfriendly, men to get hold of the horse, his sacrifice would be cut in twain, and he would become the poorer for it. A hundred men clad in armour guard it for the continuity and uninterrupted performance of the sacrifice; and he will not become the poorer for it; (but if it be lost) they should fetch another (horse), and sprinkle it: this is the expiation in that case.
1	7	1	Pragâpati desired, 'Might I perform a horse-sacrifice ?' He toiled and practised fervid devotion. From the body of him, when wearied and heated, the deities departed in a sevenfold way: therefrom the Dîkshâ (initiation) was produced. He perceived those Vaisvadeva  (oblations). He offeredthem, and by means of them he gained the Dîkshâ: and when the Sacrificer offers the Vaisvadeva (oblations) it is the Dîkshâ he thereby gains. Day after day he offers them: day after day he thus gains the Dîkshâ . Seven of them he offers; for seven were those deities that departed (from Pragâpati); it is by means of them that he (the priest) gains the Dîkshâ for him.
1	7	2	But, indeed, the vital airs depart from those who exceed (the duration of) the Dîkshâ. Forseven days they observe it; for there are seven (outlets of) vital airs in the head, and the Dîkshâ is the vital airs: it is by means of the vital airs he gains the Dîkshâ, the vital airs, for him. He makes offering by dividing (each) deity into three parts ; for the gods are of three orders , and of three orders are these worlds: he thus establishes himself in these worlds in prosperity and vital power.
1	7	3	They amount to one and twenty (single invocations and oblations),--there are twelve months, five seasons, these three worlds, and yonder sun as the twenty-first,--that is the divine ruling-power, that is the glory: that supreme lordship, that summit of the fallow one (the Sun), that realm of light he attains.
1	7	4	Thirty Audgrabhanas  he offers,--of thirty syllables the Virâg (metre) consists, and the Virâg means all food: thus (he offers) for the obtainment of all food. Four Audgrabhanas he offers (on each day), and three Vaisvadevas;--they amount to seven; for there are seven vital airs of the head, and the Dîkshâ is the vital airs: by means of the vital airs he thus gains the Dîkshâ, the vital airs,for him. A full (-spoon)-oblation  he offers last for the sake of invigoration and union.
1	8	1	Pragâpati poured forth the life-sap of the horse . When poured forth, it weighed down the rik (hymn-verse) and the sâman (hymn-tune). The Vaisvadeva (offerings) upheld that (Asvamedha): thus, when he offers the Vaisvadevas, it is for the upholding of the Asvamedha.
1	8	2	With , 'To Ka hail! To the Who hail! To the Whoever hail!' he makes the one relating to Pragâpati the first (or chief one), and thus upholds (the Asvamedha) by means of the deities with Pragâpati as their chief.
1	8	3	'Hail, meditation (we give) unto him meditated upon! Hail, the mind unto the Lord of creatures! Hail, thought unto him, the known !' what the mystic sense of the former (utterances ) was that it is here.
1	8	4	'To Aditi hail! To Aditi, the mighty, hail! To Aditi, the most merciful, hail!' Aditi, doubtless, is this (earth): it is by her that he upholds it.
1	8	5	'To Sarasvatî hail! To Sarasvatî, the pure, hail! To Sarasvatî, the great, hail!' Sarasvatî, doubtless, is speech: by speech he thus upholds it.
1	8	6	'To Pûshan hail! To Pûshan, the protector of travellers, hail! To Pûshan, the watcher of men, hail!' Pûshan, doubtless, is cattle: by means of cattle he thus upholds it.
1	8	7	'To Tvashtri hail! To Tvashtri, the seminal, hail! To Tvashtri, the multiform hail!' Tvashtri, doubtless, is the fashioner of the couples of animals: by means of forms he thus upholds it.
1	8	8	'To Vishnu hail! To Vishnu, the protector of what grows , hail! To Vishnu, the bald , hail!' Vishnu, doubtless, is the sacrifice: by sacrifice he thus upholds it. With , 'Let every mortal espouse the friendship of the divine guide, . . . ,' he offers last of all a full (-spoon)-oblation; for the full-offering is this (earth): he thus finally establishes himself on this (earth).
1	9	1	, 'In the priestly office (brahman) may the Brâhmana be born, endowed with spiritual lustre (brahmavarkasa):' on the Brâhmana he thereby bestows spiritual lustre, whence of old the Brâhmana was born as one endowed with spiritual lustre .
1	9	2	'In the royal order may the Râganya be born, heroic, skilled in archery, sure of his mark, and a mighty car-fighter:' on the Râganya he thereby bestows the grandeur of heroism , whence of old the Râganya was born as one heroic, skilled in archery, certain of his mark, and a mighty car-fighter.
1	9	3	'The milch cow:' on the cow he thereby bestows milk; whence of old the cow was born as one yielding milk.
1	9	4	'The draught ox:' on the ox he thereby bestows strength, whence of old the ox was born as a draught (animal).
1	9	5	'The swift racer:' on the horse he thereby bestows speed, whence of old the horse was born as a runner.
1	9	6	'The well-favoured woman:' on the womanhe thereby bestows beautiful form, whence the beautiful maiden is apt to become dear (to men).
1	9	7	'The victorious warrior:' on the Râganya he thereby bestows the grandeur of victoriousness , whence of old the Râganya was born as one victorious.
1	9	8	'The blitheful youth:' he, indeed, is a blitheful (or, sociable) youth who is in his prime of life; whence one who is in his prime of life is apt to become dear to women.
1	9	9	'May a hero be born unto this Sacrificer!' on the Sacrificer's family he thereby bestows manly vigour, whence of old a hero was born to him who had performed the (Asvamedha) sacrifice.
1	9	10	'May Parganya rain for us whensoever we list!'--where they perform this sacrifice, there Parganya, indeed, rains whenever they list;--'may our fruit-bearing plants ripen!'--there the fruit-bearing plants indeed ripen where they perform this sacrifice;--'may security of possession be assured for us!'--where they perform this sacrifice there security of possession indeed is assured; whence wherever they perform this (Asvamedha) sacrifice, security of possession becomes assured to the people.
2	1	1	Pragâpati assigned the sacrifices to the gods; the Asvamedha he kept for himself. The godssaid to him, 'Surely, this--to wit, the Asvamedha--is a sacrifice: let us have a share in that also.' He contrived these Anna-homas (food-oblations) for them: thus when he performs the Annahomas, it is the gods he thereby gratifies.
2	1	2	With ghee he makes offering, for ghee is fiery mettle: by means of fiery mettle he thus lays fiery mettle into him (the horse and Sacrificer). With ghee he offers; for that--to wit, ghee--is the gods’ favourite resource: it is thus with their favourite resource he supplies them.
2	1	3	With parched groats he makes offering; for that--to wit, parched groats--are a form of the gods : it is the gods he thus gratifies.
2	1	4	With grain he makes offering; for this--to wit, grain--is a form of the days and nights : it is the days and nights he thus gratifies.
2	1	5	With parched grain he makes offering; for this--to wit, parched grain--is a form of the Nakshatras  (lunar asterisms): it is the Nakshatrashe thus gratifies. He offers whilst mentioning names, with , 'To the in- (and out-) breathing hail! to the off-breathing hail !' . . . he thus gratifies them by mentioning their names. , 'To one hail! to two hail! . . . to a hundred hail! to a hundred and one hail!' He offers in the proper order: in the proper order he thus gratifies them (the gods). He performs oblations successively increasing by one , for single, indeed, is heaven: singly he thus causes him (the Sacrificer) to reach heaven. Straight away  he offers in order to the winning of heaven; for straight away, as it were, is heaven.
2	1	6	But, verily, he who offers the oblations straightaway , is liable to fall (pass) right away. He does not go beyond a hundred and one: were he to go beyond a hundred and one, he would deprive the Sacrificer of his vital power. He offers a hundred and one, for man has a life of a hundred (years), and his own self is the one hundred and first: he thus establishes himself in a self (or body), in vital power. With 'To the Dawn hail! to Heaven hail!' he offers the two last oblations; for the dawn is the night, and heaven (the realm of light) is the day: it is day and night he thus gratifies.
2	1	7	As to this they say, 'Were he to offer both either by day or by night, he would confound day and night with one another .' With 'To the Dawn hail!' he offers before the sun has risen, and with 'To Heaven hail' when it has risen, to avoid confusion between day and night.
2	2	1	Verily, this--to wit, the Asvamedha--is the king of sacrifices. But, indeed, the Asvamedha is the Sacrificer, (for) the sacrifice is the Sacrificer: when he (the priest) binds victims to the horse (or, at the horse-sacrifice), he then, indeed, takes hold  of the sacrifice at the sacrifice.
2	2	2	'A horse, a hornless he-goat, and a Gomriga 'these they bind to the central stake: thereby, indeed, he (the priest) sharpens the front of his (the Sacrificer's) army , whence the front of the king's army is sure to become terrible.
2	2	3	A black-necked (he-goat), sacred to Agni, in front (of the horse) to its forehead : the original (hall) fire he makes it, whence the king's hall-fire is sure to be (efficient) .
2	2	4	An ewe, for Sarasvatî, beneath the (horse's) jaws: he thereby makes women to be dependent, whence women are sure to be attendant upon man.
2	2	5	Two (he-goats), black on the lower part of the body , for the Asvins, (he ties) to the front legs: he thereby lays strength into the front legs, whence the king is sure to be strong in the arm .
2	2	6	A dark-grey (he-goat) for Soma and Pûshan at the (horse's) navel: a foothold he makes this one; for Pûshan is this (earth): it is thereon he establishes himself.
2	2	7	A white one and a black one, for Sûrya and Yama, on the flanks: a suit of armour he makes those two: whence the king, clad in mail, performs heroic deeds.
2	2	8	Two, with shaggy hind thighs, for Tvashtri, to the hind legs: he lays strength into the thighs, whence the king is sure to be strong in his thighs.
2	2	9	A white one, for Vâyu, to the tail,--an elevation he makes this one, whence people in danger betake themselves to an elevated place ;--a cow wont to cast her calf, for Indra, the ever active, in order to associate the sacrifice with Indra;--a dwarfish one for Vishnu; for Vishnu is the sacrifice: it is in the sacrifice he (the Sacrificer) thus finally establishes himself.
2	2	10	These, then, are the fifteen 'paryaṅgya' (body-encircling)  animals,--for fifteenfold is thethunderbolt, and the thunderbolt means manly vigour: with that thunderbolt, manly vigour, the Sacrificer now repels evil from in front  (of the sacrifice).
2	2	11	And fifteen (victims), indeed, are (bound) to each of the other (stakes);--for fifteenfold is the thunderbolt, and the thunderbolt means manly vigour: with that thunderbolt, manly vigour, the Sacrificer now repels evil on both sides  (of the sacrifice).
2	2	12	As to this they say, 'Does he really repel evil by these?' And, indeed, he does not make up the complete Pragâpati, and does not here gain everything.
2	2	13	Let him rather bind seventeen animals to the central stake ; for seventeenfold is Pragâpati, and the Asvamedha is Pragâpati,--thus for theobtainment of the Asvamedha. And sixteen (victims he binds) to each of the other (stakes), for of sixteen parts (kalâ) consists all this  (universe); all this (universe) he thus gains.
2	2	14	'How is he to appease  these?' they ask. 'Let him appease them with the Bârhaduktha verses , "Enkindled, anointing the lap of the faithful(f.) . . .;" for Brihaduktha, the son of Vâmadeva, or Asva, son of Samudra, saw these very (verses) to be the âprî-verses of the horse: it is by means of these we appease it,' so they say. But let him not do so; let him appease it with the Gâmadagna verses; for Gamadagni is Pragâpati, and so is the Asvamedha: he thus supplies it with its own deity; let him therefore appease (the victims) with the Gâmadagna verses .
2	2	15	Now some make the invitatory-formulas and the offering-formulas (to be pronounced) separately for the 'paryaṅgyas,' saying, 'For these we find (formulas)--for the others, on account of not finding any, we do not use them .' Let him not do so;for the horse is the nobility (chieftain), and the other animals are the peasantry (clan); and those who do this really make the peasantry equal and refractory to the nobility; and they also deprive the Sacrificer of his vital power. Therefore the horse alone belongs to Pragâpati , and the others are sacred to the gods: he thus, indeed, makes the peasantry obedient and subservient to the nobility; and he also supplies the Sacrificer with vital power.
2	2	16	The slaughtering-knife of the horse is made of gold, those of the 'paryaṅgyas' of copper, and those of the others of iron; for gold is (shining) light, and the Asvamedha is the royal office: he thus bestows light upon the royal office. And by means of the golden light (or, by the light of the gold), the Sacrificer also goes to the heavenly world; and he, moreover, makes it a gleam of light shining after him, for him to reach the heavenly world.
2	2	17	But, indeed, the horse is also the nobility; and this also--to wit, gold--is a form (symbol) ofthe nobility: he thus combines the nobility with the nobility.
2	2	18	And as to why there are copper (knives) for the 'paryaṅgyas,'--even as the non-royal kingmakers, the heralds and headmen, are to the king, so those 'paryaṅgyas' are to the horse; and so, indeed, is this--to wit, copper--to gold: with their own form he thus endows them.
2	2	19	And as to why there are iron ones for the others,--the other animals, indeed, are the peasantry, and this--to wit, iron--is a form of the peasantry: he thus combines the peasantry with the peasantry. On a rattan mat (lying) north (of the Âhavanîya) they cut the portions of the horse(-flesh); for the horse is of anushtubh nature, and related to the Anushtubh is that (northern) quarter: he thus places that (horse) in its own quarter. And as to (his doing so) on a rattan mat,--the horse was produced from the womb of the waters , and the rattan springs from the water: he thus causes it to be possessed of its own (maternal) womb.
2	3	1	Now, the gods did not know the Pavamâna  at the Asvamedha to be the heavenly world, but the horse knew it. When, at the Asvamedha,they glide along  with the horse for the Pavamâna (-stotra), it is for getting to know (the way to) the heavenly world; and they hold on to the horse's tail, in order to reach the heavenly world; for man does not rightly know (the way to) the heavenly world, but the horse does rightly know it
2	3	2	Were the Udgâtri to chant the Udgîtha , it would be even as if one who does not know the country were to lead by another (than the right) way. But if, setting aside the Udgâtri, he choosesthe horse for (performing) the Udgîtha, it is just as when one who knows the country leads on the right way: the horse leads the Sacrificer rightly to the heavenly world. It makes 'Hiṅ ,' and thereby makes the. Sâman itself to be 'hiṅ': this is the Udgîtha. They pen up mares, (and on seeing the horse) they utter a shrill sound: as when the chanters sing, such like is this. The priests’ fee is gold weighing a hundred (grains): the mystic import of this has been explained .
2	4	1	Pragâpati desired, 'Would that I might gain both worlds, the world of the gods, and the world of men.' He saw those beasts, the tame and the wild ones; he seized them, and by means of them took possession of these two worlds: by means of the tame beasts he took possession of this (terrestrial) world, and by means of the wild beasts of yonder (world); for this world is the world of men, and yonder world is the world of the gods. Thus when he seizes tame beasts he thereby takes possession of this world, and when wild beasts, he thereby (takes possession) of yonder (world).
2	4	2	Were he to complete (the sacrifice) with tame ones, the roads would run together , the village-boundariesof two villages would be contiguous , and no ogres , man-tigers, thieves, murderers, and robbers would come to be in the forests. By (so doing) with wild (beasts) the roads would run asunder , the village-boundaries of two villages would be far asunder ; and there would come to be ogres, man-tigers, thieves, murderers, and robbers in the forests.
2	4	3	As to this they say, 'Surely that--to wit, the forest (beast)--is not a beast (or cattle), and offering should not be made thereof: were he to make offering thereof, they would ere long carry away the Sacrificer dead to the woods, for forest (or wild) beasts have the forest for their share; and were he not to make offering thereof, it would be a violation of the sacrifice.' Well, they dismiss them after fire has been carried around them : thus, indeed, it isneither an offering nor a non-offering, and they do not carry the Sacrificer dead to the forest, and there is no violation of the sacrifice.
2	4	4	He completes (the sacrifice) with tame (beasts),--father and son part company , the roads run together, the village-boundaries of two villages become contiguous, and no ogres, man-tigers, thieves, murderers, and robbers come to be in the forests.
2	5	1	Pragâpati poured forth the life-sap of the horse (asva-medha); when poured forth it went from him. Having become fivefold  it entered the year, and they (the five parts) became those half-months . He followed it up by means of the fifteenfold (sets of victims ), and found it; and having found it, he took possession of it by means of the fifteenfold ones; for, indeed, they--to wit, the fifteenfold (sets)--are a symbol of the half-months, and when he seizes the fifteenfold ones, it is thehalf-months the Sacrificer thereby takes possession of.
2	5	2	Concerning this they say, 'But, surely, the year is not taken possession of by him who spreads out (performs sacrifice for) a year in any other way than by means of the Seasonal sacrifices .' The Seasonal sacrifices, doubtless, are manifestly the year; and when he seizes the Seasonal victims , he then manifestly takes possession of the year. ‘And, assuredly, he who spreads out the year in any other way than with the (victims) of the set of eleven  (stakes) is deprived of his offspring (orsubjects) and cattle, and fails to reach heaven. This set of eleven (stakes), indeed, is just heaven , and the set of eleven (stakes) means offspring (or people) and cattle and when he lays hands on the (victims) of the (two) sets of eleven (stakes) he does not fail to reach heaven, and is not deprived of his offspring and cattle.
2	5	3	Pragâpati created the Virâg; when created, it went away from him, and entered the horse meet for sacrifice. He followed it up with sets of ten  (beasts). He found it, and, having found it, he took possession of it by means of the sets of ten: when he seizes the sets of eleven (beasts), the Sacrificer thereby takes possession . of the Virâg. He seizes a hundred, for man has a life of a hundred (years) and a hundred energies: vital power and energy, vigour, he thus takes to himself.
2	5	4	Eleven decades  he seizes, for the Trishtubh consists of eleven syllables, and the Trishtubh means energy, vigour: thus it is for the obtainment of energy, vigour. Eleven decades he seizes, for in an animal there are ten vital airs, and the body: (trunk) is the eleventh: he thus supplies the animals with vital airs. They belong to all the gods for the completeness of the horse (sacrifice), for the horse belongs to all the gods. They are of many forms, whence beasts are of many forms; they are of distinct forms, whence beasts are of distinct forms.
2	6	1	, 'They harness the ruddy bay,moving (round the moveless: the lights shine in the heavens);'--the ruddy bay, doubtless, is yonder sun: it is yonder sun he harnesses for him, for the gaining of the heavenly world.
2	6	2	Concerning this they say, 'Surely, the sacrifice goes from him whose beast, when brought up, goes elsewhere than the vedi (altar-ground).'  'Singer of praise, make that horse come back to us by that path!'--the singer of praise, doubtless, is Vâyu (the wind) it is him he thereby places for him (the Sacrificer) on the other side, and so it does not go beyond that.
2	6	3	But, indeed, fiery mettle and energy, cattle, and prosperity depart from him who offers the Asvamedha.
2	6	4	With , 'May the Vasus anoint thee with the Gâyatra metre!' the queen consort anoints (the forepart of the unharnessed horse);--ghee is fiery mettle, and the Gâyatrî also is fiery mettle: two kinds of fiery mettle he thus bestows together on him (the Sacrificer).
2	6	5	With, 'May the Rudras anoint thee with the Traishtubha metre!' the (king's) favourite wife anoints (the middle part):--ghee is fiery mettle, and the Trishtubh is energy: both fierymettle and energy he thus bestows together on him.
2	6	6	With, 'May the Âdityas anoint thee with the Gâgata metre!' a discarded wife  (of the king) anoints (the hindpart);--ghee is fiery mettle, and the Gagatî is cattle: both fiery mettle and cattle he thus bestows together on him.
