Chapter_no	Text_no	Hymn
1	22	Her eyes were similar, to the leaves of the blue lotus (of which the bow of Kâma, the god of love, is made); her face was radiant like the moon in the autumn season; her locks were as dark as a swarm of black bees; she was radiant; her lip was (red) like the Bandhugîva flower; and she was lovely to behold.
1	23	Her eyebrows were fine; her teeth exceedingly small; her nose handsome; her brows bent; her neck shaped like a shell; her thighs were constantly touching each other; and they were fleshy thighs, which adorned her loins.
1	24	Her breasts were shining white, firm, plump, very close to each other, (decorated with continuous strings of pearls) like the projections on the forehead of Indra's elephant, and radiant like the gold (of the two golden jars used at the consecration of a king).
1	25	Her arms were as delicate as lotus fibres; her hands were similar to young shoots; her thighs were resplendent like golden pillars; and her knees were hidden (under the flesh), and closely touching each other.
1	26	Her legs were smooth and exquisitely proportioned; her feet exceedingly graceful; her loins fleshy; and her waist like that of a lion's cub.
1	27	Her reddish nails shone (like rubies); her beauty was the delight of every looker-on; and with her glances she filled at every step all the quarters of the sky as it were with lotus-flowers.
1	28	Radiant with divine lustre, she illuminated all the quarters of the sky with it; her clothing was most exquisite and perfectly white; and she was decorated with the most precious gems.
1	29	With her steps she covered the earth as it were with lotuses; she was endowed with beauty and youthful charms; and made her approach with modest bearing.
1	30	Having seen her come near, Kasyapa saluted her reverentially, and said, 'O handsome lady, O earth, radiant with divine lustre, I am acquainted with thy thoughts.
1	31	'Go to visit Ganârdana, O large-eyed lady; he will tell thee accurately, how thou shalt henceforth sustain thyself.
1	32	For thy sake, O (goddess), whose face is lovely and whose limbs are beautiful, I have found out, by profound meditation, that his residence is in the Kshîroda (milk-ocean).'
1	33	The goddess of the earth answered, 'Yes, (I shall do as you bid me),saluted Kasyapa reverentially,and proceeded to the Kshîroda sea, in order to see Kesava (Vishnu).
1	34	She beheld (then) the ocean, from which the Amrita arose. It was lovely, like the rays of the moon, and agitated by hundreds of waves produced by stormy blasts of wind.
1	35	(With its waves) towering like a hundred Himâlayas it seemed another terrestrial globe, calling near as it were the earth with its hands; the rolling waves.
1	36	With those hands it was as it were constantly producing the radiancy of the moon; and every stain of guilt was removed from it by Hari's (Vishnu's) residence within its limits.
1	37	Because (it was entirely free from sin) therefore it was possessed of a pure and shining frame; its colour was white; it was inaccessible to birds and its seat was in the lower regions.
1	38	It was rich in blue and tawny gems (sapphires, coral, and others), and looking therefore as if the atmosphere had descended upon the earth, and as if a number of forests adorned with a multitude of fruits had descended upon its surface.
1	39	Its size was immense, like that of the skin of (Vishnu's) serpent Sesha. After having seen the milk-ocean, the goddess of the earth beheld the dwelling of Kesava (Vishnu) which was in it:
1	40	(His dwelling), the size of which cannot be expressed in words, and, the sublimity of which is also beyond the power of utterance. In it she saw the destroyer of Madhu seated upon Sesha.
1	41	The lotus of his face was hardly visible onaccount of the lustre of the gems decorating the neck of the snake Sesha; he was shining like a hundred moons; and his splendour was equal to the rays of a myriad of suns.
1	42	He was clad in a yellow robe (radiant like gold); imperturbable; decorated with all kinds of gems; and shining with the lustre of a diadem resembling the sun in colour, and with (splendid) ear-rings.
1	43	Lakshmî was stroking his feet with her soft palms; and his attributes (the shell, the discus, the mace, and the lotus-flower) wearing bodies were attending upon him on all sides.
1	44	Having espied the lotus-eyed slayer of Madhu, she knelt down upon the ground and addressed him as follows:
1	45	'When formerly I was sunk into the region of Rasâtala, I was raised by thee, O God, and restored to my ancient seat, O Vishnu, thanks to thy benevolence towards living beings.
1	46	'Being there, how am I to maintain myself upon it, O lord of the gods?' Having been thus addressed by the goddess, the god enunciated the following answer:
1	47	'Those who practise the duties ordained for each caste and for each order, and who act up strictly to the holy law, will sustain thee, O earth; to them is thy care committed.'
1	48	Having received this answer, the goddess of the earth said to the chief of the gods, 'Communicate to me the eternal laws of the castes and of the orders.
1	49	I desire to learn them from thee; for thou art my chief stay. Adoration be to thee, O brilliant chief of the gods, who annihilatest the power of the (Daityas and other) enemies of the gods.
1	50	'O Nârâyana (son of Nara), O Gagannâtha (sovereign of the world); thou holdest the shell, the discus, and the mace (in thy hands); thou hast a lotus (Brahman) springing from thy navel; thou art the lord of the senses; thou art Most powerful and endowed with conquering strength.
1	51	'Thou art beyond the cognisance of the senses; thy end is most difficult to know; thou art brilliant; thou holdest the bow Sârnga; thou art the boar; thou art terrible; thou art Govinda (the herdsman); thou art of old; thou art Purushottama (the spirit supreme).
1	52	'Thy hair is golden; thy eyes are everywhere; thy body is the sacrifice; thou art free from stain; thou art the "field." (the corporeal frame); thou art the principle of life; thou art the ruler; thou art the teacher of religious rites; thou art of old; thou art Purushottama.
1	57	, 'Thou art not to be shaken; thou art undecaying;thou art the producer of the atoms; thou art kind to faithful attendants; thou art the purifier (of sinners); thou art the protector of all the gods thou art the protector of the pious.
1	58	'Thou art also the protector of those who know the Veda, O Purushottama. I have come, O Gagannâtha, to the immovable Vâkaspati (the lord of holy speech), the lord;
1	59	'To him, who is very pious; invincible; Vasushena (who has treasures for his armies); who bestows largesses upon his followers, who is endowed with the power of intense devotion; who is the germ of the ether; from whom the rays (of the sun and moon) proceed;
1	60	'To Vâsudeva; the great soul of the universe; whose eyes are like lotuses; who is eternal; the preceptor of the Suras and of the Asuras; brilliant; omnipresent; the great lord of all creatures;
1	61	'Who has one body and four faces; who is the producer of (the five grosser elements, ether, air, fire, water, and earth), the producers of the world. Teach me concisely, O Bhagavat, the eternal laws ordained for the aggregate of the four castes,
1	62	'Together with the customs to be observed by each order and with the secret ordinances.' The chief of the gods, thus addressed by the goddess of the earth, replied to her as follows:
1	63	Learn from me, in a concise form, O radiant goddess of the earth, the eternal laws for the aggregate of the four castes, together with the customs to be observed by each order, and with the secret ordinances,
1	64	'Which will effect the final liberation of the virtuous persons, who will support thee. Be seated upon this splendid golden seat, O handsome-thighed goddess.
1	65	'Seated at ease, listen to me proclaiming the sacred laws.' The goddess of the earth, thereupon, seated at case, listened to the sacred precepts as, they came from the mouth of Vishnu.
2	1	Brâhmanas, Kshatriyas, Vaisyas, and Sûdras are the four castes.
2	2	The first three of these are (called) twice-born.
2	3	For them the whole number of ceremonies, which begin with the impregnation and end with the ceremony of burning the dead body, have to be performed with (the recitation of) Mantras.
2	4	Their duties are.
2	5	For a Brâhmana, to teach (the Veda);
2	6	For a Kshatriya, constant practice in arms;
2	7	For a Vaisya, the tending of cattle;
2	8	For a Sûdra, to serve the twice-born;
2	9	For all the twice-born, to sacrifice and to study (the Veda).
2	10	Again, their modes of livelihood are:
2	11	For a Brâhmana, to sacrifice for others and to receive alms;
2	12	For a Kshatriya, to protect the world (and receive due reward, in form of taxes);
2	13	For a Vaisya, tillage, keeping cows (and other cattle), traffic, lending money upon interest, and growing seeds;
2	14	For a Sûdra, all branches of art (such as painting and the other fine arts);
2	15	In times of distress, each caste may follow the occupation of that next (below) to it in rank.
2	16	Forbearance, veracity, restraint, purity, liberality, self-control, not to kill (any living obedience towards one's Gurus, visiting places of pilgrimage, sympathy (with the afflicted),
2	17	Straightforwardness, freedom from covetousness, reverence towards gods and Brâhmanas, and freedom from anger are duties common (to all castes).
3	1	Now the duties of a king, are:
3	2	To protect his people,
3	3	And to keep the four castes and the four orders in the practice of their several duties.
3	4	Let the king fix his abode in a district containing open plains, fit for cattle, and abounding in grain;
3	5	And inhabited by many Vaisyas and Sûdras.
3	6	There let him reside in a stronghold (the strength of which consists) either in (its being surrounded by) a desert, or in (a throng of) armedmen, or in fortifications (of stone, brick, or others), or in water (enclosing it on all sides), or in trees, or in mountains (sheltering it against a foreign invasion).
3	7	(While he resides) there, let him appoint chiefs (or governors) in every village;
3	8	Also, lords of every ten villages;
3	9	And lords of every hundred villages;
3	10	And lords of a whole district.
3	11	If any offence has been committed in a village, let the lord of that village suppress the evil (and give redress to those that have been wronged).
3	12	If he is unable to do so, let him announce it to the lord of ten villages;
3	13	If he too is unable, let him announce it to the lord of a hundred villages;
3	14	If he too is unable, let him announce it to the lord of the whole district.
3	15	The lord of the whole district must eradicate the evil to the best of his power.
3	16	Let the king appoint able officials for the working of his mines, for the levying of taxes and of the fares to be paid at ferries, and for his elephants and forests.
3	17	(Let him appoint) pious persons for performing acts of piety (such as bestowing gifts on the indigent, and the like);
3	18	Skilled men for financial business (such as examining gold and other precious metals);
3	19	Brave men for fighting;
3	20	Stern men for acts of rigour (such as beating and killing);
3	21	Eunuchs for his wives (as their guardians).
3	22	He must take from his subjects as taxes a sixth part every year of the grain;
3	23	And (a sixth part) of all (other) seeds;
3	24	Two in the hundred, of cattle, gold, and clothes;
3	25	A sixth part of flesh, honey, clarified butter, herbs, perfumes, flowers, roots, fruits, liquids and condiments, wood, leaves (of the Palmyra, tree and others), skins, earthen pots, stone vessels, and anything made of split bamboo.
3	26	Let him not levy any tax upon Brâhmanas.
3	27	For they pay taxes to him in the shape of their pious acts.
3	28	A sixth part both of the virtuous deeds and of the iniquitous acts committed by his subjects goes to the king.
3	29	Let him take a tenth part of (the price of) marketable commodities (sold) in his own country;
3	30	And a twentieth part of (the price of) goods (sold) in another country.
3	31	Any (seller or buyer) who (fraudulently) avoids a toll-house (situated on his road), shall lose all his goods.
3	32	Artizans (such as blacksmiths), manual labourers (such as carpenters), and Sûdras shall do work for the king for a day in each month.
3	33	The monarch, his council, his fortress, his treasure, his army, his realm, and his ally are the seven constituent elements of a state.
3	34	(The king) must punish those who try to subvert any one among them.
3	35	He must explore, by means of spies, both the state of his own kingdom and of his foe's.
3	36	Let him show honour to the righteous;
3	37	And let him punish the unrighteous.
3	38	Towards his (neighbour and natural) enemy, his ally (or the power next beyond his enemy), a neutral power (situated beyond the latter), and a power situated between (his natural enemy and an aggressive power): let him adopt (alternately), as the occasion and the time require, (the four modes of obtaining success, viz.) negotiation, division, presents, and force of arms.
3	39	Let him have resort, as the time demands, to (the six measures of a military monarch, viz.) making alliance and waging war, marching to battle and sitting encamped, seeking the protection (of a more powerful king) and distributing his forces.
3	40	Let him set out on an expedition in the months of Kaitra or Mârgasîrsha;
3	41	Or when some calamity has befallen his foe.
3	42	Having conquered the country of his foe, let him not abolish (or disregard) the laws of that country.
3	43	And when he has been attacked by his foe, let him protect his own realm to the best of his power.
3	44	There is no higher duty for men of the military caste, than to risk their life in battle.
3	45	Those who have been killed in protecting a cow, or a Brâhmana, or a king, or a friend, or their own property, or their own wedded wife, or their own life, go to heaven.
3	46	Likewise, those (who have been killed) in trying to prevent mixture of castes (caused by adulterous connections).
3	47	A king having conquered the capital of his foe, should invest there a prince of the royal race of that country with the royal dignity.
3	48	Let him not extirpate the royal race
3	49	Unless the royal race bc of ignoble descent.
3	50	He must not take delight in hunting, dice, women, and drinking;
3	51	Nor in defamation and battery.
3	52	And let him not injure his own property (by bootless expenses).
3	53	He must not demolish (whether in his own town, or in the town of his foe conquered by him,or in a fort) doors which had been built there before his time (by a former king).
3	54	He must not bestow largesses upon unworthy persons (such as dancers, eulogists, bards, and the like).
3	55	Of mines let him take the whole produce.
3	56	Of a treasure-trove he must give one half to the Brâhmanas;
3	57	He may deposit the other half in his own treasury.
3	58	A Brâhmana who has found a treasure may keep it entire.
3	59	A Kshatriya (who has found a treasure) must give one fourth of it to the king, another fourth to the Brâhmanas, and keep half of it to himself
3	60	A Vaisya (who has found a treasure) must give a fourth part of it to the king, one half to the Brâhmanas, and keep the (remaining fourth) part to himself.
3	61	A Sûdra who has found a treasure must divide it into twelve parts, and give five parts to the king, five parts to the Brâhmanas, and keep two parts to himself.
3	62	Let the king compel him who (having found a treasure) does not announce it (to the king) and is found out afterwards, to give up the whole.
3	63	Of a treasure anciently hidden by themselves let (members of) all castes, excepting Brâhmanas, give a twelfth part to the king.
3	64	The man who falsely claims property hidden by another to have been hidden by himself, shall becondemned to pay a fine equal in amount to the property falsely claimed by him.
3	65	The king must protect the property of minors, of (blind, lame or other) helpless persons (who have no guide), and of women (without a guardian).
3	66	Having recovered goods stolen by thieves, let him restore them entire to their owners, to whatever caste they may belong.
3	67	If he has been unable to recover them, he must pay (their value) out of his own treasury.
3	68	Let him appease the onsets of fate by ceremonies averting evil omens and propitiatory ceremonies;
3	69	And the onsets of his foe (let him repel) by force of arms.
3	70	Let him appoint as Purohita (domestic priest) a man conversant with the Vedas, Epics, the Institutes of Sacred Law, and (the science of) what is useful in life, of a good family, not deficient in limb, and persistent in the practice of austerities.
3	71	And (let him appoint) ministers (to help and advise him) in all his affairs, who are pure, free from covetousness, attentive, and able.
3	72	Let him try causes himself, accompanied by well-instructed Brâhmanas.
3	73	Or let him entrust a Brâhmana, with the judicial business.
3	74	Let the king appoint as judges men of goodfamilies, for whom the ceremonies (of initiation and so forth) have been performed, and who are eager in keeping religious vows, impartial towards friend and foe, and not likely to be corrupted by litigants either by (ministering to their) lustful desires or by (stimulating them to) wrath or by (exciting their) avarice or by other (such practices).
3	75	Let the king in all matters listen to (the advice of) his astrologers.
3	76	Let him constantly show reverence to the gods and to the Brâhmanas.
3	77	Let him honour the aged;
3	78	And let him offer sacrifices;
3	79	And he must not suffer any Brâhmana in his realm to perish with want;
3	80	Nor any other man leading a pious life.
3	81	Let him bestow landed property upon Brâhmanas.
3	82	To those upon whom he has bestowed (land) he must give a document, destined for the information of a future ruler, which must be written upon a piece of (cotton) cloth, or a copper-plate, and must contain the names of his (three) immediate ancestors, a declaration of the extent of the land, and an imprecation against him who should appropriate thedonation to himself, and should be signed with his own seal.
3	83	Let him not appropriate to himself landed property bestowed (upon Brâhmanas) by other (rulers).
3	84	Let him present the Brâhmanas with gifts of every kind.
3	85	Let him be on his guard, whatever he may be about.
3	86	Let him be splendid (in apparel and ornaments).
3	87	Let him be conversant with incantations dispelling the effects of poison and sickness.
3	88	Let him not test any aliments, that have not been tried before (by his attendants, by certain experiments).
3	89	Let him smile before he speaks to any one.
3	90	Let him not frown even upon (criminals) doomed to capital punishment.
3	91	Let him inflict punishments, corresponding to the nature of their offences, upon evil-doers.
3	92	Let him inflict punishments according to justice (either personally or through his attendants).
3	93	Let him pardon no one for having offended twice.
3	94	He who deviates from his duty must certainly not be left unpunished by the king.
3	95	Where punishment with a black hue and a red eye advances with irresistible might, the king deciding causes justly, there the people will prosper.
3	96	Let a king in his own domain inflict punishments according to justice, chastise foreign foes with rigour, behave without duplicity to his affectionate friends, and with lenity to Brâhmanas.
3	97	Of a king thus disposed, even though he subsist by gleaning, the fame is far spread in the world, like a drop of oil in the water.
3	98	That king who is pleased when his subjects are joyful, and grieved when they are in grief, will obtain fame in this world, and will be raised to a high station in heaven after his death.
4	1	The (very small mote of) dust which may be discerned in a sun-beam passing through a lattice is called trasarenu (trembling dust).
4	2	Eight of these (trasarenus) are equal to a nit.
4	3	Three of the latter are equal to a black mustard-seed.
4	4	Three of these last are equal to a white mustard-seed.
4	5	Six of these are equal to a barley-corn.
4	6	Three of these equal a Krishnala.
4	7	Five of these equal a Mâsha.
4	8	Twelve of these are equal to half an Aksha.
4	9	The weight of half an Aksha, with four Mâshas added to it, is called a Suvarna.
4	10	Four Suvarnas make a Nishka.
4	11	Two Krishnalas of equal weight are equal to one Mâshaka of silver.
4	12	Sixteen of these are equal to a Dharana (of silver).
4	13	A Karsha (or eighty Raktikâs) of copper is called Kârshâpana.
4	14	Two hundred and fifty (copper) Panas are declared to be the first (or lowest) amercement, five hundred are considered as the middlemost, and a thousand as the highest.
5	1	Great criminals should all be put to death.
5	2	In the case of a Brâhmana. no corporal punishment must be inflicted.
5	3	A Brâhmana must be banished from his own country, his body having been branded.
5	4	For murdering another Brâhmana, let (the figure of) a headless corpse be impressed on his forehead;
5	5	For drinking spirits, the flag of a seller of spirituous liquor;
5	6	For stealing (gold), a dog's foot,
5	7	For incest, (the mark of) a female part.
5	8	If he has committed any other capital crime, he shall be banished, taking with him all his property, and unhurt.
5	9	Let the king put to death those who forge royal edicts;
5	10	And those who forge (private) documents;
5	11	Likewise poisoners, incendiaries, robbers, and killers of women, children, or men;
5	12	And such as steal more than ten Kumbhas of grain,
5	13	Or more than a hundred Mâshas of such things as are usually sold by weight (such as gold and silver);
5	14	Such also as aspire to sovereignty, though being of low birth;
5	15	Breakers of dikes;
5	16	And such as give shelter and food to robbers,
5	17	Unless the king be unable (to protect his subjects against robbers); the duty which
5	18	And a woman who violates she owes to her lord, the latter being unable to restrain her.
5	19	With whatever limb an inferior insults or hurts his superior in caste, of that limb the king shall cause him to be deprived.
5	20	If he places himself on the same seat with his superior, he shall be banished with a mark on his buttocks. he shall lose both lips;
5	21	If he spits on him,
5	22	If he breaks wind against him, his hindparts;
5	23	If he uses abusive language, his tongue.
5	24	If a (low-born) man through pride give instruction (to a member of the highest caste) concerning his duty, let the king order hot oil to be dropped into his mouth.
5	25	If a (low-born man) mentions the name or caste of a superior revilingly, an iron pin, ten inches long, shall be thrust into his mouth (red hot).
5	26	He who falsely denies the sacred knowledge, the country, or the caste (of such), or who saysthat his religious duties have not been fulfilled by (or that the initiatory and other sacramental rites have not been performed for) him, shall be fined two hundred Panas.
5	27	If a man is blind with one eye, or lame, or defective in any similar way, and another calls him so, he shall be fined two Kârshâpanas, though he speaks the truth.
5	28	He shall be fined a hundred Kârshâpanas for defaming a Guru.
5	29	He shall pay the highest amercement for imputing to another (a great crime) entailing loss of caste;
5	30	The second amercement for (imputing to another) a minor offence (such as the slaughter of a cow);
5	31	The same for reviling a Brâhmana versed in the three Vedas, or an old man, or a (whole) caste or corporation (of judges or others);
5	32	For reviling a village or district, the lowest amercement;
5	33	For using insulting language (such as 'I shall visit your sister,' or 'I shall visit your daughter'), a hundred Kârshâpanas;
5	34	For insulting a man by using bad language regarding his mother (such as 'I shall visit your mother' or the like speeches), the highest amercement.
5	35	For abusing a man of his own caste, he shall be fined twelve Panas.
5	36	For abusing a man of a lower caste, he shall be fined six (Panas).
5	37	For insulting a member of the highest caste or of his own caste (he having been insulted by him) at the same time, the same fine is ordained;
5	38	Or (if he only returns his insult, a fine amounting to) three Kârshâpanas.
5	39	The same (punishment is ordained) if he calls him bad names.
5	40	An adulterer shall be made to pay the highest amercement if he has had connection with a woman of his own caste;
5	41	For adultery with women of a lower caste, the second amercement;
5	42	The same (fine is ordained) for a bestial crime committed with a cow.
5	43	He who has had connection with a woman of one of the lowest castes, shall be put to death.
5	44	For a bestial crime committed with cattle (other than cows) he shall be fined a hundred Kârshâpanas.
5	45	(The same fine is ordained) for giving a (blemished) damsel in marriage, without indicating her blemish (whether the bride be sick, or no longer a maid, or otherwise faulty);
5	46	And he shall have to support her.
5	47	He who says of an unblemished damsel, that she has a blemish (shall pay) the highest amercement.
5	48	For killing an elephant, or a horse, or a camel, or a cow, (the criminal) shall have one hand, or one foot, lopped off
5	49	A seller of forbidden meat (such as pork, shall be punished in the same way).
5	50	He who kills domestic animals, shall pay a hundred Kârshâpanas.
5	51	He shall make good their value to the owner of those animals.
5	52	He who kills wild animals, shall pay five hundred Kârshâpanas.
5	53	A killer of birds, or of fish, (shall pay) ten Kârshâpanas.
5	54	A killer of insects shall pay one Kârshâpanas.
5	55	A feller of trees yielding fruit (shall pay) the highest amercement.
5	56	A feller of trees yielding blossoms only (shall pay) the second amercement.
5	57	He who cuts creepers, shrubs, or climbing plants (shall pay) a hundred Kârshâpanas.
5	58	He who cuts grass (shall pay) one Kârshâpanas.
5	59	And all such offenders (shall make good) to the owners (of the trees or plants cut down by them) the revenue which they yield.
5	60	If any man raises his hand (against his equal in caste, with intent to strike him, he shall pay) ten Kârshâpanas;
5	61	If he raises his foot, twenty;
5	62	If he raises a piece of wood, the first amercement;
5	63	If he raises a stone, the second amercement;
5	64	If he raises a weapon, the highest amercement.
5	65	If he seizes him by his feet, by his hair, byhis garment, or by his hand, he shall pay ten Panas as a fine.
5	66	If he causes pain to him, without fetching blood from him, (he shall pay) thirty-two Panas;
5	67	For fetching blood from him, sixty-four.
5	68	For mutilating or injuring a hand, or a foot, or a tooth, and for slitting an ear, or the nose, the second amercement (is ordained).
5	69	For rendering a man unable to move about, or to eat, or to speak, or for striking him (violently, the same punishment is ordained).
5	70	For wounding or breaking an eye, or the neck, or an arm, or a bone, or a shoulder, the highest amercement (is ordained).
5	71	For striking out both eyes of a man, the king shall (confine him and) not dismiss him from jail as long as he lives;
5	72	Or he shall order him to be mutilated in the same way (i.e. deprived of his eyes).
5	73	Where one is attacked by many, the punishment for each shall be the double of that which has been ordained for (attacks by) a single person.
5	74	(The double punishment is) likewise (ordained) for those who do not give assistance to one calling for help, though they happen to be on the spot, or (who run away) after having approached it.
5	75	All those who have hurt a man, shall pay the expense of his cure.
5	76	Those who have hurt a domestic animal (shall also pay the expense of his cure).
5	77	He who has stolen a cow, or a horse, or a camel, or an elephant, shall have one hand, or one foot, cut off;
5	78	He who has stolen a goat, or a sheep, (shall have) one hand (cut off).
5	79	He who steals grain (of those sorts which grow in the rainy season), shall pay eleven times its value as a fine;
5	80	Likewise, he who steals grain (of those sorts, which grow in winter and spring, such as rice and barley).
5	81	A stealer of gold, silver, or clothes, at a value of more than fifty Mâshas, shall lose both hands.
5	82	He who steals a less amount than that, shall pay eleven times its value as a fine.
5	83	A stealer of thread, cotton, cow-dung, sugar, sour milk, milk, butter-milk, grass, salt, clay, ashes, birds, fish, clarified butter, oil, meat, honey, basketwork, canes of bamboo, earthenware, or iron pots, shall pay three times their value as a fine.
5	84	(The same fine is ordained for stealing) dressed food.
5	85	For stealing flowers, green (grain), shrubs, creepers, climbing plants or leaves, (he shall pay) five Krishnalas.
5	86	For stealing pot-herbs, roots, or fruits (the same punishment is ordained).
5	87	He who steals gems, (shall pay) the highest amercement.
5	88	He who steals anything not mentioned above, (shall make good) its value (to the owner).
5	89	Thieves shall be compelled to restore all stolen goods to the owners.
5	90	After that, they shall suffer the punishment that has been ordained for them.
5	91	He who does not make way for one forwhom way ought to be made, shall be fined twenty-five Kârshâpanas.
5	92	(The same fine is ordained) for omitting to offer a seat to (a guest or others) to whom it ought to be offered.
5	93	For neglecting to worship such as have a claim to be worshipped, (the same fine is ordained);
5	94	Likewise, for neglecting to invite (at a Srâddha) a Brâhmana, one's neighbour;
5	95	And for offering him no food, after having invited him.
5	96	He who does not eat, though he has received and accepted an invitation, shall give a gold Mâshaka as a fine;
5	97	And the double amount of food to his host.
5	98	He who insults a Brâhmana by offering him uneatable food (such as excrements and the like, or forbidden food, such as garlic, must pay) sixteen Suvarnas (as a fine).
5	99	(If he insults him by offering him) such food as would cause him to be degraded (were he to taste it, he must pay) a hundred Suvarnas.
5	100	(If he offers him) spirituous liquor, he shall be put to death.
5	101	If he insults a Kshatriya (in the same way), he shall have to pay half of the above amercement;
5	102	If he insults a Vaisya, half of that again;
5	103	If he insults a Sûdra, the first amercement.
5	104	If one who (being a member of the Kandâla or some other low caste) must not be touched, intentionallydefiles by his touch one who (as a member of a twice-born caste) may be touched (by other twice-born persons only), he shall be put to death.
5	105	If a woman in her courses (touches such a person), she shall be lashed with a whip.
5	106	If one defiles the highway, or a garden, or the water (by voiding excrements) near them (or in any other way), he shall be fined a hundred Panas;
5	107	And he must remove the filth.
5	108	If he demolishes a house, or a piece of ground (a court-yard or the like), or a wall or the like, he shall have to pay the second amercement;
5	109	And he shall have it repaired (at his own cost).
5	110	If he throws into another man's house (thorns, spells, or other) such things as might hurt some one, he shall pay a hundred Panas.
5	111	(The same punishment is ordained) for falsely denying the possession of common property;
5	112	And for not delivering what has been sent (for a god or for a Brâhmana).
5	113	(The same punishment is) also (ordained) for father and son, teacher (and pupil), sacrificer and officiating priest, if one should forsake the other, provided that he has not been expelled from caste.
5	114	And he must return to them (to the parents and the rest).
5	115	(The same punishment is) also (ordained) for hospitably entertaining a Sûdra or religious ascetic at an oblation to the gods or to the manes;
5	116	And for following an unlawful occupation(such as studying the Vedas without having been initiated);
5	117	And for breaking open a house on which (the king's) seal is laid;
5	118	And for making an oath without having been asked to do so (by the king or a judge);
5	119	And for depriving cattle of their virility.
5	120	The fine for the witnesses in a I dispute between father and son shall be ten Panas.
5	121	For him who acts as surety for either of the two parties in such a contest, the highest amercement (is ordained).
5	122	(The same punishment is ordained) for forging a balance, or a measure;
5	123	Also, for pronouncing them incorrect, although they are correct.
5	124	(The same punishment is) also (ordained) for selling adulterated commodities;
