Chapter	Text_no	Hymn
2	16	Taksa told :-- “Do you not feel shame in doing this heinous crime, when you know everything? Do you not fear God for the crime of killing a Brâhmin?”
2	17	Indra said :-- I will make Prâyas'chitta (penance) afterwards for the washing away of my sins; but my duty at present is to kill my enemy.O Fortunate One! The wise men, clever in polity, say that enemies must be killed by any excuse whatsoever.
2	18	Taksâ then replied :-- “O Maghavan! You are doing this sinful deed out of your avarice; but, O Lord! I have no cause whatsoever; how then without any cause, can I engage myself in such a vicious act?”
2	19-20	Indra said :-- “O Taksan! I will allot a share to you wherever there will be a sacrifice. The human beings will invariably offer to you the head of the animal killed at any sacrifice. Now cut his head according to this rule.”
2	21-42	Vyâsa said :-- O King! That Taksâ became very glad when he heard thus from Indra and struck off the heads of the Muni with his very strong axe. O powerful King! When the three heads, thus severed, fell to the ground, thousands and thousands of birds came out of those heads in quick succession. The three groups of birds Kalavinkas, Tittiris and Kapinjalas came out very rapidly from the three heads in due succession. The Kapinjala birds came out of that mouth that used to chant the Vedas and used to drink Soma; the Tittiri birds came out of that mouth that used to see all the quarters as if it drank them; and the Kalavinka birds came out of that face that used to drink wine. Indra became very glad to see the birds thus coming out of his mouths and went back at once to his Heavens. O King! No sooner Indra went back, than Taksâ came back to his own house and felt himself very pleased to receive his share of sacrificial things. On returning to his home, Indra thought that he had done his duty in slaying his powerful enemy. It did not pass in his mind that he had committed the Brahmahattyâ sin (i. e., that he had killed a Brâhmin). When Vis'vakarmâ heard that his virtuous son had been killed, he became very angry (in his mind) and said that as Indra had killed his qualified son engaged in asceticism without any offence, he would create another son to kill Indra. Let the Devas see his strength and power of Tapasyâ and let Indra, too, reap the far-reaching effects of his own Karma. Thus saying, Vis'vakarmâ distressed with anger, offered oblations in the sacrificial Fire, reciting Mantram from the Atharvan Vedas, with the object of producing a son. When Homa was performed for eight nights consecutively, a man quickly came out of that burning fire, as if he was the Incarnate of Fire itself. Seeing the lustrous son before him, come out of the fire and endowed with power and energy, Vis'vakarmâ said “O Indra's enemy! Grow by my power of asceticism.” When Vis'vakarmâ spoke these words, burning with anger, that brilliant fiery son began to grow, towering high above the Heavens. Within a moment that man looked a second God of Death and appeared like amountain and shone like the God Himself. Then he spoke to his own father Vis'vakarmâ, who was very distressed “O Father! Put my name. Pray, what use can I be to you? Why do you look so aggrieved and anxious; please explain to me all the causes. I make a firm vow today that will remove the cause of your sorrow. Father ! Of what avail is that to his father when he is not able to remove his sorrows!” O Father! Shall I drink the ocean or crumble the mountains to dust or shall I obstruct the passage of the rising Sun or shall I kill Indra, Yama, or the other host of Devas or shall I root out the earth and throw it with all beings into the ocean?”
2	43-53	O King! Hearing thus the sweet words of his son, Vis'vakarmâ gladly told his mountain-like son “O my Son! You are capable to save me from troubles (Vrijina) hence you are named Vritra. O highly Fortunate One! Your brother, named Tris'irâ, was a great ascetic; his three faces were all very strong. He was thoroughly conversant with the Vedas and the Vedangâs and well versed in all the other knowledges. He remained always engaged in practising asceticism, surprising to the three worlds. Indra killed my qualified son with his thunderbolt; that wicked soul severed the three heads without any offence. Therefore, O Best of beings! Kill that vicious, shameless, deceitful, wicked Indra guilty of the sin of Brahmahattyâ.” O King! Thus saying, Vis'vakarmâ very much confounded with the breavement of his son, created various divine weapons. He prepared weapons specially suited to kill Indra, the best axes, tridents, clubs, S'aktis, Tomaras and bows made of horns and arrows, Parighas, Pattis'as, divine discus like the Sudars'an Chakra, divine inexhaustible arrow cases with arrows, nice Kavacha, very substantial air-like swift-going chariot looking like a cloud and capable to carry great loads; all these he created and gave over to his son. O King! Vis'vakarmâ, the best of architects, excited by anger, made ready all the equipments necessary for war and gave them to his son Vritrâsura and sent him to kill Indra.Here ends the Second Chapter of the Sixth Book on the birth of Vritrâsura in the Mahâ Purânam S’rî Mad Devî  Bhâgavatam of Eighteen Thousand verses by Maharsi Veda Vyâsa.
3	1-3	Vyâsa said :-- O King! Having the Svastyayana ceremony (a performance of rite to secure welfare or avert calamity) performed by the Brâhmanas versed in the Vedas, the powerful Vritra mounted on hischariot and started to kill Indra, the King of the Gods. The Dânavas that were previously defeated by the Devas now knowing Vritrâsura to be powerful, came up to him to serve his cause. The messengers of Indra, when they saw him ready for battle, hurriedly came to Indra and informed him all about his doings and other matters connected with it.
3	4-7	The messengers said :-- O Lord! Vis'vakarmâ, having been very much grieved his son being slain, got very angry and by Abhichâra process (an incantation with a design to injure or magic spells or charms used for a malevolent purpose) has created a son in order to kill you. That indomitable Vritrâsura is now your powerful enemy; mounting on his chariot he is coming here to fight with you, surrounded by other Asuras. O highly Fortunate One! This enemy of yours is as high as the mountain Meru; he is now coming hurriedly to you, making a terrible noise; guard yourself carefully. O King! While Indra was hearing the messengers, the Devas came there panic-stricken and terrified and said :--
3	8-16	The Ganas said :-- O Lord of the Suras! Ominous signs are being seen in the houses of the Gods; the birds are making sounds, very inauspicious and foreboding a great calamity. Crows, vultures, herons, falcons, and other ugly inauspicious birds are crying and making hoarse sounds on the tops of houses. Other birds are making incessantly harsh sounds like chichi koochy. The carriers of the several Devas are weeping and shedding tears always. O highly Fortunate One! On the tops of houses are heard very loud and very dreadful sounds of the crying Râksasîs at dead of night. O Giver of honour! The flags on the chariots are falling to the ground without any trace of wind. Thus ominous signs are being visible on earth and in the air. O King of the Devas! The ugly faced women, wearing black clothes, are roaming from house to house and always repeating “Leave the house, and go away at once.” The Deva women while sleeping in their own temples are seeing in their dreams that terrible Râksasîs, coming to them are cutting away their hairs on their heads and are frightening them. O Indra of the Devas! The inauspicious signs like these and earthquakes and the falling of the meteors are taking place. The jackals come in the courtyard of houses at night and yell horrible heartrending sounds. Lizards are moving always in the rooms and the several limbs of our bodies are shaking and thus making very inauspicious signs.
3	17	Vyâsa said :-- O King! Hearing their words, Indra became very anxious and called Brihaspati, the Deva Guru, and asked him :--
3	18-20	Indra spoke :--  O Brâhmana! Very inauspicious signs are being visible; dreadful winds are blowing and stars are falling from the skies what are all these? O Intelligent One! You are very wise and versed in the S'astras and the Guru of the Devas; you are omniscient and know very well how to remedy the evils. Therefore perform the rites by which enemies can be killed; do such as our miseries be all averted.
3	21-31	Brihaspati said :-- “O Thousand-eyed! What shall I do? You have committed shortly a heinous crime; you killed that innocent Muni and so you have earned a very bad Karmic effect. Very violent sins and good deeds produce their effects very quickly. It is, therefore, highly incumbent on those that desire for their own welfare, to take up any work with great discretion. It is never advisible to do any action that leads to the tormenting of others. Never do they find happiness who give pains to others. O Indra! You have committed Brahmahattyâ under the influence of greed and delusion; now suddenly has appeared the fruit of that act. O King of the Suras! This Vritra Asura is born invulnerable to all the Devas. That powerful indomitable Asura chief is now coming, mounted on a chariot, to kill you, surrounded by the other Dânavas and taking with him the Vis'vakarmâ-made divine arms and weapons equal to thunderbolt. He is coming like a second Kâla, as it were, to destroy the whole Universe. There is none in this Triloka, capable kill him; and his death will not also take place. While Brihaspati was thus speaking, a great tumultuous uproar rose at once. The Gandharbas, Kinnaras, Yaksas, Munis and other Immortals began to fly away from their quarters. Indra seeing the Devas flying away became very anxious and gave orders at once that all subservient to him must be ready at once for battle; they must go and call the Vasus, the Rudras, the twin As'vins, the Âdityas, Pûsâ, Bhaga, Vâyu, Kuvera, Varuna, Yama and the other Devas to come there at once. The enemy is well nigh; so let all the Devas come on their Vimânas quickly there.”
3	32-44	Thus ordering, Indra mounted on the Airâvata elephant and taking the Sura Guru in front started from his own temple. The other Devas mounted on their respective carriers and, firmly resolved to fight, started with all their arms and weapons. On the other hand, Vritrâsura surrounded by the Demons, came up to the beautiful mountain, adorned with trees, on the north side of the Mânasarovara Lake. Indra, too, came there with Brihaspati in front and attended by all the other Devas to that mountain, north of the Mânasa  Lake and began to fight. A dreadful fight, then, ensued between Vritra and Indra with clubs, swords, Parighas, Pâs'as, arrows, S'aktis, Parsus and other weapons. The terriblefight lasted for full one hundred human years, terrifying to the self-controlled Risis and all the human beings. Varuna first turned his back; then Vâyu, then Yama, the Sun and Moon and then Indra fled from the battle-field. Seeing Indra and the other Devas flying away, Vritrâsura came to the hermitage and there bowed down to his father who looked very glad; and he said :-- O Father! I have carried out your orders; Indra and all the other Devas are defeated in the battle; as elephants and deer fly away seeing a lion, so the Devas all fled away to their respective abodes. I have taken the Airâvata, the best of elephants, away from Indra who fled away on foot. O Bhagavan! I have brought the elephant here. Kindly accept it. O Father! It is not advisable to kill a man who is terrified, therefore I did not kill them. Now kindly order anything else that I may fulfil your desires. All the Devas fled away from the battle-field, very much tired and terrified; and what more to say than this that Indra, too, fled, leaving his elephant on the field.
3	45-54	Vyâsa said :-- O King! Vis'vakarmâ became very glad to hear his son's words and said :-- “Today I can rightly say that I have got my son and that my life is successful. O son! To-day you have sanctified me; my cares and worries are abated; my mind is also calm to see your wonderful prowess. O Child! Now hear attentively what I say. O highly intelligent One! Now carefully sit in your steady posture (Sthirâsan) and practise Tapasyâ. Never trust anybody; Indra is now your enemy, ever ready to find your faults, and clever in sowing dissensions between you and your well-wishers. O Son! Tapasyâ is not an ordinary thing; Laksmî (prosperity) is obtained thereby; excellent kingdoms, increase of vigour, and victories in battles are obtained. Therefore worship Hiranyagarbha and get excellent boons from him; then kill this vicious Indra, guilty of the sin Brahmahattyâ. Worship the auspicious Creator calmly and carefully. The four-faced Brahmâ then will be pleased and grant you your desired boon. First please the Creator of indomitable prowess, from Whose womb has sprung all this Universe, and get, then, immortality from Him. Then kill that guilty Indra, my enemy. O Son! My feeling of enmity due to the killing of my son reigns always in my mind; I cannot go to sleep peacefully nor do I get peace in any way. The vicious Indra killed my son; O Vritra! What more shall I say to you; I am merged in the ocean of sorrows; save me.”
3	55-60	Vyâsa said :-- O King! Thus hearing his father's words, Vritrâsura became inflamed with anger and, getting his permission, set out gladly to practise Tapasyâ. He then went to the Gandhamâdan mountain and performed his bath in the holy and auspicious river Mandâ Kinî, and, preparing a Sthirâsan, took his seat in the Kus'â grass, to practise the tapasyâ. He left off gradually taking his food, then subsisted on water only and remained engaged in Yoga; and, seated in Sthirâsan meditated incessantly on Prajâpati, the Creator of this Universe. Indra, on the other hand, knowing Vritrâsura engaged in tapasyâ became very anxious and sent to him Gandharvas, Yaksas, Pannagas, Kinnaras, Vidyâdharas, Apsarâs and other Deva messengers, all of unbounded vigour to create obstacles in his austerities. These Gandharvas and other Deva Yonies, expert in exercising magical spells, tried many ways and means and various gestures and postures to create disturbances in his penance; but that great ascetic Vritra, the son of Vis'vakarmâ did not swerve a bit from his meditative state.Here ends the Third Chapter of the Sixth Book on the defeat of the Deva army and on Vritra's tapasyâ in the Mahâpurânam S'rî Mad Devî Bhâgavatam of Eighteen Thousand verses by Maharsi Veda Vyâsa.
4	1-17	Vyâsa said :--- O King! The Suras that wanted to create hindrance in Vritra's tapasyâ, seeing him firmly resolved, became disappointed in the fulfilment of their objects and returned to their own abodes. Thus full one hundred years passed away. The four-faced Brahmâ, the Grandsire of the Lokas, came there mounted on his carrier the Swan, and said :-- “O Vritra! Be happy; now quit your meditation and ask boon; I will grant you the boon that you choose. O Child! Your body has become very lean and thin through your penance. I am now very pleased to see your this very hard tapasyâ. Welfare be to you. Now ask the boon that you desire.” Vyâsa said :-- O King! Hearing thus the clearly distinct nectar-like sweet words of the Creator Brahmâ, Vritra shed tears of joy and suddenly stood up. And going to him, bowed down gladly before His feet, and, with folded hands, spoke to Him, Who is desirous to grant him boons, in a tremulous voice. O Lord! Today I have been fortunate to see Thee who art generally seen with great difficulty; and I have acquired thus the posts of all the Devas; O Lotus-seated One! I have got an insatiable desire burning within me. Thou art omniscient, Thou knowest everything; still I am speaking out my mind. O Lord! Grant that my death does not occur with iron, wood, dry or wet substances or with bamboos or any other weapons and let my strength and valour be increased very much in the battle; for, then, I will be unconquerable by all the Devas with alltheir armies. Vyâsa said :-- O King! Thus prayed for, Brahmâ said to him smiling :-- “O Child! get up; I grant that your desired boon will always be fulfilled; now go to your own place. Your death won't occur with dry or wet substances or with stones or wood. I say this truly unto you.” Thus granting the boon, Brahmâ went to His Brahmâloka. Vritra, too, became very glad on receiving his desired object, and returned to his own abode. The highly intelligent Vritra informed the father about the boon granted to him; Vis'vakarmâ became very glad to hear it. O highly fortunate One! Let all bliss and good fortune come unto you; kill Indra, my greatest enemy. Go and kill the murderer of my son Tris'irâ, the vicious Indra and return to me. Be victorious in the battle and become the Lord of all the Devas and remove my mental agony due to the killing of my son. A son becomes then really a son when he obeys the commands of his father and when he feeds plentifully good many people on the Srâddha day (after his father's death) and when he offers Pinda at Gayâ. Therefore, O Son! Keep my words and try to remove my sorrows. Know this as certain that Tris'irâ never vanishes from my mind. Tris'irâ was very truthful, amiable and good-natured; he was an ascetic and foremost amongst the Vedic scholars. The wicked Indra killed my dear son without any offence.
4	18-33	Vyâsa said :-- O King! Hearing the father's words, that extremely indomitable Vritrâsura mounted on his chariot and quickly got out of his father's house. The proud Asura, then, marched to the battle, accompanied with his vast army, to the sounding of the conch-shells and war drums. Vritra, versed in politics and morals, exhorted his soldiers before marching and said :-- “To-day we will kill Indra and possess the kingdom of the Immortals, freed of all enemies.” O King! Thus, accompanied by his soldiers, and raising a tremendous war-cry terrifying to the Devas, the Asura set out for battle. O Bhârata! The King of the Devas, knowing that the Asura is quite at hand, became overwhelmed with terror and ordered at once the soldiers to be ready for the battle and called quickly all the Lokapâlas and sent them all for the battle. The highly lustrous Indra, the tormentor of the foes, arrayed his troops in order according to Gridhra Vyûha (the method in which the vultures arrange themselves while flying) and stayed there. On the other hand Vritra, the slayer of enemies, dashed unto that place with all swiftness. A dreadful fight then ensued between the Devas and Dânavas; the two parties, desirous to get victory over the other, fought awfully hard. When the blaze of the battle fire shone to a very high pitch, the Devas dropped with sorrow while the Asuras becameexcited with joy. The Devas and Dânavas struck each other with Tomaras, Bhindipâlas, axes, Paras'us, Pattis'as, and various other weapons. When the dreadful battle rose to a high pitch causing horripilation, Vritra became very angry and suddenly caught hold of Indra and denuding him of all clothes and armours swallowed him; he, then, remembering his former enmity, became very glad and stayed there. When Indra was thus devoured by Vritra, the Devas were overwhelmed with terror and cried out frequently, with great distress :-- “O Indra! O Indra!” All the Devas became very dejected and grieved in their hearts to see Indra denuded of his armour and clothes in the belly of Vritra and bowed down to Brihaspati and said :-- “O Indra of the Brâhmans! You are our best Guru what are we to do now? Though the gods tried their best to save Indra still Vritra has devoured him. We are all powerless, what can we do without Indra? O Lord! Perform quickly magic spells (Abhichâra process) which will lead to our Indra's liberation.”
4	34	Brihaspati said :-- “O Suras! The king of the gods is swallowed by Vritra, he has been quite disabled; but Indra is living in his bowels; attempt therefore must be made that he comes out while living.”
4	35-54	Vyâsa said :-- O King! The Devas became very anxious to see Indra in that plight and took all the ways and means carefully how he might be freed. Then they created a state tending to cause yawning, very powerful and irresistible and calculated to destroy one's enemy. Vritrâsura then yawned and his mouth got widely opened and extended. In the meanwhile Indra, the destroyer of one's enemies' strength, contracted all his limbs and came out of the expanded mouth of the Asura and fell down. Since that time, this state of yawning has become prevalent amongst the beings. The Devas were all glad to see Indra thus come out. When Indra thus got out, he fought again with Vritra for
4	10	,
4	000	years (Ajuta years). The fight was very dreadful, causing horripilation. On one side all the Devas joined in the battle; on the other side, the pre-eminently powerful Vritra, the son of Vis'vakarmâ fought. When Vritrâsura got more and more energy in the battle, Indra became gradually dwindled and was at last defeated. Indra became very much grieved when he found himself defeated; the Devas also were very dejected to see this. Indra and the other Devas quitted the battle-field and fled away. Vritrâsura too, quickly arrived and occupied the Heavens. Vritra began to enjoy by force the Heavenly gardens and took the Airâvata elephant. O King! The Asura, the son of Tvastâ, took away all Vimânas (the self-moving chariots of gods), Uchchais'rava, the best of horses, the heavenly cow, the giver of desires, the Pârijâta tree, the Apsarâs, and all other jewels of the Heavens. The Devas, on the other hand, deprived of their shares in sacrificesand driven away from their Heavens, suffered very much. Vritrâsura became puffed up with vanity, when he got possession of the Heavens. Vis'vakarmâ, too, became very happy at that time and began to enjoy pleasures along with his son. O Bharata! The Devas, then, united with the Munis and they began to consult about their own welfare. When the Devas took Indra with them and went to Mahâ Deva in the Mount Kailâs'a and bowed down to His feet very humbly and, with folded hands, spoke thus :-- O Deva of the Devas! O Mahâ Deva! Thou art the Mahes'vara and the unbounded Ocean of  Mercy! We are defeated by Vritrâsura and we are very much terrified. Save us, O S'ambhu! Thou dost good to all the beings; dost thou tell us, therefore, truly what are we to do now, when that powerful Dânava has dispossessed us of our Heavens. O Mahes'a! Now dislodged, where are we to go? We are not finding any remedy by which our miseries can be destroyed. O Bhûta Bhâvana! We are very much pained; help us; O merciful One! That Vritrâsura has become intoxicated with vanity due to his being granted the boon. Therefore destroy him.
4	55-57	S'ankara said :-- “O Devas! We will keep Brahmâ in the front and let all of us go to the residence of Hari and there consult with Him how to destroy this unruly Vritra. The Janârdana Vâsudeva is fully capable to do all actions. He is powerful, knower of pretexts, highly intelligent, ocean of mercy, and fit to be asked by all for protection. Without Him, the Deva of the Devas, no success is possible in any action. Therefore all of us ought to go there for the success in our undertaking.”
4	58-62	Vyasa said :-- O King! Thus settling their plan of action, Indra and other Devas took S'ankara and Brahmâ with them and went to the abode of Hari, who protects all and is gracious to His devotees. They, then, began to chant Purusasûkta hymns to Him and thus they praised the God Hari, the Guru of this Universe. The Janârdan Hari, the Lord of Kamalâ, then, appeared before them and, after showing his respect, addressed them thus :-- O Lord of the several Lokas! What have brought you all together with Brahmâ and S'ankara hither? O best of Suras! Please tell me the reason of your coming here. Vyasa said :-- O King! Thus hearing Hari's words, the Devas could not reply anything; rather almost all of them remained with an anxious look with their hands folded, overwhelmed with cares.Here ends the Fourth Chapter of the Sixth Book on the defeat of the Devas by Vritra in the Mahâ Purânam S'rî Mad Devî Bhâgavatam of Eighteen Thousand verses by Maharsi Veda Vyâsa.
5	1-5	Vyâsa said :-- O King! Nârâyana, the Lord of Laksmî, and Knower of the essences of all subjects, seeing the Devas extremely attached to him and anxious, spoke to them thus :-- O Suras! Why have you kept silent? Tell me why you have all come, let it be good or bad, tell me; I will try to remove your miseries. The Devas said :-- O Lord! Is there anything unknown to you in this Triloki; You know everything; why then art Thou asking us again and again? In ancient times You in your Dwarf incarnation overspread the three worlds by Your three feet and thus bound the King Vali in his own premises and gave over the sovereignty over the Devas to Indra. O All Pervading One! It is You who deluded the Daityas and procured nectar for the Devas, and it is You who sent them to the house of Death. Therefore, O Lord! You are the one and only one that is capable in warding off all the evils that befall on the Devas.
