Adhyaya_no	Brahmana_no	Text_no	Hymn
1	2	16	Now, when they take the Vasatîvarî water  (into the havirdhâna shed) by the front door, the Neshtri takes in the Parisrut-liquor by the back door. From the south they bring in the drinking vessels. The Adhvaryu, seated in front of the axle, with his face towards the west, draws the cups of Soma; and the Neshtri, seated behind the axle, with his face towards the east, draws the cups of Surâ. The Adhvaryu draws a cup of Soma, the Neshtri a cup of Surâ; the Adhvaryu draws a cup of Soma, the Neshtri a cup of Surâ: in this way they draw them alternately.
1	2	17	Neither does the Adhvaryu hold the Soma-cup beyond the axle towards the back, nor the Neshtri the Surâ-cup beyond the axle towards the front, thinking, 'Lest we should confound light and darkness!'
1	2	18	The Adhvaryu holds the Soma-cup just over the axle, and the Neshtri the Surâ-cup just belowthe axle, with , 'United ye are: unite me with happiness!' Thinking, 'Lest we should say "evil",' they withdraw them again, with, 'Disunited ye are: disunite me from evil!' Even as one might tear a single reed from a clump of reed-grass, so do they thereby tear him from out of all evil: there is not in him so much sin as the point of a grass-blade. They deposit the two (cups each time on the mounds).
1	2	19	Thereupon the Adhvaryu draws the Madhu-graha (honey-cup) in a golden vessel, and deposits it in the middle of the Soma-grahas. He then draws the Ukthya, then the Dhruva. And when, at the last chant (of the evening press feast ), he has poured those Soma-grahas one by one into the cups of the officiating priests, they make offering and drink them. At the midday-pressing it is told regarding the honey-cup, and the cups of Surâ: thereof then .
1	3	1	At the Agnishtoma (Sâman ) he seizes a (victim) for Agni, for the Agnishtoma (i.e. 'Agni'spraise ) is Agni: he thereby wins Agni. For the Ukthas  he seizes one for Indra and Agni; for the hymns (uktha) relate to Indra and Agni : the hymns he thereby wins. For the Shodasi n he seizes one for Indra; for the Shodasin is Indra: the Shodasin (Indra) he thereby wins.
1	3	2	For the seventeenth (or seventeenfold) stotra  he seizes one for Sarasvatî: thereby, while there is no over-night performance , it is yet made like the night (performance); for he who offers the Vâgapeyawins Pragâpati, and Pragâpati is the year: by that (victim) for Sarasvatî he now wins the night: hence, while there is no night performance, it is made like the night.
1	3	3	Thereupon he seizes a spotted sterile cow for the Victorious Maruts; for the spotted sterile cow is this (earth): whatever food, rooted and rootless, is here established on her, thereby she is a spotted cow. Now, he who offers the Vâgapeya wins food, for vâga-peya  doubtless means the same as anna-peya (food and drink); and the Maruts are the peasants, and the peasants are food (for the noble). 'To the Victorious (Maruts)!' he says, even for the sake of victory. It is difficult to obtain an invitatory and offering prayer containing the word 'victorious:' if he should be unable to obtain such as contain the word 'victorious,' any other two verses to the Maruts will do. Difficult to obtain also is a spotted sterile cow: if he cannot obtain a spotted sterile cow, any other sterile cow will do.
1	3	4	The course of procedure thereof (is as follows). When the Hotri recites after the Mâhendra libation, then let them proceed with (the offering of) her omentum, for that, the Mâhendra , is Indra's special (nishkevalya) libation; and his also are the Nishkevalya-stotra and Nishkevalya-sastra. Now the sacrificer is Indra: thus he thereby puts strength into the sacrificer in the very middle (of the sacrifice):that is why they should proceed with her omentum at that particular time.
1	3	5	They cook the portions  in two lots. Of the one lot thereof, after making an 'under-layer' of ghee (clarified butter) in the guhû spoon, he makes two cuttings from each (portion), bastes them once, and replenishes with ghee (the empty places of) the cuttings. Thereupon he makes one cutting from each into the upabhrit spoon, bastes them twice, but does not replenish (the places of) the cuttings. Now, when of the one lot (of portions) he makes two cuttings from each, thereby that (sterile cow) becomes whole; and when he proceeds with those (portions), thereby he wins the divine race. He then presents the (other) half to the human kind: and thereby he wins the human kind (people, vis).
1	3	6	But let him not do it in this wise; for verily he who departs from the path of the sacrifice, stumbles; and he who does it in this wise certainly departs from the path of the sacrifice. Hence when they proceed with the omenta of the other victims, only then let them proceed with the omentum of that (cow). They cook the portions in one lot, and do not present any to the human kind.
1	3	7	He then seizes seventeen victims for Pragâpati. They are all hornless, all dark-grey , all (uncastrated) males; for he who offers the Vâgapeya, wins Pragâpati; but Pragâpati is food, and the victim (cattle) is food: he thus wins Pragâpati. And Pragâpati is Soma, and the victim is the visible Soma: he thus wins the visible Pragâpati. There are seventeen (victims), because Pragâpati is seventeenfold: he thus wins Pragâpati.
1	3	8	Now, they are all hornless;--for man is nearest to Pragâpati, and he is hornless, unhorned; and Pragâpati also is hornless, unhorned; and these (victims) belong to Pragâpati: therefore they are all hornless.
1	3	9	They are all dark-grey. Now, the dark-grey has two forms, the light hair and the black; and a couple means a productive pair, and Pragâpati (the lord of generation) represents productiveness, and those (victims) belong to Pragâpati: therefore they are all dark-grey.
1	3	10	They are all males;--for the male means productiveness, and Pragâpati represents productiveness: hence they are all males. Difficult to obtain are victims with these perfections: if he cannot obtain them (all) with these perfections, even some with these perfections will do; for verily Pragâpati is everything here.
1	3	11	Now, some seize the last (victim) for Vâk (Speech), thinking, 'If there be anything beyond Pragâpati, that is Speech: we thus win Speech.' But let him not do it in this wise; for Pragâpati is everything here,--these worlds and everything there is;--whatever speech speaks in these worlds, that speech he wins: therefore he need not heed this.
1	3	12	The course of procedure regarding these (victims is as follows). When the Maitrâvaruna recites after the Vâmadevya , let them then proceedwith their omenta; for the Vâmadevya means productiveness, and Pragâpati means productiveness, and these (victims) belong to Pragâpati: therefore let them proceed with their omenta at that time.
1	3	13	And (when) the after-offerings have been performed, and the spoons have not yet been shifted (separated) , then they proceed with the (chief) oblations of those (victims). That (point in the performance) is the end, and Pragâpati is the end: thus he wins Pragâpati at the very end. But were he to proceed therewith sooner, it would be just as if a man had already gone the way he still intends to go,--and where would he be after that ?--thereforethey proceed with their (chief) oblations at that time.
1	3	14	But let him not do it in this wise for he who departs from the path of the sacrifice stumbles; and he who does it in this wise certainly departs from the path of the sacrifice. Hence whenever they proceed with the omenta of the other victims, let them at the same time proceed with the omenta of these; and whenever they proceed with the (chief) oblations of the other victims, let them at the same time proceed with the oblations of these. There is but one invitatory prayer, and one offering prayer; for (these offerings) belong to one deity. He says (to the Maitrâvaruna), 'To Pragâpati'--saying this (name) in a low voice--'recite the invitatory prayer for the offering of the bucks!'--'To Pragâpati' saying this in a low voice--'urge the ready-standing offering of the bucks!' and as the Vashat is uttered, he makes the offering.
1	4	1	At the midday Soma-feast he consecrates (the Sacrificer) by sprinkling; and at the midday Soma-feast they run a race; for, verily, Pragâpati is that sacrifice  which is here performed, and from which these creatures have been produced,--and indeed, they are even now produced after this one: thus he thereby wins Pragâpati in the very centre (of the sacrifice).
1	4	2	The Mâhendra cup being not yet drawn,--forthat, the Mâhendra, is Indra's special (nishkevalya) cup, and so also are his that Nishkevalya-stotra and Nishkevalya-sastra; and the Sacrificer is Indra: thus he consecrates him at his own dwelling-place. Hence, the Mâhendra cup being not yet drawn,--
1	4	3	He takes down the chariot , with , 'Thou art Indra's thunderbolt;' for the chariot is indeed a thunderbolt, and the sacrificer is Indra: therefore he says, 'Thou art Indra's thunderbolt;'--'a winner of wealth,' for the chariot is indeed a winner of wealth;--'May this one win wealth by thee!'--wealth means food: 'may this one gain food by thee,' is what he thereby says.
1	4	4	That chariot, seized by the pole, he turns (from left to right) so as to make it stand inside the vedi , with, 'In the winning of wealth, the great Mother'--wealth means food: 'in the winning of food, the great Mother'--is what he thereby says;--'Aditi by name, we praise with speech;' now Aditi is this earth: therefore he says, 'Aditi by name, we praise with speech,'--'whereon all this being hath settled;' for indeed thereon all being here is settled;--'thereon may the divine Savitri prosper our stay!' whereby he means to say, 'thereon may the divine Savitri prosper our Sacrificer!'
1	4	5	He then sprinkles the horses with water, either when being led down to be watered, or when broughtup after being watered. Now in the beginning the horse was produced from the water; while being produced from the water, it was produced incomplete, for it was indeed produced incomplete: hence it does not stand on all its feet, but it stands lifting one foot on each side. Thus what then was left behind of it in the water, therewith he now completes it, and makes it whole: therefore he sprinkles the horses with water, either when being led down to be watered, or when brought up after being watered.
1	4	6	He sprinkles them, with , 'Within the waters is ambrosia, in the waters is medicine: at the praises of the waters may ye wax strong, ye horses!' And with this also, 'O divine waters, what rushing, high-peaked, wealth-winning wave ye have, therewith may this one win wealth!' wealth is food: he thus says, 'May he thereby gain food!'
1	4	7	He then yokes (the team of) the chariot. The right horse he yokes (puts to) first; for in human (practice) they indeed put to the left horse first, but with the gods in this way.
1	4	8	He yokes it, with , Either the wind, or thought--'for there is nothing swifter than the wind, and nothing swifter than thought:' therefore he says, 'Either the wind, or thought;--'(or) the seven and twenty Gandharvas ,they yoked the horse at first;' for the Gandharvas indeed yoked the horse at first: 'May they who yoked the horse at first yoke thee!' this he thereby says they;--'laid speed into him,'--he thereby says, 'May they who laid speed into it, lay speed into thee!'
1	4	9	He then yokes the left horse, with , 'Become thou swift as the wind, O courser, being yoked!'--thereby he says, 'Become quick as the wind, O courser, being yoked;'--'be thou as Indra's right (steed) in beauty!'--he thereby says, 'Even as Indra's right (steed) for beauty, so be thou that of the sacrificer for beauty!'--'May the all-knowing Maruts yoke thee!' he thereby says, 'may gods yoke thee!'--'May Tvashtri lay speed into thy feet!' in this there is nothing obscure. He then yokes the right side-horse; for in human (practice) they indeed yoke the left side-horse first, but with the gods in this way.
1	4	10	He yokes it, with , 'What speed hath been secretly laid into thee, O courser, and what (speed), bestowed on the eagle, went along in the wind;'--he thereby says, 'what speed of thine, O courser, is hidden away even elsewhere, therewith win this our sacrifice, Pragâpati!'--'with that strength be thou strong and wealth-winning for us, O courser, and victorious at the gathering!'--wealth means food: he thus means to say, 'And be thou a food-winner for us at this oursacrifice, at the gathering of the gods win thou this sacrifice, Pragâpati!'
1	4	11	Now only those three (horses) are yoked, for what is threefold belongs to the gods, and this (sacrifice is) with the gods. Alongside the yoke (laid) on the side-horse  goes a fourth (horse), for that one is human. When he is about to give that (chariot to the Adhvaryu), he gives it after yoking the fourth (horse) thereto. Hence also at any other sacrifice only those three (horses) are yoked; for what is threefold belongs to the gods, and this (sacrifice is) with the gods. Alongside the yoke of the side-horse goes a fourth (horse), for that one is human. When he is about to give that (chariot) away, he gives it after yoking the fourth (horse) thereto.
1	4	12	He now takes out material for a wild-rice pap of seventeen plates for Brihaspati; for he who offers the Vâgapeya wins food,--vâga-peya being doubtless the same as anna-peya (food and drink): thus whatever food he has thereby won, that he now prepares for him.
1	4	13	And as to why it belongs to Brihaspati:--Brihaspati won it in the beginning, therefore it belongs to Brihaspati.
1	4	14	And why it is prepared of wild rice:--Brihaspati is the Brahman (priesthood), and those wild-rice grains are cooked with the Brahman (prayer),--therefore it is of wild rice. It is one of seventeen plates,because Pragâpati is seventeenfold: he thus wins Pragâpati.
1	4	15	He makes the horses smell it, with 'Ye coursers--;' for horses are coursers (vâgin): therefore he says, 'Ye coursers,'--'wealth-winners,'--wealth is food: 'food-winners' he thereby says;--'starting upon the course;' for they are about to run a race;--'smell ye Brihaspati's portion!' for this indeed is Brihaspati's portion: therefore he says, 'smell ye Brihaspati's portion!' And why he makes the horses smell it: he thinks, 'may I win Him !' therefore he makes the horses smell it.
1	5	1	Now when they run a race, he thereby wins this same (terrestrial) world. And when the Brahman sings a Sâman on the cart-wheel set up on (a post) reaching to his navel, he thereby wins the air-world. And when he erects the sacrificial post, he thereby wins the world of the gods. Hence that threefold performance.
1	5	2	The Brahman mounts a cart-wheel, set up on (a post) as high as his navel , with , 'At the impulse (sava) of the god Savitri, of true impulsion, may I ascend unto the highest heaven of Brihaspati!' thus, if a Brâhmana sacrifices; for Brihaspati is the Brahman (priesthood, or sanctity), and the Brâhmana is the Brahman.
1	5	3	And if a Râganya sacrifices, (he does so) with, 'At the impulse of the divine Savitri, of true impulsion, may I ascend unto the highest heaven of Indra!' for Indra is the Kshatra (nobility, or power), and the Râganya is the Kshatra.
1	5	4	Thrice he sings the Sâman . Having thrice sung it, he descends with, 'At the impulse of the divine Savitri, of true impulsion, I have ascended unto the highest heaven of Brihaspati!'--thus, if a Brâhmana sacrifices, for Brihaspati is the Brahman, and the Brâhmana is the Brahman.
1	5	5	And if a Râganya sacrifices,--with, 'At the impulse of the divine Savitri, of true impulsion, I have ascended unto the highest heaven of Indra!' for Indra is the Kshatra, and the Râganya is the Kshatra.
1	5	6	They put up seventeen drums along the edge of the altar, from the Âgnîdhra backwards (towardsthe west); for he who offers the Vâgapeya wins Pragâpati; but Pragâpati is speech, and that doubtless is the supreme speech which is (the outcome) of seventeen drums: he thus wins the supreme speech, the supreme Pragâpati. Seventeen there are, because Pragâpati is seventeenfold: he thus wins Pragâpati.
1	5	7	One of these drums he (the Brahman) beats (while praying) with a sacrificial formula: thereby all of them become beaten with a sacrificial formula.
1	5	8	He beats it with , 'O Brihaspati, win the race! lift ye up your voice unto Brihaspati: make ye Brihaspati win the race!' thus, if a Brâhmana sacrifices; for Brihaspati is the Brahman, and the Brâhmana is the Brahman.
1	5	9	And if a Râganya sacrifices, (he does so) with, 'O Indra, win the race! lift ye up your voice unto Indra: make ye Indra win the race!' for Indra is the Kshatra, and the Râganya is the Kshatra.
1	5	10	And when those race-running chariots  have come up again, he takes down one of those drums with a sacrificial formula; whereby they all become taken down with a formula.
1	5	11	He takes it down, with , 'This hath been your true concord whereby ye (drums) have caused Brihaspati to win the race;--Brihaspati ye have caused to win the race: be released, ye wood-lords!' thus, if a Brâhmanasacrifices; for Brihaspati is the Brahman, and the Brâhmana is the Brahman.
1	5	12	And if a Râganya sacrifices, with, 'This hath been your true concord whereby ye have caused Indra to twin the race;--Indra ye have caused to win the race: be released, ye wood-lords!' for Indra is the Kshatra, and the Râganya is the Kshatra.
1	5	13	A Râganya then  shoots seventeen arrow's ranges northwards from the edge of the altar; for as much as is one arrow's range, so much is Pragâpati crosswise; and as much as are seventeen arrow's ranges, so much is Pragâpati lengthwise.
1	5	14	And as to why a Râganya shoots,--he, the Râganya is most manifestly of Pragâpati (the lord of creatures): hence, while being one, he rules over many; and because 'pragâpati' has four syllables, and 'râganya ' also has four syllables, therefore a Râganya shoots. He shoots seventeen arrow's ranges, because Pragâpati is seventeenfold: he thereby wins Pragâpati.
1	5	15	And whichever (horse) he yokes with a formula, up to that the Sacrificer now steps , with , 'At the impulse of the divine Savitri,of true impulsion, may I win the race of the race-winning Brihaspati!'
1	5	16	And even as then Brihaspati hasted up to Savitri for his impulsion,--Savitri being the impeller among the gods--saying, 'Impel this for me: impelled by thee, may I win this!' and Savitri, as the impeller, impelled it for him, and impelled by Savitri, he won; in like manner does he thereby haste up to Savitri for his impulsion,--Savitri being the impeller among the gods,--saying, 'Impel this for me: impelled by thee, may I win!' and Savitri, as the impeller, impels it for him, and impelled by Savitri he wins.
1	5	17	And if a pupil of the Adhvaryu's or some (other) theological student were to know that prayer, stepping up he makes (the Sacrificer) say, 'O coursers!'--for horses are indeed coursers: therefore he says, 'O coursers'--'wealth-winners!' for wealth is food: 'food-winners' he thereby says;--'keeping the roads,' for they indeed run keeping (within) the roads;--'measuring the stages;' for measuring the stages they run over the course;--'go ye to the winning-post!' In order that the evil-doers, the Rakshas, may not hurt them midways, he thus says this.--They run the race, they beat the drums, and he (the Brahman) sings the Sâman.
1	5	18	He (the Adhvaryu) then  either offers or addresses (the horses) with those two gagatî-verses: whether he offers, or whether he addresses (thehorses), the significance (of the performance) is the same.
1	5	19	He offers, with , 'That courser speedeth after the whip, fettered at the neck and shoulder and mouth: may Dadhikrâ win according to his power; may he run along the windings of the roads, hail!'
1	5	20	, 'And of him, the running, speeding, there fanneth like the wing of the eager bird,--as of the gliding eagle,--about the breast of Dadhikrâvan passing along with might, hail!'
1	5	21	He then either offers or addresses (the horses) with the following tristich: this is twofold, because he either offers or addresses. Whether he offers, or addresses (the horses), the significance is the same: he thereby speeds those running horses, imbues them with energy. There are here three earths, namely this one, and two beyond it: these he thereby wins.
1	5	22	He addresses , 'Auspicious be the coursers unto us at the invocations in the divine service, running their measured course, with beautiful song; swallowing the dragon, the wolf, the evil spirits: may they ever keep away from us affliction!'
1	5	23	, 'Those racers, wont to hear the calls, may they all hear our call, the coursers running their measured course: they, the winners of thousands, eager to win at the winning of oblations, who have carried off great gain in the contests.'
1	5	24	, 'Inevery race, help us, ye racers, at the prizes, ye wise, immortal knowers of the divine law: drink of this mead, be gladdened, and satisfied walk ye on the paths trodden by the gods!'
1	5	25	He then  steps over against (the horses) with the Bârhaspatya pap, and touches it; for he who offers the Vâgapeya wins food, since 'vâga-peya' is the same as 'anna-peya:' whatever food he has thus gained that he now, having reached that goal, brings in contact with himself, puts within himself.
1	5	26	He touches it, with , 'May gain of wealth come to me!' wealth means food: he thus says, 'May gain of food come (accrue) to me;'--'May these two, Heaven and Earth, the all-shaped, come to me!' for Pragâpati is Heaven and Earth;--'May father and mother come to me!' for Pragâpati is both father and mother;--'May Soma come to me with immortality!' for Pragâpati is Soma.
1	5	27	He makes the horses smell it, with, 'Ye coursers!' for horses are coursers: therefore he says, 'Ye coursers! wealth-winners!' wealth is food: 'food-winners' he thereby says;--'having run the course--' for 'starting (upon the course)' he said before, as then they were indeed starting; but now he says, 'having run,' for they indeed have run (the race): therefore he says, 'having run;'--'smell ye Brihaspati's portion--' for this is Brihaspati's portion: therefore he says, 'Smell ye Brihaspati's portion;'--'taking (it) in!' whereby. he imbues the Sacrificer with energy. And as to whyhe makes the horses smell,--he made them smell before, thinking, 'May I win this (world);' and now (he does so) thinking, 'I have won this (world) that is why he makes the horses smell.
1	5	28	Now on one of those race-running (rival) chariots there has been standing either a Vaisya, or a Râganya; he now sits down on the northern hip of the altar. Thereupon the Adhvaryu and Sacrificer, taking the honey-cup, step out by the front, door (of the cart-shed), and place it in the Vaisya's, or Râganya's, hand. And the Neshtri, taking the cups of Surâ, steps out by the back door. He walks round by the back of the hall, and placing one (of the cups) in the Vaisya's, or Râganya's, hand, he says, 'With this I buy Him of thee!' For the Soma is truth, prosperity, light; and the Surâ is untruth, misery, darkness: he thus imbues the Sacrificer with truth, prosperity, and light; and smites the Vaisya with untruth, misery, and darkness;--whatever benefit (or enjoyment) he desires, he obtains for himself by those (cups of Surâ). But that cup of honey he presents to the Brahman, together with the golden vessel. In presenting it to the Brahman, he imbues himself with immortal life; for gold is immortal life;--and whatsoever benefit he desires that he thereby obtains for himself.
2	1	1	Thereupon, taking the clipping-spoon (sruva) and the pot for melting butter, he goes to the Âhavanîya fire. He either offers those twelve âptis , or makes (the Sacrificer) pronounce (theformulas). Whether he offers, or makes him pronounce (the formulas), the significance is the same.
2	1	2	He offers, with , 'To the ally, hail!--To the good ally, hail!--To the after-born, hail!--To the purpose, hail!--To the Vasu, hail!--To the Lord of day, hail!--To the failing day, hail!--To the failing one, sprung from the evanescent, hail!--To the evanescent one, sprung from the terminal, hail!--To the terminal descendant of being, hail!--To the Lord of being, hail!--To the over-lord, hail!' These twelve âptis (obtainments) he offers, because there are twelve months in the year, and Pragâpati is the year, and the sacrifice is Pragâpati: hence whatever obtainment, whatever accomplishment there is for him , that he thereby wins, that he makes his own.
2	1	3	He then either offers six kliptis , or makes (the Sacrificer) pronounce them. Whether he offers, or makes him pronounce them, the significance is the same.
2	1	4	He makes him pronounce , 'May the life prosper through sacrifice!--May the breath prosper through sacrifice!--May the eye prosper through sacrifice!--May the ear prosper through sacrifice!--May the back prosper through sacrifice!--May the sacrificeprosper through sacrifice!' These six kliptis he makes him pronounce, because there are six seasons in the year, and Pragâpati is the year, and the sacrifice is Pragâpati: thus whatever success, whatever accomplishment there is for him, that he thereby wins, that he makes his own.
2	1	5	The sacrificial post is eight-cornered; for the Gâyatrî metre has eight syllables, and the Gâyatrî is Agni's metre: he thereby wins the world of the gods. The post is either wrapt up, or bound up, in seventeen cloths; for Pragâpati is seventeenfold: he thus wins Pragâpati.
2	1	6	There is a wheaten head-piece  on it; for man is nearest to Pragâpati, and he is skinless . And among plants wheat comes nearest to man, (for) it has no skin: thus he thereby wins the world of men.
2	1	7	The post has a hollow (at the top), and is not pointed at the end; for the hollow is sacred to the Fathers: he thus gains the world of the Fathers. It is seventeen cubits long, for Pragâpati is seventeen-fold: he thus wins Pragâpati.
2	1	8	Thereupon the Neshtri, being about to lead up the (Sacrificer's) wife, makes her wrap round herself, over the garment of consecration, a cloth, or skirt, made of Kusa grass ; for she, the wife, is the hindpart of the sacrifice ; and he wishes her, thus coming forward, to propitiate the sacrifice. But impure is that part of woman which is below the navel, and pure are the plants of (Kusa) grass: thus having, by means of those plants of (Kusa) grass, made pure whatever part of her is impure, he causes her to propitiate the sacrifice, while coming forward. This is why the Neshtri, being about to lead up the wife, makes her wrap round herself, over the garment of consecration, a cloth, or skirt, made of Kusa grass.
