Adhyaya_no	Brahmana_no	Text_no	Hymn
1	3	1	He now prepares two strainers (pavitra) , with the text : 'Purifiers (or strainers, pavitra) are ye, and belonging to Vishnu!' For Vishnu is the sacrifice; so that he thereby says, 'You belong to the sacrifice.'
1	3	2	Two there are of them: for means of cleansing (pavitra) is this (wind) which here ventilates (pavate); and this, it is true, ventilates as one only; but on entering into man, it becomes a forward and a backward one, and they are these two, to wit, the prâna (breathing out) and the udâna (breathing up or in)  . And as this (clarifying process) takes placein accordance with the measure of that (process of breathing), therefore there are two (strainers).
1	3	3	There may also be three: for the vyâna (or pervading vital air)  is a third (kind of breathing); but in reality there are only two. Having then strained the sprinkling water  with these two (strainers), he sprinkles with it. The reason why he strains it with the two (strainers) is this:
1	3	4	Vritra in truth lay covering all this (space) which here extends between heaven and earth, And because he lay covering (vri) all this, therefore his name is Vritra.
1	3	5	Him Indra slew. He being slain flowed forth stinking in all directions towards the water; for in every direction lies the ocean. And in consequence of this, some of the waters became disgusted, and, rising higher and higher, flowed over: whence (sprung) these grasses (of which the strainers are made; for they represent the water which was not putrified. With the other (water), however, somematter has become mixed up, inasmuch as the putrid Vritra flowed into it. This he now removes from it by means of these two strainers; whereupon he sprinkles with the (sacrificially) pure water. This is the reason why he strains it through them.
1	3	6	He strains it, with the text  'By the impulse of Savitri I purify thee with this flawless purifier (or ventilator, pavitra), with the rays of the sun!' For Savitri is the impeller (prasavitri) of the gods, so that he strains this (water) as one impelled by Savitri. 'With this flawless purifier (ventilator, pavitra),' he says, because this (wind) which here ventilates (or purifies, pavate) is a flawless purifier. 'With the rays of the sun,' he says, because they, the rays of the sun, are certainly purifying; and for this reason he says, 'With the rays of the sun.'
1	3	7	Having taken it (the water with the ladle) in his left hand, he makes it spirt upwards with his right hand, and eulogises and glorifies it, with the text : 'Shining (or divine) waters! ye the first-going, the first-drinking  ones!' For the waters are shining; and for this reason he says, 'Shining waters!' 'First-going,' he calls them, because they flow towards the sea and are therefore going in front (or forwards). 'First-drinking,' he calls them, because they are the first that drink of king Soma  and are therefore 'drinking first.' And further: 'Forward now lead this sacrifice ,forward the Lord of Sacrifice, the liberal, god-loving Lord of Sacrifice!' whereby he says, 'Well (lead) the sacrifice, well the sacrificer!'
1	3	8	And further : 'You Indra chose (for his companions) in the battle against Vritra!' For Indra, when he was battling with Vritra, did choose them (the waters) and with their help he killed him; and for this reason he says, 'You Indra chose in the battle against Vritra!'
1	3	9	'You chose Indra in the battle against Vritra!' for they, too, chose Indra when he was battling with Vritra, and with them he killed him: therefore he says, 'You chose Indra in the battle against Vritra!'
1	3	10	And further : 'Consecrated by sprinkling are ye!' With these words he makes amends to them . He then sprinkles the (first) oblation . One and the same meaning applies to the (whole process of) sprinkling, viz. he thereby makes sacrificially pure that (which he sprinkles).
1	3	11	He sprinkles, with the text : 'Thee, agreeable to Agni, I sprinkle!' Thus for whichever deity the oblation is intended, for that one he thereby renders it sacrificially pure. When he has in the same way as before sprinkled (all) the oblations,--
1	3	12	He then sprinkles the sacrificial vessels ,with the text , 'Be ye pure for the divine work, for the sacrifice to the gods!' for it is for the divine work, the sacrifice to the gods, that he consecrates them. 'Whatever, that belongs to you, the impure have defiled by touching, that I hereby purify for you!' For whatever belonging to them some impure one--either a carpenter or some other impure person--has on this occasion desecrated by touching, that he thereby renders sacrificially pure for them by means of the water; and therefore he says, 'Whatever, that belongs to you, the impure have defiled by touching, that I hereby purify for you !'
1	4	1	He now takes the black antelope skin , for completeness of the sacrifice. For once upon a time the sacrifice escaped the gods, and having become a black antelope roamed about. The gods having thereupon found it and stripped it of its skin, they brought it (the skin) away with them.
1	4	2	Its white and black hairs represent the Rik-verses and the Sâman-verses; to wit, the white the Sâman and the black the Rik; or conversely, the black the Sâman and the white the Rik. The brown and the yellow ones, on the other hand, represent the Yagus-texts.
1	4	3	Now this same threefold science is the sacrifice; that manifold form, that (varying) colour of this (science) is what is (represented by) this black antelope skin. For the completeness of the sacrifice (he takes the skin): hence the rite of initiation (for the Soma-sacrifice) is likewise performed on the black antelope skin;--for the completion of the sacrifice: hence it is also used for husking and bruising (the rice) on, in order that nothing of the oblation may get spilt; and that, if any grain or flour should now be spilt on it, the sacrifice would still remain securely established in the sacrifice. For this reason it is used for husking and bruising upon.
1	4	4	He thus takes the black antelope skin, with the text : 'Bliss-bestowing (sarman) art thou!' For karman ('hide') is the name of that (skin of the) black deer used among men, but sarman (bliss) is (that used) among the gods; and for this reason he says, 'Bliss-bestowing art thou!' He shakes it, with the text , 'Shaken off is the Rakshas, shaken off are the enemies!' whereby he repels from it the evil spirits, the Rakshas. He shakes it whilst holding it apart from the vessels ; whereby he shakes off whatever impure matter there may have been on it.
1	4	5	He spreads it (on the ground with the hairy side upwards, and) with its neck-part turned to the west , with the text : 'The skin of Aditi art thou! May Aditi acknowledge thee!' For Aditi is this earth, and whatever is on her, that serves as a skin to her: for this reason he says, 'The skin of Aditi art thou!' And 'may Aditi acknowledge thee!' he says, because one who is related (to another) acknowledges (him). Thereby he establishes a mutual understanding between her and the black antelope skin, (thinking) 'they will not hurt each other.' While it is still being held down with his left hand,--
1	4	6	He at once takes the mortar with his right hand, fearing lest the evil spirits, the Rakshas, might rush in here in the meantime. For the priest (brâhmana)  is the repeller of the Rakshas: therefore, whilst it is still being held down with his left hand,--
1	4	7	He puts the mortar (on it), with the text : 'A wooden stone (adri) art thou!'or 'A broad-bottomed stone (grâvan) art thou!' For, just as there (in the Soma-sacrifice) they press king Soma out with stones (grâvan), thus here also he prepares the oblation (haviryagña) by means of the mortar and pestle, and the large and small mill-stones . Now 'stones (adrayah)' is the common name of these, and therefore he says, 'a stone art thou.' And 'wooden,' he calls it, because this one (the mortar) really is made of wood . Or, he says, 'a broad-bottomed stone (grâvan) art thou,' because it is both a stone and broad-bottomed. He adds: 'May Aditi's skin acknowledge (receive) thee!' whereby he establishes a mutual understanding between it (the mortar) and the black antelope skin, thinking: 'they will not injure each other.'
1	4	8	He then pours the (two portions of) rice (from the winnowing basket into the mortar), with the text : 'Thou art the body of Agni, thou the releaser of speech!' For it is (material for) sacrifice, and hence (by being offered in the fire) it becomes Agni's body. 'The releaser of speech,' he adds, because he now releases that speech which he restrained when he was about to take the rice (from the cart). The reason why he now releases his speech, is that the sacrifice has now obtained a firm footing in the mortar, that it has become diffused; and for this reason he says, 'the releaser of speech!'
1	4	9	Should he, however (by some accident), utter any human sound before this time, let him in that case mutter some Rik or Yagus-text addressed to Vishnu ; for Vishnu is the sacrifice, so that he thereby again obtains a hold on the sacrifice, and penance is thereby done by him (for not keeping silent). He adds: 'For the pleasure of the gods I seize thee!' for the oblation is taken with the intention 'that it shall gladden the gods.'
1	4	10	He now takes the pestle, with the text , 'A large, wooden stone art thou!' for it is a large stone, and made of wood, too. He thrusts it down, with the text , 'Do thou prepare this oblation for the gods ! do thou prepare it thoroughly!' thereby saying, 'Get this oblation ready for the gods! get it quite ready!'
1	4	11	He then calls the Havishkrit  (preparer of the sacrificial food), 'Havishkrit, come hither! Havishkrit, come hither!' The Havishkrit  no doubt is speech, so that he thereby frees speech fromrestraint. And speech, moreover, represents sacrifice , so that he thereby again calls the sacrifice to him.
1	4	12	Now there are four different forms of this call, viz. 'come hither (ehi)!' in the case of a Brâhman; 'approach (âgahi)!' and 'hasten hither (âdrava)!' in the case of a Vaisya and a member of the military caste (râganyabandhu ); and 'run hither (âdhâva)!' in that of a Sûdra. On this occasion he uses the call that belongs to a Brâhman, because that one is best adapted for a sacrifice, and is besides the most gentle:. let him therefore say, 'come hither (ehi)!'
1	4	13	Now in former times it was no other than the wife (of the sacrificer) who rose at this (call, to act) as Havishkrit; therefore now also (she or) some one (priest)  rises in answer to this call. And at the time when he (the Adhvaryu) calls the Havishkrit, one of the priests  beats the two mill-stones.[paragraph continues] The reason why they produce this discordant noise, is this:
1	4	14	Manu was in possession of a bull . Into him had entered an Asura-killing, foe-killing voice; and by his snorting and roaring the Asuras and Rakshas were continually being crushed. Thereupon the Asuras said to one another: 'Evil, alas! this bull inflicts upon us! how can we possibly destroy him?' Now Kilâta and Âkuli were the two priests (brahman) of the Asuras.
1	4	15	These two said, 'God-fearing, they say, is Manu: let us two then ascertain!' They then went to him and said: 'Manu! we will sacrifice for thee!' He said: 'Wherewith?' They said: 'With this bull!' He said: 'So be it!' On his (the bull's) being killed the voice went from him.
1	4	16	It entered into Manâvî, the wife of Manu; and when they heard her speak, the Asuras and Rakshas were continually being crushed. Thereupon the Asuras said to one another: 'Hereby even greater evil is inflicted on us, for the human voice speaks more!' Kilâta and Âkuli then said: 'God-fearing, they say, is Manu: let us then ascertain!' They went to him and said: 'Manu! we will sacrifice for thee!' He said: 'Wherewith?'[paragraph continues] They said: 'With this thy wife!' He said: 'So be it!' And on her being killed that voice went from her.
1	4	17	It entered into the sacrifice itself, into the sacrificial vessels; and thence those two (Asura priests) were unable to expel it. This same Asura-killing, foe-killing voice sounds forth (from the millstones when they are beaten with the wedge). And for whomsoever that knows this, they produce this discordant noise on the present occasion, his enemies are rendered very miserable.
1	4	18	He beats the mill-stones with the wedge, with the text : 'A honey-tongued cock (kukkuta ) art thou (O wedge)!' For honey-tongued indeed was he (the bull) for the gods, and poison-tongued for the Asuras: hence he thereby says: 'What thou wert for the gods, that be thou for us!' He adds: 'Sap and strength do thou call hither! with thy help may we conquer in every battle!' In these words there is nothing that is obscure.
1	4	19	Thereupon  he (the Adhvaryu) takes the winnowing basket, with the text : 'Rain-grown art thou!' For rain-grown it is indeed, whether it be made of reeds or of cane or of rushes, since it is the rain that makes these grow.
1	4	20	He then pours out the (threshed) rice (from the mortar into the winnowing basket), with the text : 'May the rain-grown acknowledge (receive) thee!' For rain-grown also are these (grains), whether they be rice or barley, since it is the rain that makes them grow. By these words he establishes an understanding between them and the winnowing basket, in the hope 'that they will not injure each other.'
1	4	21	He now winnows (the rice), with the text : 'Cleared off is the Rakshas! cleared off are the evil-doers!' The husks (which have fallen on the ground) he throws away , with the text , 'Expelled is the Rakshas!' for those evil spirits, the Rakshas, he thereby expels.
1	4	22	He then separates (the husked grains from the unhusked), with the text : 'May the wind separate you!' For it is that wind (which is produced by the winnowing) which here purifies (or blows, pavate); and it is the wind that separates everything here (on earth) that undergoes separation: therefore it also separates here those (two kinds of grain) from each other. Now when they are undergoing this process, and whilst he is separating  (the husked, so as to drop them into a pot),--
1	4	23	He addresses (those in the pot) thus : 'May the divine Savitri, the golden-handed, receive you with a flawless  hand!' By this he says: 'May they be well received!' He then cleans them thrice ; for threefold is the sacrifice.
1	4	24	Here now some clean them with the formula: 'For the gods get clean! for the gods get clean!' But let him not do so: for this oblation is intended for some particular deity; and if he were to say, 'For the gods get clean!' he would make it one intended for all the deities, and would thereby raise a quarrel among the deities. Let him therefore do the cleaning silently!
2	1	1	Now the one (viz. the Âgnîdhra) puts the potsherds on (the Gârhapatya fire); the other (viz. the Adhvaryu) the two mill-stones (on the black antelope skin): these two acts are done simultaneously. The reason why they are done simultaneously (is this):
2	1	2	The head of this sacrifice is (represented by) the rice-cake : for those potsherds (kapâla), no doubt, are to this (rice-cake) what the skull bones (kapâla) are to the head, and the ground rice isnothing else than the brain. Now this (combination of skull and brain) certainly forms one limb: 'Let us put that (which is) one together! Let us make it one!' thus they think; and therefore the two acts are done simultaneously.
2	1	3	He who puts the potsherds on (the fire), takes the shovelling-stick (upavesha), with the text : 'Bold (dhrishti) art thou!' For since with it he, as it were, attacks the fire boldly, therefore it is called dhrishti . And since with it he touches (the coals) at the sacrifice, since with it he attends to (upa-vish) this (Gârhapatya fire), therefore it is called upavesha.
2	1	4	With it he shifts the coals to the fore-part  (of the khara or hearth-mound), with the text : 'O fire! cast off the fire that eateth raw flesh! drive away the corpse-eating one!' For the raw flesh-eating (fire) is the one with which men cook what they eat; and the corpse-eating one is that on which they burn (the dead) man: these two he thereby expels from it (the Gârhapatya).
2	1	5	He now pulls toward himself  one coal, with the text : 'Bring hither that (fire) which maketh offerings to the gods!' He thinks: 'On that (fire), which makes offerings to the gods, wewill cook the oblations! on that one we will perform the sacrifice!' and for this reason he pulls (one of the coals) toward himself.
2	1	6	On it he places the central potsherd . Forthe gods, when they were performing sacrifice, were in fear of a disturbance from the Asuras and Rakshas. They were afraid lest those evil spirits, the Rakshas, might rise from below them. Now Agni (fire) is the repeller of the Rakshas, and for this reason he thus places (the potsherd) on it. The reason why it is just this (coal) and no other (on which the potsherd is put) is, that this one, having been consecrated by the (above) sacrificial formula, is sacrificially pure: that is why he places the central potsherd on it.
2	1	7	He puts it on, with the text : 'Thou art firm; make thou the earth firm!' For under the form of the earth he renders this same (sacrifice) firm; by it he chases away the spiteful enemy. He adds: 'Thee, devoted to the Brahman, devoted to the kshatra, devoted to the (sacrificer's) kinsmen, I put on for the destruction of the enemy!' Manifold, indeed, are the prayers for blessing in the sacrificial texts (yagus): by this one he prays for the priestly and military orders, those two towers of strength (vi rye, energies) . 'Thee, devoted to the (sacrificer's) kinsmen,' he says, because kinsmen mean wealth, and wealth he thereby prays for. When he says, 'I put thee on for the destruction of the enemy,' whether or not he wishes to exorcise, let him say, 'for the destruction of soand so!' The moment it (the potsherd) has been put down (and while it is still being touched) with the (fore-)finger of his left hand,--
2	1	8	He seizes a (second) coal, lest the evil spirits, the Rakshas, should in the meantime rush in here. For the Brâhman is the repeller of the Rakshas : hence, the moment it (the potsherd) has been put down (and while it is still being touched) with the finger of his left hand,--
2	1	9	He pushes the coal on it, with the text : 'Accept, O Agni, this holy work (brahman) !' He says this, lest the evil spirits, the Rakshas, should rush in here before; for Agni is the repeller of the Rakshas: this is the reason why he pushes it on (the potsherd).
2	1	10	He then puts on that (potsherd) which is (to stand) behind (or west of the first or central one), with the text : 'A support art thou! make firm the aërial region!' Under the form of the atmosphere he makes this (sacrifice) firm; by this he chases away the spiteful enemy. He adds: 'Thee, devoted to the brahman, devoted to the kshatra, devoted to the (sacrificer's) kinsmen, I put on for the destruction of the enemy!'
2	1	11	He then puts on that one which is (to stand) before (i.e. east of the first potsherd), with the text : 'A stay art thou! do thou make firm the sky!' Under the form of the sky he makes this same (sacrifice) firm; by it he chases away the spiteful enemy. He adds: 'Thee, devoted to the brahman, devoted to the kshatra, devoted to the kinsmen, I put on for the destruction of the enemy!'
2	1	12	He now puts on the one that is (to stand) on the right (i.e. south of the first), with the text : 'For all the regions I put thee on!' What fourth (world) there is or is not beyond these (three) worlds, by that indeed he thereby chases away the spiteful enemy. Uncertain, no doubt, is what fourth (world) there is or is not beyond these (three) worlds, and uncertain also are all those regions; for this reason he says, 'For all the regions I put thee on!' The remaining potsherds he puts on  either silently, or with the text : 'Layer-forming are ye! heap-forming are ye!'
2	1	13	He then covers them over with (hot) coals, whilst muttering the text : 'May ye be heated with the heat of the Bhrigus and[paragraph continues] Aṅgiras !' for it is indeed the brightest light, that of the Bhrigus and Aṅgiras. He covers them with the view that 'they shall be well heated.'
2	1	14	Now he  who puts the two mill-stones on (the black antelope skin), (in the first place) takes up the black antelope skin, with the text : 'Bliss-bestowing art thou!' He shakes it, with the text (ib.): 'Shaken off is the Rakshas, shaken off are the enemies!' the import and application of which is the same . He spreads it (on the ground) with the neck-part turned towards west, whilst muttering the text (ib.): 'The skin of Aditi (the inviolate or boundless earth) art thou! May Aditi acknowledge (receive) thee!' the import (of this formula) being the same .
2	1	15	He then puts the lower mill-stone on it, with the text : 'A rock-bowl art thou! May the skin of Aditi acknowledge thee!' for it is a bowl (dhishanâ) and a rock too; and by saying, 'May the skin of Aditi acknowledge thee,' he establishes an understanding between it and the black antelope skin, so that 'they will not hurt each other.' This one (the lower mill-stone) represents the earth.
2	1	16	He now puts upon (the west side of) it the wedge  with its point turned towards north, whilstmuttering the text : 'The stay of the sky art thou!' that is to say, it represents the atmosphere; for by means of the atmospheric region those two, the sky and the earth, are firmly kept asunder; and for this reason he says, 'The stay of the sky art thou!'
2	1	17	He then puts the upper mill-stone on (the lower one), with the text : 'A rock-born bowl art thou! May the rock acknowledge thee!' For this one being smaller is, as it were, the daughter (of the lower mill-stone) ; for this reason he calls it 'rock-born.' 'May the rock acknowledge thee!' he says, because one of the same kin acknowledges (receives the other): thereby he establishes an understanding between those two millstones, thinking 'they will not hurt one another!' This one, as it were, represents the sky; (or) the two mill-stones are, as it were, the two jaws, and the wedge is the tongue: that is why he beats (the mill-stones) with the wedge , for it is with the tongue that one speaks.
2	1	18	He now pours the rice on (the lower stone), with the text : 'Grain (dhânyam) art thou! do thou gratify (dhi)  the gods!' for it isgrain; and it is with the intention 'that it may gratify the gods' that the rice-oblation is taken.
2	1	19	He then grinds it, with the text : 'For out-breathing (I grind) thee! for in-breathing thee! for through-breathing (pervading vital air)  thee! May I impart a long duration to the life (of the sacrificer) !' He pours it (the ground rice on the skin), with the text (ib.): 'May the divine Savitri, the golden-handed, receive thee with a flawless hand !' 'For his (the sacrificer's) eye (I look at) thee !'
2	1	20	The reason why he thus grinds it, is that the sacrificial food of the gods is living, is amrita (ambrosia, or not dead) for the immortals. Now with the mortar and pestle, and with the two millstones they kill this rice-offering (haviryagña).
2	1	21	When he now says: 'For out-breathing thee! for in-breathing thee!' he thereby again imparts out-breathing and in-breathing (to it), and by saying 'for through-breathing thee!' he imparts through-breathing (to it). By 'may I impart a long duration to the life!' he bestows life on it. By 'may the divine Savitri, the golden-handed, receive thee with a flawlesshand!' he says: 'May they be well received!' By 'for the eye thee!' he bestows eye-sight on it. Now these (attributes) are those of a living being; and thus that sacrificial food for the gods is indeed living, is amrita (ambrosia, or not dead) for the immortals. This is the reason why he thus grinds (the rice). (Whilst) they are grinding the (ground) grains , (and whilst) they are heating the potsherds,--
2	1	22	Some one  pours clarified butter (into the âgyasthâlî, or butter-pot). Now whatever oblation, in being taken, is announced to a (particular) deity, that belongs to the respective deity, that he takes with a special prayer; but in taking this oblation, to wit, the butter, he does not announce it to any particular deity, and therefore takes it with an undefined formula, viz. with : 'Juice of the great ones art thou!' For 'the great ones' some (take to be) a name for the cows; and their juice indeed it is: for this reason he says, 'The juice of the great ones art thou!' And thus, moreover, is some of that (butter) taken with a sacrificial formula: and for this reason also he says, 'The juice of the great ones art thou!'
2	2	1	He pours (the ground rice) into that which contains the strainers--viz. into a dish (pâtrî) on which he has laid the two strainers--with the text : 'At the impulse of the divine Savitri I pour thee out, with the arms of the Asvins, with the hands of Pûshan!' The import of this formula is the same .
2	2	2	He now sits down somewhere inside the altar (vedi) . Then some one (viz. the Âgnîdhra) comes with the kneading-water  and brings it to him. He (the Adhvaryu) receives it through the strainers, with the text : 'Let the waters mingle with the plants!' for thereby the water unites with the plants, viz. with the ground rice,--'The plants with the sap!' for the plants thereby unite with the sap; viz. that ground rice with the water, for water is their sap,--'The shining (or wealthy ones) with the moving!' for the shining ones are the waters, and the moving ones are the plants, and these two are thereby mixed together,--'Let the sweet mingle with the sweet!' whereby he says, 'let the savoury be mixed with the savoury!'
2	2	3	He then mixes (the two) together, with the text : 'For generation I unite thee!' for, in order that it (the dough or the sacrificial cake prepared from it) may bring offspring to the sacrificer,for his prosperity, for food, and so on,--for these reasons he mixes them together. And he also mixes them together with the intention of placing it (the dough) on (the fire): hence, in order that it (the sacrificial cake) may be produced over the fire, for that purpose also he mixes them together.
2	2	4	He now divides it into two halves, if there be two oblations: at the full-moon sacrifice there really are two oblations. He then touches them,--where (by so doing) he would not again mix (the two) together,--with the (respective) formulas : 'This to Agni!' 'This to Agni-Soma!' Separately indeed they take that sacrificial food (from the cart) in the first place ; then they thresh it together, then they grind it together, then he again divides it: for this reason he thus touches (them separately). The one (the Adhvaryu) now places the cake over (the fire), the other (the Âgnîdhra) puts the clarified butter on:
2	2	5	These two acts are done simultaneously. The reason why these two acts are done simultaneously is that one half of the body of the sacrifice no doubt is that butter, and the other half is this rice-offering. 'That half and this half, these two let us now take to the fire!' thus (they think): for this reason those two acts are done simultaneously, and thus this body of the sacrifice is joined together.
2	2	6	That one (the Âgnîdhra) puts the butter on, with the text : 'For sap--thee!' When he says 'for sap thee!' he says it for the sake of rain; therefore he takes it off again, with the text : 'For juice--thee!' What juice isderived (by the plants) from the rain, for that he says this.
2	2	7	Now he (the Adhvaryu) puts on (adhi-vrig) the cake, with the text : 'Heat (or a hot vessel, gharma) art thou!' whereby he makes it (a means of) sacrifice, and puts it on in the same (way as if he were putting the (pravargya) cauldron gharma)  on,--'Life-sustaining (visvâyus)!' he adds, whereby he obtains life (for the sacrificer).
2	2	8	He spreads it (over the respective potsherds), with the text : 'Spread widely, thou wide-spreading one!' whereby he causes it to spread. He adds: 'May thy Lord of Sacrifice spread widely (prosper)!' Lord of Sacrifice, namely, is the sacrificer: hence it is for the sacrificer that he thereby prays for blessing.
2	2	9	Let him not make it too broad; for he would make it a human (profane, common cake), if he were to make it (too) broad. Unlucky for (or, excluded from) the sacrifice indeed is that one, to wit, the common (cake). 'That I may not do anything thatis unlucky at the sacrifice,' thus (he thinks, and) for that reason he should not make it too broad.
2	2	10	And some now say: 'He should make it of the size of a horse's hoof!' But who knows how large is a horse's hoof? Let him make it of such a size as in his own mind he does not think would be too broad.
