Adhyaya_no	Brahmana_no	Text_no	Hymn
1	2	2	'His, the all-embracer's child, the Eye,'--from out of that (all-embracing) form, the Sun, he fashioned the eye;--'the rains, the offspring of the eye,'--from out of the eye he fashioned the rainy season;--'the Gagatî, the daughter of the rains,'--from out of the rainy season he fashioned the Gagatî metre;--'from the Gagatî the Riksama,'--from out of the Gagatî metre he fashioned the Riksama hymn-tune ;--'from the Riksamathe Sukra,'--from out of the Riksama-sâman he fashioned the Sukra-graha;--'from the Sukra the Saptadasa,'--from out of the Sukra cup he fashioned the seventeen-versed hymn-form;--'from the Saptadasa the Vairûpa,'--from out of the Saptadasa-stoma he fashioned the Vairûpa-prishtha.
1	2	3	'The Rishi Gamadagni,'--the Rishi Gamadagni, doubtless, is the eye: inasmuch as thereby the world of the living (gagat) sees and thinks, therefore the Rishi Gamadagni is the eye.--'By thee, taken by Pragâpati,'--that is, 'by thee, created by Pragâpati,'--'I take the eye for my descendants,' therewith he introduced the eye from behind. Separately he lays down (these ten bricks): what separate desires there are in the eye those he thereby lays into it. Only once he settles them: he thereby makes this eye one; but were he to settle them each separately, he assuredly would cut the eye asunder. This is a threefold brick: the meaning of this has been explained.
1	2	4	And on the left (upper, north) side, with , 'This, on the upper side, heaven,'--in the upper sphere, doubtless, are the regions (quarters); and as to why he speaks of them as being 'on the upper (left) side,' the regions, indeed,are above everything here. And as to why he says, 'heaven (or, the light),' the regions, indeed, are the heavenly world (or world of light). The regions, having become the ear, remained above: it is that form he now bestows (on Agni).
1	2	5	'Its, heaven's, child, the Ear,'--from out of that form, the regions, he fashioned the ear;--'the autumn, the daughter of the ear,'--from out of the ear he fashioned the autumn season;--'Anushtubh, the daughter of the autumn,'--from out of the autumn season he fashioned the Anushtubh metre;--'from the Anushtubh the Aida,'--from out of the Anushtubh metre he fashioned the Aida-sâman ;--'from the Aida the Manthin,'--from out of the Aida-sâman he fashioned the Manthin cup;--'from the Manthin the Ekavimsa,'--from out of the Manthi-graha he fashioned the twenty-one-versed hymn-form;--'from the Ekavimsa the Vairâga,'--from out of the Ekavimsa-stoma he fashioned the Vairâga-prishtha.
1	2	6	'The Rishi Visvâmitra,'--the Rishi Visvâmitra ('all-friend'), doubtless, is the ear: because therewith one hears in every direction, and because there is a friend (mitra) to it on every side, therefore the ear is the Rishi Visvâmitra.--'By thee, taken by Pragâpati,'--that is, 'by thee, erected by Pragâpati;'--'I take the ear for my descendants,' --therewith he introduced the ear from the left (or upper) side. Separately he lays down (these bricks): what separate desires there are in the ear, those he thereby lays into it. Only once he settles them: he thereby makes the ear one; but were he to settle them each separately, he assuredly would cut the ear asunder. This is a threefold brick: the meaning of this has been explained.
1	2	7	Then in the centre, with , 'This one, above, the mind,'--above, doubtless, is the moon; and as to why he speaks of him as (being) 'above,' the moon is indeed above; and as to why he says, 'the mind,' the mind (mati), doubtless, is speech, for by means of speech everything thinks (man) here . The moon, having become speech, remained above: it is that form he now bestows (on. Agni).
1	2	8	'Its, the mind's, daughter, Speech,'--from out of that form, the moon, he fashioned speech;--'Winter, the son of Speech,'--from out of speech he fashioned the winter season;--'Paṅkti, the daughter of Winter,'--from out of the winter season he fashioned the Paṅkti metre;--'from the Paṅkti the Nidhanavat,'--from out of the Paṅkti metre he fashioned the Nidhanavat-sâman ;--'from the Nidhanavat the Âgrayana,'--from out of the Nidhanavat-sâman he fashioned the Âgrayana cup;--'from the Âgrayana the Trinava and Trayastrimsa,'--from out of the Âgrayana-graha he fashioned the thrice-nine-versed and the three-and-thirty-versed hymn-forms;-- 'from the Trinava and Trayastrimsa the Sâkvara and Raivata,'--from out of the Trinava and Trayastrimsa-stomas he fashioned the Sâkvara and Raivata-prishthas .
1	2	9	'The Rishi Visvakarman,'--the Rishi Visvakarman ('the all-worker'), doubtless, is Speech, for by speech everything here is done: hence the Rishi Visvakarman is speech:--'By thee, taken by Pragâpati,'--that is, 'by thee, created by Pragâpati;'--'I take speech for my descendants,'--therewith he introduced speech from above. Separately he lays down (these bricks): what separate desires there are in speech, those he now lays into it. Only once he settles them: he thereby makes speech one; but were he to settle them each separately, he assuredly would cut speech asunder. This is a threefold brick: the meaning of this has been explained.
1	2	10	This, then, is that same food which both the vital airs and Pragâpati created: just so great indeed is the whole sacrifice, and the sacrifice is the food of the gods.
1	2	11	He lays them down by ten and ten,--of ten syllables consists the Virâg (metre), and the Virâg is all food: he thus bestows on him (Agni) the whole food. He puts them down on every side: on every side he thus bestows the whole food on him. And verily these same Virâg (verses) sustain those vital airs, and inasmuch as they sustain (bhri) the vital airs (prâna) they are called Prânabhritah.
1	3	1	As to this they say, 'What are the vital airs (prâna), and what the Prânabhritah?'--The vital airs are just the vital airs, and the Prânabhritah (holders of the vital airs) are the limbs, for the limbs do hold the vital airs. But, indeed, the vital airs are the vital airs, and the Prânabhrit is food, for food does uphold the vital airs.
1	3	2	As to this they say, 'How do all these (Prânabhrit-bricks) of him (Agni and the Sacrificer) come to be of Pragâpati's nature?'--Doubtless in that with all of them he says, 'By thee, taken by Pragâpati:' it is in this way, indeed, that they all come to be for him of Pragâpati's nature .
1	3	3	As to this they say, 'As they chant and recite for the cup when drawn, wherefore, then, does he put in verses and hymn-tunes  before (the drawing of) the cups?'--Doubtless, the completion of the sacrificial work has to be kept in view;--now with the opening hymn-verse the cup is drawn; and on the verse (rik) the tune (sâman) is sung: this means that he thereby puts in for him (Agni) both the verses and hymn-tunes before (the drawing of) the cups. And when after (the drawing of) the cups there are the chanting (of the Stotra) and the recitation (of the Sastra): this means that thereby he puts in for him both the stomas (hymn-forms) and the prishtha (sâmans) after (the drawing of) the cups .
1	3	4	As to this they say, 'If these three are done together--the soma-cup, the chant, and the recitation,--and he puts in only the soma-cup and the chant, how comes the recitation also in this case to be put (into the sacrificial work) for him ?' But, surely, what the chant is that is the recitation ; for on whatsoever (verses) they chant a tune, those same (verses) he (the Hotri) recites thereafter ; and in this way, indeed, the Sastra also comes in this case to be put in for him.
1	3	5	As to this they say, 'When he speaks first of three in the same way as of a father's son , how, then, does this correspond as regards the rile and sâman?' The sâman, doubtless, is the husband of the Rik; and hence were he also in their case to speak as of a father's son, it would be as if he spoke of him who is the husband, as of the son: therefore it corresponds as regards the rik and sâman. 'And why does he thrice carry on (the generation from father to son)?'--father, son, and grandson: it is these he thereby carries on; and therefore one and the same (man) offers (food) to them .
1	3	6	Those (bricks) which he lays down in front are the holders of the upward air (the breath, prâna); those behind are the eye-holders, the holders of the downward air (apâna) ; those on the right side are the mind-holders, the holders of the circulating air (vyâna); those on the left side are the ear-holders, the holders of the outward air (udâna); and those in the middle are the speech-holders, the holders of the pervading air (samâna).
1	3	7	Now the Karakâdhvaryus, indeed, lay down different (bricks) as holders of the downward air, of the circulating air, of the outward air, of the pervading air, as eye-holders, mind-holders, ear-holders, and speech-holders; but let him not do this, for they do what is excessive, and in this (our) way, indeed, all those forms are laid (into Agni).
1	3	8	Now, when he has laid down (the bricks) infront, he lays down those at the back (of the altar); for the upward air, becoming the downward air, passes along thus from the tips of the fingers; and the downward air, becoming the upward air, passes along thus from the tips of the toes: hence when, after laying down (the bricks) in front, he lays down those at the back, he thereby makes these two breathings continuous and connects them; whence these two breathings are continuous and connected.
1	3	9	And when he has laid down those on the right side, he lays down those on the left side; for the outward air, becoming the circulating air, passes along thus from the tips of the fingers ; and the circulating air, becoming the outward air, passes along thus from the tips of the fingers : hence when, after laying down (the bricks) on the right side, he lays down those on the left side, he thereby makes these two breathings continuous and connects them; whence these two breathings are continuous and connected.
1	3	10	And those (bricks) which he lays down in the centre are the vital air; he lays them down on the range of the two Retahsik (bricks), for the retahsik are the ribs, and the ribs are the middle: he thus lays the vital air into him (Agni and the Sacrificer) in the very middle (of the body). On every side he lays down (the central bricks) : in every part he thuslays vital air into him; and in the same way indeed that intestinal breath (channel) is turned all roundthe navel. He lays them down both lengthwise and crosswise , whence there are here in the body (channels of) the vital airs both lengthwise and crosswise. He lays them down touching each other: he thereby makes these vital airs continuous and connects them; whence these (channels of the) vital airs are continuous and connected.
1	4	1	Now some lay down (these bricks) so as to be in contact with the (gold) man, for he is the vital air, and him these (bricks) sustain; and because they sustain (bhri) the vital air (prâna), therefore they are called 'Prânabhritah.' Let him not do so: the vital air is indeed the same as that gold man, but this body of his extends to as far here as this fire (altar) has been marked out. Hence to whateverlimb of his these (breath-holders) were not to reach, that limb of his the vital air would not reach; and, to be sure, to whatever limb the vital air does not reach, that either dries up or withers away: let him therefore lay down these (bricks) so as to be in contact with the enclosing stones; and by those which he lays down in the middle this body of his is filled up, and they at least are not separated from him.
1	4	2	Here now they say, 'Whereas in (the formulas) "This one, in front, the existent--this one, on the right, the all-worker--this one, behind, the all-embracer--this, on the left, heaven--this one, above, the mind"--they (these bricks) are defined as exactly opposite the quarters, why, then, does he lay down these (bricks) in sidelong places ?' Well, the Prânabhritah are the vital airs; and if he were to place them exactly opposite the quarters, then this breath would only pass forward and backward; but inasmuch as he now lays down these (bricks) thus defined in sidelong places, therefore this breath, whilst being a backward and forward one, passes sideways along all the limbs and the whole body.
1	4	3	Now that Agni (the altar) is an animal, and (as such) he is even now made up whole and entire,--those (bricks) which he lays down in front are his fore-feet, and those behind are his thighs; and thosewhich he places in the middle are that body of his. He places these in the region of the two retahsik (bricks), for the retahsik are the ribs, and the ribs are the middle, and that body is in the middle (of the limbs). He places them all round, for that body extends all round.
1	4	4	Here now they say, 'Whereas in the first (four) sets he lays down a single stoma and a single prishtha each time, why, then, does he lay down here (in the centre) two stomas and two prishthas?' Well, this (central set) is his (Agni's) body: he thus makes the body (trunk) the best, the largest, the most vigorous of limbs ; whence that body is the best, the largest, and most vigorous of limbs.
1	4	5	Here now they say, 'How does that Agni of his become made up whole and entire in brick after brick?'--Well, the formula is the marrow, the brick the bone, the settling the flesh, the sûdadohas the skins, the formula of the purîsha (fillings of earth) the hair, and the purîsha the food: and thus indeed that Agni of his becomes made up whole and entire in brick after brick.
1	4	6	That Agni is possessed of all vital power: verily, whosoever knows that Agni to be possessed of all vital power (âyus), attains his full measure of life (âyus).
1	4	7	Now, then, as to the contraction and expansion (of the body). Now some cause the built (altar) in this way  to be possessed of (the power of) contraction and expansion: that Agni indeed is an animal;and when an animal contracts and expands its limbs, it develops strength by them.
1	4	8	'Thou art Samvatsara,--thou art Parivatsara,--thou art Idâvatsara,--thou art Idvatsara,--thou art Vatsara,--May thy dawns prosper !--may thy days and nights prosper!--may thy half-months prosper!--may thy months prosper!--may thy seasons prosper!--may thy year prosper!--For going and coming contract and expand thyself!--Of Eagle-build thou art: by that deity, Aṅgiras-like, lie thou steady !'
1	4	9	Sâtyâyani also once said, 'Some one heard (the sound)  of the cracking wings of the (altar)-when touched with this (formula): let him therefore by all means touch it therewith!'
1	4	10	And Svargit Nâgnagita or Nagnagit, the Gândhâra, once said, 'Contraction and expansion surely are the breath, for in whatever part of the body there is breath that it both contracts and expands; let him breathe upon it from outside when completely built: he thereby lays breath, the (power of) contraction and expansion, into it, and so it contracts and expands.' But indeed what he there said as to that contraction and expansion, it was only one of the princely order who said it; and assuredly were they to breathe upon it from outside a hundredtimes, or a thousand times, they could not lay breath into it. Whatever breath there is in the (main) body that alone is the breath: hence when he lays down the Prânabhritah (breath-holders), he thereby lays breath, the (power of) contraction and expansion, into it; and so it contracts and expands. He then lays down two Lokamprinâ (bricks) in that corner : the meaning of them (will be explained) further on . He throws loose earth (on the layer): the meaning of this (will be explained) further on .
2	1	1	He lays down the second layer. For now the gods, having laid down the first layer, mounted it. But, indeed, the first layer is this (terrestrial) world: it is this same world which, when completed, they mounted.
2	1	2	They spake, 'Meditate ye!'--whereby, doubtless, they meant to say, 'Seek ye a layer! Seek ye (to build) from hence upwards!' Whilst meditating, they saw this second layer: what there is above the earth, and on this side of the atmosphere, that world was to their mind, as it were, unfirm and unsettled.
2	1	3	They said to the Asvins, 'Ye two are Brahmans and physicians: lay ye down for us this second layer!'--'What will therefrom accrue unto us?--'Ye two shall be the Adhvaryus at this our Agnikityâ.'--'So be it!'--The Asvins laid down for them that second layer: whence they say, 'The Asvins are the Adhvaryus of the gods.'
2	1	4	He lays down , 'Thou art firmly-founded, firmly-seated, firm!' for what is steady and settled, that is firm. Now that world was to their minds, as it were, unfirm and unsettled: having thereby made it firm, steady, they (the Asvins) went on laying down (bricks).--'Seat thee fitly in thy firm seat!'--that is, 'Seat thee fitly in thy steady seat;'--'enjoying the first appearance of the Ukhya,'--the Ukhya, doubtless, is this Agni; and that first layer is indeed his first appearance: thus, 'enjoying that.'--'May the Asvins, the Adhvaryus, settle you here!' for the Asvins, as Adhvaryus, did lay down (this brick).
2	1	5	, 'Nest-like, fat, wise,'--a nest, as it were, is indeed the second layer ;--'seat thee in the soft seat of the earth!'--the second layer, no doubt, is the earth: thus, 'Sit on her pleasant seat!'--'May the Rudras, the Vasus sing thy praises!'--that is, 'May those deities sing thy praises!'--'Replenish them, O Brahman, for happiness!'--that is, 'Favour them, O Brahman, with a view to happiness.'--'May the Asvins, the Adhvaryus, settle thee here!' for the Asvins, as Adhvaryus, did lay down (this brick).
2	1	6	, 'By thine own powers seat thee here, a holder of powers,'--that is, 'By thy own energy seat thee here;'--'in the gods’ favour for high joy!' that is, 'for the favour of the gods, for great joy ;"--'be thou kind, as a father to his son!'--that is, 'As a father is gentle, kind, to his son, so be thou kind!'--'rest thou readily accessible with thy form!'--the form, doubtless, is the body: thus, 'rest thou with readily accessible body!'--'May the Asvins, the Adhvaryus, settle thee here!' for the Asvins, as Adhvaryus, did lay down (this brick).
2	1	7	, 'Thou art the earth's soil-cover,'--the first layer, doubtless, is the earth, and this, the second (layer) is, as it were, its soil-cover (purîsha)--'her sap , in truth,'--that is, 'her essence, in truth,'--'May the All-gods sing thy praises!'--that is, 'May all the gods sing thy praises!'--'Seat thee here, laden with stomas, and rich in fat!'--whatever hymn-forms he will be spreading (constructing) thereon by them this (brick) is laden with stomas ;--'Gain for us by sacrifice wealth (dravinâ, pl.) with offspring (adj. sing.)!'--that is, 'Gain for us, by sacrifice, wealth (dravinam, sing.) with offspring!'--'May the Asvins, the Adhvaryus, settle thee here!' for the Asvins, as Adhvaryus, did lay down (this brick).
2	1	8	These (bricks) are those regions (quarters); he places them on the range of the two retahsik (bricks), for the retahsik are these two (worlds): he thereby places the regions within these two (worlds), whence there are regions within these two (worlds). He lays down (these bricks) in every direction: he thus places the regions in all (the four) directions, whence the regions are in all directions.  on all sides so as to face each other : he therebymakes the regions on all sides face each other, and hence the regions on all sides face each other. He lays (the bricks) down separately, settles them separately, and pronounces the sûdadohas over them separately, for separate are the regions.
2	1	9	He then lays down the fifth regional (or Âsvinî brick). Now that region is the one above ; and that same region above, doubtless, is yonder sun: it is yonder sun he thus places thereon. He places this (brick) within the southern regional one : he thus places yonder sun within the southern region, and therefore he moves within the southern region.
2	1	10	, 'I settle thee upon the back of Aditi,'--Aditi doubtless is this (earth): it is upon her, as a foundation, that he thus founds him (Agni);--'the holderof the air, the supporter of the regions, the ruler of beings,'--for he (the sun) is indeed the holder of the air, the supporter of the regions, and the ruler of beings;--'thou art the wave, the drop, of water,'--the wave, doubtless, means the essence;--'Visvakarman is thy Rishi!'--Visvakarman (the all-shaper), doubtless, is Pragâpati: thus, 'Thou art fashioned by Pragâpati.'--'May the Asvins, the Adhvaryus, settle thee here!' for the Asvins, as Adhvaryus, did lay down (this brick).
2	1	11	Now as to why he lays down these Âsvinî (bricks). When Pragâpati had become relaxed (disjointed), the deities took him and went away in different directions. Now what part of him there was above the feet and below the waist, that part of him the two Asvins took and kept going away from him.
2	1	12	He said to them, 'Come to me and restore unto me that wherewith ye have gone away from me!'--'What will accrue to us therefrom?'--'That part of my body shall be sacred unto you!'--'So be it!' so the Asvins restored that (part) unto him.
2	1	13	Now these five Âsvinî (bricks) are that same (part) of his (Agni's) body; and when he now puts them into this (layer of the altar), he thereby restores to him what (part) of his body these (bricks) are: that is why he puts them into this (layer).
2	1	14	'Thou art firmly founded, firmly seated, firm,' he says, for whatsoever is steady and established that is firm. Now that part of his (Pragâpati-Agni's) body was, as it were, unsteady, unfirm; and having made it steady and firm they (the Asvins) restored it to him.
2	1	15	'Nestlike, fat, wise,' he says, for this indeedis as a nest for his body.--'By thine own powers seat thee here, a holder of powers,' he says, for they did make that (part) of him powerful.--'Thou art the Earth's soil-cover,' he says, for that (lower part) of his body is, as it were, in connection with the soil-cover. At the range of the Retahsik (he places the bricks),--the Retahsik are the ribs, for level with the ribs, as it were, is that (part) of his body. He places them on every side, for on every side the Asvins restored that (part) of his (Pragâpati's) body.
2	1	16	He then lays down two Ritavyâ  (seasonal bricks);--these two, the Ritavyâ, are the seasons (ritu): it is the seasons he thus bestows thereon. , 'Sukra and Suki, the two summer-seasons;'--these are the names of these two: it is with their names that he thus lays them down. There are two bricks, for a season consists of two months. He settles them once only: he thereby makes (the two months) one season.
2	1	17	And as to why he lays down these two in this (layer):--this Agni (fire-altar) is the year, and the year is these worlds. Now that part of him which is above the earth and below the atmosphere, is this second layer; and that same part of him (Agni, the year,) is the summer season. And when he lays down those two in this (layer), he thereby restores to him (Agni) that part of his body which these two are: this is why he lays down these two (bricks) in this (layer).
2	1	18	And, again, as to why he lays down these two in this (layer). This fire-altar is Pragâpati, and Pragâpati is the year. Now that (part) of him which is above the feet and below the waist is this second layer; and that same part of him is the summer season. Thus when he lays down those two in this (layer), he thereby restores to him that (part) of his body which these two ale: this is why he lays down these two (bricks) in this (layer).
2	2	1	He then lays down the Vaisvadevî (All-gods’ bricks). For this second layer is that one which the Asvins at that time laid down for them (the gods); and by laying it down they became everything here whatsoever there is here.
2	2	2	The gods spake, 'The Asvins have become everything here: think ye upon this as to how we also may share in it!' They said, 'Meditate ye (kit)!' whereby, no doubt, they meant to say, Seek ye a layer (kiti)! seek ye in what way we also may share in it!' whilst meditating, they saw these Vaisvadevî (All-gods’) bricks.
2	2	3	They said, 'The Asvins have become everything here: with the help of the Asvins let us lay down (bricks) along with the Asvins’ layer!' With the help of the Asvins they accordingly laid down (bricks) along with the Asvins’ layer, whence they call this the Asvins’ layer. Hence the end of these (bricks) is the same as that of the former ones; for they laid them down with the help of the Asvins along with the Asvins’ layer.
2	2	4	And, again, as to why he lays down the All-gods’ (bricks). These indeed are those same All-gods who saw this second layer, and who came nigh with that life-sap: it is them he thereby bestows, that is, all these creatures. He lays them down in the range of the Retahsik; for the Retahsik are these two (heaven and earth): within these two (worlds) he thus places creatures; whence there are creatures within these two (worlds). He places (bricks) on every side: he thus places creatures everywhere, whence there are creatures everywhere. He places them alongside of the regional ones : he thus places creatures in the regions (quarters); whence there are creatures in all the (four) quarters.
2	2	5	And, again, as to why he lays down the All-gods’ (bricks). When Pragâpati had become relaxed, all creatures went forth from the midst of him, from that birth-place of theirs. When that (central part) of his body had been restored, they entered him.
2	2	6	Now the Pragâpati who become relaxed is this very Agni (fire-altar) that is now being built up; and the creatures who went forth from the midst of him are these same All-gods’ bricks; and when he lays these down, he causes those creatures, which went forth from the midst of him, to enter him. In the range of the Retahsik (he places the Vaisvadevî bricks), for the Retahsik are the ribs, and the ribsare the middle: he thus causes the creatures to enter him in the very middle. He places them on all sides: on all sides he thus causes the creatures to enter him.
2	2	7	And, again, as to why he lays down the Vaisvadevî (bricks). At that time, when that (part) of his body had been restored, Pragâpati desired, 'May I create creatures, may I be reproduced!' Having entered into union with the seasons, the waters, the vital airs, the year, and the Asvins, he produced these creatures; and in like manner does this Sacrificer, by entering into union with those deities, now produce these creatures. Hence with all (of these bricks, the word) sagush ('in union with') recurs.
2	2	8	, 'In union with the seasons,'--he thereby produced the seasons, and having entered into union with the seasons he produced (creatures);--'in union with the ranges,'--the ranges, doubtless, are the waters, for by water everything is ranged (distributed or produced) here: having entered into union with the waters he produced (creatures);--'in union with the gods,'--he thereby produced the gods,--those who are called 'gods ;'--'in union with the life-sustaining gods,'--the life-sustaining gods, doubtless, are the vital airs, for by the vital airs everything living here is sustained; or, the life-sustaining gods are the metres, for by the metres (sacred writ) everything living is sustained here; having entered into union with the vital airs he produced creatures;-- 'for Agni Vaisvânara,'--Agni Vaisvânara ('belonging to all men'), doubtless, is the year: having entered into union with the year he produced creatures;--'May the Asvins, the Adhvaryus, settle thee here!'--having entered into union with the Asvins he produced creatures.
2	2	9	'In union with the Vasus,' he says on the right side: he thereby produced the Vasus;--'in union with the Rudras,' he says at the back: he thereby produced the Rudras;--'in union with the Âdityas,' he says on the left side: he thereby produced the Âdityas;--'in union with the All-gods,' he says upwards: he thereby produced the All-gods. These (bricks) have the same beginning and end, but are different in the middle: as to their having the same beginning and end, it is because having become united with the deities in front and behind, he produced creatures; and as to their being different in the middle, it is that each time he produced different creatures from within him.
2	3	1	He then lays down the Prânabhrit (bricks). For at that time the gods said, 'Meditate ye!' whereby, doubtless, they meant to say, 'Seek ye a layer!' Whilst meditating, they saw even that layer, the wind: they put it into that (fire-altar), and in like manner does he (the priest) now put it therein.
2	3	2	He lays down the Prânabhrits,--wind, doubtless, is breath: it is wind (air) he thus bestows Upon him (Agni). On the range of the Retahsik (they are placed); for the Retahsik are these two (worlds): it is within these two (worlds) that he thus places the wind; whence there is wind within these two (worlds). He places them on every side: he thus places wind on all sides, whence the wind is everywhere.  on every side to run in the same direction : he thus makes the wind everywhere (to blow) in the same direction, whence, having become united, it blows from all quarters in the same direction. He lays them down alongside of the regional (bricks) : he thereby places the wind in the regions, whence there is wind in all the regions.
2	3	3	And, again, as to why he lays down the Prânabhrits;--it is that he thereby bestows vital airs on these creatures. He places them so as not to be separated from the Vaisvadevîs: he thereby bestows vital airs not separated from the creatures. , 'Preserve mine up-breathing! Preserve my down-breathing! Preserve my through-breathing! Make mine eye shine far and wide! Make mine ear resound!' He thereby bestows on them properly constituted vital airs.
2	3	4	He then lays down the Apasyâ (bricks). For the gods, at that time, spake, 'Meditate ye!' whereby, doubtless, they meant to say, 'Seek ye a layer!' Whilst meditating, they saw even that layer, rain:they put it into that (fire-altar) and in like manner does he now put it therein.
2	3	5	He put on the Apasyâs; for rain is water (ap); it is rain he thereby puts into it (the altar; or into him, Agni). On the range of the Retahsik (he places them), for, the Retahsik being these two (worlds), it is on these two (worlds) that he thereby bestows rain, whence it rains therein. He places them on every side: he thus puts rain everywhere, whence it rains everywhere.  so as everywhere to run in the same direction : he thereby bestows rain (falling) everywhere in the same direction, whence the rain falls everywhere, and from all quarters, in the same direction. He places them alongside of those referring to the wind : he thereby puts rain into the wind, whence rain follows to whatever quarter the wind goes.
2	3	6	And, again, as to why he lays down Apasyâs,--he thereby puts water into the vital airs. He places them so as not to be separated from the Prânabhrits: he thus places the water so as not to be separate from the vital airs. Moreover, water is food: he thus introduces food not separated from (the channels of) the vital airs. , 'Make the waters swell! Quicken the plants! Bless thou the two-footed! Protect the four-footed! Draw thou rain from the sky!' He thereby puts water that is made fit, into those (vital airs).
2	3	7	He then lays down the Khandasyâ  (bricks) for the gods, at that time, spake, 'Meditate ye!' whereby, doubtless, they meant to say, 'Seek ye a layer!' Whilst meditating, they saw even that layer, cattle (or beasts): they put it therein, and, in like manner, does he now put it therein.
