01014.3	Queen of thy race is she, O King: to thee do we deliver her. Long with her kinsfolk may she sit, until her hair be white with age. 
01014.4	With Asita's and Kasyapa's and Gaya's incantation, thus As sisters pack within a chest, I bind and tie thy fortune up.
01015.1	Let the streams, flow together, let the winds and birds assembled come. Let this my sacrifice delight them always. I offer it with duly mixt oblation. 
01015.2	Come to my call, Blent Offerings, come ye very nigh. And, singers, do ye strengthen and increase this man. Hither come every animal: with this man let all wealth abide. 
01015.3	All river founts that blend their streams for ever inexhaustible— With all these confluent streams of mine we make abundant riches flow. 
01015.4	All streams of melted butter, and all streams of water and of milk With all these confluent streams of mine we make abundant riches flow.
01016.1	May potent Agni who destroys the demons bless and shelter us. From greedy fiends who rise in troops at night-time when the moon is dark. 
01016.2	Varuna's benison hath blessed the lead, and Agni strengthens it. Indra hath given me the lead: this verily repels the fiends. 
01016.3	This overcomes Vishkandha, -this drives the voracious fiends away: By means of this have I, o'erthrown all the Pisāchi's demon brood. 
01016.4	If thou destroy a cow of ours, a human being, or a steed, We pierce thee with this piece of lead so that thou mayst not slay our men.
01017.1	Those maidens there, the veins, who run their course in robes of ruddy hue, Must now stand quiet, reft of power, like sisters who are brother- less. 
01017.2	Stay still, thou upper vein, stay still, thou lower, stay, thou midmost one, The smallest one of all stands still: let the great vessel e'en be still. 
01017.3	Among a thousand vessels charged with blood, among a thousand veins, Even these the middlemost stand still and their extremities have rest. 
01017.4	A mighty rampart built of sand hath circled and encompassed you: Be still, and quietly take rest.
01018.1	We drive away the Spotted Hag, Misfortune, and Malignity: All blessings to our children then! We chase Malignity away. 
01018.2	Let Savitar, Mitra, Varuna, and Aryaman drive away Stinginess from both the hands and feet: May Favour, granting us her bounties, drive her off. The Gods created Favour for our happiness. 
01018.3	Each fearful sign upon thy body, in thyself, each inauspicious mark seen in thy hair, thy face, All this we drive away and banish with our speech. May Savitar the God graciously further thee.  
01018.4	Antelope-foot, and Bullock-tooth, Cow-terrifier, Vapour-form, The Licker, and the Spotted Hag, all these we drive away from us.
01019.1	Let not the piercers find us, nor let those who wound discover us. O Indra, make the arrows fall, turned, far from us, to every side. 
01019.2	Turned from us let the arrows fall, those shot and those that will be shot. Shafts of the Gods and shafts of men, strike and transfix mine enemies: 
01019.3	Whoever treateth us as foes, be he our own or strange to us, a kinsman or a foreigner, May Rudra with his arrows pierce and slay these enemies of mine.  
01019.4	The rival and non-rival, he who in his hatred curses us May all the deities injure him! My nearest, closest mail is prayer.
01020.1	May it glide harmless by in this our sacrifice, O Soma, God! Maruts, be gracious unto us. Let not disaster, let not malison find us out; let not abominable guiles discover us. 
01020.2	Mitra and Varuna, ye twain, turn carefully away from us The deadly dart that flies to-day, the missile of the wicked ones. 
01020.3	Ward off from this side and from that, O Varuna, the deadly dart: Give us thy great protection, turn the lethal weapon far away. 
01020.4	A mighty Ruler thus art thou, unconquered, vanquisher of foes, Even thou whose friend is never slain, whose friend is never over- come.
01021.1	Lord of the clans, giver of bliss, fiend-slayer, mighty o'er the foe, May Indra, Soma-drinker, go before us, Bull, who brings us peace. 
01021.2	Indra, subdue our enemies, lay low the men who fight with us: Down into nether darkness send the man who shows us enmity: 
01021.3	Strike down the fiend, strike down the foes, break thou asunder Vritra's jaws. O Indra, Vritra-slayer, quell the wrath of the assailing foe. 
01021.4	Turn thou the foeman's thought away, his dart who fain would conquer us: Grant us thy great protection; keep his deadly weapon far away.  
01022.1	As the Sun rises, let thy sore disease and yellowness depart.  We compass and surround thee with the colour of a ruddy ox. 
01022.2	With ruddy hues we compass thee that thou mayst live a leng- thened life: So that this man be free from harm, and cast his yellow tint away. 
01022.3	Devatyās that are red of hue, yea, and the ruddy-coloured kine, Each several form, each several force—with these we compass thee about. 
01022.4	To parrots and to starlings we transfer thy sickly yellowness: Now in the yellow-coloured birds we lay this yellowness of thine.
01023.1	O Plant, thou sprangest up at night, dusky, dark-coloured, black in hue!  So, Rajani, re-colour thou these ashy spots, this leprosy. 
01023.2	Expel the leprosy, remove from him the spots and ashy hue: Let thine own colour come to thee; drive far away the specks of white. 
01023.3	Dark is the place of thy repose, dark is the place thou dwellest in: Dusky and dark, O Plant, art thou: remove from him each speck and spot. 
01023.4	I with my spell have chased away the pallid sign of leprosy, Caused by infection, on the skin, sprung from the body, from the bones.
01024.1	First, before all, the strong-winged Bird was born;; thou wast the gall thereof. Conquered in fight, the Asuri took then the shape and form of plants. 
01024.2	The Asuri made, first of all, this medicine for leprosy, this banisher of leprosy. She banished leprosy, and gave one general colour to the skin. 
01024.3	One-coloured, is thy mother's name, One-coloured is thy father called: One-colour-maker, Plant! art thou: give thou one colour to this man.  
01024.4	Sāmā who gives one general hue was formed and fashioned from the earth: Further this work efficiently. Restore the colours that were his.
01025.1	When Agni blazed when he had pierced the Waters, whereat the Law-observers paid him homage, There, men assever, was thy loftiest birthplace: O Fever, yield- ing to our prayer avoid us. 
01025.2	If thou be fiery glow, or inflammation, or if thy birthplace call for chips of fuel, Rack is thy name, God of the sickly yellow! O Fever, yielding to our prayer avoid us. 
01025.3	Be thou distress, or agonizing torment, be thou the son King Varuna hath begotten, Rack isthy name, God of the sickly yellow! O Fever, yielding to our prayer avoid us. 
01025.4	I offer homage to the chilly Fever, to his fierce burning glow I offer homage.  Be adoration paid to Fever coming each other day, the third, of two days running.
01026.1	Let that Destructive Weapon be far distant from us, O ye Gods; far be the Stone ye wont to hurl. 
01026.2	Our friend be that Celestial Grace, Indra and Bhaga be our friends, and Savitar with splendid Wealth.  
01026.3	Thou, Offspring of the waterflood, ye Maruts, with your sun- bright skins, give us protection reaching far. 
01026.4	Further us rightly, favour ye our bodies with your gracious love. Give thou our children happiness.
01027.1	There on the bank those Vipers lie, thrice-seven, having cast their skins: Now we with their discarded sloughs bind close and cover up the eyes of the malicious highway thief. 
01027.2	Far let her go, cutting her way, brandishing, as it were, a club: Diverted be the new-born's mind: ne'er are the wicked prosperous. 
01027.3	Not many have had power enough; the feeble ones have not prevailed, Like scattered fragments of a reed: ne'er are the wicked pros- perous. 
01027.4	Go forward, feet, press quickly on, bring to the house of him who pays. Unconquered and unplundered, let Indrānf, foremost, lead the way.
01028.1	God Agni hath come forth to us, fiend-slayer, chaser of disease, Burning the Yātudhānas up, Kimidins, and deceitful ones. 
01028.2	Consume the Yātudhānas, God! meet the Kimidins with thy flame: Burn up the Yātudhānis as they face thee, thou whose path is black! 
01028.3	She who hath cursed us with a curse, or hath conceived a murderous sin; Or seized our son to take his blood, let her devour the child she bare. 
01028.4	Let her, the Yātudhāni eat son, sister, and her daughter's. child. Now let the twain by turns destroy the wild-haired Yātudhānis- and crush down Arāyis to the earth!
01029.1	With that victorious Amulet which strengthened Indra's power- and might  Do thou, O Brāhmanaspati, increase our strength for kingly sway. 
01029.2	Subduing those who rival us, subduing all malignities, Withstand the man who menaces, and him who seeks to injure- us. 
01029.3	Soma and Savitar the God have strengthened and exalted thee: All elements have aided thee, to make thee general conqueror. 
01029.4	Slayer of rivals, vanquisher, may that victorious Amulet Be bound on me for regal sway and conquest of mine enemies. 
01029.5	Yon Sun hath mounted up on high, and this my word hath mounted up That I may smite my foes and be slayer of rivals, rivalless. 
01029.6	Destroyer of my rivals, strong, victorious, with royal sway, May I be ruler of these men, and King and sovran of the folk.
01030.1	Guard and protect this man, all Gods and Vasus. Over him keep- ye watch and ward, Ādityas. Let not death reach him from the hands of brothers from hands of aliens, or of human beings. 
01030.2	Listen, one-minded, to the word I, utter, the sons, O Gods, among you, and the fathers! I trust this man to all of you: preserve him happily, and to length of days conduct him. 
01030.3	All Gods who dwell on earth or in the heavens, in air, within. the plants, the beasts, the waters, Grant this man life to full old age, and let him escape the hundred other ways of dying.  
01030.4	You, claiming Anuyājas or Prayājas, sharers, or not consumers, of oblation, You, to whom heaven's five regions are apportioned, I make companions at his sacred sessions.
01031.1	Here will we serve with sacrifice the great Controllers of the world, The four immortal Warders who protect the regions of the sky. 
01031.2	Ye, Guardians of the regions, Gods who keep the quarters of the heavens, Rescue and free us from the bonds of Nirriti, from grief and woe! 
01031.3	I, free from stiffness, serve thee with oblation, not lame I sacri- fice with oil and fatness. Let the strong Warder God, who keeps the regions bring to us hither safety and well-being. 
01031.4	Well be it with our mother and our father, well be it with our cows, and beasts, and people. Ours be all happy fortune, grace, and favour. Long, very long may we behold the sunlight.
01032.1	Ye people, hear and mark this well: he will pronounce a mighty prayer: That which gives breathing to the Plants is not on earth nor in, the heaven. 
01032.2	Their station, as of those who rest when weary, is in midmost air: The base whereon this world is built, the sages know or know it not. 
01032.3	What the two trembling hemispheres and ground produced and fashioned forth. This All, is ever fresh to-day, even as the currents of the sea. 
01032.4	This All hath compassed round the one, and on the other lies at rest. To Earth and all-possessing Heaven mine adoration have I paid.
01033.1	May they, the golden-hued, the bright, the splendid, they wherein Savitar was born and Agni, They who took Agni as a germ, fair-coloured, the Waters, bring felicity and bless us! 
01033.2	They in the midst whereof King Varuna moveth, viewing men's righteous and unrighteous dealing. They who took Agni as a germ, fair-coloured,—those Waters bring felicity and bless us! 
01033.3	Whom the Gods make their beverage in heaven, they who wax manifold in air's mid-region, They who took Agni as a germ, fair-coloured,—those Waters bring felicity and bless us! 
01033.4	Ye Waters, with auspicious eye behold me: touch ye my skin with your auspicious body. May they, the bright and pure, distilling fatness, those Waters, bring felicity and bless us.
01034.0	1. From honey sprang this Plant to life; with honey now we dig thee up. Make us as sweet as honey, for from honey hast thou been pro- duced. 
01034.2	My tongue hath honey at the tip, and sweetest honey at the root:  Thou yieldest to my wish and will, and shalt be mine and only mine. 
01034.3	My coming in is honey-sweet and honey-sweet, my going forth: My voice and words are sweet: I fain would be like honey in my look. 
01034.4	Sweeter am I than honey, yet more full of sweets than licorice: So mayst thou love me as a branch full of all sweets, and only me. 
01034.5	Around thee have I girt a zone of sugar-cane to banish hate. That thou mayst be in love with me, my darling never to depart.
02001.1	Vena beholds That Highest which lies hidden, wherein this All resumes one form and fashion. Thence Prisni milked all life that had existence: the hosts that know the light with songs extolled her. 
02001.2	Knowing Eternity, may the Gandharva declare to us that highest secret station. Three steps thereof lie hidden in the darkness: he who knows these shall be the father's father. 
02001.3	He is our kinsman, father, and begetter: he knows all beings and all Ordinances. He only gave the Gods their appellations: all creatures go to him to ask direction. 
02001.4	I have gone forth around the earth and heaven, I have approached the first-born Son of Order. He, putting voice, as 'twere, within the speaker, stands in the world, he, verily is Agni. 
02001.5	I round the circumjacent worlds have travelled to see the far- extended thread of Order. Wherein the Gods, obtaining life eternal, have risen upward to one common birthplace.
02002.1	Lord of the World, divine Gandharva, only he should be honoured in the Tribes and worshipped. Fast with my spell, celestial God, I hold thee. Homage to thee! Thy home is in the heavens. 
02002.2	Sky-reaching, like the Sun in brightness, holy, he who averts from us the Gods' displeasure. Lord of the World, may the Gandharva bless us, the friendly God who only must be worshipped. 
02002.3	I came, I met these faultless, blameless beings: among the Apsarases was the Gandharva. Their home is in the sea—so men have told me,—whence they come quickly hitherward and vanish. 
02002.4	Thou, Cloudy! ye who follow the Gandharva Visvā-vasu, ye, Starry! Lightning-Flasher! You, O ye Goddesses, I truly worship. 
02002.5	Haunters of darkness, shrill in voice, dice-lovers, maddeners of the mind To these have I paid homage, the Gandharva's wives, Apsarases.
02003.1	That little spring of water which is running downward from the hill I turn to healing balm for thee that thou mayst be good medicine. 
02003.2	Hither and onward! Well! Come on! Among thy hundred remedies Most excellent of all art thou, curing disease and morbid flow. 
02003.3	The Asuras bury deep in earth this mighty thing that healeth wounds. This is the cure for morbid flow, this driveth malady away. 
02003.4	The emmets from the water-flood produce this healing medicine: This is the cure for morbid flow, this driveth malady away. 
02003.5	Mighty is this wound-healing balm: from out the earth was it produced. This is the cure for morbid flow, this driveth malady away. 
02003.6	Bless us the Waters! be the Plants auspicious! May Indra's thunderbolt drive off the demons. Far from us fall the shafts they shoot against us!
02004.1	For length of life, for mighty joy, uninjured, ever showing strength. We wear Vishkandha's antidote, the Amulet of Jangida. 
02004.2	Amulet of a thousand powers, Jangida save us, all around. From Jambha, and from Viara, Vishkandha, and tormenting pain. 
02004.3	This overcomes Vishkandha, this chases the greedy fiends away: May this our panacea, may Jangida save us from distress. 
02004.4	With Jangida that brings delight, Amulet given by the Gods, We in the conflict overcome Vishkandha and all Rākshasas. 
02004.5	May Cannabis and Jangida preserve me from Vishkandha,— that Brought to us from the forest, this sprung from the saps of husbandry. 
02004.6	This Amulet destroys the might of magic and malignity: So may victorious Jangida prolong the years we have to live.
02005.1	Indra, be gracious, drive thou forth, come, Hero, with thy two bay steeds. Taste the libation, hither, enjoying meath and the hymn, come, fair, to the banquet. 
02005.2	O Indra, even as one athirst, fill thee with meath as 'twere from heaven. Sweet-toned, the raptures of this juice have come to thee as to the light. 
02005.3	Swift-conquering Indra, Mitra like, smote, as a Yati, Vritra dead. Like Bhrigu he cleft Vala through, and quelled his foes in Soma's rapturous joy. 
02005.4	O Indra, let the juices enter thee. Fill full thy belly, sate thee, mighty one! Let the hymn bring thee. Hear thou my call, accept the song I sing, here, Indra, with thy friends enjoy thyself, to height of rapture. 
02005.5	Now will I tell the manly deeds of Indra, the first that he achieved, the thunder-wielder. He slew the Dragon, then disclosed the waters, and cleft the channels of the mountain torrents. 
02005.6	He slew the Dragon lying on the mountain: his heavenly bolt of thunder Tvashtar fashioned. Like lowing kine in rapid flow descending the waters glided downward to the ocean. 
02005.7	Impetuous as a bull he chose the Soma, and quaffed the juices in three sacred beakers.  Maghavan grasped the thunder for his weapon, and smote to death this first-born of the dragons.
02006.1	Half-years and seasons strengthen thee, O Agni, the years, and all the Verities, and Rishis!  Flash forth with thy celestial effulgence: illumine all four regions of the heavens. 
02006.2	Kindle thee, Agni, and make this man prosper: rise up erect for high and happy fortune. Agni, be those uninjured who adore thee, and may thy priests be glorious and no others. 
02006.3	These Brāhmans have elected thee, O Agni: be thou propitious in our sacred chamber. Slayer of rivals, Agni, quell our foemen: watch in our house with care that never ceases. 
02006.4	Seize, Agni, on thy power and firmly hold it: contend thou with the Friend by way of friendship. Placed in the centre of our fellows, Agni, flash forth to be invoked by kings around thee. 
02006.5	Past those who slay, past enemies, past thoughtless men, past those who hate, Yea, Agni, hear us safe past all distresses: give thou us opulence with men about us.
02007.1	Hated by sinners, sprung from Gods, this Plant that turns the curse away Hath washed from me all curses, as water makes clean from spot and stain. 
02007.2	All curses of a rival, each curse of a female relative, Curse uttered by an augry priest, all these we tread beneath our feet. 
02007.3	Spread on the surface of the earth, downward from heaven thy root depends:  With this that hath a thousand joints keep thou us safe on every side. 
02007.4	Guard on all sides this woman, guard my children, us, and all our wealth! Let not malignity o'ercome, nor adversaries conquer us. 
02007.5	Upon the curser fall his curse! Dwell we with him whose heart is true! We split the cruel villain's ribs whose evil eye bewitches us.
02008.1	Twin Stars of happy omen, named Releasers, have gone up. May they Loose, of inherited disease, the uppermost and lowest bond. 
02008.2	Vanish this Night, extinct in Dawn! Let those who weave their spells depart. So let the plague-destroying Plant remove inherited disease. 
02008.3	With straw of barley tawny-brown in colour with its silvery ears, with stalk and stem of Sesamum- So let the plague-destroying Plant remove inherited disease. 
02008.4	Let homage to thy ploughs be paid, our homage to the pole and yokes. So let the plague-destroying Plant remove inherited disease. 
02008.5	Homage to men with blinking eyes, homage to those who hear and act! To the Field's Lord be homage paid. So let the plague-destroying Plant remove inherited disease.
02009.1	Free this man, Dasavriksha! from the demon, from Grāhi who hath seized his joints and members, And raise him up again, O Tree, into the world of living men. 
02009.2	He hath arisen and come once more, rejoined the band of those who live. May he become the sire of sons, and of all men most fortunate. 
02009.3	He hath returned to consciousness, rejoined the living's firm abodes, For hundred leeches are in this, yea, and a thousand healing herbs. 
02009.4	The Gods, the Brāhman-priests, and plants observed the way to gather thee: All deities described the way men gather thee upon the earth. 
02009.5	Let him who made it also heal: he, truly, is the deftest leech. Pure, with a leech he verily shall give thee medicines that heal.
02010.1	From family sickness, kinsmen's curse, Destruction, from Druh, from Varuna's noose I free and save thee. With spell and prayer I make thee pure and sinless: to thee be both, the Earth and Heaven, auspicious! 
02010.2	Gracious to thee be Agni with the Waters, let Soma with the Plants be kind and bless thee. From family sickness, kinsmen's curse, Destruction, from Druh, from Varuna's noose I thus release thee. 
02010.3	May kind Wind strengthen thee in air's mid-region, to thee may heaven's four quarters be auspicious. From family sickness, kinsmen's curse, Destruction, from Druh, from Varuna's curse I thus release thee. 
02010.4	These Goddesses, four regions of the heavens, on whom the Sun looks kindly, wives of Vāta— From family sickness, kinsmen's curse, Destruction, from Druh, from Varuna's noose I thus release thee. 
02010.5	For long life, in the midst of these I set thee. Away pass Nirriti, away Consumption! From family sickness, kinsmen's curse, Destruction, from Druh, from Varuna's noose I thus release thee. 
02010.6	Thou hast been freed from Phthisis and from trouble, from shame, and from the snare of Druh and Grain. From family sickness, kinsmen's curse, Destruction, from Druh, from Varuna's noose I thus release thee. 
02010.7	Joy hast thou found, and left ill-will behind thee: thou hast attained the happy world of virtue. From family sickness, kinsmen's curse, Destruction, from Druh, from Varuna's noose I thus release thee. 
02010.8	The Gods have freed from, sinfulness, redeeming the Sun, the Law from darkness and from Grāhi. From family sickness, kinsmen's curse, Destruction, from Druh, from Varuna's noose I thus release thee. With spell and prayer I make thee pure and sinless: to thee be both, the Earth and Heaven, auspicious!
02011.1	Dart against dart, destroyer of destruction, thou art the missile sent to meet the missile.  Reach thy superior, thou; surpass thine equal. 
02011.2	Sraktya art thou, an Amulet art thou, a counter-charm of spells, Reach thy superior, thou; surpass thine equal. 
02011.3	Use spells against the man we hate, against the man who hateth us. Reach thy superior, thou; surpass thine equal. 
02011.4	A prince art thou, giver of speech, thou art our bodies' strong defence. Reach thy superior, thou; surpass thine equal. 
02011.5	Fulgent art thou, and splendid, thou art heavenly lustre, thou art light. Reach thy superior, thou; surpass thine equal.
02012.1	The spacious Firmament, and Earth and Heaven, the Field's Queen, and the wonderful Wide-Strider, Yea, the broad middle air which Vāta guardeth, may these now burn with heat while I am burning. 
02012.2	Listen to this, ye Gods who merit worship. Hymns here are sung for me by Bharadvāja. Bound in the noose may he be doomed to trouble whoever mars this that our mind hath purposed. 
02012.3	Hear this my call, O Indra, Soma-drinker, as with a burning heart I oft invoke thee. I smite, as 'twere a tree felled with a hatchet, the man who marreth this my plan and purpose. 
02012.4	Together with thrice-eighty Sāma-singers, Angirases, and Vasus, and Ādityas, May the felicity of the Fathers guard us. I seize that man with fire that Gods have kindled.  
02012.5	O Heaven and Earth, regard me with your favour, and, all ye Gods, stand on my side and help me. Angirases, Fathers worthy of the Soma! woe fall on him who, caused the hateful outrage! 
02012.6	Whoever either scorns us, O ye Maruts, or blames devotion which we now are paying. Let his own wicked deeds be fires to burn him. May Heaven consume the man who hates devotion. 
02012.7	Thy sevenfold vital breath, thine eight marrows I rend away with prayer. With Agni as thine envoy, go, prepared, to Yama's dwelling place. 
02012.8	In Jātavedas kindled flame I set the place assigned to thee. Let fire consume thy body, and thy voice go to the general breath.
02013.1	Strength-giver, winning lengthened life, O Agni, with face and back shining with molten butter, Drink thou the butter and fair milk and honey, and, as a sire his sons, keep this man safely. 
02013.2	For us surround him, cover him with splendour, give him long life, and death when age removes him. The garment hath Brihaspati presented to Soma, to the King, to w rap about him. 
02013.3	Thou for our w eal hast clothed thee in the mantle: thou hast become our heifers' guard from witchcraft. Live thou a hundred full and plenteous autumns, and wrap thee in prosperity of riches. 
02013.4	Come hither, stand upon the stone: thy body shall become a stone. The Universal Gods shall make thy life a hundred autumns long. 
02013.5	So may the Universal Gods protect thee, whom we divest of raiment worn aforetime. So after thee, well-formed and growing stronger, be born a multitude of thriving brothers.
02014.1	Forth from the hall the bold, the sharp, the greedy one, the single-voiced, Sadānvās, and all progeny of Chanda we exterminate. 
02014.2	We drive you forth from cattle-shed, from axle, from within the wain, Ye daughters of Magundi, we frighten and chase you from out homes. 
02014.3	Yonder let the Arāyis dwell, there where that house is down below. Let utter indigence and all the Yātudhānis settle there. 
02014.4	May Bhūtapati drive away, and Indra, the Sadānvās hence. Let Indra with his bolt quell those who sit upon our dwelling's floor. 
02014.5	Whether ye be of farm and field, or whether ye be sent by men, Or be ye sprung from Dasyu race, vanish, Sadānvās, and begone. 
02014.6	I have gone round their homes as runs a fleet-foot racer round the post, And in all races conquered you. Vanish, Sadānvās, and begone.
02015.1	As Heaven and Earth are not afraid, and never suffer loss or harm, Even so, my spirit, fear not thou. 
