Chapter	Text_no	Hymn
4	21-31	Seeing all these wonderful things within the nails of Her lotus feet, I became greatly surprised and thought timidly :-- “What are all these!” My companions Visnu and S'ankara were struck with wonder. We three, then, made out that She was our Mother of the universe.Thus full one hundred years passed away in seeing the various glories of the Devî in the auspicious nectar-like Mani Dvîpa; as long we were there, Her attendants, the Deva girls adorned with various ornaments gladly considered us as Sakhîs. We, too, were greatly fascinated by their enchanting gestures and postures. For that reason, we saw always their beautiful movements with great gladness. Once, on an occasion, Bhagavân Visnu, while He was in that feminine form, chanted hymns in praise of the great Devî S’rî Bhuvanes`varî.S’rî Bhagavân said :-- Salutation to the Devî Prakriti, the Creatrix; I bow down again and again to Thee. Thou art all-auspicious and grantest the desires of Thy devotees; Thou art of the nature of Siddhi (success) and Vriddhi (increase). I bow down again and again to Thee. I bow down to the World Mother, Who is of the nature of Everlasting Existence, Intelligence and Bliss. O Devî! Thou createst, preservest and destroyest this Universe; Thou dost the Pralaya (the great Dissolution) and showest favour to the created beings. Thus Thou art the Authoress of the above five fold things that are done; so, O Bhuvanes’varî, I bow down to Thee! Thou art the great efficient and material cause of the changeful. Thou art the Unchangeable, Immoveable Consciousness; Thou art the half letter (Ardhamâtrâ), Hrillekhâ (the consciousness that ever pervades both inside and outside the Universe); Thou art the Supreme Soul and the individual soul. Salutation again and again to Thee.O Mother! I now realise fully well that this whole Universe rests on Thee; it rises from Thee and again melts away in Thee. The creation of this Universe shews Thy infinite force. Verily, Thou art become Thyself all these Lokas (regions). During the time of creation Thou createst the two formless elements akâsâ and Vâyu and the three elements with form, fire, water, and earth; then with these Thou createst the whole Universe and shewest this to the Enjoyer Purusa, who is of the nature of consciousness, for His satisfaction. Thou again dost become the material cause of the twentythree (4) Tattvas, Mahat, etc., as enumerated in the Sânkhya system and appearest to us like a mirage.
4	32	O Mother! Were it not for Thee, no object would be visible, Thou pervadest the whole Universe. It is for this reason that those persons that are wise declare that even the Highest Purusa can do no work without Thy aid.
4	33-34	O Devî! Thou createst and art giving satisfaction to the whole Universe by Thy power; again at the time of Pralaya Thou swallowest forcibly all these that are seen. So, O Devî! Who can fathom Thy powers? O Mother! Thou didst save us from the hands of Madhu and Kaitabha. Then Thou hast brought us to this Mani Dvîpa and shewed us Thy own form, all the extended regions and immense powers and given us exquisite delight and joy. This is the highest place of happiness.
4	35-37	O Mother! When I Myself, S'ankara and Brahmâ or any one of us is unable to fathom Thy inconceivable glory, who else can then ascertain? O Bhavânî! Who knows, how many more than the several regions that we saw reflected in thy nails of Thy feet, exist in Thy creation. O One endowed with infinitely great powers! O Devî! we saw another Visnu, another Hara, another Brahmâ, all of great celebrity in the Universe exhibited by Thee; who knows how many other such Brahmâs,etc., exist in Thy other Universes! Thy glory is infinite. O Mother! I bow down again and again to Thy lotus feet and pray to Thee that may Thy this form exist always in my mind. May my mouth always utter Thy name and may my two eyes see always Thy lotus feet.
4	38-43	O Revered One! May I remember Thee as my Goddess and may'st Thou constantly look on myself as Thy humble servant. O Mother! What more shall I say than this :-- May this relation as mother and son always exist between Thee and me. O World-Mother! There is nothing in this world that is not known to Thee for Thou art omniscient. So O Bhavânî! What more shall my humble self declare to Thee! Now dost Thou do whatever Thou desirest. O Devî! The rumour goes that Brahmâ is the Creator, Visnu is the Preserver, and Mahes'vara is the Destroyer! Is this true? O Eternal One! It is through Thy Will power, through Thy force, that we create, preserve and destroy. O Daughter of the Himalaya mountain! The earth is supporting this Universe; it is Thy endless might that is holding all this made of five elements. O Grantress of boons! It is through Thy power and lustre that the Sun is lustrous and becomes visible. Though Thou art the attributeless Self, yet by Thy Mâyic power Thou appearest in the form of this Prapancha Universe. When Brahmâ, Mahes'a, and I myself take birth by Thy power and are not eternal, what more can be said of Indra and other Devas than this that they are mere temporary things and created. It is only Thou that art Eternal, Ancient Prakriti and the Mother of this Universe. O Bhavânî! Now I realise from my remaining with Thee, that it is Thou that dost impart, out of mercy, the Brahmâ vidyâ to the ancient Purusa; and thus He can realise His eternal nature. Otherwise He will remain always under delusion that He is the Lord, He is the Purusa without beginning, that He is good and the Universal Soul, and thus suffers under various forms of egoism (Ahamkâra).Thou art the Vidyâ of the intelligent persons and the S’akti of the be­ings endowed with force; Thou art Kîrtî (fame), Kânti (lustre), Kamalâ (wealth) and the spotless Tusti (peace, happiness). Amongst men, Thou art the dispassion, leading to Mukti (complete freedom from bondage). Thou art the Gâyatri, the mother of the Vedas; and Thou art Svahâ, Svadhâ, etc. Thou art the Bhâgavatî, of the nature of the three Gunas; Thou art the half mâtrâ (half the upper stroke of a letter), the fourth state, transcending the Gunas. It is Thou that givest always the S’âstras for the preservation of the Devas and the Brâhmanas. It is Thou that hast expanded and manifested this whole phenomenon of the visible Universe for the liberation of the embodied souls (Jîvas), the parts of the pure holy Brâhman, the Full, the Beginningless, the Deathless, forming the waves ofthe lnfinite expanse of ocean. When the Jîva comes to know internally and becomes thoroughly conscious that all this is Thy work, Thou createst and destroyest, that all this is Thy Mâyic pastime, false, like the parts of an actor in a theatrical play, then and then only he desists for ever from his part in this Theatre of world. O Mother! O Destroyer of the greatest difficulties! I always take refuge unto Thee. Thou dost save me from this ocean  of Samsâra, full of Moha (delusion). Let Thou be my Saviour when my end will come, from these infinitely troublesome and unreal pains arising from love and hatred. Obeisance to Thee! O Devî! O Mahâ vidyâ! I fall prostrate at Thy feet. O Thou, the Giver of all desires! O Auspicious One! Dost Thou give the knowledge that is All-Light to Me.Thus ends the fourth chapter of the Third Skandha on the hymns to the Great Devî by Visnu in the Mahâpurâna S'rîmad Devî Bhâgavatam of Eighteen Thousand verses by Maharsi Veda Vyâs.
5	1	Brahmâ said :-- O Nàrada! Thus speaking, Visnu stopped; Sankara, the Destroyer, then stepped in and, bowing down to the Devî said :--
5	2	S’iva said :-- O Devî! If Hari be born by Thy power and the lotus-born Brahmâ have come into existence from Thee, why, then, I who of Tamo Guna be not born of Thee! O Auspicious One! Thou art clever in creating all the Lokas! What wonder is there in My being created by Thee.
5	3	O Mother! Thou art the earth, water, air, âkâsa and fire. Thou art, again, the organs of senses and the organs of perception; Thou art Buddhi, mind and Ahankâra (egoism).
5	4	Those who say that Hari, Hara, and Brahmâ are respectively the Preserver, the Destroyer and the Creator of this whole Universe do know anything. All the three, above mentioned, are created by Thee; then they perform always their respective functions; their sole refuge being Thyself.
5	5	O Mother! If the Universe be created of the five elements, earth, air, ether, fire, and water, having the properties of touch, taste, etc., then how these five elements possessing attributes and of the nature of effects, can come into manifestation, without their being born from Thy Chit portion (Intelligence)?
5	6	O Auspicious Mother! It is Thou in the shape of Brahmâ, Visnu and S’iva, That art creating this Universe and it is Thou that hast assumed the form of this whole Universe, moving and non-moving. Thus Thou playest, as it wills Thee, under various forms, again and again. Thou dost cease from play (during pralaya) as it likes Thee.
5	7	O Mother! When Brahmâ, Visnu and I become desirous to create the world, we execute our duties by taking the dust (earth, etc.) of Thy lotus feet.
5	8	O Mother! It it were not Thy mercy, then how Brahmâ could have become endowed with Rajoguna, Visnu with Sattvaguna and I with Tamoguna?
5	9	O Mother! If there were no differences observed in Thy mind, then why hast Thou created in this world rich and poor, king and councillors, servants, etc., various classes of beings? Why hast Thou not created all alike happy or all alike miserable?
5	10	So Thou wilt have to show Thy mercy towards me. Thy three gunas are capable at all times to create, preserve and destroy the world; then Hari, Hara and Brahmâ, whom Thou hast created as the cause of the three worlds, is simply Thy will.
5	11-12	O Bhavâni! If Thy Gunas had no power in the acts of creation, etc., then how can the fact that while we three Hari, Brahmâ and I were coming in the aeroplane, we saw on our way new worlds created by Thee, become possible? Kindly dost Thou say on this. O World-Mother! It is Thou that desirest to create, preserve, and destroy this world by Thy part Mâyik power. Thou art always enjoying with Purusa, Thy husband. O S’iva! We cannot fathom Thy inscrutable ways.
5	13-15	O auspicious one! How can we understand Thy sport? O Mother! We are transformed into young women before Thee; let us serve Thy lotus feet. If we get our manhood, we will be deprived from serving Thy feet and thus of the greatest happiness. O Mother! O Sire! I do not like to leave Thy lotus feet and get my man-body again and reign in the three worlds. O Beautiful faced one! Now that I have got this youthful feminine form before Thee, there is not a trace of desire within me to get again my masculine form. What use is there in getting manhood, what happiness is there if I do not get sight of Thy lotus-feet!
