Chapter	Text_no	Hymn
2	15	Vyâsa said :-- Thus granting him the boon, Brahmâ went to his own abode; the lord of the Dânavas, too, returned to his place, very glad.
2	16	The king said :-- “O Bhagavân! Whose son was this powerful Mahisâsura; how his birth took place? and why, too, did he get a body of a buffalo?”
2	17-26	Vyâsa said :-- O king! Rambha and Karambha were the two sons of Danu; these two Dânavas were far famed in this world for their pre-eminence. O king! They had no issues; hence, desirous of issues, they went to the sacred banks of the Indus (Pañcha Nada) and there performed severe asceticism for long years. Karambha got himself submerged in water and thus began his severe tapasyâ; while the other, Rambha, had recourse to a juicy peepul tree (haunted by Yakshinîs) and there began to worship Fire. Rambha remained, engaged in worshipping the Five Fires; knowing this, Indra, the Lord of S'achî, was pained and hurried thither, being very anxious. Going to Pañcha Nada, Indra assumed the form of a crocodile and caught hold of the legs of the wicked Karambha and killed him. Hearing of the death of his brother, Rambha got very much enraged and wishing to offer his own head as an oblation to the Fire, he wanted to cut off his own head; he, being infuriated, held the hairs of his head by his left hand, and, catching hold of a good axe, by his right hand, was on the point of cutting it, when the Fire gave him knowledge, desisted him from this act and spoke thus :-- You are stupid; why have you desired to cut off your own head; killing one's ownself is a great sin; and there is no means of deliverance from this sin. Why are you then ready to execute it? Do not seek your death now; what end will that serve you? Rather ask boons from me; thus you will get your welfare.
2	27-31	Vyâsa said :-- O king! Hearing thus the sweet words of Fire, Rambha quitted the hold of his hairs and said :-- O Lord of the Devas! If thou art pleased, grant my desired boon that a son be born unto me, who will destroy the forces of my enemy and who will conquer the three worlds. And that son be invincible in every way by the Devas, Dânavas and men, very powerful, assuming forms at will, and respected by all. The Fire said :-- O highly Fortunate! You will get your son, as you desire; therefore desist now from your attempting suicide. O highly fortunate Rambha! With any female of whichever species, you will co-habit, you will get a son, more powerful than you; there is no doubt in this.
2	32-50	Vyâsa said :-- O king! Hearing thus the sweet words of the Fire as desired, Rambha, the chief of the Dânavas, went, surrounded by Yaksas, to a beautiful place, adorned with picturesque sceneries; when one lovely she-buffalo, who was very maddened with passion, fell to the sight of Rambha. And he desired to have sexual intercourse with her, in preference to other women. The she-buffallo, too, gladly yielded to his purpose and Rambha had sexual intercourse with her, impelled as it were by the destiny. The she-buffalo became pregnant with his semen virile. The Dânava, too, carried the she-buffalo, his dear wife, to Pâtâla (the lower regions) for her protection. On one occasion, another buffalo got excited and wanted to fall upon the she-buffalo. The Dânava was also ready to kill him. The Dânava came hurriedly and struck the buffalo for the safety of his wife; whereon the excited buffalo attacked him with his horns. The buffalo struck him so violently with his sharp horns that Rambha fell down senseless all on a sudden and finally died. Seeing her husband dead, the she-buffalo quickly fled away in distress and, with terror, she quickly went to the peepul tree and took refuge under the Yaksas. But that buffalo, excited very much and maddened with vigour, ran in pursuit of her, desiring intercourse with her. On seeing the miserable plight of the weeping she-buffalo, distressed with fear, and seeing the buffalo in pursuit of her, the Yaksas assembled to protect her. A terrible fight ensued between the buffalo and the Yaksas, when the buffalo, shot with arrows by them, fell down and died. Rambha was very much liked by the Yaksas; so they cremated his dead body for its purification. The she-buffalo, seeing her husband laid in the funeral pyre, expressed her desire to enter also into that fire. The Yaksas resisted; but that chaste wife quickly entered into the burning fire along with her husband. When the she-buffalo died, the powerful Mahisa rose from his mother's womb from the midst of the funeral pyre; Rambha, too, emerged from the fire in another form out of his affection towards his son. Rambha was known as Raktavîja after he had changed his form. His son was thus born as a very powerful Dânava and became famous by the name of Mahisa. The chief Dânavas installed Mahisa on the throne. O king! The very powerful Raktavîja and the Dânava Mahisa, thus took their births and became invincible of the Devas, Dânavas and human beings. O king! I have now described to you the birth of the highsouled Dânava Mahisa and his getting the boon, all in detail.Here ends the Second Chapter of the Fifth Book on the birth of Mahisa Dânava in the Devî Bhâgavatam, the Mahâpurânam composed of Eighteen Thousand verses by Maharsi Veda Vyâsa.
3	1-14	Vyâsa said :--  The very powerful Asura Mahisa, puffed up with vanity on his getting the boon, obtained sovereignty and brought the whole world under his control! He, being the paramount power, began to protect the sea-girt earth acquired by the power of his own arms, over which he had the sole sovereignty, there being no other rival king nor any cause of the slightest fear. His Commander-in-Chief was then the very powerful Chiksura, maddened with pride; and Tâmra was in charge of the Royal Treasury, guarded by many soldiers. There were, then, many generals Asilomâ, Vidâla, Udarka, Vâskala, Trinetra, Kâla, Bandhaka and others, very proud, and each in charge of his own corps respectively and occupying this sea-girt earth. O king! The powerful kings that reigned before were made subservient and tributary; and those, that fought valiantly befitting the Ksattriya line, were slain by Mahisa. The Brâhmanas over the earth became subservient to Mahisa and gave their Yajña offerings to him. When that Mahisâsura got the sole sovereign sway of this world, he, proud of his boons, desired to conquer the Heavens. Then Mahisa, the Lord of the Daityas, desirous to send an envoy to Indra, the Lord of S'achî, instantly called for the messenger and spoke to him thus :-- Go, O hero! O valiant one! to Heaven. Act as my messenger and tell Indra fearlessly thus :-- “O thousand-eyed one! Quit the Heavens; go anywhere you like, or offer your service to the high-souled Mahisa! He is the lord; and if you take refuge unto him, he will certainly protect you. Therefore, O Lord of S'achî, better seek the protection of Mahisa. If, O Balasûdana! Not willing, wield your Vajra at once; we know your powers; you were, in days of yore, conquered by our ancestors. O chief of the Sûras! You are the paramour of Ahalyâ; your strength is well known, give battle or go anywhere you like.”
3	15-21	Vyâsa said :-- Hearing the messenger's words, Indra became very indignant and laughed and said :-- I did not know, O you stupid, that you were maddened with vanity; I will shortly give medicines for your master's disease. Now I will extirpate him by the roots; wise persons do not slay messengers; I therefore let you go. Better go and tell him what I say :-- “Son of a buffalo! If you are willing to fight, better come and do not delay. O Enemy of horse! (Buffaloes and horses are always at war with each other) Your strength is well known to me; you are a grass eater and your appearance is stupid, idiotic; out of your horns I will make a good bow. You depend on your horns for your strength;that I well know. You are clever in striking with your horns; you don't know anything about warfare; therefore I will out off your both the weapons and render you powerless. You are very much puffed up with vanity due to that.”
3	22	Vyâsa said :-- Indra having spoken thus, the messenger quickly returned to his haughty master Mahisa and saluting, spoke :--
3	23-28	The messenger said :-- Indra counts you not even a fig, as he is surrounded by his Deva forces and considers himself quite sufficient. It ought one's servant to speak true and pleasant before one's master; how can I utter the words before my master, that are spoken by that brute Indra. Whereas the well known maxim reigns in my mind withal that I am your well-wishing servant and I ought to speak truth before you, my master, and that truth is to be pleasant to hear also. If pleasant words I speak only, then I fail in my duty; at the same time, harsh words ought not to be spoken by me, your sincere well-wisher. My Lord! The cruel poison-like words that come from the mouth of an enemy, how can I, a servant of yours, utter those harsh sayings! O Lord of the Earth! I will never be able to utter those rude sayings that Indra has spoken.
3	29-53	Vyâsa said :-- Hearing the messenger's words full of meaning the grass-eater Mahisa Dânava got very angry and, waggling his tail behind his back, passed urine; then his eyes reddened with anger, he called the Dânavas before him and said :--O Dânavas! The Lord of the Devas is firmly resolved on battle; therefore collect your forces; we will have to conquer that devil, the chief of the Sûras. Who can stand for him a my rival here! If hundreds and thousands of warriors like Indra come I do not fear any of them at all; O Dânavas, we will thoroughly put a end to him. His heroism is before those only that are peaceful and quiet before the ascetics that have become lean and thin by the penances; he is licentious and can only seduce other's wives by craftiness and arts. He is a thorough rogue and hypocrite, vicious and faultfinding; otherwise why does he put obstacles before others, depending for his strength only on the beauties of the Apsarâs or heavenly prostitutes. He is treacherous to his very core; therefore he, being afraid at the very outset, took oaths, and entered into agreement with the high-souled Namuchi; afterwards, when his time turned favourable, that villain broke his treaty and treacherously killed him. Again the powerful Visnu is a thorough master of treachery and hypocrisy, the mine in taking oaths and can only show his vanity and is expert in that. He can assume many forms at will by his Magic power. For these very reasons Visnu had to take the form of a boar andkill Hiranyâksa; and again he had to take up a man-lion form to kill Hiranya Kas'îpu. O Dânavas! Never shall I surrender myself to Visnu, for I never place my trust in the words or deeds of Visnu and his Devas. What can Indra or Visnu do against me, when the most powerful Rudra is not able to fight against me in the battle-field! I will instantly defeat Indra, Varuna, Yama, Kuvera, Fire, Sun and Moon and get possession of their Heavens. On our conquering the Devas, we all shall get our share of Yajñas and we along with other Dânavas drink the Soma juice and enjoy ourselves in Heaven. O Dânavas! I have got the boon; what do I now care for the Devas. My death is not from men too. What can a woman do to me? O my emissaries! Call without any delay the chief Dânavas from the nether regions and the mountains and make them my generals? O Dânavas! I can alone conquer all the Devas; only to make the war arrangements look nice, that I am taking you to defeat them. There is no fear of mine from the Devas, consequent on the boon conferred on me. I will kill them by my hoofs and horns. I am not to be killed by Suras, Asuras, as men; therefore get yourselves ready to conquer the Devas. O Dânavas! After conquering the Heavens we will be garlanded with Pârijâta wreaths and we will enjoy the Deva women in the Nandana Garden. We will drink the milk of the heavenly milching cow (the cow that yields all desires) and, intoxicated with the heavenly drinks, we will hear and see the music and singing the dancing of the Gandarbhas there. You will all be served there with various bottles of wine by Urvasî, Menakâ, Rambhâ, Ghritâchî, Tillottamâ, Pramadvarâ Mahâsenâ, Mira Kesî, Madotkatâ, Viprachitti and others. Then be all ready at once for this auspicious occasion to march to Heavens and fight there with the Suras. And be pleased to call that pure-souled Muni S'ukrâchârya, the son of Bhrigu and the Guru of the Daityas and worship him and tell him to perform sacrificial ceremonies for the safety and victory of the Dânavas. O king! Thus, ordering the chief Dânavas, the wicked Mahisa went to his abode, with gladness.Here ends the Third Chapter of the Fifth Book on the Daitya armies getting ready in S'rî Mad Devî Bhâgavatam, the Mahâpurânam by Maharsi Vedavyâsa of Eighteen Thousand verses.
4	1-17	Vyâsa said :-- O King! The messenger of the Dânavas having departed, Indra, the lord of the Devas, Yama, Vâyu, Varuna, and Kuvera and other Devas, called an assembly and addressed thus :-- O Devas! the most powerful Mahisa, the son of Rambha, is now the king of the Dânavas; he is particularly expert in hundreds of Mâyâs (magic) and has become haughty on the strength of his boon. O Devas! Mahisa has sent his messenger; he wants to take possession of the heaven; he came down to me and spoke thus :-- “O Indra! Quit your this heaven and go any where you like, or be ready to pay your homage to the highsouled Mahisâsura, the Lord of the Dânavas. The Dânava Chief never becomes angry with his opponent who becomes submissive like a servant; if you surrender and serve him, he will, out of mercy, grant an allowance to you. O Lord of the Devas! If this does not like you, then collect your forces and be ready for fight; no sooner I return, the Lord of the Dânavas will come here at once ready to give battle to you.” Thus saying, the messenger of that wicked Dânava departed. Now what are we to do? O Devas! Think on that. O Devas! Even a weak enemy is not to be overlooked by a powerful opponent, especially when the enemy is powerful by his own powers and is ever energetic, never is he to be overlooked. It is always incumbent on us to make our efforts, as best as we can, both by our body and mind as far as lies in our power; the result, victory or defeat depends entirely on Fate. It is useless to make treaty with a deceitful and dishonest person; we therefore never should make treaty with this person; you are all honest; that Dânava is dishonest; therefore ponder and ponder deeply and ponder again; do you that which is proper. It is not advisable to go out at once for fight when we are unaware of our enemy's strength; let us therefore send spies truthful, honest, motiveless, quick, to ascertain their strength, those who can easily enter amongst our enemies and yet who have no relation, nor any interest with them. The arrangements of their forces, their movements, their numbers, they will ascertain correctly who are their generals, what is their number and what is their strength, they will thoroughly examine and return here quickly. First, we will ascertain the strength of the forces of our opposite party and then we will decide at once whether we will start for battle or seek protection within forts. Wise persons always consider before they act; any act done rashly leads in all respects to many troubles, and anything done after matureprejudgments leads to happiness; so the wise do. The Dânavas are all one in their heart and mind; therefore it is not advisable, in any way to apply the principle of Bheda (sowing principles of discord). Let our spies go there, ascertain their strength, return and inform us; we will then judge what principle is proper and apply to the expert Dânavas. Any act done contrary to policy and expediency will undoubtedly produce effects contrary in every way just like a medicine which we have not tried already.
4	18-22	Vyâsa said :-- O King! Thus counselling with the Devas; Indra sent expert spies to ascertain the true state of affairs. The spies, too, went into the abode of the Daityas, with no delay and made their searches thoroughly into every nook and corner and returned and told Indra all the strength of the Dânava forces. Indra was very much startled to know, then, of their arrangements. He immediately bade all the Devas be ready for battle and called for his High priest Brihaspati, expert in giving advices and began to consult with him how to carry on the warfare with that indomitable enemy, the Lord of the Asuras. On Bhihaspati, the best and famous of the Angirâ family, taking his excellent seat.
4	23-25	Indra thus said :-- “O Guru of the Devas! O Learned! Please say what are we to do now in this critical juncture? You are omniscient; to-day you are our guide. The Demon Mahîsa has become very powerful, very haughty; surrounded by Dânavas he is now coming to fight with us. You are expert in mantras; find out the remedy for us. S'ukrâchârya is the remover of all obstacles on their side; and that you are our safe guard is well known to us.”
4	26	Vyâsa said :-- Hearing these words of Indra, Brihaspati, who is always ready to effect the Deva's purposes, thought intently on the subject, said very shortly thus :--
4	27-51	Brihaspati spoke :-- O Lord of the Devas! O Venerable One! Be peaceful; have patience; when a difficulty comes, one should not, all on a sudden, lose one's patience. O Chief of the Immortals! Victory or defeat is completely under the control of destiny: therefore intelligent ones should always be patient. O S'atakratu! What will unavoidably be done must come to pass; knowing this as certain, one would always be an enthusiast and exert one's powers. Everything is guided by Fate. Knowing this, the Munis devote themselves at all times solely filled with energy in their meditation and Yoga practices for their final liberation. Therefore, to show one's energy, according to the rules of the dailypractices, ought to be indispensably done; and one should not repel or feel pleasure on failure or success; for that is under Fate. Success sometimes comes without the exercise of one's own powers, as seen in cases of the lame and the blind; and that is not the reason why one should be very glad. The embodied beings are all under Daiva (Fate); therefore even if success be not attained, though one's own powers are exercised thoroughly, no one is to blame for that. O Lord of the Suras! What to say of forces, Mantras, or advices, what of chariots or weapons, nothing to lead to success; It is Daiva, and only Daiva that makes one successful. This whole universe is under Daiva; it is, therefore, that we see powerful persons suffering pains, and weak ones getting happiness; the intelligent ones sleeping without any food and fools enjoying merrily; distressed persons getting victory and powerful ones suffering defeats; what cares, then ought one to entertain in this. O Lord of the Suras! Whatever is inevitable to come to pass, be it success or failure, one will lead one's energies to that end; therefore one needs to consider beforehand whether one's energies will be successful or not. In times of distress, one sees distress too much and in times of pleasure, one seeks pleasure too much; one's self, therefore one should not surrender to one's enemies, pleasure and pain. Pain and suffering is not felt so much in patience as is felt when impatient; therefore one must practise patience when pain or pleasure comes. Indeed it is very difficult to bear oneself up in distress or happiness; therefore wise persons try not to let these feelings crop up at all from the very beginning. “I am always full, undiminishable, I am beyond these Prâkritic qualities. Who is there to suffer? What is suffering?” Thus one ought to think at that moment. I am beyond the twenty-four Tattvas; what pleasure or pain can, then, arise to me? Hunger and thirst are the Dharma of Prâna; pain and insensibility is the Dharma of mind, age and death belong to this physical body. I am free from these six diseases; I am S’iva. Grief and delusion are the qualities of this body what then do I care for them? “I” am not the qualities of the body nor “I” am the soul pertaining to that. I am beyond the seven transfigurations, changes, e. g., Mahat, etc., I am beyond this Prakriti, Nature, and beyond the sixteen changes wrought out by Prakriti; I am therefore eternally happy, I am beyond Prakriti and its transformation, then why am I to suffer pain always? O Lord of the Suras! Think on these and be without any passion. O S'atakratu! This attachment is the root of all miseries and non-attachment is the source of all happiness; non-attachment therefore, is the chief means of the extirpation of all your troubles. Lord of S'achi! Nothing can be happier than contentment.  In case you find it difficult to practise dispassion, apply, then, discrimination andthink of Fate, that what comes inevitably to pass. O Lord of the Suras! Actions already done cannot die out without their effects being enjoyed. O Best of the Suras! Let all your intelligence be brought to action, let all the Devas lend their helping hands to you; what is inevitable must come to pass; what then can you care for your happiness or pain? O King! Happiness is felt for the expiation of good deeds and pain is felt for the expiation of bad deeds; therefore wise persons get thoroughly delighted when their punya ends. O King! Judge and hold a council to-day; then try your best. But what is unavoidable will come to pass, even if you try your best.Here ends the Fourth Chapter of the Fifth Book on the counsels given by Indra in the Mâhâ Purânam S’rî Mad Devî Bhâgavatam of Eighteen Thousand verses by Maharsi Veda Vyâsa.
5	1-6	Vyâsa said :-- The thousand eyed Indra, hearing this, again asked to Brihaspati that he would make preparations for war against Mahisâsura. Without effort kingdoms are not attained; no - nor happiness, nor fame, nor anything; those who are weak, they extol effortlessness; but the powerful never praise that. Knowledge is the ornament of the ascetics and contentment is the ornament of the Brâhmanas; but those who desire lordship over powers, effort and prowess to destroy one's enemies are their excellent ornaments. O Muni! I will kill this Mahisâsura by my heroism as I had, of old, destroyed Vritra, Namuchi and Balâsura. You are the Deva Guru; therefore you and my thunderbolt are my strength. The immortal Hari and Hara also will help me in this. O Guru! Preserver of my honour and prestige! Now recite the mantras calculated to remove all the obstacles towards my victory. I, too, am making preparations and raising up my own forces to wage up war against that Dânava Mahisa.
5	7-13	Vyâsa said :-- On hearing Indra's words, Brihaspati smiled and said “O Lord of the Devas! I see you are bent on fight. I will neither stimulate you to fight nor shall I make you desist from the purpose. The issue is doubtful. There may be defeat or there may be victory. O Lord of S'achî! You are not to blame at all in this matter; what is written in the Book of Fate will come to pass, be it victory or defeat. I am not aware of the future in this respect. O Child! You know already what an amount of suffering I had to endure in times gone by when my wife hadbeen stolen. O Destroyer of the enemies! My wife had been stolen by Moon who turned out my enemy; living in my stage of an householder I was put to all sort of miseries, deprived of all my happiness. O Lord of the Suras! I am renowned in all the worlds as a man of much wisdom and intelligence. Where then was my intelligence, when Moon carried away, perforce, my wife. O Lord of the Suras! To my mind, the success or failure depends entirely on destiny; yet intelligent ones should always resort to efforts and be energetic.
5	14-17	Vyâsa said :-- O King! On hearing the words of Brihaspati, pregnant with truth, Indra went with him to Brahmâ, took his refuge and saluting him said :-- O Grand Sire! The Dânava is collecting a big army, and wants to conquer and take possession of the Heavens. All the other Dânavas have enrolled themselves in the list of his army; they are eager to fight and they are all very powerful and skilled in arts of warfare. I am therefore very afraid and have come to you. You know everything; please help me in this matter.
5	18-20	Brahmâ said :-- We all will go today to the Mount  Kailâs’a and take S'ankara with us and go to Visnu. There all the Devas, assembled, will hold a council and consider the time and place, when it will be settled whether it is proper or not to fight. For one who dares to do any act without considering one's strength and without any judgment, certainly courts his own downfall.
