Adhyaya_no	Brahmana_no	Text_no	Hymn
1	1	11	Now, this food, when eaten, becomes of two kinds,--that part of it which is immortal (remains) above the navel: by the upward vital airs it moves upwards and enters the air; but that part of it which is mortal tends to move away: it passes beyond the navel, and, having become twofold, enters this (earth), as urine and faeces. Now that which enters this (earth) enters the fire-altar  built here; and that which enters the air enters that fire which is placed on the built (altar). This also is the entering therein.
1	2	1	Pragâpati was desirous of gaining these worlds. He saw this bird-like body, the Fire-altar: hefashioned it, and thereby gained this (terrestrial) world. He saw a second bird-like body, the (chant of the) Great Rite : he fashioned it, and thereby gained the air. He saw a third bird-like body, the Great Litany : he fashioned it, and thereby gained the sky.
1	2	2	This built Fire-altar, doubtless, is this (terrestrial) world, the Great Rite the air, and the Great Litany the sky: all these, the Fire-altar, the Great Rite, and the Great Litany, one ought therefore to undertake together, for these worlds were created together; and as to why the Fire-altar is built first, it is because of these worlds this (terrestrial) one was created first. Thus with regard to the deity.
1	2	3	Now with regard to the body. The Fire-altar is the mind, the (chant of the) Great Rite the breath, and the Great Litany speech: all these one ought therefore to undertake together, for mind, breath, and speech belong together; as to why the Fire-altar is built first, it is because the mind is prior to the breathings.
1	2	4	The Fire-altar, indeed, is the body (trunk), the Great Rite the breath, and the Great Litany speech: all these one ought therefore to undertake together, for body, breath, and speech belong together; and as to why the Fire-altar is built first, it is because of him who is produced the trunk is produced first.
1	2	5	The Fire-altar, indeed, is the head, the Great Rite the breath, and the Great Litany the body:one ought therefore to undertake all these together, for head, breath, and body belong together; and as to why the Fire-altar is built first, it is because of him who is born the head is born first; and hence, whenever all these are undertaken together the Great Litany, indeed, is accounted the highest (âtamâm) , for the Great Litany is the body (or self, âtman).
1	2	6	As to this they say, 'If all these are difficult to obtain together, what (means of) obtaining them is there?'--In the Gyotishtoma (form of the) Agnishtoma : let him perform offering with the Gyotishtoma Agnishtoma.
1	2	7	In this Gyotishtoma Agnishtoma the Bahishpavamâna (stotra) is (in) the Trivrit (stoma)--that is the head of the rite; the two other Pavamânas are (in) the Pañkadasa and Saptadasa (stomas)--they are the two wings; the Hotri's Âgya (stotra) is (in) the Pañkadasa, the Prishtha (stotra in) the Saptadasa, and the Yagñâyagñiya (stotra in) the Ekavimsa (stoma)--they are the tail.
1	2	8	Now these two, the Pañkadasa and Saptadasa, have thirty-two hymn-verses: twenty-five of these are the twenty-five-fold body ; and the seven which remain over are the Parimâd (sâmans), for these are the cattle (or animals), (for) cattle are sporting all around us (pari-mâd )--thus much, then, is the Great Rite: thereby he obtains the Great Rite even in this (Agnishtoma).
1	2	9	And the Hotri recites seven metres--each subsequent one-versed (metre) increasing by four (syllables)--with the Virâg as an eighth: these (eight) consist of three eighties and forty-five syllables. Now by the eighties thereof the eighties (of the mahad uktham)  are obtained, for the Great Litany is counted (or recited) by eighties (of triplets); and of the forty-five (syllables which remain) twenty-five are this twenty-five-fold body ; and where the body is there, indeed, are (included) the head, and the wings and tail; and the twenty (syllables which remain) are the insertion ;--thus much, then, is the Great Litany: thereby he obtains the Great Litany even in this (Agnishtoma). All these (three) are indeed obtained in the Gyotishtoma Agnishtoma: let him, therefore, perform offering with the Gyotishtoma Agnishtoma.
1	3	1	Pragâpati created living beings. From the out- (and in-) breathings he created the gods, and from the downward breathings the mortal beings; andabove the (mortal) beings he created Death as their consumer.
1	3	2	Now, one half of that Pragâpati was mortal, and the other half immortal: with that part of him which was mortal he was afraid of death; and, being afraid, he became twofold, clay and water, and entered this (earth).
1	3	3	Death spake unto the gods saying, 'What has become of him who has created us?'--'Being afraid of thee, he has entered this (earth),' they said. He spake, 'Let us search for him, let us gather him up for I shall not injure him.' The gods gathered him from out of this (earth): that part of him which was in the water, they gathered as water, and that which was in this (earth, they gathered) as clay. Having gathered together both clay and water, they made a brick, whence a brick consists of both clay and water.
1	3	4	And, indeed, these five forms (bodily parts) of him are mortal--the hair on the mouth, the skin, the flesh, the bone, and the marrow; and these are immortal--the mind, the voice, the vital air; the eye, and the ear.
1	3	5	Now, that Pragâpati is no other than the Fire-altar which is here built up, and what five mortal parts there were of him, they are these layers of earth; and those which were immortal they are these layers of bricks.
1	3	6	The gods spake, 'Let us make him immortal!' Having encompassed that mortal form by those immortal forms of his, they made it immortal--the layer of earth by means of two layers of bricks: in like manner the second, the third, and the fourth (layers of earth).
1	3	7	And having laid down the fifth layer (of bricks), he (the Adhvaryu) scatters earth on it; thereon he lays the Vikarnî and the Svayamâtrinnâ, scatters chips of gold, and places the fire: that is the seventh layer, and that (part) is immortal; and in this way, having encompassed that mortal form of his by those two immortal forms, they made it immortal,--the layer of earth by means of two layers of bricks. Thereby, then, Pragâpati became immortal; and in like manner does the Sacrificer become immortal by making that body (of the altar) immortal.
1	3	8	But the gods knew not whether they had made him complete, or not; whether they had made him too large, or left him defective. They saw this verse , 'The seat-hiding Agni, Indra, god Brahman, Brihaspati, and the wise All-gods may speed our sacrifice unto bliss!'
1	3	9	Of this (verse) one part is Agni's, one part Indra's, and one part the All-gods’;--with that part thereof which is Agni's they made up that part of him (Pragâpati) which is Agni's, and with Indra's (part) that which is Indra's, and with the All-gods’ (part) that which is the All-gods’: in this very (fire-altar) they thus made him up wholly and completely.
1	3	10	And when he stands by (the altar, worshipping it) with this (verse), he thereby secures (makes good) all that part of him (Pragâpati) which, whether he knows it or not, he either does in excess or insufficiently in this (fire-altar),--whatever has not been secured for him. The 'seat-hiding' (verse) is an Anushtubh, for the Anushtubh is speech, and the seat-hider is speech: it is by speech that hesecures for him what was not secured for him. 'Let him approach (the altar with this verse) when he has covered a layer with earth,' say some, 'for then that (layer) becomes whole and complete.'
1	4	1	Now, at the beginning, Pragâpati was (composed of) both these, the mortal and the immortal--his vital airs alone were immortal, his body mortal: by this sacrificial performance, and by this order of proceeding, he made his body uniformly undecaying and immortal. And in like manner is the Sacrificer (composed of) both the mortal and the immortal--his vital airs alone are immortal, his body mortal: by this sacrificial performance, and by this order of proceeding, he makes his body uniformly undecaying and immortal.
1	4	2	He lays down the first layer,--this, doubtless, is his out- (and in-) breathing , and it is an immortal (element), for the out-breathing is something immortal: this, then, is an immortal layer. He then scatters loose soil thereon,--this, doubtless, is his marrow, and it is a mortal (element), for the marrow is mortal: he establishes it on that immortal (element), and thereby this part of him becomes immortal.
1	4	3	He lays down the second layer,--this, doubtless, is his downward breathing, and it is an immortal (element), for the downward breathing is something immortal: this, then, is an immortal layer. He thus encompasses that mortal (element) on bothsides by an immortal one, and thereby that part of him becomes immortal. He then scatters loose soil thereon,--this, doubtless, is his bones, and it is a mortal (element), for the bone is mortal: he establishes it on that immortal (element), and thereby this part of him becomes immortal.
1	4	4	He lays down the third layer,--this, doubtless, is his through-breathing , and it is an immortal (element), for the through-breathing is something immortal: this, then, is an immortal layer. He thus encompasses that mortal (element) on both sides by an immortal one, and thereby that part of him becomes immortal. He then scatters loose soil thereon,--this, doubtless, is his sinews, and it is a mortal (element), for the sinew is mortal: he establishes it on that immortal (element), and thereby this part of him becomes immortal.
1	4	5	He lays down the fourth layer,--this, doubtless, is his upward breathing , and it is an immortal (element), for the upward breathing is something immortal: this, then, is an immortal layer. He thus encompasses that mortal (element) on both sides by an immortal one, and thereby that part of him becomes immortal. He then scatters loose soil thereon,--this, doubtless, is his flesh, and it is a mortal (element), for flesh is mortal: he establishes it on that immortal (element), and thereby this part of him becomes immortal.
1	4	6	He lays down the fifth layer,--this, doubtless,is his central (or pervading) breathing , and it is an immortal (element), for the central breathing is something immortal: this, then, is an immortal layer. He thus encompasses that mortal (element) on both sides by an immortal one, and thereby that part of him becomes immortal. He then scatters loose soil thereon,--this, doubtless, is his fat, and it is a mortal (element), for the fat is mortal: he establishes it on that immortal (element), and thereby this part of him becomes immortal.
1	4	7	He lays down the sixth layer,--this, doubtless, is his voice, and it is an immortal (element), for the voice is something immortal: this, then, is an immortal layer. He thus encompasses that mortal (element) on both sides by an immortal one, and thereby that part of him becomes immortal. He then scatters loose soil thereon,--this, doubtless, is his blood and his skin, and it is a mortal (element), for blood is mortal, and skin is mortal: he establishes it on that immortal (element), and thereby this part of him becomes immortal.
1	4	8	These, then, are six layers of bricks, and six layers of earth, that makes twelve,--the year (consists of) twelve months, and Agni is the year: as great as Agni is, as great as is his measure, with so much did Pragâpati then make his body uniformly undecaying and immortal; and in like manner does the Sacrificer now make his body uniformly undecaying and immortal.
1	4	9	Having then laid down the Vikarnî and Svayamâtrinnâ, he scatters chips of gold, and placesthe fire thereon: Pragâpati then finally made a golden form for his body; and inasmuch as (he did so) finally, this was the final form of his body; whence people speak of 'the golden Pragâpati .' And in like manner does the Sacrificer now finally make a golden form for his body; and inasmuch as (he does so) finally, this is the final form of his body; and hence, whether they know this or not, people say that the Agnikit (he who has built an altar) is born in yonder world as one made of gold .
1	4	10	Now, on this point, Sândilya and Sâptarathavâhani, teacher and pupil, were once disputing with one another: 'This is his form,' said Sândilya; 'his hair,' said Sâptarathavâhani.
1	4	11	Sândilya said, 'Surely, there is a hairy form (as well as) a hairless form: his form it certainly is;' and this, indeed, is as Sândilya has said: when it (the altar) is completely built, Agni is led forward; and after he has been led forward, logs of wood  are offered as 'oblations.'
1	4	12	By means of (the channel of) the out- (and in-) breathing the gods eat food, and Agni (the sacrificial fire) is the out-breathing of the gods; whence it is in front (of the sacrificial ground) that offering is made to the gods, for by means of the (channel of the) out-breathing the gods eat food. By means of the down-breathing men eat food, whence foodis introduced into men (from the front) towards the back, for by their down-breathing men eat food.
1	4	13	Here, now, they say, 'He who has built an altar must not eat of any bird, for he who builds a fire-altar becomes of a bird's form; he would be apt to incur sickness: the Agnikit therefore must not eat of any bird.' Nevertheless, one who knows this may safely eat thereof; for he who builds an altar becomes of Agni's form, and, indeed, all food here belongs to Agni: whosoever knows this will know that all food belongs to him.
1	4	14	Here, now, they say, 'What is done here in (the building of) the altar, whereby the Sacrificer conquers recurring death?' Well, he who builds an altar becomes the deity Agni; and Agni (the fire), indeed, is the immortal (element);--the gods are splendour: he enters splendour; the gods are glory: he becomes glorious whosoever knows this.
1	5	1	This built fire-altar, in truth, (includes) all these sacrifices:--when he slaughters an animal victim, that is the Agnyâdheya (establishment of the sacred fires) ; when he collects (the materials for) the fire-pan, that constitutes the oblations of the Agnyâdheya; when he performs the initiation,that is the Agnihotra; and when the initiated puts two logs on (the fire) , these are the two oblations of the Agnihotra.
1	5	2	He puts them on in the evening and in the morning, for in the evening and in the morning the Agnihotra oblations are offered;--with one and the same formula, for with one and the same formula the two Agnihotra oblations are offered . Then the driving about (of the fire in the pan ), and the taking down (to the water) of the ashes, these two (constitute) the New and Full-moon offerings; and when he builds the Gârhapatya hearth , that is the Kâturmâsya (seasonal offerings); and what takes place from (the building of) the Gârhapatya up to the (sowing of) all-herb (seed , that constitutes) the ishtis , and what takes place after the all-herb (sowing) and prior to (the buildingof) the layers, that is the animal sacrifices ; and the Vishnu-strides  which are (performed) at these sacrifices are just these Vishnu-strides; and what muttering of formulas there is that is the Vâtsapra .
1	5	3	The first layer is the Soma-sacrifice; the second the Râgasûya as prior to the consecrations ; the third the Vâgapeya; the fourth the Asvamedha (horse-sacrifice); and the fifth the Agnisava . Then the sâmans he sings around the built (altar) are the Mahâvrata(-sâman); the Udgâtri's preliminary muttering (of the text of his chants) on that occasion is the Satarudriya; the 'shower of wealth' the Great Litany; and what takes place subsequent to (the singing of) the sâmans, and prior to the shower of wealth, that is the Hotri's preliminary muttering on that occasion; and what takes place after the shower of wealth is the Grihamedhas  (house-sacrifices). Such are all the sacrifices: these he secures by (building) the fire-altar.
1	5	4	Now, then, as to the powers (conferred by the performance) of sacrifices. Verily, he who (regularly) performs the Agnihotra eats food in the evening and in the morning (when he comes to be) in yonder world, for so much sustenance is there in that sacrifice. And he who performs the New and Full-moon sacrifice (eats food) every half-month; and he who performs the Seasonal sacrifice (does so) every four months; and be who performs the animal sacrifice (twice a year, eats food) every six months; and the Soma-sacrificer once a year; and the builder of the fire-altar at his pleasure eats food every hundred years, or abstains therefrom ; for a hundred years is as much as immortality , unending and everlasting: and, verily, for him who knows this, there shall thus be immortality, unending and everlasting; and whatever he as much as touches, as it were, with a reed, shall be for him immortal, unending and everlasting.
2	1	1	Pragâpati was desirous of going up to the world of heaven; but Pragâpati, indeed, is all the (sacrificial) animals --man, horse, bull, ram, andhe-goat:--by means of these forms he could not do so. He saw this bird-like body, the fire-altar, and constructed it. He attempted to fly up, without contracting and expanding (the wings), but could not do so. By contracting and expanding (the wings) he did fly up: whence even to this day birds can only fly up when they contract their wings and spread their feathers.
2	1	2	He measures it (the fire-altar) by finger-breadths; for the sacrifice being a man , it is by means of him that everything is measured here. Now these, to wit, the fingers, are his lowest measure: he thus secures for him (the sacrificial man ) that lowest measure of his, and therewith he thus measures him.
2	1	3	He measures by twenty-four finger-breadths ,--the  (verse) consists of twenty-four syllables, and Agni is of Gâyatra nature : as great as Agni is, as great as is his measure, by so much he thus measures him.
2	1	4	He contracts  (the right wing) inside on bothsides  by just four finger-breadths, and expands  it outside on both sides  by four finger-breadths: he thus expands it by just as much as he contracts it; and thus, indeed, he neither exceeds (its proper size) nor does he make it too small. In the same way in regard to the tail, and in the same way in regard to the left wing.
2	1	5	He then makes two bending-limbs  in the wings, for there are two bending-limbs in a bird'swings. In one-third (of each wing he makes them), for the bending-limbs are in one-third of the bird's wings;--in the inner third , for the bending-limbs are in the inner third of a bird's wings. He expands (each of these limbs) in front  by just four finger-breadths, and contracts it behind by four finger-breadths; he thus expands it by just as much as he contracts it; and thus, indeed, he neither exceeds (its size), nor does he make it too small.
2	1	6	On that bending-limb he places one brick he thereby gives to it that single tube (tubular organ) which joins on to  (the body) from the bending-limb of the flying bird. Then here (on the left wing).
2	1	7	He then makes the wings crooked, for a bird's wings are crooked; he expands them behind by just four finger-breadths, and contracts them in front by four finger-breadths : he thus draws them out byjust as much as he draws them in; and thus, indeed, he neither exceeds (its size) nor does he make it too small.
2	1	8	He now gives to it (the altar) the highest form . This Agni had now been completely restored, and the gods conferred upon him this highest form; and in like manner does this (Sacrificer) confer upon him this highest form: he makes a thousand bricks marked with straight lines, a thousand marked this way (from left to right), and a thousand marked that way (from right to left).
2	1	9	And when he has laid down the fifth layer, he measures out the altar in three parts, and on the central part he places the one thousand bricks marked with straight lines: he thereby gives to it those straight plumes of the bird pointing backwards (with their tops, and covering it) from head to tail.
2	1	10	On the right side he then lays down the one thousand (bricks) marked thus (from left to right): he thereby gives to it those curved plumes on the right side of the bird .
2	1	11	On the left side he then lays down the one thousand (bricks) marked thus (from right to left): he thereby gives to it those curved plumes on the left side of the bird. With a thousand (bricks he does it each time)--a thousand means everything:with everything (required) he thus confers that highest form upon him (Agni);--with three thousand--Agni is threefold: as great as Agni is, as great as is his measure, with so much he thus confers the highest form upon him.
2	2	1	Now the one person which they made out of those seven persons  became this Pragâpati. He produced living beings (or offspring), and having produced living beings he went upwards,--he went to that world where that (sun) now shines. And, indeed, there was then no other (victim) meet for sacrifice but that one (Pragâpati), and the gods set about offering him up in sacrifice.
2	2	2	Wherefore it is with reference to this that the Rishi has said , 'The gods offered up sacrifice by sacrifice,'--for by sacrifice they did offer up him (Pragâpati), the sacrifice;--'these were the first ordinances:'--for these laws were instituted first;--'these powers clung unto the firmament,'--the firmament is the world of heaven, and the powers are the gods: thus, 'Those gods who offered up that sacrifice shall cling to the world of heaven;'--
2	2	3	'Where first the perfect gods were,'--the perfect  gods, doubtless, are the vital airs, for it is they that perfected him in the beginning  when theywere desirous of becoming that (body of Pragâpati ); and even now, indeed, they do perfect (him).----'Thereafter this other became meet for sacrifice by the abundance of the immortal world,'--for thereafter, indeed, other things here--whatsoever is immortal--became fit for sacrifice.
2	2	4	'Savitri's well-winged eagle verily was first born, and he was according to his ordinance,'--the well-winged eagle, doubtless, is Pragâpati, and Savitri is that (sun): thus, 'In accordance with his (the sun's) law he indeed (comported himself).'
2	2	5	He indeed consists of seven persons, for that Person  consisted of seven persons;--to wit, the body of four, and the wings and tail of three, for of four the body of that Person consisted, and of three his wings and tail.
2	2	6	He measures it (the altar) by the man with upstretched arms ; for the sacrifice is a man, and by him everything here is measured; and that is his highest measure when he stands with up-stretched arms: he thus secures for him what is his highest measure, and therewith he then measures it. And what (space) there is over and above that when he is raised on the forepart of his foot, that he secures by the enclosing-stones; and hence heshould dig a line for the enclosing-stones outside (the altar-ground).
2	2	7	Two cubits he gives to the two wings: he thereby lays strength into the wings. And the wings are (the bird's) arms, and by means of the arms food is eaten: it is thus for the sake of food that he gives them that space; and when he gives two cubits to the two wings, it is because food is taken from the distance of a cubit.
2	2	8	To the tail he gives a span: he thus lays strength into the support, for the tail is the support. The span means the hand , and by means of the hand food is eaten: it is thus for the sake of food that he gives it that space; and when he gives a span to the tail, he thereby settles him (Agni) in (the midst of) food; and when he gives less (space) to this (part of the body), it is because he thereby settles him in (the midst of) food . But, indeed, so much does this (the bird's wing) measure, and so much this (the bird's tail), and hence when he thus measures them, it is for the sake of securing for him that (natural measure).
2	3	1	Now this Vedi (altar-ground, viz. the Mahâvedi of the Soma-sacrifice) is just that (right) measure for the Vedi of the sevenfold  (fire-altar). Having fixed upon (the place for) the sacrificial ground, he enters the Patnîsâla  by the front (east) door, and having thrown up (the ground) for the Gârhapatya, he sprinkles it with water. From the raised (site) of the Gârhapatya he strides seven steps eastward. From there he measures off a fathom  towards the east, and having, in the middle thereof, thrown up (the ground) for the Âhavanîya, he sprinkles it with water. From the front part of the fathom he strides three steps eastward: that is the end of the Vedi .
2	3	2	Now, there are here, including the fathom (as one), eleven steps  between the end of the Vedi and the (original) Gârhapatya;--the Trishtubh consistsof eleven syllables, and the Trishtubh is a thunderbolt, and the Trishtubh means strength: it is thus by the thunderbolt, and by strength, that the Sacrificer from the very first drives off the fiends, the Rakshas, from the mouth of the sacrifice.
2	3	3	This is the womb of the Vedi, for it was from that womb that the gods begat the Vedi. And that (space of a) fathom which was (marked off), is the womb of the Gârhapatya , for it was from that womb that the gods begat the Gârhapatya; and from the Gârhapatya the Âhavanîya.
2	3	4	From the (western) end of the Vedi he measures off the Vedi  thirty-six steps long eastward, thirty (steps) broad behind, and twenty-four (steps broad) in front,--that makes ninety. This, then, is the Vedi measuring ninety steps: thereon he lays out the sevenfold Fire-altar.
2	3	5	As to this they say, 'How does this sevenfold (Person, the fire-altar,) correspond to this Vedi (measuring ninety steps)?' Well, there are theseten vital airs in a man , four limbs, and the trunk as the fifteenth; in the same way in the second, and in the same way in the third (man),--in six men this makes ninety; and one man remains over. Now, (that seventh) man is fivefold--hair, skin, flesh, bone, and marrow (fat), and this Vedi also is fivefold--the four regions (quarters), and the body (of the altar) as the fifth : thus this sevenfold (altar) does indeed correspond to this Vedi.
2	3	6	Now, some, intending to construct higher forms (of altars), increase (the number of) these steps and this fathom accordingly, saying, 'We enlarge the womb in accordance therewith;'--but let him not do so; for the womb does not enlarge along with the child that has been born , but, indeed, only as long as the child is within the womb, does the womb enlarge, and so long, indeed, the growth of the (unborn) child here (lasts) .
2	3	7	Indeed, those who do it in that way, deprive this Father Pragâpati of his due proportions; and they will become the worse for sacrificing, for they deprive Father Pragâpati of his due proportions. As large as this Vedi  of the sevenfold (fire-altar) is, fourteen times as large he measures out the Vedi of the one hundred and one-fold (altar).
2	3	8	He now measures off a cord thirty-six steps  (yards) long, and folds it up into seven (equal) parts: of this he covers (the . space of) the three front (eastern) parts (with bricks), and leaves four (parts)  free.
2	3	9	He then measures (a cord) thirty steps long, and lays it sevenfold: of this he covers three parts (with bricks) behind, and leaves four (parts) free .
2	3	10	He then measures (a cord) twenty-four steps long, and lays it sevenfold: of this he covers three parts in front (with bricks), and leaves four (parts) free . This, then, is the measuring out of the Vedi.
2	3	11	Now as to the (other) forms of the fire-altar. Twenty-eight man's lengths long (from west to east) and twenty-eight man's lengths across is the body (of the altar), fourteen man's lengths the right, and fourteen the left wing, and fourteen the tail. Fourteen cubits (aratni) he covers (with bricks) on the right, and fourteen on the left wing, and fourteen spans (vitasti) on the tail. Such is the measure of (an altar of) ninety-eight man's lengths with the additional space (for wings and tail).
2	3	12	He now measures a cord of three man's lengths, and lays it sevenfold: of this he covers (the space of) four parts (with bricks) on the body (of the altar), and three parts on the wings and tail.
2	3	13	He then measures one three cubits long, and lays it sevenfold: of this he covers (the space of) three parts on the right, and three on the left wing, and leaves four (parts) free.
2	3	14	He then measures one a span long, and lays it sevenfold: of this he covers (the space of) three parts on the tail, and leaves four (parts) free. In this way does this one hundred and one-fold (Agni) correspond to this Vedi.
2	3	15	As to this they say, 'When thirteen man's lengths are over, how is it that these do not deviatefrom the right proportions (of the altar) ?' Well, what right proportions there were in the case of that seventh man's length , these same proportions (also apply) to all these (redundant man's lengths).
2	3	16	And they also say, 'When Pragâpati had formed the body he filled it up with these (redundant lengths) wherever there was anything defective in it; and therefore also it is rightly proportioned.
2	3	17	As to this some say, 'The first time they construct a simple (altar ), then the one higher by one (man's length), up to the one of unlimited size.' Let him not do so.
2	3	18	Sevenfold, indeed, Pragâpati was created in the beginning. He went on constructing (developing) his body, and stopped at the one hundred and one-fold one. He who constructs one lower than a sevenfold one cuts this Father Pragâpati in twain: he will be the worse for sacrificing as one would be by doing injury to his better. And he who constructs one exceeding the one hundred and one-fold one steps beyond this universe, for Pragâpati is this universe. Hence he should first construct the sevenfold (altar), then the next higher up to the one hundred and one-fold one, but he should not construct one exceeding the one hundred and one-foldone, and thus, indeed, he neither cuts this Father Pragâpati in twain, nor does he step beyond this universe.
2	4	1	Pragâpati, indeed, is the year, and Agni is all objects of desire. This Pragâpati, the year, desired, 'May I build up for myself a body so as to contain  Agni, all objects of desire.' He constructed a body one hundred and one-fold; and in constructing a body one hundred and one-fold, he built up for himself a body so as to contain Agni, all objects of desire, and himself became all objects of desire; there was not one object of desire outside of him: whence they say, 'The year (includes) all objects of desire;' for, indeed, outside the year there is no object of desire whatever.
2	4	2	And in like manner does the Sacrificer now, by constructing a body (of the altar) one hundred and one-fold, build for himself a body so as to contain Agni, all objects of desire: he becomes all objects of desire, and not one object of (his) desire is outside of him.
2	4	3	Now this year is the same as yonder sun; and he is this one hundred and one-fold (Agni);--his rays are a hundredfold, and he himself who shinesyonder, being the one hundred and first, is firmly established in this universe; and in like manner does the Sacrificer now establish himself in this universe by constructing for himself a body a hundred and one-fold.
2	4	4	And, indeed, the one hundred and one-fold passes into (becomes equal to) the sevenfold one; for yonder sun, whilst composed a hundred and one-fold, is established in the seven worlds of the gods, for, indeed, there are seven worlds of the gods,--the four quarters and these three worlds: these are the seven worlds of the gods, and in them that (sun) is established. And in like manner does the Sacrificer now establish himself in the seven worlds of the gods by constructing for himself a body a hundred and one-fold.
2	4	5	And, again, as to how the one hundred and one-fold (altar) passes into the sevenfold one:--yonder sun, composed of a hundred and one parts, is established in the seven seasons, in the seven stomas (hymn-forms), in the seven prishtha (-sâmans), in the seven metres, in the seven vital airs, and in the seven regions; and in like manner does the Sacrificer now establish himself in this universe (or, on everything here) by constructing for himself a body one hundred and one-fold.
2	4	6	And, again, as to how the one hundred and one-fold passes into the sevenfold one:--yonder sun, composed of a hundred and one parts, is established in the seven-syllabled Brahman, for the Brahman (holy writ or prayer) indeed consists of seven syllables,--'rik' is one syllable, 'yaguh' two, and 'sâma' two; and what other Brahman there is that is just the 'brahman' of two syllables--thisseven-syllabled Brahman is the universe : therein that (sun) is established; and in like manner does the Sacrificer now establish himself in the seven-syllabled Brahman by constructing for himself a body one hundred and one-fold.
2	4	7	Therefore, also, they lay down around (the altar) sets of seven (bricks) each time, and hence the one hundred and one-fold passes into the sevenfold one; and, indeed, the sevenfold one passes into the one hundred and one-fold.
2	4	8	Sevenfold, indeed, Pragâpati was created in the beginning. He saw this body composed of a hundred and one parts--fifty bricks in the Prânabhrits , and fifty sacrificial formulas, that makes a hundred, and the 'settling' and sûdadohas-formula are the two one hundred and first--these two are one and the same, for when he has 'settled' (a brick), he pronounces the sûdadohas-formula over it: by means of this one hundred and one-fold body he gained that conquest and obtained that success; and in like manner does the Sacrificer, by means of this one hundred and one-fold body, gain that conquest and obtain that success. And thus, indeed, the sevenfold (altar) passes into the one hundred and one-fold: that which is a hundred and one-fold is sevenfold, and that which is sevenfold is a hundred and one-fold. So much as to the forms (of altars).
2	5	1	Now as to the building itself. He builds between the two (performances of the) Upasads . For at that time the gods were afraid lest the fiends, the Rakshas, should destroy that (Agni's body) of theirs (built) there . They saw these strongholds, the Upasads, to wit, these worlds, for these worlds are indeed strongholds. They entered them, and having entered them, they completed that body in a place free from danger and devilry; and in like manner does the Sacrificer now, after entering these strongholds, complete this body in a place free from danger and devilry.
