Adhyaya_no	Brahmana_no	Text_no	Hymn
1	1	10	Accordingly, in like manner as one would stretch a skin by means of wooden pins, they fastened down this resting-place; and it formed a firm and steady resting-place. And when it was firm and steady, they set up the two fires on it; and thereupon they excluded their enemies from any share in it .
1	1	11	And in like manner that one (the Adhvaryu) now fastens down that resting-place by means of pebbles; and on it, when firm and steady, he sets up the two fires; whereupon he excludes the (sacrificer's) enemies from any share in it. This is the reason why he brings pebbles.
1	1	12	These then are the five equipments : for fivefold is the sacrifice, fivefold the animal victim; and five seasons there are in the year.
1	1	13	Now, as to this, they say, 'Six seasons there are in the year.' And in that case the very deficiency (nyûna) itself is rendered a productive union , since it is from the lower part (nyûna, i.e. of the body) that offspring is here brought forth. Thus also a progressive improvement  (is assured to the sacrificer): for this reason there are five equipments. And when (it is nevertheless insisted on that) there are six seasons in the year, then Agni is the sixth of them, and thus there is no deficiency.
1	1	14	Here also they say, 'He should not equip it even with a single equipment!' For (they argue) all those (objects) are on this earth, and hence, when he establishes the fire on this earth, the latter of itself obtains all those equipments: he need not, therefore, equip it with a single equipment. But let him nevertheless bring (those objects) together; for when he establishes the fire on this (earth), then it obtains all the equipments: and what (benefit) accrues from the equipments being brought together, that also accrues to it . Let him for that reason bring (the objects) together.
1	2	1	He may set up the two fires  under the Krittikâs; for they, the Krittikâs, are doubtless Agni's asterism, so that if he sets up his fires under Agni's asterism, (he will bring about) a correspondence (between his fires and the asterism): for this reason he may set up his fires under the Krittikâs.
1	2	2	Moreover, the other lunar asterisms (consist of) one, two, three or four (stars), so that the Krittikâs are the most numerous (of asterisms) : hence he thereby obtains an abundance. For this reason he may set up his fires under the Krittikâs.
1	2	3	And again, they do not move away from the eastern quarter, whilst the other asterisms do move from the eastern quarter. Thus his (two fires) are established in the eastern quarter: for this reason he may set up his fires under the Krittikâs.
1	2	4	On the other hand (it is argued) why he should not set up the fires under the Krittikâs. Originally, namely, the latter were the wives of the Bears (riksha); for the seven Rishis  were in former timescalled the Rikshas (bears). They were, however, precluded from intercourse (with their husbands), for the latter, the seven Rishis, rise in the north, and they (the Krittikâs) in the east. Now it is a misfortune for one to be precluded from intercourse (with his wife): he should therefore not set up his fires under the Krittikâs, lest he should thereby be precluded from intercourse.
1	2	5	But he may nevertheless set up (his fire under the Krittikâs); for Agni doubtless is their mate, and it is with Agni that they have intercourse: for this reason he may set up (the fire under the Krittikâs).
1	2	6	He may also set up his fires under (the asterism of Rohinî. For under Rohinî it was that Pragâpati, when desirous of progeny (or creatures), set up his fires. He created beings, and the creatures produced by him remained invariable and constant , like (red) cows (rohinî): hence the cow-like nature of Rohinî. Rich in cattle and offspring therefore he becomes whosoever, knowing this, sets up his fires under Rohinî.
1	2	7	Under Rohinî, indeed, the cattle set up their fires, thinking that they might attain to (ruh) the desire (or love) of men. They did attain to thedesire of men; and whatever desire the cattle then obtained in regard to men, that same desire he obtains, in regard to cattle, whosoever, knowing this, sets up his fire under Rohinî.
1	2	8	He may also set up his fires under (the asterism of) Mrigasîrsha. For Mrigasîrsha, indeed, is the head of Pragâpati ; and the head (siras) means excellence (srî), for the head does indeed mean excellence: hence they say of him who is the most excellent (sreshtha) of a community, that he is the head of that community. Excellence therefore he attains whosoever, knowing this, sets up his fire under Mrigasîrsha.
1	2	9	On the other hand (it is argued) why one should not set up his fire under Mrigasîrsha . The latter, indeed, is Pragâpati's body. Now, when they (the gods) on that occasion pierced him  with what is called 'the three-knotted arrow,' he abandoned thatbody, for the body is a mere relic (or dwelling, vâstu), unholy and sapless. He should therefore not set up his fires under Mrigasîrsha.
1	2	10	But he may, nevertheless, set them up (under Mrigasîrsha). For, assuredly, the body of that god, Pragâpati, is neither a relic nor unholy, : he may therefore set up (his fires under Mrigasîrsha). 'Under the Punarvasû he should perform the Punarâdheya ,' thus (it is prescribed).
1	2	11	He may also set up his fires under the Phalgunîs. They, the Phalgunîs, are Indra's asterism , and even correspond to him in name; for indeed Indra is also called Arguna, this being his mystic name; and they (the Phalgunîs) are also called Argunîs. Hence he overtly calls them Phalgunîs, for who dares to use his (the god's) mystic name? Moreover, the sacrificer himself is Indra, so that he in that case sets up his fires under his own asterism. Indra is the deity of the sacrifice; and accordingly his Agnyâdheya is thereby broughtinto relation with Indra. He may set up the fires under the first (Pûrva-phalgunîs)--whereby an advancing (successful) sacrifice accrues to him; or he may set them up under the second (Uttara-phalgunîs)--whereby a progressive (uttarâvat) improvement accrues to him.
1	2	12	Let him set up his fires under the asterism Hasta , whosoever should wish that (presents) should be offered him: then indeed (that will take place) forthwith; for whatever is offered with the hand (hasta), that indeed is given to him.
1	2	13	He may also set up his fires under Kitrâ. Now the gods and the Asuras, both of them sprung from Pragâpati, were contending for superiority. Both parties were desirous of rising to yonder world, the sky. The Asuras then constructed the fire (altar) called rauhina (fit to ascend by), thinking, 'Thereby we shall ascend (â-ruh) to the sky .'
1	2	14	Indra then considered , 'If they construct that (fire-altar), they will certainly prevail over us.' He secured a brick and proceeded thither, passing himself off for a Brâhman.
1	2	15	'Hark ye!' he said, 'I, too, will put on this (brick) for myself!' 'Very well,' they replied. He put it on. That fire (altar) of theirs wanted but very little to be completely built up,--
1	2	16	When he said, 'I shall take back this (brick) which belongs to me.' He took hold of it and pulled it out; and on its being pulled out, the fire-altar fell down; and along with the falling fire-altar the Asuras fell down. He then converted those bricks into thunderbolts and clove the (Asuras') necks.
1	2	17	Thereupon the gods assembled and said, 'Wonderfully (kitram) indeed it has fared with us who have slain so many enemies!' Hence the wonderful nature (kitrâtva)  of the asterism[paragraph continues] Kitrâ; and verily wonderfully it fares with him, and he slays his rivals, his spiteful enemy, whosoever, knowing this, sets up his fires under Kitrâ. A Kshatriya, therefore, should especially desire to take advantage of this asterism; since such a one is anxious to strike, to vanquish his enemies.
1	2	18	Originally these (nakshatras) were so many different powers (kshatra), just as that sun yonder. But as soon as he rose, he took from them (â-dâ) their energy, their power; therefore he (the sun) is called Âditya, because he took from them their energy, their power .
1	2	19	The gods then said, 'They who have been powers, shall no longer (na) be powers (kshatra) !' Hence the powerlessness (na-kshatratvam) of the nakshatras. For this reason also one need only take the sun for one's nakshatra (star), since he took away from them their energy, their power. But if he (the sacrificer) should nevertheless be desirous of having a nakshatra (under which to set up his fires), then assuredly that sun is a faultless nakshatra for him; and through that auspicious day (marked by the rising and setting of the sun) he should endeavour to obtain the benefits of whichever of those asterisms he might desire. Let him therefore take the sun alone for his nakshatra .
1	3	1	The spring, the summer, and the rains, these seasons (represent) the gods; and the autumn, the winter, and the dewy season represent the fathers. That half-moon which increases represents the gods, and that which decreases represents the fathers. The day represents the gods, and the night represents the fathers. And, further, the forenoon represents the gods, and the afternoon the fathers.
1	3	2	Those seasons, then, are the gods and the fathers; and whosoever, knowing this, invokes them as the gods and fathers, with his invocation of the gods the gods comply, and with his invocation of the fathers the fathers comply. Him the gods favour at his invocation of the gods, and him the fathers favour at his invocation of the fathers, whosoever, knowing this, invokes (the seasons) as the gods and fathers.
1	3	3	Now when he (the sun) moves northwards, then he is among the gods, then he guards the gods; and when he moves southwards, then he is among the fathers, then he guards the fathers .
1	3	4	When he (the sun) moves northwards, then one may set up his fires;--the gods have the evil dispelledfrom them (by the sun): he (the sacrificer) therefore dispels the evil from himself;--the gods are immortal: he therefore, though there is for him no prospect of immortality, attains the (full measure of) life, whosoever sets up his fires during that time. Whosoever, on the other hand, sets up his fires when (the sun) moves southwards, he does not dispel the evil from him,--since the fathers have not the evil dispelled from them (by the sun). The fathers are mortal: hence he dies before (he has attained the full measure of) life, whosoever sets up his fires during that time.
1	3	5	The spring is the priesthood, the summer the nobility, and the rainy season the common people (vis): a Brâhman therefore should set up his fires in spring, since the spring is the priesthood; and a Kshatriya should set them up in summer, since the summer is the nobility; and a Vaisya should set them up in the rainy season, since the rainy season is the common people.
1	3	6	And whosoever  desires to become endowed with holy lustre (brahmavarkasin), let him set up his fires in spring,--for the spring is the priesthood,--and he will certainly become endowed with holy lustre.
1	3	7	And whosoever desires to become a power (kshatra)  in prosperity and renown, let him set up his fires in summer,--for the summer is the nobility (kshatra),--and he will certainly become a power in prosperity and renown.
1	3	8	And whosoever may desire to be rich in progenyand cattle, let him set up his fires in the rainy season ,--for the rainy season is the common people, and the people means food,--and he certainly becomes rich in progeny and cattle, whosoever, knowing this, sets up his fires in the rainy season.
1	3	9	[In the opinion of others] both these (classes of) seasons have the evil dispelled from them, for the sun is the dispeller of their evil, and as soon as he rises he dispels the evil from both these (classes of seasons). He should therefore set up his fires at any time, when he feels called upon to sacrifice; and should not put it off from one day to the morrow: for who knows the morrow of man ?
1	4	1	On the day preceding his Agnyâdheya, he (the sacrificer with his wife) should take his food in the day-time. For the gods know the minds of man: they are, therefore, aware that his Agnyâdheya is to take place on the morrow; and all the gods betake themselves to his house and stay (upa-vas) in his house; whence this day is called upavasatha (fast-day) .
1	4	2	Now, as it would be unbecoming for him to take food before men (who are staying with him as his guests) have eaten; how much more would it be so, if he were to take food before the gods have eaten: let him therefore take his food in the day-time. However, he may also, if he choose, take food at night,since the observance of the vow is not necessary for him who has not performed Agnyâdheya. For so long as he has not set up a (sacrificial) fire of his own, he is merely a man, and may therefore, if he choose, take food at night.
1	4	3	Here now some tie up a he-goat , arguing that the goat is sacred to Agni and that (this is done) for the completeness of the fire. But he need not do this. Should he possess a he-goat, let him present it to the Âgnîdhra on the next morning; for it is thereby that he obtains the object he desires. He need, therefore, take no notice of that (practice).
1	4	4	They  then cook a rice-pap sufficient for (the) four (priests) to eat, 'Hereby we gratify the metres,' so they say, arguing that this is done in the same way as if one were to order a team, which he is going to use for driving, to be well fed. He need not, however, do this: for indeed that same wish (which he entertains in so doing) he obtains by the very fact that Brahmans, be they sacrificial priests or not, are residing in his family (kula) : he need, therefore, take no notice of that (practice).
1	4	5	Having then made a hollow in it (the pap) forclarified butter to be poured in, and having poured clarified butter into it, they anoint three sticks of asvattha wood with this butter and put them on the fire with the (three) Rik-verses containing the words 'kindling-stick (samidh)' and 'butter (ghrita) ;' arguing that thereby they obtain what has grown out of a samî . It is, however, only by (daily) putting (three kindling-sticks) on the fire for a whole year previous (to the Âdhâna) that one obtains that object: let him therefore take no notice of that (practice).
1	4	6	And on this point Bhâllabeya remarked, 'If he were to cook that rice-pap, this would assuredlybe a mistake, just as if one were to do one thing, while intending to do another; or if one were to say one thing, while intending to say another; or if one were to go one way, while intending to go another.' And, indeed, it is not proper that they should either carry to the south, or extinguish, that fire on which a kindling-stick is put, or an oblation made, with a rik or a sâman or a yagus. Now they do indeed either take it to the south with the view of its becoming the Anvâhâryapakana (or Dakshinâgni), or (if there is to be no Dakshinâgni) they extinguish it .
1	4	7	Thereupon they  remain awake (during that night). The gods are awake: so that he thereby draws nigh to the gods, and sets up his fires as one more godly, more subdued, more endowed with holy fervour (tapas). He may, however, sleep, if he choose, since the observance of the vow is not necessary for him who has not performed Agnyâdheya. For so long as he has not set up a (sacrificial) fire of his own, he is a mere man; and he may, therefore, sleep, if he choose.
1	4	8	Now some churn (the fire)  before sunrise andtake it eastwards (from the Gârhapatya to the Âhavanîya) after sunrise, arguing that thereby they secure both the day and the night for the obtainment of out-breathing and in-breathing, of mind and speech. But let him not do so; for when they thus churn (the fire) before sunrise, and take it eastwards after sunrise, both his (fires) are in reality set up before sunrise. By churning the Âhavanîya after sunrise he will obtain that (combination of blessings).
1	4	9	The gods, assuredly, are the day. The fathers have not the evil dispelled from them (by the sun); (and accordingly) he (the sacrificer) does not dispel the evil (if he churns the fire before sunrise). The fathers are mortal; and verily he who churns the fire before the rising of the sun, dies before (he has attained his full measure of) life. The gods have the evil dispelled from them (by the sun): hence he (the sacrificer) dispels the evil (from himself, if he churn after sunrise). The gods are immortal; and--though there is for him no prospect of immortality--he attains (the full measure of life). The gods are bliss, and bliss he obtains; the gods are glorious, and glorious he will be, whosoever, knowing this, churns (the fire) after the rising of the sun.
1	4	10	Here now they say, 'If the fire is not setup with either a rik-verse, or a sâman, or a yagus, wherewith then is it set up?' Verily, that (fire) is of the brahman: with the brahman it is set up. The brahman is speech: of that speech it is. The brahman is the truth, and the truth consists in those same (three) mystic utterances: hence his (fire) is established by means of the truth.
1	4	11	Verily, with 'bhûh (earth)!' Pragâpati generated this (earth) ; with 'bhuvah (ether)!' the ether; with 'svah (heaven)!' the sky. As far as these (three) worlds extend, so far extends this universe: with the universe it (the fire) is accordingly established.
1	4	12	With 'bhûh!' Pragâpati generated the Brahman (priesthood); with 'bhuvah!' the Kshatra (nobility); with 'svah!' the Vis (the common people). As much as are the Brahman, the Kshatra, and the Vis, so much is this universe: with the universe it (the fire) is accordingly established.
1	4	13	With 'bhûh!' Pragâpati generated the Self; with 'bhuvah!' the (human) race; with 'svah!' the animals (pasu). As much as are the Self, the (human) race, and the animals, so much is this universe: with the universe it (the fire) is accordingly established.
1	4	14	'Bhûr bhuvah!' this much he utters while laying down the Gârhapatya fire; for if he were to lay it down with all (three words), wherewith should he lay down the Âhavanîya? Two syllables he leaves over, and thereby those (five syllables) become of renewed efficacy; and with all the five syllables--'Bhûr bhuvah svah'--he lays down the Âhavanîya. Thus result eight syllables; for of eight syllables consists the gâyatrî, and the gâyatrî is Agni's metre: he thus establishes that (fire) by means of its own metre.
1	4	15	Now when the gods were about to set up their fires, the Asuras and Rakshas forbade them, saying, 'The fire shall not be produced; ye shall not set up your fires!' and because they thus forbade (raksh) them, they are called Rakshas.
1	4	16	The gods then perceived this thunderbolt, to wit, the horse. They made it stand before them, and in its safe and foeless shelter the fire was produced. For this reason let him (the Adhvaryu) direct (the Âgnîdhra) to lead the horse to where he is about to churn the fire. It stands in front of him : he thus raises the thunderbolt, and in its safe and foeless shelter the fire is produced.
1	4	17	Let it be one used as a leader ; for such a one possesses unlimited strength. Should he be unable to obtain a leader, it may be any kind of horse. Should he be unable to obtain a horse, it may also be an ox, since that (fire) is related (bandhu) to the ox .
1	4	18	And when they carry that (fire) eastward ,they lead the horse in front of it; so that, in proceeding in front of it, it wards off from it the evil spirits, the Rakshas; and they carry it (to the Âhavanîya) safely and unmolested by evil spirits.
1	4	19	Let them carry it (the fire) in such wise that it turns back towards him (the sacrificer); for, assuredly, that fire is the (means of) sacrifice, and it is in the direction of him (the sacrificer) that the sacrifice enters him, that the sacrifice readily inclines to him. And, verily, from whomsoever it (the fire) turns away, from him the sacrifice also turns away; and if any one were to curse him, saying, 'May the sacrifice turn away from him!' then he would indeed be liable to fare thus.
1	4	20	Moreover, that (fire) is the (sacrificer's) breath: let them therefore carry it in such wise that it turnsback towards him; for it is in the direction of him that the breath enters into him. And, verily, from whomsoever it (the fire) turns away, from him the breath also turns away; and if in that case any one were to curse him, saying, 'May the breath turn away from him!' then he would indeed be liable to fare thus.
1	4	21	And, verily, the sacrifice is yonder blowing (wind). Let them, therefore, carry it in such wise that it  turns towards him; for it is in the direction of him that the sacrifice enters him, that the sacrifice readily inclines to him. And from whomsoever it turns away, from him the sacrifice also turns away; and if any one were to curse him, saying, 'May the sacrifice turn away from him!' then he would indeed be liable to fare thus.
1	4	22	And, verily, that (fire) is the (sacrificer's) breath. Let them, therefore, carry it in such wise that it turns towards him; for it is in the direction of him that the breath enters into him. And from whomsoever it (the fire) turns away; from him the breath also turns away; and if any one were to curse him, saying, 'May the breath turn away from him!' he would indeed be liable to fare thus.
1	4	23	He (the Adhvaryu) then makes the horse step on (the Âhavanîya fire-place) . When he has made it step on it, he leads it out towards the east, makes it turn round again (from left to right) and lets itstand there facing the west. The horse doubtless represents strength: hence he makes it turn round again in order that this strength shall not turn away from him (the sacrificer).
1	4	24	He lays that (fire) down on the horse's footprint ; for the horse represents strength, so that he thereby lays it down on strength: for this reason he lays it down on the horse's foot-print.
1	4	25	In the first place he silently touches (the footprint with the burning fire-wood). He then lifts it up and touches once more with it; and at the third time he lays it down with , 'Earth! ether! heaven!' For there are three worlds indeed; so that he thereby obtains these (three) worlds. This now is one (mode of laying down the fire).
1	4	26	Then there is this other. Silently he touches (the foot-print with it) in the first place; he then lifts it up, and at the second time lays it down with 'Earth! ether! heaven!' For he who wants to lift a load without having a firm footing on this (earth), cannot lift it; nay, it crushes him.
1	4	27	Now, when he touches it silently he thereby takes a firm footing on this resting-place; and having obtained a firm footing on it, he lays down (the fire): and thus he wavers not. Here now Âsuri, Pâñki, and Mâdhuki held it (the fire) slightly to the back (or west of the fire-place) . 'For,' they argued, 'everything else (that is on the hearth)becomes, as it were, relaxed (on being touched by the fire): he should therefore, after holding it up, lay it down at the first (touching) with "Earth! ether! heaven!" for thus no relaxation takes place.' Let him then do this in whichever way he may deem proper.
1	4	28	He (the sacrificer) then goes round to the east side (of the fire), and taking hold of the top part of the burning sticks he mutters : 'Like unto the sky in plenty, like unto the earth in greatness!' When he says, 'Like unto the sky in plenty,' he means to say, 'Like as yonder sky is plenteous with stars, so may I become plenteous!' and when he says, 'Like unto the earth in greatness,' he means to say, 'As great as this earth is so great may I become!'--'On that back of thine, O Earth, that art meet for the worship of the gods'--for on her back he lays down that (fire)--'I lay down Agni, the eater of food, for the obtainment of food.' Agni is an eater of food: 'May I become an eater of food,' this is what he thereby says. This is a prayer for blessing,--he may mutter it, if he choose; or, if he choose, he may omit it.
1	4	29	He stands worshipping by (the fire) while muttering the (three) Rik-verses of the queen of serpents  ,--'Hither has come that spotted bull and has settled down before the mother; and before the father on going up to heaven.--She moves along through the luminous spheres, breathing forth from his breath: the mighty (bull) has illuminedthe sky.--He rules over the thirty domains; and song is bestowed on the winged one, yea, with the light at the break of day!' Thus he recites; and whatever (benefit) has not been obtained by him either through the equipments, or through the asterisms, or through the seasons, or through the laying down of the fire, all that is thereby obtained by him; and for this reason he stands worshipping by (the fire), while muttering the verses of the queen of serpents.
1	4	30	They say, however, that one need not stand by (the fire) worshipping with the verses of the queen of serpents. For the queen of serpents, they argue, is this earth; and accordingly when he lays down the fire on her, he thereby obtains all his desires: hence he need not stand by (the fire) worshipping with the verses of the queen of serpents.
2	1	1	When he has taken out the Âhavanîya fire , he performs the Full-offering . The reason whyhe performs the full-offering is that he thereby causes that Agni to become an eater of food for his own self; that he thereby offers food to him. Even as (a mother or cow) would offer the breast to a new-born child or calf, so does he thereby offer food to him.
2	1	2	And having been appeased by that food, he (Agni) waits patiently for the other oblations to be cooked. If, on the other hand, that oblation were not to be offered up in him, he would ere long burn either the Adhvaryu or the sacrificer, for these two pass nearest by him. This is the reason why he makes this offering.
2	1	3	He offers it (with a) full (spoon); for the full doubtless means the All (universe), so that he thereby appeases him with the All. He offers it with 'Svâhâ!' for the Svâhâ is undefined, and undefined also is the All, so that he thereby appeases him by means of the All.
2	1	4	The first offering which Pragâpati made, he made with 'Svâhâ!' Now that (offering) indeed is virtually the same as this one; and hence he (the sacrificer) also makes it with 'Svâhâ!' At this (offering) he grants a boon (to the priests) ; buta boon (may mean) everything, so that he thereby appeases him (Agni) with everything.
2	1	5	Here now they say, 'When he has made this offering, he need not attend to the subsequent oblations; for by this offering he obtains that wish for which he takes out the subsequent oblations.'
2	1	6	He takes out (material for an oblation)  to Agni Pavamâna (the Blowing) . Now the blowing one is the breath, so that he thereby puts breath into him (the sacrificer). And this he puts into him by means of this (offering); for breath means food, and this offering also is food.
2	1	7	He then makes offering to Agni Pâvaka (the Purifying). Now the purifying one means food, so that he thereby puts food into him (Agni, or the sacrificer). And this he puts into him by means of this (offering), for this offering is indeed food.
2	1	8	He then makes offering to Agni Suki (the Bright). Now brightness means vigour, so that he thereby puts vigour into him. And this he puts into him by means of this (offering); for when he offers up that oblation in him (Agni), then that vigour, that brightness of his blazes up.
2	1	9	For this reason they say, 'When he has made that (full) offering, he need not attend to any further oblations; for by this offering he obtains that wish for which he takes out the subsequent oblations.' But let him nevertheless take out the subsequent oblations; for what invisible (blessing, or meaning) there was in that (full-offering) that now becomes thus (visible).
2	1	10	Now the reason why he makes offering to Agni Pavamâna, is that the blowing one is the breath. When (the child) is born, then there is breath. And as long as it is not born, it breathes in accord with the mother's breath; but when it is born, then he thereby puts breath into it.
2	1	11	And the reason why he makes offering to Agni Pâvaka, is that the purifying one means food: hence he thereby puts food into (the child) when it is born.
2	1	12	And the reason why he makes offering to Agni Suki, is that brightness means vigour. Now when it (the child) grows by means of food, then there is vigour; and hence, when he has made it grow by means of food, he thereby puts into it that vigour, that brightness. This is why (he offers) to Agni Suki.
2	1	13	That other (practice) then is altogether erroneous . For when Agni passed over from the gods to men, he bethought him, 'I must not pass over to men with my whole body!'
2	1	14	He then laid down in these (three) worlds those three bodies of his. That 'blowing (pavamâna)' form of his he laid down on this earth, that 'purifying (pâvaka)' one in the ether, and that 'bright (suki)' one in the sky. Now the Rishis then existing became aware of this: 'Agni has not come to us with his whole body,' they said. They then prepared those oblations for him.
2	1	15	Now when he makes offering to Agni Pavamâna, he thereby obtains that form of his (Agni's) which he laid down on this earth; and when he makes offering to Agni Pâvaka, he thereby obtains that form of his which he laid down in the ether; and when he makes offering to Agni Suki, he thereby obtains that form of his which he laid down in the sky: and thus he lays down the entire Agni unmutilated. For this reason also he should take out the oblations subsequent (to the full-offering).
2	1	16	The first oblation has a barhis (altar-covering of sacrificial grass) to itself; the two following ones have one barhis in common. Now the first oblation represents this world, the second one that ether, and the third one the sky. But this earth is compact; and the ether and yonder sky are, as it were, trembling: and in order that these two may counterbalance that (earth), the (last) two (oblations) have one barhis in common.
2	1	17	All these sacrificial cakes (for Agni) are on eight potsherds; for of eight syllables consists the (pâda of the) gâyatrî, and the gâyatrî is Agni's metre : with its own metre he accordingly establishes that fire. In all, these potsherds amount to twenty-four; for of twenty-four syllables consists the gâyatrî (stanza), and the gâyatrî is Agni's metre: with its own metre he accordingly establishes that fire.
2	1	18	He then offers a potful of boiled rice to Aditi. For he who performs those (preceding) oblations moves away, as it were, from this world, since he moves in the ascent of these worlds .
2	1	19	Now when he offers a potful of boiled rice to Aditi,--Aditi being this earth, and this earth being a firm resting-place,--he thereby again takes his stand on this firm resting-place. This is why he offers a potful of boiled rice to Aditi.
2	1	20	For her, they say, the two samyâgyâs  should be virâg verses; for the virâg is this (earth); ortrishtubh verses, for the trishtubh is this (earth); or gagatî verses, for the gagatî is this (earth). Still, however, they should be virâg verses.
2	1	21	The priests' fee for (offering to) her consists of a cow; for this (earth) is, as it were, a cow: she milks out for men all their desires. The cow is a mother, and this (earth) also is a mother, for she bears the men: for this reason the priests' fee is a cow. This is one mode (of performing those offerings).
2	1	22	Then there is this other. He simply offers a cake on eight potsherds to Agni, and thereby, implicitly, to Agni Pavamâna, Agni Pâvaka, and Agni Suki; and immediately after he visibly sets him up (as Agni). For this reason he offers (a cake) to Agni , and then a potful of boiled rice to Aditi. The treatment of the potful of rice (in that case) is the same (as before).
